證券代碼,Data Field,2015/7/1,2015/7/2,2015/7/3,2015/7/6,2015/7/7,2015/7/8,2015/7/9,2015/7/13,2015/7/14,2015/7/15,2015/7/16,2015/7/17,2015/7/20,2015/7/21,2015/7/22,2015/7/23,2015/7/24,2015/7/27,2015/7/28,2015/7/29,2015/7/30,2015/7/31,2015/8/3,2015/8/4,2015/8/5,2015/8/6,2015/8/7,2015/8/10,2015/8/11,2015/8/12,2015/8/13,2015/8/14,2015/8/17,2015/8/18,2015/8/19,2015/8/20,2015/8/21,2015/8/24,2015/8/25,2015/8/26,2015/8/27,2015/8/28,2015/8/31,2015/9/1,2015/9/2,2015/9/3,2015/9/4,2015/9/7,2015/9/8,2015/9/9,2015/9/10,2015/9/11,2015/9/14,2015/9/15,2015/9/16,2015/9/17,2015/9/18,2015/9/21,2015/9/22,2015/9/23,2015/9/24,2015/9/25,2015/9/30,2015/10/1,2015/10/2,2015/10/5,2015/10/6,2015/10/7,2015/10/8,2015/10/12,2015/10/13,2015/10/14,2015/10/15,2015/10/16,2015/10/19,2015/10/20,2015/10/21,2015/10/22,2015/10/23,2015/10/26,2015/10/27,2015/10/28,2015/10/29,2015/10/30,2015/11/2,2015/11/3,2015/11/4,2015/11/5,2015/11/6,2015/11/9,2015/11/10,2015/11/11,2015/11/12,2015/11/13,2015/11/16,2015/11/17,2015/11/18,2015/11/19,2015/11/20,2015/11/23,2015/11/24,2015/11/25,2015/11/26,2015/11/27,2015/11/30,2015/12/1,2015/12/2,2015/12/3,2015/12/4,2015/12/7,2015/12/8,2015/12/9,2015/12/10,2015/12/11,2015/12/14,2015/12/15,2015/12/16,2015/12/17,2015/12/18,2015/12/21,2015/12/22,2015/12/23,2015/12/24,2015/12/25,2015/12/28,2015/12/29,2015/12/30,2015/12/31,2016/1/4,2016/1/5,2016/1/6,2016/1/7,2016/1/8,2016/1/11,2016/1/12,2016/1/13,2016/1/14,2016/1/15,2016/1/18,2016/1/19,2016/1/20,2016/1/21,2016/1/22,2016/1/25,2016/1/26,2016/1/27,2016/1/28,2016/1/29,2016/1/30,2016/2/1,2016/2/2,2016/2/3,2016/2/15,2016/2/16,2016/2/17,2016/2/18,2016/2/19,2016/2/22,2016/2/23,2016/2/24,2016/2/25,2016/2/26,2016/3/1,2016/3/2,2016/3/3,2016/3/4,2016/3/7,2016/3/8,2016/3/9,2016/3/10,2016/3/11,2016/3/14,2016/3/15,2016/3/16,2016/3/17,2016/3/18,2016/3/21,2016/3/22,2016/3/23,2016/3/24,2016/3/25,2016/3/28,2016/3/29,2016/3/30,2016/3/31,2016/4/1,2016/4/6,2016/4/7,2016/4/8,2016/4/11,2016/4/12,2016/4/13,2016/4/14,2016/4/15,2016/4/18,2016/4/19,2016/4/20,2016/4/21,2016/4/22,2016/4/25,2016/4/26,2016/4/27,2016/4/28,2016/4/29,2016/5/3,2016/5/4,2016/5/5,2016/5/6,2016/5/9,2016/5/10,2016/5/11,2016/5/12,2016/5/13,2016/5/16,2016/5/17,2016/5/18,2016/5/19,2016/5/20,2016/5/23,2016/5/24,2016/5/25,2016/5/26,2016/5/27,2016/5/30,2016/5/31,2016/6/1,2016/6/2,2016/6/3,2016/6/4,2016/6/6,2016/6/7,2016/6/8,2016/6/13,2016/6/14,2016/6/15,2016/6/16,2016/6/17,2016/6/20,2016/6/21,2016/6/22,2016/6/23,2016/6/24,2016/6/27,2016/6/28,2016/6/29,2016/6/30,2016/7/1,2016/7/4,2016/7/5,2016/7/6,2016/7/7,2016/7/11,2016/7/12,2016/7/13,2016/7/14,2016/7/15,2016/7/18,2016/7/19,2016/7/20,2016/7/21,2016/7/22,2016/7/25,2016/7/26,2016/7/27,2016/7/28,2016/7/29,2016/8/1,2016/8/2,2016/8/3,2016/8/4,2016/8/5,2016/8/8,2016/8/9,2016/8/10,2016/8/11,2016/8/12,2016/8/15,2016/8/16,2016/8/17,2016/8/18,2016/8/19,2016/8/22,2016/8/23,2016/8/24,2016/8/25,2016/8/26,2016/8/29,2016/8/30,2016/8/31
1240 茂生農經,(賣價-買價),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240 茂生農經,(賣價-買價)/P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258 其祥-KY,(賣價-買價),1,0.25,0.35,0.05,0.05,0.8,0.1,-49.6,0.15,0.1,0.1,0.4,0.05,1.05,0.15,0.15,0.4,0.2,-39.6,-43.55,0.7,0.05,0.7,0.2,0.05,0.1,0.45,0.25,0.4,0.1,0.15,0.25,39.4,0.25,0.25,0.15,0.3,0.45,0.2,0.5,-36.85,0.2,0.2,0.55,0.1,0.4,0.3,0.05,0.1,0.35,0.15,0.3,0.15,0.25,0.4,0.2,0.3,0.05,0.2,0.3,0.3,0.2,-47.5,0.3,0.2,0.85,0.25,0.35,0.65,0.55,0.05,0.4,0.8,0.5,0.4,0.35,0.25,0.1,0.2,0.25,0.05,0.05,0.05,0.05,0.3,0.2,0.05,0.15,0.2,0.1,0.2,0.1,0.05,0.05,0.3,0.15,0.2,0.2,0.2,0.25,0.2,0.25,0.2,0.1,0.05,0.1,0.05,0.15,0.15,0.15,0.1,0.25,0.3,0.05,0.15,0.3,0.2,0.3,0.35,0.45,0.25,0.35,0.05,0.3,0.05,0.3,0.05,0.05,0.2,0.35,0.45,0.4,0.05,0.65,0.05,0.2,0.2,0.4,0.5,0.2,0.35,0.35,0.5,0.1,0.8,0.75,0.4,0.1,0.3,0.45,0.35,0.5,0.45,-43.25,0.3,0.15,0.05,0.15,0.4,0.4,0.05,0.1,0.3,0.05,0.35,0.2,0.05,0.1,0.45,0.4,0.1,0.05,0.15,0.1,0.1,0.05,40.7,0.05,0.1,0.15,0.15,0.3,0.3,0.05,0.1,0.05,0.15,0.05,0.1,0.15,0.3,0.1,0.15,0.05,0.2,0.15,0.1,0.25,0.1,0.3,0.2,0.35,0.1,0.35,0.2,0.05,0.35,0.25,0.1,0.05,0.2,0.3,0.35,0.2,0.1,0.2,0.05,0.25,0.2,0.3,0.25,0.35,0.3,0.05,0.3,0.3,0.2,0.2,0.05,0.05,0.45,0.2,0.2,0.3,0.2,0.1,0.2,0.1,0.2,0.35,0.35,0.1,0.15,0.1,0.15,0.05,0.1,0.1,0.2,0.15,0.3,0.4,0.05,0.05,0.05,0.1,0.2,0.05,0.1,0.2,0.35,0.25,0.05,0.05,0.15,0.1,0.1,0.05,0.15,0.2,0.25,0.1,0.3,0.4,0.05,0.1,0.2,0.1,0.05,0.05,0.05,0.05,0.05,0.3,0.15,0.05,0.2,0.15,0.4
1258 其祥-KY,(賣價-買價)/P,0.024271845,0.005983724,0.008405379,0.001232134,0.001200768,0.020613244,0.002502503,-1.128555176,0.003621439,0.002464268,0.002453386,0.010088272,0.001265182,0.028767123,0.004069452,0.004065041,0.011448197,0.006075334,-1.093318609,-1.093396937,0.01809253,0.001267106,0.018646777,0.005535566,0.001303101,0.002487562,0.011298017,0.006212724,0.010078105,0.002467917,0.003850103,0.006248438,1.093533167,0.007044238,0.007614986,0.004391101,0.008987418,0.014754098,0.006357279,0.016318538,-1.09347181,0.005941771,0.005910165,0.016364177,0.002915452,0.011494253,0.008633094,0.001385809,0.002727025,0.00942634,0.003896104,0.008,0.004049676,0.006707808,0.010655301,0.005340454,0.007884363,0.001323802,0.005307856,0.007980846,0.00792393,0.00506201,-1.093462247,0.007038949,0.004653327,0.020427782,0.006290891,0.008776329,0.016683778,0.01421556,0.001216249,0.009896091,0.020340707,0.012425447,0.00982801,0.008767535,0.006364562,0.002542588,0.005109862,0.006290891,0.001277466,0.001278772,0.001255335,0.001295672,0.007818608,0.005169294,0.001248128,0.003791709,0.005194805,0.002644104,0.005169294,0.002680247,0.001366867,0.001380453,0.008221431,0.004079413,0.005508124,0.005508124,0.005480954,0.006570302,0.005406867,0.006877579,0.005446623,0.002733734,0.001400168,0.002751032,0.001385809,0.004226543,0.004238485,0.0041841,0.002775465,0.007026419,0.008282717,0.001366867,0.003938041,0.008060183,0.00545405,0.008190008,0.009602195,0.012208356,0.006858711,0.009762901,0.001391208,0.008356546,0.001401738,0.008410429,0.001383892,0.00135318,0.005535566,0.009836987,0.012931034,0.011983223,0.001465846,0.019368296,0.001438849,0.005680204,0.005800464,0.011648224,0.014216662,0.005686665,0.010315355,0.010098096,0.014388489,0.002817695,0.022746659,0.021108922,0.011270781,0.002810568,0.008326395,0.012647555,0.009836987,0.014052839,0.012503473,-1.093276036,0.007575758,0.003779289,0.001268392,0.003791709,0.010055304,0.010147133,0.00122429,0.002326664,0.007100592,0.001195029,0.008429672,0.004769855,0.001174536,0.002429543,0.011045655,0.009975062,0.002474023,0.001196172,0.003580807,0.002382087,0.00249066,0.001209482,1.093498119,0.001396258,0.002767783,0.004194631,0.004205214,0.008465011,0.008520307,0.001396258,0.002814523,0.001420051,0.004321521,0.001405284,0.002796421,0.004232506,0.008443569,0.002810568,0.004249292,0.00142369,0.005738881,0.004299226,0.002892682,0.00728014,0.002915452,0.008678045,0.005724098,0.010057471,0.00286944,0.010177377,0.005863383,0.0014637,0.010315355,0.007398639,0.002967359,0.001453911,0.005694761,0.008529997,0.010005718,0.005793743,0.002955083,0.006016847,0.001533742,0.007668712,0.005941771,0.008912656,0.00728863,0.010109763,0.008723466,0.001442585,0.008608321,0.008723466,0.005863383,0.005925926,0.001485443,0.00151653,0.013444876,0.0059755,0.005878895,0.008841733,0.005800464,0.002915452,0.005800464,0.002653928,0.005473454,0.009787472,0.009676528,0.002896871,0.004238485,0.00285144,0.004226543,0.001408848,0.002767783,0.002699784,0.005206977,0.00405515,0.00807972,0.010540184,0.001306506,0.001298701,0.001320655,0.002647604,0.005243838,0.00131096,0.002621919,0.005226026,0.009403546,0.006707808,0.001335113,0.001317523,0.00399361,0.002665956,0.002659574,0.001300052,0.00388601,0.005169294,0.006430041,0.002572016,0.007849294,0.010376135,0.001279754,0.002565418,0.005298013,0.002649007,0.001323101,0.001319609,0.001316482,0.001316482,0.001308216,0.007917656,0.00397351,0.001313025,0.005259006,0.00397351,0.01062417
1259 安心,(賣價-買價),0.3,1,0.7,0.9,0.1,1.1,1.1,0.6,1.4,0.9,0.5,0.5,0.8,0.8,0.5,2.1,1.6,0.9,0.5,1.7,0.7,0.6,0.5,0.6,1.2,0.8,0.7,0.9,1.1,0.8,0.6,0.8,0.8,1.1,1.2,1.8,1,2.5,1.1,1.1,1.3,0.7,0.7,0.2,0.1,0.4,0.5,0.6,0.7,0.9,0.7,1.1,0.6,0.5,0.6,0.4,0.4,0.5,0.4,0.8,0.6,0.5,0.5,0.8,0.6,0.6,0.7,0.3,0.4,0.3,0.4,0.3,0.7,0.5,0.3,0.3,0.2,0.1,0.7,0.6,0.1,0.8,0.8,0.8,0.5,0.4,0.9,0.8,0.8,0.8,0.7,1.1,0.9,0.6,0.9,0.8,0.7,0.6,0.9,0.4,0.5,1.2,0.5,0.6,0.5,0.6,0.7,0.4,-70.6,0.1,1.3,1.1,0.4,0.9,0.4,0.7,1.8,0.9,0.5,0.7,1.4,0.3,1.2,0.6,0.9,1,0.9,0.9,0.6,0.6,0.4,0.9,0.8,0.6,1.6,0.2,1,1.3,0.2,0.5,0.6,0.8,0.7,1,1.2,1.2,1.1,0.8,0.3,0.8,0.9,1.1,0.7,0.4,0.4,0.9,0.9,0.8,0.5,0.8,0.2,0.2,0.3,0.2,0.5,0.4,0.6,0.9,0.4,0.3,0.6,0.8,0.3,0.3,0.6,0.8,1.1,0.9,0.1,1,0.5,0.4,0.6,1,0.7,0.6,0.5,0.3,1.1,0.5,0.6,0.6,0.3,0.3,0.7,0.6,1.3,1.2,1,0.8,0.2,0.4,0.9,0.4,0.7,0.7,0.4,1,1,0.9,0.6,0.1,0.8,0.4,0.6,0.7,1.1,0.9,1.3,0.8,1,0.8,0.3,1,0.9,0.7,0.6,0.7,0.8,0.7,0.7,0.1,0.5,0.6,0.5,0.8,0.4,0.4,0.3,0.7,0.4,1.4,0.6,0.9,0.7,0.5,0.4,1,0.4,0.8,1.1,1.2,0.5,1,1,1.1,1,0.2,0.3,0.5,0.2,0.7,0.2,0.3,0.9,0.8,0.8,0.6,0.3,0.5,0.9,0.8,1.2,1.1,0.9,1,0.5,0.3,0.9,0.9,0.4,1,2.4,0.7,0.5,0.5,0.2,0.1,0.4
1259 安心,(賣價-買價)/P,0.005505597,0.018412815,0.013030529,0.016809862,0.001858736,0.02041195,0.02041195,0.011152416,0.025735294,0.016623569,0.009398496,0.009191176,0.014892033,0.014845055,0.009352787,0.038482683,0.029411765,0.01708104,0.009428625,0.031545741,0.013351135,0.011424219,0.009551098,0.011242271,0.022127973,0.0150858,0.013371538,0.017110266,0.020742976,0.0150858,0.01131435,0.014524328,0.014917024,0.02041195,0.022267582,0.033033584,0.018677624,0.049960032,0.021186441,0.021505376,0.02491376,0.01348228,0.01348228,0.00385208,0.001948558,0.007794232,0.009710623,0.011691348,0.013594873,0.017307692,0.013461538,0.02122323,0.011652748,0.009825113,0.011691348,0.007846214,0.007833921,0.009992006,0.007966541,0.015933081,0.011971269,0.009976057,0.009992006,0.01598721,0.011990408,0.011829653,0.013685239,0.005875441,0.007912957,0.005924171,0.0079255,0.005944125,0.013685239,0.009825113,0.005944125,0.005924171,0.003930045,0.001965023,0.013550136,0.011614402,0.001897893,0.014845055,0.014845055,0.014964459,0.00932314,0.007506099,0.016942771,0.015060241,0.014798372,0.014635931,0.012888971,0.020446097,0.016917293,0.011063987,0.016544118,0.014614541,0.012787724,0.010960906,0.016263101,0.007352941,0.009162544,0.022267582,0.009278159,0.011011195,0.009248983,0.011098779,0.012989423,0.007284648,-1.169067726,0.001610306,0.021498264,0.018163804,0.006415397,0.014474107,0.006623613,0.011477291,0.029935141,0.014615135,0.008119519,0.011150048,0.022988506,0.00489157,0.019486846,0.009756098,0.014354067,0.015971889,0.014674711,0.014434643,0.009729204,0.009894459,0.006652253,0.015228426,0.013027194,0.009756098,0.026054389,0.003256799,0.016239039,0.021255723,0.003220612,0.008187326,0.00990753,0.013080445,0.011477291,0.016630634,0.019983347,0.019900498,0.018425461,0.013554727,0.005010857,0.013400335,0.01490313,0.018214936,0.011430438,0.006495615,0.006504065,0.014615135,0.014800197,0.013173061,0.008175278,0.013116904,0.003279226,0.003238342,0.004771751,0.003189793,0.007942812,0.006396929,0.009595394,0.014413837,0.006379585,0.004758883,0.009609225,0.012936611,0.004918839,0.00489157,0.009797518,0.013116904,0.01778784,0.014756517,0.001639613,0.016038492,0.008175278,0.006476684,0.009743423,0.016239039,0.011511265,0.009991674,0.008326395,0.004918839,0.01808913,0.008141996,0.009770396,0.009852217,0.004918839,0.004912396,0.011367327,0.009729204,0.020991442,0.019704433,0.016170763,0.013116904,0.003279226,0.006558452,0.01490313,0.006623613,0.011591323,0.011691999,0.006681142,0.016702856,0.016374652,0.014615135,0.009688358,0.001612643,0.013027194,0.006476684,0.009715026,0.011194627,0.017474186,0.014315254,0.020819987,0.012847278,0.016260163,0.012742912,0.004771751,0.016015375,0.0147155,0.011398795,0.009675859,0.011257639,0.012901145,0.011180323,0.011089987,0.001579779,0.00792142,0.009595394,0.007942812,0.012656225,0.006362335,0.006319115,0.004746084,0.011058452,0.006337136,0.022482736,0.009505703,0.014258555,0.011119936,0.007910141,0.006337136,0.015470297,0.006292276,0.012584552,0.017136626,0.01841338,0.007756748,0.015429718,0.015429718,0.016996292,0.015451174,0.003081664,0.004641089,0.007735149,0.003094059,0.010741139,0.003081664,0.004596997,0.013717421,0.012241775,0.012241775,0.009181331,0.004590666,0.007589557,0.013570567,0.011389522,0.016809077,0.015051998,0.011993603,0.013326226,0.006486767,0.003969829,0.012080537,0.012051419,0.005293106,0.013232764,0.031425953,0.009208103,0.006539367,0.006655131,0.002649709,0.001328021,0.005231494
1264 德麥,(賣價-買價),1.5,1,0.5,2,1,1.5,1,1,2,1.5,1.5,0.5,1,1.5,1,2,2,1,1,2,2.5,5,2,1,2.5,1.5,1,0.5,4,1.5,1,1,2,0.5,1.5,1,2,6,2,0.5,1.5,4,2,4,1,0.5,1.5,1,1.5,0.5,3.5,0.5,1,0.5,0.5,1.5,0.5,1,3.5,3,3.5,1.5,2.5,0.5,2,1.5,1,1.5,0.5,0.5,1,1.5,1,1.5,1,1.5,2,1.5,1,3,2,1.5,1.5,0.5,0.5,2.5,2.5,0.5,0.5,1.5,2,5.5,0.5,1,2,2,1,0.5,1.5,1.5,1.5,0.5,0.5,1,1,0.5,0.5,1.5,1.5,1,1.5,2.5,0.5,2.5,1,1.5,1,1.5,2,2,3,3.5,2,3,0.5,2.5,2,0.5,3,1,1,2,1,1.5,2,0.5,2,2.5,1,1,2,1,1,1.5,0.5,3,1,1.5,2,1.5,0.5,1.5,0.5,2.5,2,1,0.5,1,1.5,1,2,2,0.5,0.5,1,1,1,0.5,0.5,1,2,1,1.5,0.5,0.5,1,0.5,1,1,0.5,1,1.5,1.5,0.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1.5,2.5,2,1.5,1.5,1.5,1,1,2.5,2.5,1,2,1,1.5,1.5,0.5,1,3,3,1,1.5,2,1,2,1.5,1.5,1.5,1.5,3,3,1,2,2,0.5,1,0.5,1,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1.5,0.5,0.5,1,0.5,1,1,1.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1.5,0.5,2,1,0.5,0.5,1,1.5,1.5,0.5,0.5,0.5,1,1,0.5,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,1
1264 德麥,(賣價-買價)/P,0.00994629,0.006614194,0.003323584,0.013294337,0.006680473,0.01014679,0.006764527,0.006697027,0.013394053,0.009995336,0.01004554,0.003365417,0.006697027,0.010198531,0.00690417,0.01380834,0.01380834,0.007162811,0.007124537,0.014099401,0.017716675,0.034879665,0.014480162,0.007525021,0.019525148,0.011818468,0.007742335,0.003741395,0.030703101,0.01144776,0.00748279,0.00748279,0.014965579,0.003783579,0.011681333,0.007787555,0.015665387,0.046454011,0.015851629,0.004058771,0.011995202,0.031703258,0.015712153,0.031987205,0.008020533,0.003916347,0.011958862,0.007925814,0.011818468,0.003827019,0.024803345,0.003629764,0.007240081,0.003639805,0.003610369,0.010658708,0.003562268,0.00727961,0.025478634,0.021838829,0.026043604,0.011069294,0.018348624,0.003679717,0.014800562,0.010744216,0.007259528,0.010630005,0.003581405,0.003434302,0.006868604,0.010436961,0.006975933,0.010602205,0.007124537,0.010574551,0.014249074,0.0104639,0.007012623,0.021037868,0.013988949,0.010491712,0.010574551,0.003515433,0.003506311,0.016997552,0.016997552,0.003443289,0.003497237,0.010630005,0.014061731,0.039395459,0.003543335,0.007162811,0.014480162,0.014441476,0.007200979,0.00360049,0.010801469,0.010518934,0.010715051,0.003620041,0.003620041,0.007181844,0.007240081,0.003629764,0.003639805,0.011009174,0.010978555,0.007359435,0.011069294,0.018500703,0.00376251,0.019025875,0.007742335,0.011646867,0.007525021,0.011319046,0.015007128,0.01471887,0.02232309,0.026485055,0.015092062,0.022701476,0.003773015,0.019135094,0.015308075,0.003689765,0.022200844,0.007503564,0.007567159,0.015440439,0.007546031,0.011481056,0.015308075,0.003805175,0.01548467,0.019135094,0.007525021,0.00727961,0.01455922,0.007259528,0.007220738,0.010860122,0.003649635,0.02189781,0.00744103,0.011224184,0.015177962,0.011130899,0.0037103,0.011130899,0.003679717,0.017954611,0.014401959,0.007200979,0.003590922,0.006533812,0.009824469,0.006663557,0.013495277,0.013394053,0.003266906,0.003250975,0.006486346,0.006423845,0.006486346,0.003299023,0.003290989,0.006680473,0.013228388,0.006501951,0.00989707,0.003299023,0.003307097,0.006614194,0.00331543,0.006730834,0.006647168,0.003356831,0.006730834,0.01017294,0.010546298,0.003425596,0.01041016,0.003470053,0.003470053,0.003487967,0.003497237,0.003506311,0.003590922,0.003581405,0.00708667,0.00708667,0.007068137,0.010772766,0.017531557,0.013773156,0.010574551,0.0104639,0.010574551,0.007105805,0.007124537,0.017624251,0.017624251,0.007200979,0.014325621,0.007181844,0.010801469,0.010801469,0.003562268,0.007200979,0.021149101,0.021488432,0.007143367,0.010715051,0.014363689,0.007181844,0.014136274,0.010546298,0.010602205,0.0104639,0.010302905,0.020397063,0.020397063,0.006713662,0.013360946,0.013394053,0.003365417,0.006764527,0.003416934,0.006886578,0.010436961,0.003487967,0.003506311,0.003506311,0.003487967,0.003421845,0.003412736,0.003431238,0.00346885,0.003507541,0.006918979,0.010406549,0.003449941,0.00338524,0.006806889,0.003431238,0.006918979,0.006918979,0.010406549,0.003459489,0.00346885,0.003449941,0.003449941,0.006918979,0.003431238,0.003431238,0.010155721,0.003358184,0.013576811,0.006862476,0.003440446,0.003431238,0.006899883,0.010349824,0.010293714,0.003421845,0.003412736,0.003412736,0.006788405,0.006770481,0.003412736,0.003403444,0.006825473,0.006825473,0.006825473,0.003412736,0.006770481,0.003403444,0.006862476,0.006880892,0.006862476,0.006825473,0.006825473,0.006825473,0.00684369,0.003403444,0.00684369
1268 漢來美食,(賣價-買價),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268 漢來美食,(賣價-買價)/P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
