公司,Data Field,2014/12/31,2015/12/31
1436 華友聯,資產總額,"5,891,224","6,544,693"
1437 勤益控,資產總額,"9,319,513","9,297,935"
1438 裕豐,資產總額,"609,515","619,937"
1439 中和,資產總額,"2,195,658","2,149,496"
1440 南紡,資產總額,"39,666,405","40,917,855"
1441 大東,資產總額,"2,806,574","2,917,181"
1442 名軒,資產總額,"13,455,612","14,531,966"
1443 立益,資產總額,"4,963,507","4,741,525"
1444 力麗,資產總額,"15,947,209","18,232,833"
1445 大宇,資產總額,"2,238,772","2,322,243"
1446 宏和,資產總額,"3,756,522","3,789,847"
1447 力鵬,資產總額,"17,442,461","21,618,719"
1449 佳和,資產總額,"5,117,915","5,329,330"
1451 年興,資產總額,"13,943,883","13,576,073"
1452 宏益,資產總額,"2,390,547","2,708,697"
1453 大將,資產總額,"1,296,995","1,137,493"
1454 台富,資產總額,"2,145,915","2,191,814"
1455 集盛,資產總額,"12,467,080","11,469,828"
1456 怡華,資產總額,"4,257,908","4,553,193"
1457 宜進,資產總額,"8,485,847","11,933,920"
1459 聯發,資產總額,"7,872,863","6,986,325"
1460 宏遠,資產總額,"8,907,873","9,646,121"
1463 強盛,資產總額,"3,265,929","3,567,976"
1464 得力,資產總額,"8,025,247","9,158,360"
1465 偉全,資產總額,"2,959,091","2,794,053"
1466 聚隆,資產總額,"3,443,413","3,588,691"
1467 南緯,資產總額,"7,241,018","6,941,863"
1468 昶和,資產總額,"2,493,533","2,443,388"
1470 大統新創,資產總額,"1,119,593","1,076,684"
1471 首利,資產總額,"3,482,649","2,763,793"
1472 三洋紡,資產總額,"1,028,134","1,013,753"
1473 台南,資產總額,"8,308,480","7,691,397"
1474 弘裕,資產總額,"3,451,661","3,499,002"
1475 本盟,資產總額,"607,000","382,538"
1476 儒鴻,資產總額,"14,924,682","17,682,168"
1477 聚陽,資產總額,"11,994,145","13,555,154"
1503 士電,資產總額,"34,163,313","34,628,912"
1504 東元,資產總額,"82,713,045","84,434,252"
1506 正道,資產總額,"2,371,443","2,749,709"
1507 永大,資產總額,"31,359,645","30,501,571"
1512 瑞利,資產總額,"5,834,825","4,974,686"
1513 中興電,資產總額,"14,160,359","15,160,918"
1514 亞力,資產總額,"4,721,505","4,965,614"
1515 力山,資產總額,"5,713,867","5,677,115"
1516 川飛,資產總額,"305,593","408,248"
1517 利奇,資產總額,"5,884,409","5,215,526"
1519 華城,資產總額,"6,681,463","7,820,471"
1521 大億,資產總額,"3,412,683","3,655,900"
1522 堤維西,資產總額,"17,729,775","18,467,682"
1524 耿鼎,資產總額,"4,868,044","4,631,705"
1525 江申,資產總額,"3,818,559","4,187,270"
1526 日馳,資產總額,"1,045,358","1,308,560"
1527 鑽全,資產總額,"13,261,985","14,728,291"
1528 恩德,資產總額,"4,564,345","4,656,621"
1529 樂士,資產總額,"627,959","522,581"
1530 亞崴,資產總額,"6,379,703","6,842,667"
1531 高林股,資產總額,"5,355,728","5,352,871"
1532 勤美,資產總額,"39,170,830","36,240,194"
1533 車王電,資產總額,"4,396,422","4,358,156"
1535 中宇,資產總額,"7,399,503","6,813,951"
1536 和大,資產總額,"7,347,588","8,948,762"
1537 廣隆,資產總額,"4,253,309","4,608,941"
1538 正峰新,資產總額,"2,042,299","1,691,261"
1539 巨庭,資產總額,"1,934,647","2,966,134"
1540 喬福,資產總額,"1,837,468","1,598,286"
1541 錩泰,資產總額,"2,097,609","2,269,888"
1558 伸興,資產總額,"5,482,857","5,887,172"
1560 中砂,資產總額,"5,281,591","5,128,663"
1568 倉佑,資產總額,"3,002,869","2,975,172"
1582 信錦,資產總額,"9,872,009","9,347,637"
1583 程泰,資產總額,"11,783,074","13,190,582"
1587 吉茂,資產總額,"2,303,845","2,464,838"
1589 永冠-KY,資產總額,"11,678,643","15,589,756"
1590 亞德客-KY,資產總額,"18,936,529","21,456,017"
1592 英瑞-KY,資產總額,"5,909,251","7,142,234"
1598 岱宇,資產總額,"3,988,850","4,430,974"
1603 華電,資產總額,"8,441,190","8,531,071"
1604 聲寶,資產總額,"12,208,410","12,279,879"
1605 華新,資產總額,"108,757,446","104,683,291"
1608 華榮,資產總額,"13,869,330","12,198,781"
1609 大亞,資產總額,"19,231,092","17,745,429"
1611 中電,資產總額,"8,564,035","7,413,947"
1612 宏泰,資產總額,"5,519,518","5,179,861"
1614 三洋電,資產總額,"6,814,813","6,657,565"
1615 大山,資產總額,"2,280,621","2,177,206"
1616 億泰,資產總額,"3,852,523","3,923,339"
1617 榮星,資產總額,"3,265,781","3,130,196"
1618 合機,資產總額,"4,306,754","4,342,174"
1626 艾美特-KY,資產總額,"9,460,554","8,218,198"
1701 中化,資產總額,"10,309,861","9,912,905"
1702 南僑,資產總額,"16,914,314","18,399,335"
1707 葡萄王,資產總額,"5,368,819","8,612,365"
1708 東鹼,資產總額,"8,643,553","9,018,753"
1709 和益,資產總額,"10,178,046","10,277,403"
1710 東聯,資產總額,"35,472,450","38,154,441"
1711 永光,資產總額,"12,731,450","13,359,202"
1712 興農,資產總額,"16,090,517","15,578,341"
1713 國化,資產總額,"2,435,477","2,413,687"
1714 和桐,資產總額,"47,547,171","31,238,115"
1717 長興,資產總額,"47,265,500","49,117,676"
1718 中纖,資產總額,"558,564,510","602,905,995"
1720 生達,資產總額,"5,374,647","5,795,287"
1721 三晃,資產總額,"1,372,327","4,358,463"
1722 台肥,資產總額,"70,496,937","80,503,805"
1723 中碳,資產總額,"8,685,403","7,978,381"
1724 台硝,資產總額,"2,522,136","2,670,215"
1725 元禎,資產總額,"4,879,504","4,460,357"
1726 永記,資產總額,"9,315,977","9,487,700"
1727 中華化,資產總額,"2,210,037","2,221,385"
1730 花仙子,資產總額,"1,698,120","1,798,978"
1731 美吾華,資產總額,"2,519,500","2,630,140"
1732 毛寶,資產總額,"601,319","592,125"
1733 五鼎,資產總額,"2,644,894","2,694,508"
1734 杏輝,資產總額,"6,463,903","6,386,654"
1735 日勝化,資產總額,"3,533,495","2,736,205"
1736 喬山,資產總額,"20,071,083","22,497,724"
1737 臺鹽,資產總額,"6,738,120","6,851,101"
1760 寶齡富錦,資產總額,"1,107,994","1,175,357"
1762 中化生,資產總額,"3,207,463","2,870,633"
1773 勝一,資產總額,"4,989,934","5,050,798"
1776 展宇,資產總額,"2,193,957","2,123,463"
1783 和康生,資產總額,"1,013,663","1,168,240"
1786 科妍,資產總額,"1,091,904","1,072,752"
1789 神隆,資產總額,"11,371,820","12,221,595"
1802 台玻,資產總額,"105,970,541","96,029,723"
1805 寶徠,資產總額,"1,282,573","1,501,935"
1806 冠軍,資產總額,"14,035,961","13,275,120"
1808 潤隆,資產總額,"15,031,336","16,646,741"
1809 中釉,資產總額,"5,981,593","5,760,066"
1810 和成,資產總額,"11,638,802","11,275,524"
1817 凱撒衛,資產總額,"1,715,035","1,842,013"
1902 台紙,資產總額,"10,159,475","9,760,519"
1903 士紙,資產總額,"7,131,551","6,582,250"
1904 正隆,資產總額,"57,450,412","58,970,698"
1905 華紙,資產總額,"29,484,022","30,426,139"
1906 寶隆,資產總額,"4,498,900","4,056,345"
1907 永豐餘,資產總額,"112,293,809","113,390,900"
1909 榮成,資產總額,"47,413,809","47,250,032"
2002 中鋼,資產總額,"682,740,020","678,139,016"
2006 東和鋼鐵,資產總額,"38,349,071","36,080,468"
2007 燁興,資產總額,"13,793,380","14,111,769"
2008 高興昌,資產總額,"5,239,627","5,708,557"
2009 第一銅,資產總額,"5,962,923","4,563,011"
2010 春源,資產總額,"18,237,474","16,389,001"
2012 春雨,資產總額,"10,674,715","11,267,313"
2013 中鋼構,資產總額,"13,610,157","14,961,267"
2014 中鴻,資產總額,"34,979,994","30,602,823"
2015 豐興,資產總額,"19,304,877","19,043,520"
2017 官田鋼,資產總額,"8,632,598","7,699,089"
2020 美亞,資產總額,"6,686,228","5,561,964"
2022 聚亨,資產總額,"15,183,286","13,045,006"
2023 燁輝,資產總額,"71,894,429","76,359,996"
2024 志聯,資產總額,"2,206,972","2,123,336"
2025 千興,資產總額,"2,390,262","2,573,705"
2027 大成鋼,資產總額,"45,579,931","47,071,805"
2028 威致,資產總額,"6,612,998","5,214,135"
2029 盛餘,資產總額,"10,203,002","9,652,331"
2030 彰源,資產總額,"11,611,937","10,811,160"
2031 新光鋼,資產總額,"13,091,068","10,690,251"
2032 新鋼,資產總額,"2,061,439","2,027,537"
2033 佳大,資產總額,"1,334,669","1,266,679"
2034 允強,資產總額,"11,375,074","10,181,761"
2038 海光,資產總額,"7,931,351","6,062,851"
2049 上銀,資產總額,"30,327,763","32,766,219"
2059 川湖,資產總額,"8,413,580","9,245,735"
2062 橋椿,資產總額,"8,340,819","9,732,887"
2069 運錩,資產總額,"5,565,109","4,793,308"
2101 南港,資產總額,"20,500,781","23,260,882"
2102 泰豐,資產總額,"12,284,591","13,217,811"
2103 台橡,資產總額,"33,156,653","29,993,985"
2104 國際中橡,資產總額,"32,930,877","29,083,370"
2105 正新,資產總額,"169,870,367","165,958,222"
2106 建大,資產總額,"38,428,868","40,824,560"
2107 厚生,資產總額,"14,132,093","15,129,632"
2108 南帝,資產總額,"7,807,855","8,625,426"
2109 華豐,資產總額,"9,134,629","8,464,130"
2114 鑫永銓,資產總額,"2,663,811","2,556,017"
2115 六暉-KY,資產總額,"2,808,076","2,929,575"
2201 裕隆,資產總額,"202,842,687","212,002,090"
2204 中華,資產總額,"61,523,418","62,682,031"
2206 三陽工業,資產總額,"40,235,724","42,947,575"
2207 和泰車,資產總額,"149,169,951","165,192,528"
2208 台船,資產總額,"29,805,390","23,739,566"
2227 裕日車,資產總額,"36,506,547","31,179,035"
2228 劍麟,資產總額,"3,318,137","4,246,649"
2231 為升,資產總額,"2,453,349","3,342,093"
2233 宇隆,資產總額,"2,718,310","2,785,080"
2236 百達-KY,資產總額,"1,918,878","1,826,942"
2239 英利-KY,資產總額,"13,461,063","14,613,204"
2243 宏旭-KY,資產總額,"3,719,885","4,075,798"
2301 光寶科,資產總額,"216,533,829","209,653,863"
2302 麗正,資產總額,"2,159,535","2,063,060"
2303 聯電,資產總額,"313,245,648","337,366,810"
2305 全友,資產總額,"2,198,514","3,130,908"
2308 台達電,資產總額,"220,432,810","226,275,936"
2312 金寶,資產總額,"53,536,869","41,580,105"
2313 華通,資產總額,"46,342,295","51,512,742"
2314 台揚,資產總額,"6,163,089","5,862,566"
2316 楠梓電,資產總額,"11,864,797","15,134,063"
2317 鴻海,資產總額,"2,462,714,749","2,308,299,877"
2321 東訊,資產總額,"2,629,032","2,497,573"
2323 中環,資產總額,"39,389,487","33,587,192"
2324 仁寶,資產總額,"378,750,718","327,925,575"
2327 國巨,資產總額,"51,505,940","47,547,893"
2328 廣宇,資產總額,"19,295,671","18,775,935"
2329 華泰,資產總額,"16,416,940","17,708,548"
2330 台積電,資產總額,"1,495,049,086","1,657,518,298"
2331 精英,資產總額,"32,472,991","26,244,275"
2332 友訊,資產總額,"25,410,110","21,262,619"
2337 旺宏,資產總額,"44,842,575","37,627,662"
2338 光罩,資產總額,"4,222,987","3,954,607"
2340 光磊,資產總額,"12,145,883","11,773,447"
2342 茂矽,資產總額,"4,069,581","2,593,483"
2344 華邦電,資產總額,"64,841,017","62,597,767"
2345 智邦,資產總額,"14,145,397","14,987,537"
2347 聯強,資產總額,"135,916,178","134,787,518"
2348 海悅,資產總額,"2,442,037","2,058,554"
2349 錸德,資產總額,"35,799,343","30,870,914"
2351 順德,資產總額,"10,470,068","9,914,853"
2352 佳世達,資產總額,"105,520,130","100,243,831"
2353 宏碁,資產總額,"191,095,037","171,742,203"
2354 鴻準,資產總額,"130,995,578","123,384,885"
2355 敬鵬,資產總額,"23,972,583","24,475,000"
2356 英業達,資產總額,"195,701,729","175,746,473"
2357 華碩,資產總額,"352,421,513","333,604,873"
2358 廷鑫,資產總額,"916,073","727,071"
2359 所羅門,資產總額,"5,922,898","6,150,946"
2360 致茂,資產總額,"14,969,976","16,060,439"
2362 藍天,資產總額,"115,264,151","122,464,077"
2363 矽統,資產總額,"8,070,730","7,189,723"
2364 倫飛,資產總額,"1,471,321","1,415,051"
2365 昆盈,資產總額,"7,409,635","6,117,818"
2367 燿華,資產總額,"18,637,177","19,295,626"
2368 金像電,資產總額,"24,236,424","22,187,354"
2369 菱生,資產總額,"9,789,548","9,669,256"
2371 大同,資產總額,"213,827,318","201,918,618"
2373 震旦行,資產總額,"14,709,861","14,658,819"
2374 佳能,資產總額,"16,865,745","14,017,403"
2375 智寶,資產總額,"2,606,586","2,682,049"
2376 技嘉,資產總額,"33,692,626","33,240,633"
2377 微星,資產總額,"46,424,814","46,530,869"
2379 瑞昱,資產總額,"41,074,578","46,947,448"
2380 虹光,資產總額,"4,400,611","3,968,719"
2382 廣達,資產總額,"607,814,722","531,574,219"
2383 台光電,資產總額,"16,703,893","17,707,829"
2385 群光,資產總額,"56,999,758","58,970,095"
2387 精元,資產總額,"15,422,525","16,133,630"
2388 威盛,資產總額,"9,334,608","10,520,368"
2390 云辰,資產總額,"3,625,322","3,485,790"
2392 正崴,資產總額,"66,290,215","75,925,131"
2393 億光,資產總額,"35,038,845","37,298,411"
2395 研華,資產總額,"31,543,820","33,979,133"
2397 友通,資產總額,"3,532,232","3,712,857"
2399 映泰,資產總額,"3,351,532","3,116,624"
2401 凌陽,資產總額,"14,819,444","15,599,007"
2402 毅嘉,資產總額,"13,583,385","11,336,668"
2404 漢唐,資產總額,"13,593,104","14,703,007"
2405 浩鑫,資產總額,"5,903,831","4,781,843"
2406 國碩,資產總額,"16,495,209","21,604,904"
2408 南亞科,資產總額,"104,552,312","104,006,037"
2409 友達,資產總額,"469,859,685","425,554,245"
2412 中華電,資產總額,"446,704,612","453,021,092"
2413 環科,資產總額,"4,841,260","4,637,384"
2414 精技,資產總額,"5,465,156","6,053,664"
2415 錩新,資產總額,"3,624,388","3,992,012"
2417 圓剛,資產總額,"5,464,566","4,988,991"
2419 仲琦,資產總額,"7,099,789","7,168,188"
2420 新巨,資產總額,"6,019,144","5,887,446"
2421 建準,資產總額,"7,323,610","7,523,184"
2423 固緯,資產總額,"3,001,838","2,993,902"
2424 隴華,資產總額,"556,511","510,781"
2425 承啟,資產總額,"2,196,500","2,969,071"
2426 鼎元,資產總額,"5,160,921","5,017,493"
2427 三商電,資產總額,"3,113,690","3,593,882"
2428 興勤,資產總額,"5,935,630","6,430,364"
2429 銘旺科,資產總額,"889,201","699,313"
2430 燦坤,資產總額,"10,366,329","9,665,020"
2431 聯昌,資產總額,"3,331,266","2,719,770"
2433 互盛電,資產總額,"6,901,680","7,345,219"
2434 統懋,資產總額,"1,677,618","1,208,942"
2436 偉詮電,資產總額,"3,490,614","3,366,191"
2438 翔耀,資產總額,"987,108","1,085,803"
2439 美律,資產總額,"9,934,361","11,385,708"
2440 太空梭,資產總額,"2,406,140","2,220,185"
2441 超豐,資產總額,"15,563,613","15,814,168"
2442 新美齊,資產總額,"4,603,327","5,119,687"
2443 新利虹,資產總額,"2,652,288","2,204,431"
2444 兆勁,資產總額,"1,496,017","1,649,256"
2448 晶電,資產總額,"91,959,039","83,131,924"
2449 京元電子,資產總額,"39,722,358","40,432,136"
2450 神腦,資產總額,"10,443,022","10,215,267"
2451 創見,資產總額,"26,293,240","24,063,249"
2453 凌群,資產總額,"3,477,588","3,315,230"
2454 聯發科,資產總額,"351,118,671","351,249,656"
2455 全新,資產總額,"3,946,737","4,103,094"
2456 奇力新,資產總額,"7,313,737","8,667,132"
2457 飛宏,資產總額,"11,451,092","11,447,589"
2458 義隆,資產總額,"10,166,979","9,284,645"
2459 敦吉,資產總額,"8,180,062","8,363,229"
2460 建通,資產總額,"6,233,071","6,030,673"
2461 光群雷,資產總額,"6,175,221","5,996,040"
2462 良得電,資產總額,"4,131,611","4,214,781"
2464 盟立,資產總額,"6,428,400","7,910,702"
2465 麗臺,資產總額,"1,579,142","1,565,427"
2466 冠西電,資產總額,"3,370,399","3,339,351"
2467 志聖,資產總額,"6,110,337","5,581,053"
2468 華經,資產總額,"1,371,581","1,473,436"
2471 資通,資產總額,"1,106,815","1,067,958"
2472 立隆電,資產總額,"7,727,428","8,297,041"
2474 可成,資產總額,"136,964,704","171,579,672"
2476 鉅祥,資產總額,"6,806,436","6,738,342"
2477 美隆電,資產總額,"5,743,980","5,692,366"
2478 大毅,資產總額,"6,975,990","7,186,194"
2480 敦陽科,資產總額,"4,230,588","4,177,332"
2481 強茂,資產總額,"25,091,317","20,759,379"
2482 連宇,資產總額,"1,034,284","1,102,892"
2483 百容,資產總額,"2,645,808","2,770,942"
2484 希華,資產總額,"4,053,972","4,281,545"
2485 兆赫,資產總額,"9,377,007","10,269,553"
2486 一詮,資產總額,"9,459,630","8,356,296"
2488 漢平,資產總額,"2,649,977","2,723,893"
2489 瑞軒,資產總額,"20,054,431","21,977,508"
2491 吉祥全,資產總額,"2,364,999","2,227,333"
2492 華新科,資產總額,"26,640,390","26,224,307"
2493 揚博,資產總額,"3,254,091","3,028,208"
2495 普安,資產總額,"4,533,099","4,709,399"
2496 卓越,資產總額,"130,949","134,833"
2497 怡利電,資產總額,"3,291,368","3,299,679"
2498 宏達電,資產總額,"163,838,274","129,393,083"
2499 東貝,資產總額,"18,033,295","17,241,298"
2501 國建,資產總額,"57,132,363","61,933,275"
2504 國產,資產總額,"64,617,638","62,817,194"
2505 國揚,資產總額,"14,742,352","16,058,889"
2506 太設,資產總額,"15,612,255","14,924,123"
2509 全坤建,資產總額,"7,596,011","8,583,943"
2511 太子,資產總額,"56,050,968","54,475,911"
2514 龍邦,資產總額,"513,765,929","13,155,086"
2515 中工,資產總額,"38,110,066","37,033,022"
2516 新建,資產總額,"9,216,679","10,657,966"
2520 冠德,資產總額,"42,138,903","41,702,308"
2524 京城,資產總額,"28,690,979","30,518,481"
2527 宏璟,資產總額,"15,566,715","16,805,242"
2528 皇普,資產總額,"1,532,421","1,800,930"
2530 華建,資產總額,"8,380,833","7,538,885"
2534 宏盛,資產總額,"24,999,545","27,054,731"
2535 達欣工,資產總額,"14,904,134","15,273,659"
2536 宏普,資產總額,"21,366,491","20,287,301"
2537 聯上發,資產總額,"6,637,510","6,720,839"
2538 基泰,資產總額,"17,491,029","19,034,545"
2539 櫻花建,資產總額,"6,644,282","8,638,429"
2540 愛山林,資產總額,"5,027,731","9,178,185"
2542 興富發,資產總額,"108,192,891","114,195,943"
2543 皇昌,資產總額,"5,292,811","5,749,815"
2545 皇翔,資產總額,"41,436,153","44,045,778"
2546 根基,資產總額,"4,534,995","4,943,373"
2547 日勝生,資產總額,"70,566,886","74,912,601"
2548 華固,資產總額,"34,938,836","37,143,367"
2597 潤弘,資產總額,"12,529,794","11,543,836"
2601 益航,資產總額,"39,136,682","40,149,460"
2603 長榮,資產總額,"188,935,007","192,652,207"
2605 新興,資產總額,"29,133,785","28,387,662"
2606 裕民,資產總額,"63,493,942","63,717,556"
2607 榮運,資產總額,"32,102,517","34,082,101"
2608 嘉里大榮,資產總額,"12,132,106","12,525,749"
2609 陽明,資產總額,"152,588,281","154,976,101"
2610 華航,資產總額,"229,074,027","221,926,309"
2611 志信,資產總額,"4,864,453","4,543,980"
2612 中航,資產總額,"21,381,641","21,313,763"
2613 中櫃,資產總額,"5,679,362","6,150,065"
2614 東森,資產總額,"20,709,938","17,675,105"
2615 萬海,資產總額,"85,227,560","80,221,185"
2616 山隆,資產總額,"5,996,777","5,605,302"
2617 台航,資產總額,"12,717,586","12,873,921"
2618 長榮航,資產總額,"167,560,200","195,406,312"
2630 亞航,資產總額,"2,049,821","2,096,635"
2633 台灣高鐵,資產總額,"501,660,707","506,604,216"
2634 漢翔,資產總額,"25,326,100","28,704,182"
2636 台驊投控,資產總額,"3,940,274","4,758,659"
2637 慧洋-KY,資產總額,"74,544,420","84,183,241"
2642 宅配通,資產總額,"2,362,684","2,182,667"
2701 萬企,資產總額,"7,348,052","7,730,775"
2702 華園,資產總額,"2,525,089","3,943,730"
2704 國賓,資產總額,"12,033,959","12,198,858"
2705 六福,資產總額,"10,090,379","10,920,043"
2706 第一店,資產總額,"8,325,540","8,906,316"
2707 晶華,資產總額,"7,344,459","7,596,026"
2712 遠雄來,資產總額,"1,611,140","1,563,141"
2722 夏都,資產總額,"1,695,462","1,814,342"
2723 美食-KY,資產總額,"9,822,755","12,289,698"
2727 王品,資產總額,"9,596,044","9,238,878"
2731 雄獅,資產總額,"4,598,100","5,054,876"
2739 寒舍,資產總額,"3,133,328","3,071,991"
2748 雲品,資產總額,"2,035,836","1,938,192"
2801 彰銀,資產總額,"1,815,872,967","1,906,257,219"
2809 京城銀,資產總額,"235,287,520","237,553,590"
2812 台中銀,資產總額,"530,050,400","575,630,715"
2816 旺旺保,資產總額,"13,821,728","14,470,482"
2820 華票,資產總額,"169,917,019","207,582,155"
2823 中壽,資產總額,"1,107,267,895","1,202,621,653"
2832 台產,資產總額,"16,863,713","17,097,723"
2834 臺企銀,資產總額,"1,392,390,567","1,475,891,595"
2836 高雄銀,資產總額,"269,024,953","263,050,675"
2838 聯邦銀,資產總額,"486,481,573","508,489,197"
2841 台開,資產總額,"27,603,413","30,544,578"
2845 遠東銀,資產總額,"521,977,917","546,554,881"
2849 安泰銀,資產總額,"335,076,452","322,504,805"
2850 新產,資產總額,"27,956,981","28,402,590"
2851 中再保,資產總額,"34,009,167","33,265,071"
2852 第一保,資產總額,"13,570,386","14,068,329"
2855 統一證,資產總額,"64,947,546","70,089,533"
2867 三商壽,資產總額,"802,368,944","860,490,389"
2880 華南金,資產總額,"2,259,951,646","2,350,288,574"
2881 富邦金,資產總額,"5,438,357,764","5,987,467,814"
2882 國泰金,資產總額,"6,944,837,236","7,568,975,033"
2883 開發金,資產總額,"919,701,218","866,719,175"
2884 玉山金,資產總額,"1,566,419,858","1,775,283,931"
2885 元大金,資產總額,"1,291,764,563","1,551,145,202"
2886 兆豐金,資產總額,"3,270,637,937","3,398,518,306"
2887 台新金,資產總額,"1,382,953,378","1,520,230,642"
2888 新光金,資產總額,"2,793,793,206","2,963,070,917"
2889 國票金,資產總額,"222,250,220","260,180,810"
2890 永豐金,資產總額,"1,549,733,836","1,587,604,651"
2891 中信金,資產總額,"3,654,680,064","4,596,226,754"
2892 第一金,資產總額,"2,355,708,683","2,500,095,812"
2897 王道銀行,資產總額,"428,063,500","485,986,142"
2901 欣欣,資產總額,"989,648","1,001,208"
2903 遠百,資產總額,"111,620,235","106,337,486"
2904 匯僑,資產總額,"1,038,143","1,056,294"
2905 三商,資產總額,"819,792,145","879,078,699"
2906 高林,資產總額,"4,884,548","4,940,320"
2908 特力,資產總額,"24,920,946","25,195,246"
2910 統領,資產總額,"5,348,239","5,549,195"
2911 麗嬰房,資產總額,"8,197,027","7,781,262"
2912 統一超,資產總額,"85,844,226","89,382,712"
2913 農林,資產總額,"21,609,614","25,733,059"
2915 潤泰全,資產總額,"53,725,906","56,584,993"
2923 鼎固-KY,資產總額,"119,508,314","123,548,588"
2929 淘帝-KY,資產總額,"4,712,111","5,588,163"
2936 客思達-KY,資產總額,"4,994,567","5,300,258"
2939 凱羿-KY,資產總額,"665,682","879,078"
3002 歐格,資產總額,"1,717,905","1,674,999"
3003 健和興,資產總額,"4,900,299","5,358,796"
3004 豐達科,資產總額,"2,288,914","2,369,676"
3005 神基,資產總額,"24,538,701","23,181,961"
3006 晶豪科,資產總額,"10,434,914","8,659,505"
3008 大立光,資產總額,"61,053,584","83,986,576"
3010 華立,資產總額,"26,318,193","26,731,365"
3011 今皓,資產總額,"2,272,879","2,160,435"
3013 晟銘電,資產總額,"3,434,391","3,443,189"
3014 聯陽,資產總額,"4,585,320","4,615,866"
3015 全漢,資產總額,"14,423,540","14,629,773"
3016 嘉晶,資產總額,"1,203,538","2,093,052"
3017 奇鋐,資產總額,"23,602,555","26,974,870"
3018 同開,資產總額,"1,209,552","1,277,658"
3019 亞光,資產總額,"23,015,583","21,353,997"
3021 鴻名,資產總額,"1,778,808","2,039,789"
3022 威強電,資產總額,"15,541,641","11,983,182"
3023 信邦,資產總額,"10,486,831","11,113,671"
3024 憶聲,資產總額,"6,237,864","5,160,130"
3025 星通,資產總額,"1,019,824","923,574"
3026 禾伸堂,資產總額,"13,296,247","12,175,238"
3027 盛達,資產總額,"2,395,678","2,726,403"
3028 增你強,資產總額,"13,834,590","13,016,133"
3029 零壹,資產總額,"3,376,815","3,231,494"
