公司,Data Field,2014/12/31,2015/12/31
4107 邦特,資產總額,"2,346,885","2,503,780"
4109 加捷生醫,資產總額,"1,315,095","1,579,078"
4111 濟生,資產總額,"1,438,735","1,449,674"
4113 聯上,資產總額,"7,085,242","7,047,415"
4114 健喬,資產總額,"4,312,142","4,592,743"
4116 明基醫,資產總額,"992,718","1,403,224"
4120 友華,資產總額,"5,111,133","5,474,417"
4121 優盛,資產總額,"2,456,662","2,544,308"
4123 晟德,資產總額,"9,616,123","27,912,916"
4126 太醫,資產總額,"2,243,287","2,676,200"
4127 天良,資產總額,"1,467,050","1,499,946"
4128 中天,資產總額,"9,745,202","9,832,917"
4129 聯合,資產總額,"1,939,307","2,593,234"
4130 健亞,資產總額,"1,603,735","2,517,262"
4131 晶宇,資產總額,"273,623","171,469"
4138 曜亞,資產總額,"1,705,593","2,165,234"
4139 馬光-KY,資產總額,"964,392","1,257,059"
4147 中裕,資產總額,"1,880,696","4,926,437"
4152 台微體,資產總額,"3,273,126","2,744,871"
4153 鈺緯,資產總額,"870,723","1,713,385"
4154 康樂-KY,資產總額,"377,740","321,384"
4157 太景*-KY,資產總額,"1,098,186","625,463"
4160 創源,資產總額,"362,618","380,657"
4161 聿新科,資產總額,"1,113,805","1,445,063"
4162 智擎,資產總額,"2,944,546","3,238,582"
4163 鐿鈦,資產總額,"2,232,642","2,301,123"
4167 展旺,資產總額,"3,132,444","3,245,194"
4168 醣聯,資產總額,"2,304,637","2,185,988"
4171 瑞基,資產總額,"557,543","510,862"
4173 久裕,資產總額,"6,035,152","6,018,937"
4174 浩鼎,資產總額,"1,488,100","7,310,996"
4175 杏一,資產總額,"1,710,783","1,774,938"
4183 福永生技,資產總額,"323,285","338,976"
4188 安克,資產總額,"258,404","382,302"
4192 杏國,資產總額,"1,034,566","1,027,267"
4198 環瑞醫,資產總額,"2,787,770","1,749,022"
4205 中華食,資產總額,"1,406,011","1,503,365"
4207 環泰,資產總額,"4,333,012","4,279,295"
4303 信立,資產總額,"1,035,224","1,036,907"
4304 勝昱,資產總額,"764,617","782,977"
4305 世坤,資產總額,"1,085,679","1,131,865"
4401 東隆興,資產總額,"4,517,410","4,776,891"
4402 福大,資產總額,"1,343,187","1,174,708"
4406 新昕纖,資產總額,"705,747","713,309"
4413 飛寶企業,資產總額,"74,477","59,464"
4415 台原藥,資產總額,"31,681","90,081"
4416 三圓,資產總額,"7,022,455","6,947,625"
4417 金洲,資產總額,"3,409,833","3,594,180"
4419 元勝,資產總額,"263,861","175,517"
4420 光明,資產總額,"529,506","960,462"
4429 聚紡,資產總額,"1,417,535","1,371,167"
4430 耀億,資產總額,"2,950,442","2,867,456"
4432 銘旺實,資產總額,"1,829,938","1,950,568"
4433 興采,資產總額,"1,063,014","1,113,949"
4502 健信,資產總額,"1,078,206","2,316,732"
4503 金雨,資產總額,"392,791","394,174"
4506 崇友,資產總額,"6,301,763","6,802,845"
4510 高鋒,資產總額,"3,570,566","4,182,238"
4513 福裕,資產總額,"3,409,548","2,917,582"
4523 永彰,資產總額,"2,865,932","2,885,746"
4527 方土霖,資產總額,"2,150,660","2,199,018"
4528 江興鍛,資產總額,"2,933,223","3,176,714"
4529 淳紳,資產總額,"1,101,358","5,532,283"
4530 宏易,資產總額,"475,674","384,860"
4533 協易機,資產總額,"5,083,444","5,779,679"
4534 慶騰,資產總額,"1,607,681","1,765,684"
4535 至興,資產總額,"3,443,756","3,250,119"
4538 大詠城,資產總額,"845,721","809,136"
4541 晟田,資產總額,"2,683,225","2,880,291"
4542 科嶠,資產總額,"1,030,162","763,114"
4543 萬在,資產總額,"2,025,416","1,953,960"
4549 桓達,資產總額,"1,456,930","1,426,336"
4550 長佳,資產總額,"1,139,544","1,476,774"
4554 橙的,資產總額,"415,001","512,670"
4556 旭然,資產總額,"648,999","887,307"
4561 健椿,資產總額,"1,334,630","1,402,648"
4563 百德,資產總額,"2,519,041","2,466,726"
4568 科際精密,資產總額,"312,025","698,153"
4609 唐鋒,資產總額,"936,413","868,138"
4702 中美實,資產總額,"4,158,165","3,902,206"
4706 大恭,資產總額,"1,774,716","1,756,129"
4707 磐亞,資產總額,"6,427,672","6,252,648"
4711 永純,資產總額,"1,459,014","1,405,189"
4712 南璋,資產總額,"777,350","623,043"
4714 永捷,資產總額,"1,287,361","1,172,636"
4716 大立,資產總額,"1,188,261","1,145,600"
4721 美琪瑪,資產總額,"1,717,520","1,679,966"
4726 永昕,資產總額,"1,706,718","1,518,386"
4728 雙美,資產總額,"704,972","602,573"
4729 熒茂,資產總額,"8,799,321","4,599,956"
4735 豪展,資產總額,"771,729","782,039"
4736 泰博,資產總額,"3,958,729","4,337,644"
4741 泓瀚,資產總額,"1,064,047","1,211,837"
4743 合一,資產總額,"2,014,394","2,807,303"
4744 皇將,資產總額,"1,143,553","1,101,456"
4745 合富-KY,資產總額,"3,066,336","3,647,667"
4747 強生,資產總額,"752,004","917,566"
4754 國碳科,資產總額,"281,412","341,585"
4760 勤凱,資產總額,"548,269","502,981"
4767 誠泰科技,資產總額,"1,098,513","1,184,817"
4803 VHQ-KY,資產總額,"870,309","1,395,611"
4804 大略-KY,資產總額,"611,613","1,082,010"
4806 昇華,資產總額,"1,017,471","1,081,026"
4903 聯光通,資產總額,"1,552,743","1,371,658"
4905 台聯電,資產總額,"2,227,319","4,355,134"
4907 富宇,資產總額,"3,332,650","4,158,138"
4908 前鼎,資產總額,"1,458,599","1,314,471"
4909 新復興,資產總額,"3,055,760","3,240,959"
4911 德英,資產總額,"861,634","893,877"
4924 欣厚-KY,資產總額,"816,505","615,210"
4931 新盛力,資產總額,"882,323","1,031,484"
4933 友輝,資產總額,"4,506,353","4,674,336"
4939 亞電,資產總額,"2,968,708","2,416,106"
4944 兆遠,資產總額,"5,530,771","5,573,052"
4946 辣椒,資產總額,"1,155,397","743,325"
4947 昂寶-KY,資產總額,"3,408,124","3,597,623"
4950 牧東,資產總額,"2,847,656","1,986,967"
4953 緯軟,資產總額,"1,798,060","1,852,061"
4966 譜瑞-KY,資產總額,"6,525,309","8,241,743"
4971 IET-KY,資產總額,"1,339,468","1,563,293"
4972 湯石照明,資產總額,"1,387,296","1,469,556"
4973 廣穎,資產總額,"2,890,295","2,421,068"
4974 亞泰,資產總額,"2,892,920","2,737,304"
4979 華星光,資產總額,"2,793,810","3,952,495"
4987 科誠,資產總額,"1,286,491","1,219,648"
4991 環宇-KY,資產總額,"1,443,240","2,653,367"
4995 晶達,資產總額,"669,430","996,607"
5009 榮剛,資產總額,"20,206,814","18,348,406"
5011 久陽,資產總額,"789,198","998,616"
5013 強新,資產總額,"4,710,707","4,732,900"
5014 建錩,資產總額,"7,894,846","7,092,597"
5015 華祺,資產總額,"1,611,960","1,615,358"
5016 松和,資產總額,"2,788,273","2,538,348"
5102 富強,資產總額,"1,404,237","1,297,551"
5201 凱衛,資產總額,"435,059","437,780"
5202 力新,資產總額,"565,128","586,002"
5205 中茂,資產總額,"65,830","49,364"
5206 坤悅,資產總額,"3,817,962","4,447,732"
5209 新鼎,資產總額,"1,236,009","1,171,175"
5210 寶碩,資產總額,"969,591","919,856"
5211 蒙恬,資產總額,"622,671","605,438"
5212 凌網,資產總額,"576,349","621,581"
5213 亞昕,資產總額,"25,747,682","25,352,495"
5220 萬達光電,資產總額,"714,584","789,821"
5223 安力-KY,資產總額,"2,349,582","2,255,003"
5227 立凱-KY,資產總額,"2,832,171","2,609,114"
5230 雷笛克光學,資產總額,"2,602,560","2,531,413"
5245 智晶,資產總額,"695,772","1,096,281"
5251 天鉞電,資產總額,"1,056,409","856,425"
5263 智崴,資產總額,"1,416,847","3,148,038"
5272 笙科,資產總額,"978,486","934,936"
5274 信驊,資產總額,"1,042,791","1,207,028"
5276 達輝-KY,資產總額,"911,454","852,249"
5278 尚凡,資產總額,"322,973","248,726"
5281 大峽谷-KY,資產總額,"800,404","1,072,510"
5287 數字,資產總額,"2,125,359","2,238,736"
5289 宜鼎,資產總額,"2,641,206","3,553,222"
5291 邑昇,資產總額,"1,311,646","1,192,708"
5299 杰力,資產總額,"679,737","561,035"
5301 寶得利,資產總額,"1,657,083","2,215,352"
5302 太欣,資產總額,"2,152,865","2,134,546"
5304 鼎創達,資產總額,"4,188,482","4,207,432"
5306 桂盟,資產總額,"3,508,404","6,968,826"
5309 系統電,資產總額,"3,534,286","3,878,476"
5310 天剛,資產總額,"1,052,560","1,069,758"
5312 寶島科,資產總額,"3,209,859","4,138,085"
5314 世紀,資產總額,"510,125","492,970"
5315 光聯,資產總額,"1,505,953","1,633,535"
5321 友銓,資產總額,"1,018,275","847,521"
5324 士開,資產總額,"2,312,490","2,582,433"
5328 華容,資產總額,"2,340,284","2,338,358"
5340 建榮,資產總額,"1,959,505","1,801,070"
5344 立衛,資產總額,"773,106","704,058"
5345 天揚,資產總額,"469,145","574,126"
5347 世界,資產總額,"33,754,770","32,384,241"
5348 系通,資產總額,"277,898","286,901"
5349 先豐,資產總額,"6,908,385","6,677,524"
5351 鈺創,資產總額,"8,385,871","8,249,446"
5353 台林,資產總額,"1,643,706","1,653,615"
5355 佳總,資產總額,"2,579,046","2,314,077"
5356 協益,資產總額,"7,999,550","8,120,849"
5364 力麗店,資產總額,"705,627","763,086"
5371 中光電,資產總額,"55,654,051","53,848,417"
5381 合正,資產總額,"1,898,282","628,799"
5383 金利,資產總額,"1,916,186","1,878,106"
5386 青雲,資產總額,"456,042","243,582"
5392 應華,資產總額,"7,855,555","11,382,178"
5398 慕康生醫,資產總額,"503,397","343,085"
5403 中菲,資產總額,"2,615,931","2,723,794"
5410 國眾,資產總額,"1,717,762","2,035,579"
5425 台半,資產總額,"8,911,806","10,747,764"
5426 振發,資產總額,"3,012,323","2,836,068"
5432 達威,資產總額,"291,552","313,426"
5438 東友,資產總額,"2,800,687","2,936,264"
5439 高技,資產總額,"1,803,549","1,825,430"
5443 均豪,資產總額,"4,435,554","4,898,467"
5450 寶聯通,資產總額,"992,827","935,356"
5452 佶優,資產總額,"4,231,666","4,144,949"
5455 昇益,資產總額,"213,255","129,482"
5457 宣德,資產總額,"3,301,884","3,765,298"
5460 同協,資產總額,"1,361,804","1,308,928"
5464 霖宏,資產總額,"2,935,173","3,064,995"
5465 富驊,資產總額,"3,289,347","3,043,828"
5468 凱鈺,資產總額,"553,244","529,420"
5474 聰泰,資產總額,"858,893","937,083"
5475 德宏,資產總額,"6,144,407","5,592,979"
5478 智冠,資產總額,"10,737,965","10,341,246"
5481 新華,資產總額,"1,352,016","1,098,841"
5483 中美晶,資產總額,"40,887,116","46,186,336"
5487 通泰,資產總額,"594,164","579,461"
5488 松普,資產總額,"1,782,636","1,616,700"
5489 彩富,資產總額,"2,990,963","2,758,068"
5490 同亨,資產總額,"2,253,001","2,759,867"
5493 三聯,資產總額,"2,994,445","2,774,870"
5498 凱崴,資產總額,"3,001,649","2,724,868"
5508 永信建,資產總額,"5,890,282","6,043,793"
5511 德昌,資產總額,"6,318,241","6,556,007"
5512 力麒,資產總額,"29,795,798","32,385,222"
5514 三豐,資產總額,"2,304,305","2,237,187"
5516 雙喜,資產總額,"722,274","834,494"
5520 力泰,資產總額,"2,322,553","2,461,916"
5523 豐謙,資產總額,"3,054,797","3,272,481"
5529 志嘉,資產總額,"2,268,317","2,909,978"
5530 龍巖,資產總額,"41,487,101","47,509,021"
5536 聖暉,資產總額,"6,885,900","8,186,207"
5543 崇佑-KY,資產總額,"1,373,624","1,365,684"
5601 台聯櫃,資產總額,"1,880,717","1,860,091"
5603 陸海,資產總額,"2,466,093","2,381,468"
5604 中連貨,資產總額,"3,898,389","4,009,975"
5609 中菲行,資產總額,"4,191,441","4,037,114"
5701 劍湖山,資產總額,"4,417,666","3,940,789"
5703 亞都,資產總額,"1,485,973","1,476,666"
5704 老爺知,資產總額,"583,995","570,865"
5820 日盛金,資產總額,"258,354,022","268,509,166"
5864 致和證,資產總額,"3,718,052","4,097,384"
5878 台名,資產總額,"518,082","561,346"
5902 德記,資產總額,"1,139,481","1,184,515"
5903 全家,資產總額,"23,112,049","24,463,354"
5904 寶雅,資產總額,"4,890,987","5,669,727"
5905 南仁湖,資產總額,"4,901,250","4,688,021"
6015 宏遠證,資產總額,"13,593,502","11,239,084"
6016 康和證,資產總額,"38,618,707","33,948,449"
6020 大展證,資產總額,"4,760,733","4,506,279"
6021 大慶證,資產總額,"9,508,987","8,362,951"
6023 元大期,資產總額,"37,726,891","56,851,852"
6026 福邦證,資產總額,"6,135,691","3,562,374"
6101 寬魚國際,資產總額,"1,162,686","964,485"
6103 合邦,資產總額,"101,709","252,970"
6104 創惟,資產總額,"2,122,576","2,185,174"
6109 亞元,資產總額,"1,613,796","1,565,349"
6111 大宇資,資產總額,"670,560","720,829"
6113 亞矽,資產總額,"937,761","749,558"
6114 久威,資產總額,"1,144,687","1,534,619"
6118 建達,資產總額,"2,369,613","2,151,769"
6121 新普,資產總額,"45,753,089","43,703,290"
6122 擎邦,資產總額,"1,656,765","1,635,892"
6123 上奇,資產總額,"2,770,785","2,855,473"
6124 業強,資產總額,"3,389,004","3,082,597"
6125 廣運,資產總額,"15,343,840","15,603,384"
6126 信音,資產總額,"4,033,337","3,339,761"
6127 九豪,資產總額,"2,515,945","2,471,936"
6129 普誠,資產總額,"2,436,242","2,291,486"
6130 星寶國際,資產總額,"399,532","335,070"
6134 萬旭,資產總額,"1,811,133","1,594,254"
6138 茂達,資產總額,"2,634,448","2,634,520"
6140 訊達,資產總額,"746,641","831,562"
6143 振曜,資產總額,"9,303,149","10,549,963"
6144 得利影,資產總額,"802,825","782,988"
6146 耕興,資產總額,"3,786,288","4,360,610"
6147 頎邦,資產總額,"40,092,613","38,479,344"
6148 驊宏資,資產總額,"4,569,305","4,789,240"
6150 撼訊,資產總額,"1,560,509","1,220,165"
6151 晉倫,資產總額,"1,832,867","1,771,671"
6154 順發,資產總額,"1,902,503","1,779,779"
6156 松上,資產總額,"3,521,527","3,309,137"
6158 禾昌,資產總額,"4,160,568","3,649,076"
6160 欣技,資產總額,"1,241,647","1,201,258"
6161 捷波,資產總額,"3,115,128","2,223,104"
6163 華電網,資產總額,"4,277,936","3,287,597"
6167 久正,資產總額,"2,134,097","2,100,647"
6169 昱泉,資產總額,"501,431","584,493"
6170 統振,資產總額,"3,219,575","2,662,190"
6171 亞銳士,資產總額,"1,262,823","1,521,412"
6173 信昌電,資產總額,"3,808,973","3,719,577"
6174 安碁,資產總額,"712,265","669,562"
6175 立敦,資產總額,"3,279,049","3,647,750"
6179 亞通,資產總額,"965,559","1,063,320"
6180 橘子,資產總額,"5,238,036","8,316,676"
6182 合晶,資產總額,"16,164,660","15,574,896"
6185 幃翔,資產總額,"2,872,522","2,887,302"
6186 新潤,資產總額,"4,710,594","4,951,691"
6187 萬潤,資產總額,"2,002,113","2,191,496"
6188 廣明,資產總額,"23,754,176","18,756,533"
6190 萬泰科,資產總額,"3,877,146","3,298,223"
6194 育富,資產總額,"2,848,922","2,589,224"
6195 詩肯,資產總額,"1,628,276","1,546,947"
6198 凌泰,資產總額,"179,584","152,613"
6199 天品,資產總額,"748,737","727,793"
6203 海韻電,資產總額,"2,161,292","2,045,172"
6204 艾華,資產總額,"1,080,524","1,072,709"
6207 雷科,資產總額,"3,399,105","3,240,170"
6208 日揚,資產總額,"2,298,332","2,227,524"
6210 慶生,資產總額,"1,090,953","1,095,026"
6212 理銘,資產總額,"4,482,490","4,353,986"
6217 中探針,資產總額,"1,773,489","2,014,093"
6218 豪勉,資產總額,"1,474,759","1,563,878"
6219 富旺,資產總額,"6,588,736","6,329,044"
6220 岳豐,資產總額,"5,306,185","5,271,084"
6221 晉泰,資產總額,"1,621,618","1,556,055"
6222 上揚,資產總額,"458,540","558,449"
6223 旺矽,資產總額,"6,387,417","6,651,471"
6227 茂綸,資產總額,"2,335,009","4,359,534"
6228 全譜,資產總額,"454,807","431,910"
6229 研通,資產總額,"635,799","699,130"
6231 系微,資產總額,"1,211,337","964,633"
