公司,Data Field,2015/12/31,2016/12/30
6228 全譜,資產總額,"431,910","404,073"
6229 研通,資產總額,"699,130","689,644"
6231 系微,資產總額,"964,633","874,606"
6233 旺玖,資產總額,"1,112,051","1,041,148"
6234 高僑,資產總額,"2,988,739","2,828,067"
6236 康呈,資產總額,"336,038","283,679"
6237 驊訊,資產總額,"1,635,959","1,745,765"
6238 勝麗,資產總額,"1,744,814","1,841,800"
6240 松崗,資產總額,"793,360","851,884"
6241 易通展,資產總額,"290,955","252,972"
6242 立康,資產總額,"526,729","554,768"
6244 茂迪,資產總額,"33,484,783","30,790,055"
6245 立端,資產總額,"4,287,579","4,819,981"
6246 臺龍,資產總額,"872,478","865,881"
6247 淇譽電,資產總額,"1,504,787","1,339,724"
6248 沛波,資產總額,"611,305","725,554"
6259 百徽,資產總額,"1,082,382","353,848"
6261 久元,資產總額,"7,832,661","7,786,950"
6263 普萊德,資產總額,"1,391,077","1,492,928"
6264 富裔,資產總額,"2,766,891","2,550,736"
6265 方土昶,資產總額,"2,526,772","2,587,895"
6266 泰詠,資產總額,"2,039,150","2,068,452"
6270 倍微,資產總額,"1,676,004","1,694,097"
6274 台燿,資產總額,"10,807,408","11,698,617"
6275 元山,資產總額,"1,775,202","2,107,146"
6276 安鈦克,資產總額,"916,407","656,106"
6279 胡連,資產總額,"5,715,472","5,933,128"
6284 佳邦,資產總額,"5,885,449","5,367,626"
6287 元隆,資產總額,"1,412,808","1,497,729"
6290 良維,資產總額,"5,878,071","5,574,448"
6291 沛亨,資產總額,"201,446","193,547"
6292 迅德,資產總額,"1,579,708","1,641,806"
6294 智基,資產總額,"783,288","952,381"
6404 通訊-KY,資產總額,"1,754,642","1,257,348"
6411 晶焱,資產總額,"2,132,480","2,403,912"
6417 韋僑,資產總額,"891,343","934,377"
6418 詠昇,資產總額,"722,302","721,515"
6419 京晨科,資產總額,"462,350","440,891"
6425 易發,資產總額,"2,052,911","1,784,152"
6426 統新,資產總額,"736,285","770,803"
6432 今展科,資產總額,"808,505","847,455"
6435 大中,資產總額,"822,938","982,892"
6438 迅得,資產總額,"2,128,444","2,393,439"
6441 廣錠,資產總額,"614,586","802,003"
6446 藥華藥,資產總額,"1,040,599","4,498,534"
6457 紘康,資產總額,"615,106","587,449"
6461 益得,資產總額,"1,547,736","2,097,494"
6462 神盾,資產總額,"1,568,704","2,493,058"
6465 威潤,資產總額,"503,734","432,782"
6469 大樹,資產總額,"868,888","1,279,907"
6470 宇智,資產總額,"1,224,194","1,345,240"
6472 保瑞,資產總額,"868,294","744,676"
6482 弘煜科,資產總額,"348,822","470,789"
6485 點序,資產總額,"925,411","1,191,566"
6486 互動,資產總額,"1,906,697","1,992,196"
6488 環球晶,資產總額,"23,815,760","60,560,237"
6492 生華科,資產總額,"746,308","532,483"
6494 九齊,資產總額,"502,035","619,821"
6496 科懋,資產總額,"1,036,892","1,530,541"
6497 亞獅康-KY　,資產總額,"896,162","1,737,872"
6499 益安,資產總額,"897,848","1,794,940"
6506 雙邦,資產總額,"1,978,668","2,121,527"
6508 惠光,資產總額,"2,914,426","2,918,099"
6509 聚和,資產總額,"5,028,053","5,138,926"
6510 精測,資產總額,"1,783,095","3,987,855"
6512 啟發電,資產總額,"609,460","587,016"
6514 芮特-KY,資產總額,"709,428","673,926"
6516 勤崴國際,資產總額,"385,388","434,320"
6523 達爾膚,資產總額,"1,068,585","2,244,170"
6530 創威,資產總額,"483,715","501,144"
6532 瑞耘,資產總額,"459,857","522,907"
6535 順藥,資產總額,"569,900","918,273"
6538 倉和,資產總額,"1,820,695","1,732,893"
6542 隆中,資產總額,"866,912","1,569,761"
6547 高端疫苗,資產總額,"1,653,491","1,817,408"
6548 長科*,資產總額,"809,380","2,332,953"
6556 勝品,資產總額,"1,934,489","1,968,052"
6560 欣普羅,資產總額,"355,544","332,324"
6561 是方,資產總額,"1,380,386","1,434,639"
6568 宏觀,資產總額,"860,419","1,340,896"
6569 醫揚,資產總額,"496,336","1,188,917"
6570 維田,資產總額,"408,782","462,242"
6574 霈方,資產總額,"390,115","544,367"
6576 逸達,資產總額,"368,620","658,093"
6577 勁豐,資產總額,"1,041,739","1,013,692"
6578 達邦蛋白,資產總額,"729,946","819,875"
6589 台康生技,資產總額,"773,244","1,471,730"
6590 普鴻,資產總額,"256,632","301,026"
6593 台灣銘板,資產總額,"838,575","848,613"
6594 展匯科,資產總額,"1,427","391,863"
6596 寬宏藝術,資產總額,"555,011","703,978"
6603 富強鑫,資產總額,"4,158,474","4,403,199"
6609 瀧澤科,資產總額,"3,723,820","3,374,144"
6612 奈米醫材,資產總額,"215,040","422,303"
6613 朋億,資產總額,"3,136,068","3,462,759"
6615 慧智,資產總額,"253,513","358,079"
6616 特昇-KY,資產總額,"333,170","386,682"
6624 萬年清,資產總額,"211,599","289,699"
6629 泰金-KY,資產總額,"1,172,096","784,438"
6640 均華,資產總額,"1,190,490","1,232,542"
6642 富致,資產總額,"433,520","438,745"
6643 M31,資產總額,"335,115","659,476"
6649 台生材,資產總額,"89,991","171,178"
6654 天正國際,資產總額,"441,967","702,526"
6662 樂斯科,資產總額,"284,848","371,018"
6664 群翊,資產總額,"2,572,046","2,349,862"
6667 信紘科,資產總額,"814,837","1,746,309"
6679 鈺太,資產總額,"324,605","461,874"
6680 鑫創電子,資產總額,"215,191","229,244"
6683 雍智科技,資產總額,"751,522","906,947"
6803 崑鼎,資產總額,"7,656,114","7,321,227"
7402 邑錡,資產總額,"419,465","410,431"
8024 佑華,資產總額,"803,147","805,273"
8027 鈦昇,資產總額,"1,872,570","1,732,429"
8032 光菱,資產總額,"2,297,387","2,678,516"
8034 榮群,資產總額,"490,642","507,024"
8038 長園科,資產總額,"1,192,531","1,280,131"
8040 九暘,資產總額,"996,579","947,093"
8042 金山電,資產總額,"6,092,463","6,408,132"
8043 蜜望實,資產總額,"3,950,426","3,910,556"
8044 網家,資產總額,"9,956,881","10,531,111"
8047 星雲,資產總額,"676,400","686,459"
8048 德勝,資產總額,"1,179,438","1,089,388"
8049 晶采,資產總額,"1,694,914","1,810,942"
8050 廣積,資產總額,"3,952,267","4,817,051"
8054 安國,資產總額,"2,681,251","2,686,187"
8059 凱碩,資產總額,"1,432,206","1,375,991"
8064 東捷,資產總額,"4,902,032","5,919,028"
8066 來思達,資產總額,"1,632,654","1,745,589"
8067 志旭,資產總額,"664,512","579,324"
8068 全達,資產總額,"623,156","1,736,962"
8069 元太,資產總額,"33,425,226","33,413,563"
8071 能率網通,資產總額,"1,997,497","3,337,021"
8074 鉅橡,資產總額,"1,838,212","2,145,855"
8076 伍豐,資產總額,"7,258,000","6,820,605"
8077 洛碁,資產總額,"1,901,298","1,986,051"
8080 永利聯合,資產總額,"1,298,466","745,071"
8083 瑞穎,資產總額,"1,423,906","1,450,716"
8084 巨虹,資產總額,"1,319,186","1,016,737"
8085 福華,資產總額,"3,316,689","3,561,883"
8086 宏捷科,資產總額,"4,070,578","3,189,082"
8087 華鎂鑫,資產總額,"436,403","412,101"
8088 品安,資產總額,"1,061,933","1,155,501"
8091 翔名,資產總額,"3,680,003","3,133,359"
8092 建暐,資產總額,"771,345","849,914"
8093 保銳,資產總額,"731,848","729,448"
8096 擎亞,資產總額,"7,010,624","8,021,217"
8097 常珵,資產總額,"454,673","501,726"
8099 大世科,資產總額,"2,088,064","2,055,271"
8107 大億金茂,資產總額,"3,134,103","2,625,532"
8109 博大,資產總額,"2,485,970","2,544,380"
8111 立碁,資產總額,"1,746,004","1,714,123"
8121 越峰,資產總額,"5,740,065","4,477,031"
8147 正淩,資產總額,"905,684","872,409"
8155 博智,資產總額,"1,828,200","2,094,256"
8171 天宇,資產總額,"1,537,940","1,463,482"
8176 智捷,資產總額,"1,723,903","1,462,363"
8182 加高,資產總額,"4,207,671","4,403,376"
8183 精星,資產總額,"2,738,353","3,258,274"
8234 新漢,資產總額,"4,608,550","5,236,714"
8240 華宏,資產總額,"9,690,947","8,517,732"
8255 朋程,資產總額,"3,757,113","4,121,831"
8277 商丞,資產總額,"1,496,769","1,339,731"
8279 生展,資產總額,"815,518","1,051,171"
8287 英格爾,資產總額,"5,609,070","6,381,527"
8289 泰藝,資產總額,"2,056,950","1,921,923"
8291 尚茂,資產總額,"776,808","784,790"
8299 群聯,資產總額,"28,418,787","31,975,639"
8342 益張,資產總額,"1,506,918","1,556,086"
8349 恒耀,資產總額,"10,466,114","10,571,533"
8354 冠好,資產總額,"2,520,428","2,918,400"
8358 金居,資產總額,"4,966,310","5,726,799"
8383 千附,資產總額,"4,571,158","4,644,762"
8390 金益鼎,資產總額,"2,947,016","2,788,051"
8401 白紗科,資產總額,"1,576,011","1,496,232"
8403 盛弘,資產總額,"2,803,144","3,103,292"
8406 金可-KY,資產總額,"15,931,312","17,284,019"
8409 商之器,資產總額,"526,781","456,793"
8410 森田,資產總額,"1,544,810","1,661,163"
8415 大國鋼,資產總額,"13,852,445","13,454,473"
8416 實威,資產總額,"1,040,561","1,062,453"
8418 捷必勝-KY,資產總額,"5,010,807","4,206,403"
8420 明揚,資產總額,"944,138","1,025,339"
8421 旭源,資產總額,"1,911,361","2,032,108"
8423 保綠-KY,資產總額,"635,795","581,221"
8424 惠普,資產總額,"1,021,041","1,023,242"
8426 紅木-KY,資產總額,"1,551,885","1,670,966"
8431 匯鑽科,資產總額,"1,594,689","1,545,149"
8432 東生華,資產總額,"1,461,230","1,567,234"
8433 弘帆,資產總額,"1,831,925","2,293,823"
8435 鉅邁,資產總額,"899,619","890,253"
8436 大江,資產總額,"3,168,144","3,901,471"
8437 大地-KY,資產總額,"1,722,628","2,267,533"
8440 綠電,資產總額,"477,674","500,936"
8444 綠河-KY,資產總額,"4,160,212","5,003,107"
8446 華研,資產總額,"1,869,387","2,396,190"
8450 霹靂,資產總額,"2,224,079","2,279,016"
8455 大拓-KY,資產總額,"1,009,520","1,109,050"
8472 夠麻吉,資產總額,"1,041,779","1,320,507"
8476 台境,資產總額,"906,505","1,270,205"
8477 創業家,資產總額,"511,302","801,234"
8489 三貝德,資產總額,"421,734","481,614"
8905 裕國,資產總額,"4,387,824","3,792,886"
8906 花王,資產總額,"473,232","460,815"
8908 欣雄,資產總額,"3,503,381","3,781,170"
8913 全銓,資產總額,"1,876,069","1,785,695"
8916 光隆,資產總額,"6,049,953","6,212,079"
8917 欣泰,資產總額,"3,312,799","3,803,377"
8921 沈氏,資產總額,"1,016,022","1,004,635"
8923 時報,資產總額,"723,176","741,531"
8924 大田,資產總額,"3,688,106","3,112,238"
8927 北基,資產總額,"3,298,884","3,578,037"
8928 鉅明,資產總額,"1,743,469","1,731,928"
8929 富堡,資產總額,"1,310,292","1,394,358"
8930 青鋼,資產總額,"1,625,518","1,545,965"
8931 大汽電,資產總額,"2,782,094","2,893,189"
8932 宏大,資產總額,"1,395,149","1,375,992"
8933 愛地雅,資產總額,"6,265,134","5,697,887"
8934 衡平,資產總額,"982,397","997,936"
8935 邦泰,資產總額,"1,638,539","1,425,992"
8936 國統,資產總額,"11,289,565","11,592,189"
8937 合騏,資產總額,"887,808","821,591"
8938 明安,資產總額,"5,926,027","6,242,702"
8941 關中,資產總額,"1,749,700","1,557,252"
8942 森鉅,資產總額,"9,892,388","10,521,213"
911613 特藝-DR,資產總額,"4,123,706",
9949 琉園,資產總額,"845,071","712,935"
9950 萬國通,資產總額,"3,674,708","3,717,624"
9951 皇田,資產總額,"3,981,635","4,765,403"
9960 邁達康,資產總額,"714,268","688,495"
9962 有益,資產總額,"1,099,927","1,126,235"
