證券代碼,Data Field,2016/11/30,2016/12/30,2017/1/24,2017/2/24,2017/3/31,2017/4/28,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/30,2017/10/31
3625 西勝,月報酬率 %,31.9326,6.1571,2,1.3726,5.0292,9.0239,-1.6894,14.7766,1.9458,-0.881,2.9628,8.0574
3625 西勝,現股當沖比重,21.95,27.24,4.91,14.71,14.99,39.83,17.99,27.14,21,31.73,26.9,20.27
3628 盈正,月報酬率 %,-10.5884,2.6316,4.1025,4.9261,4.2253,3.6035,-5.7608,0.6919,-1.6379,1.8774,0.2456,-1.9609
3628 盈正,現股當沖比重,0,0,0,6.25,18.89,3.13,0,21.43,0,3.22,0,0
3629 地心引力,月報酬率 %,-9.5849,-16.0777,-11.6089,15.2074,6,-21.8869,-22.7052,21.8751,-3.3332,1.061,-3.9371,0.8197
3629 地心引力,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3630 新鉅科,月報酬率 %,9.511,4.2184,5.2379,26.2444,64.516,0.9804,-5.3937,-7.4116,8.1281,33.2575,-19.4018,17.073
3630 新鉅科,現股當沖比重,8,16.27,4.82,0.03,32.63,45.73,39.58,35.77,37.23,0,20.9,44.69
3631 晟楠,月報酬率 %,4.5752,-1.6666,-0.2119,7.8557,-14.1733,8.0274,1.0615,1.0504,10.3952,14.1241,-2.6402,12.5424
3631 晟楠,現股當沖比重,0,0,8.33,0,0,0.39,29.73,1.74,3.4,24.81,0,8.47
3632 研勤,月報酬率 %,-0.0001,6.3889,-5.744,0.8309,-2.1979,-8.9889,-11.7283,12.9369,-8.0495,5.3901,13.8788,-3.4376
3632 研勤,現股當沖比重,0,3.94,4.44,1.49,14.14,1.78,7.3,0,3.51,9.15,27.02,1.66
3642 駿熠電,月報酬率 %,-12.2808,2.8,-3.5021,-0.2017,2.2224,-7.9052,0.2144,-7.923,0.465,-6.4815,-5.4456,-0.5236
3642 駿熠電,現股當沖比重,0,0,0,0,2.07,0,22.58,2.9,9.33,0,0,0
3646 艾恩特,月報酬率 %,6.7074,42.2855,-7.6305,13.2608,-0.5758,-6.3707,1.8557,-4.0487,-4.8523,0.0599,-6.5117,-4.9749
3646 艾恩特,現股當沖比重,2.47,28.62,4.17,31.39,54.12,22.27,2.11,7.31,4.35,17.48,0,24.99
3652 精聯,月報酬率 %,0.4546,49.3212,-16.8182,-6.0109,-1.9381,-4.5455,-8.9027,-7.9547,3.946,1.4706,-2.1739,32.8396
3652 精聯,現股當沖比重,0,18.15,0,10.31,0,6.9,0,7.14,6.25,0,0,22.98
3663 鑫科,月報酬率 %,-8.3551,5.6981,2.1564,0.2637,-4.7371,-1.9336,-7.8873,-0.6117,-1.5385,4.6876,-2.7536,0.3184
3663 鑫科,現股當沖比重,2.42,1.27,5.84,8.64,9.64,0,16.22,0,11.21,6.63,1.79,9.68
3664 安瑞-KY,月報酬率 %,15.6865,-9.3218,0.3116,1.2423,-3.0675,1.5823,22.7415,-14.4671,-3.2641,0.6134,12.195,2.6275
3664 安瑞-KY,現股當沖比重,24.49,4.51,2.09,0,6.06,3.31,46.39,6.82,7,3.16,1.42,14
3666 光耀,月報酬率 %,-13.1205,-4.694,-1.2845,16.9198,-10.946,-2.9169,-3.4335,1.1109,11.7204,-4.4991,14.3469,6.5542
3666 光耀,現股當沖比重,1.19,8.47,1.64,4.12,1.04,8.79,0,0,15.72,0.62,40.22,16.51
3672 康聯訊,月報酬率 %,0.164,-4.0917,2.389,5.0002,8.5717,-0.5846,-2.9412,-2.424,-1.7765,-7.5042,-4.9056,-1.7858
3672 康聯訊,現股當沖比重,0,1.9,0,0,0,16.86,0,0,8.12,10.78,0,0
3675 德微,月報酬率 %,-4.4248,18.5188,2.9688,34.1426,7.0136,33.1923,-6.0316,-2.0271,-5.1723,1.8186,-2.1189,9.7277
3675 德微,現股當沖比重,0,7.53,11.68,14.29,5.58,39.6,24.35,22.75,49.29,38.66,17.3,18.97
3680 家登,月報酬率 %,-3.2363,9.6991,1.5244,6.6067,9.2956,-13.2735,2.6748,-2.1707,-1.1833,-2.2196,14.0219,0.2721
3680 家登,現股當沖比重,0,9.48,0.93,27.84,11.31,3.21,1.16,14.91,3.81,10.63,41.69,6.94
3684 榮昌,月報酬率 %,-15.9267,-3.1056,0.4808,8.9316,4.8315,0.2795,2.6464,5.5631,31.5834,-9.2807,-7.0114,-0.1235
3684 榮昌,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
3685 元創精密,月報酬率 %,-7.0369,5.1791,4.1668,-3.2726,5.8269,6.572,0.8334,-0.4959,-1.3289,-1.8518,8.0618,-6.8256
3685 元創精密,現股當沖比重,0,3.13,0,3.33,0,3.78,0.79,3.7,0,0,1.28,0
3687 歐買尬,月報酬率 %,-16.563,10.1735,-0.1124,-1.4656,-3.8903,-1.9047,26.4563,-14.0114,-7.8125,-2.9056,-0.2495,-1
3687 歐買尬,現股當沖比重,0,0,0,0,0,5.68,52.2,21.01,12.82,7.5,10,9.02
3689 湧德,月報酬率 %,-2.6059,8.3613,19.599,-9.8065,5.2933,7.6087,-2.0203,-3.4794,3.9655,51.4745,-4.2478,11.2754
3689 湧德,現股當沖比重,5.98,13.89,10.48,0.96,0.7,14.34,2.66,5.08,4.76,44.79,23.88,18.98
3691 碩禾,月報酬率 %,-9.2849,5.9473,-8.8774,2.5787,-13.9664,-13.9612,-1.6982,5.7582,-2.7716,-6.7193,1.6947,13.5417
3691 碩禾,現股當沖比重,11.13,25.7,16.38,7.66,7.87,28.87,17.67,30.21,21.91,24.54,27.41,19.03
3693 營邦,月報酬率 %,-7.7981,10.282,-2.2557,0.9232,8.5364,-0.8427,-12.8898,-10.4066,3.6299,4.5532,-8.7422,-18.7619
3693 營邦,現股當沖比重,3.99,7.14,4.26,2.17,1,12.05,7.09,8.16,0,10.75,4,4.48
3707 漢磊,月報酬率 %,-10.2003,12.4722,-2.5743,11.2805,48.8585,-7.3618,-12.9139,0.7604,27.022,-11.3845,21.1806,48.997
3707 漢磊,現股當沖比重,0.79,8.26,3.82,6.76,25.68,35.95,20.96,46.38,38,10.8,44.75,46.43
3709 鑫聯大投控,月報酬率 %,0,0,0,0,0,0,0,0,0,0,-1.5958,21.3516
3709 鑫聯大投控,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,11.11
3710 連展投控,月報酬率 %,0,0,0,0,0,0,0,0,0,0,0,0
3710 連展投控,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4102 永日,月報酬率 %,-2.6087,1.7857,0,7.6026,-5.1632,-0.0001,-1.7194,3.2071,-3.9546,-2.9412,1.2123,1.1974
4102 永日,現股當沖比重,3.12,0,0,3.44,0,0,0,18.91,2.78,11.38,0,14.78
4105 東洋,月報酬率 %,-18.2354,5.3443,-0.4878,10.7843,-3.5398,-5.5046,-2.4272,0.4976,1.3532,-2.7412,-7.5157,5.0792
4105 東洋,現股當沖比重,13.87,10.52,3.55,7.8,5.08,8.69,4.44,11.52,3.67,18.35,13.76,3.85
4107 邦特,月報酬率 %,-12.9153,0.8472,-5.4621,11.5555,-11.1554,-13.6322,-1.0383,-12.2771,1.7943,-5.4881,6.3389,8.8807
4107 邦特,現股當沖比重,13.08,8.58,3.1,9.92,10.04,14.53,2.48,15.94,0,14.43,18.58,6.77
4109 加捷生醫,月報酬率 %,8.1479,-7.9908,-0.7445,3.5001,4.8307,0.9214,-11.8719,-7.7721,8.989,-2.5773,1.6731,-7.6088
4109 加捷生醫,現股當沖比重,4.97,7.34,24.34,2.61,2.28,1.41,10.46,16.21,2.47,9.94,57.78,3.4
4111 濟生,月報酬率 %,-4.6564,3.2559,-1.5766,9.382,-2.3015,0.0001,3.2122,2.9044,0.2019,5.0302,-3.4732,1.2296
4111 濟生,現股當沖比重,1.59,6.76,0,0,3.32,4.56,0,8.62,18.61,10.6,6.01,0
4113 聯上,月報酬率 %,2.826,-2.9598,-2.8323,3.3633,10.0867,-0.4925,-1.7822,-1.2095,0.204,4.1996,1.9801,0.9708
4113 聯上,現股當沖比重,1.28,6.92,0,0,2,2.7,8.1,0,0.97,5.29,1.2,0
4114 健喬,月報酬率 %,-2.9605,2.0337,-0.0002,6.8106,3.7324,-6.1469,-5.1118,-2.1884,5.3354,1.7188,-3.2609,-1.3108
4114 健喬,現股當沖比重,0,16.82,3.69,2.87,9.3,4.22,4.02,1.75,1.77,10.28,5.03,6.8
4116 明基醫,月報酬率 %,-8.7471,-1.684,-0.3952,11.1114,-6.9049,-5.1151,-0.8088,6.5219,-1.002,-0.7876,-3.4392,6.8493
4116 明基醫,現股當沖比重,0,0,0,0,0,2.6,0,11.88,0,16.13,0,5
4120 友華,月報酬率 %,4.3552,3.5057,-3.2257,5.0002,16.8255,-2.8532,2.5177,-0.756,-2.8169,4.3477,-3.0556,0
4120 友華,現股當沖比重,1.52,1.97,1.19,3.89,11.83,9.04,4.58,4.16,6.66,21.17,0,5.44
4121 優盛,月報酬率 %,1.7466,2.5753,-3.7655,6.5216,-2.449,-6.2762,-2.2323,2.2832,-3.1249,0,10.1382,-2.9288
4121 優盛,現股當沖比重,6.57,9.88,0,2.04,0,0,19.53,42.32,10.26,39.48,42.23,20.94
4123 晟德,月報酬率 %,-6.7797,1.8181,-2.2729,3.8205,-3.2,-4.9587,0.6956,4.836,-2.6361,1.6922,-13.9766,2.3404
4123 晟德,現股當沖比重,0,1.15,5.47,2.54,1.15,4.92,2.76,13.79,4.18,7.6,7.7,7.98
4126 太醫,月報酬率 %,-5.263,-0.4728,-4.9883,5.3749,-4.0331,-3.7083,2.4391,-1.2532,0.9008,-4.9352,-2.1858,5.7263
4126 太醫,現股當沖比重,3.18,2.47,0,4.66,3.27,1.38,1.25,9.39,27.58,10.94,0,0
4127 天良,月報酬率 %,2.047,1.7192,-3.9435,1.1729,19.9998,-16.1835,-16.7147,-6.5743,1.4813,-8.7591,3.5999,-7.722
4127 天良,現股當沖比重,3.45,21.3,0,0,6.37,2.62,33.96,5,8.33,15.45,0,29.41
4128 中天,月報酬率 %,-4.4873,3.1319,-3.2538,2.6906,-3.93,-0.9093,14.6788,-4.4,-2.0921,-3.6329,-6.6518,-0.7126
4128 中天,現股當沖比重,0,0,0,0,0,0,0,0,3.35,12.87,5.69,21.39
4129 聯合,月報酬率 %,-3.6474,-4.8897,1.6584,8.9722,-2.6946,4.3076,-2.6548,7.4242,0.3223,8.6625,-5.135,-2.7065
4129 聯合,現股當沖比重,17.6,5.38,2.5,8.4,2.65,4.94,8.32,21.21,12.36,22.48,15.86,15.71
4130 健亞,月報酬率 %,-2.8314,6.4903,-6.0943,11.6557,-3.7961,-3.5759,-4.8594,2.4194,-0.6455,-2.9332,-7.0054,2.9544
4130 健亞,現股當沖比重,0.84,18.47,2.76,6.13,1.4,18.53,7.99,13.39,10.94,32.75,29.61,38.96
4131 晶宇,月報酬率 %,-18.074,-1.4466,17.2477,46.3223,-23.9572,4.7821,20.537,8.0176,0.6186,-2.5615,12.5131,-15.888
4131 晶宇,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4138 曜亞,月報酬率 %,-0.381,2.2944,-2.2431,4.2067,7.156,-4.452,0.0001,2.3296,1.2259,-3.2761,-3.4351,-0.7904
4138 曜亞,現股當沖比重,0,0,0,0,0,0,0,4.17,2.34,5.56,0,0
4139 馬光-KY,月報酬率 %,-7.8207,-13.63,-9.0178,32.3894,9.6257,-4.878,32.0514,15.534,-0.3362,-8.4317,-1.105,-1.1173
4139 馬光-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4147 中裕,月報酬率 %,-10.0755,-6.7226,-3.6035,14.3304,-2.9975,1.9664,4.6831,-2.8945,19.7832,-1.81,-7.8341,9.25
4147 中裕,現股當沖比重,4.4,27.37,9.8,18.96,9.19,14.12,9.09,13.44,29.07,31.78,16.64,31.2
4152 台微體,月報酬率 %,-8.88,-2.1187,2.5975,2.1098,-4.5454,0.8659,-9.8712,-13.2381,17.4533,-11.0279,-7.038,-11.2994
4152 台微體,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4153 鈺緯,月報酬率 %,0.1312,-7.0681,-0.4224,6.7891,-1.7219,-13.7468,0.3125,6.6978,-9.781,1.7801,-11.7647,15.6757
4153 鈺緯,現股當沖比重,1.79,5.53,0,4.41,0.38,2.51,1.69,5.44,13.23,12.82,3,18.6
4154 康樂-KY,月報酬率 %,3.3506,-0.4988,1.2532,9.6536,-9.2551,5.224,13.4752,17.0835,23.1317,-9.2486,-8.9173,-10.4896
4154 康樂-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4157 太景*-KY,月報酬率 %,-0.4991,-9.0301,-2.5736,2.4528,-3.1308,-12.9277,0.0001,2.4018,2.132,-4.1755,-8.7148,-1.432
4157 太景*-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4160 創源,月報酬率 %,1.9332,-1.7242,-2.2807,-1.0771,-4.9001,-3.8168,5.5555,3.0076,-3.1022,6.9681,-1.0565,3.7366
4160 創源,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4161 聿新科,月報酬率 %,-2.8475,1.7241,1.6951,-1.1667,-4.7219,-5.8409,0.5639,2.8038,-0.3293,-5.576,-3.4449,-3.16
4161 聿新科,現股當沖比重,7.19,10.02,6.8,3.27,1.16,11.89,9.36,14.44,7.32,21.19,10.76,14.55
4162 智擎,月報酬率 %,-5.1045,-11.247,4.6831,7.6316,-0.7334,-8.1281,6.1662,0.7576,16.7319,-7.8123,-7.9098,3.9878
4162 智擎,現股當沖比重,15.47,13.04,1.78,13.35,10.92,8.29,7.3,5.71,30.93,17.66,19.49,18.59
4163 鐿鈦,月報酬率 %,0.6945,4.8277,-0.3289,0.66,-8.5246,-2.5088,-9.9265,-1.2246,-8.8383,1.4353,-8.8677,7.1428
4163 鐿鈦,現股當沖比重,4.17,6.8,3.23,4.44,3.04,12.82,0.68,2.53,6.2,8.85,10.42,20.35
4167 展旺,月報酬率 %,0.3803,4.1666,-5.6364,1.7341,-1.8936,-6.9499,1.0374,-1.8481,-0.8369,10.9704,0.9504,-1.3182
4167 展旺,現股當沖比重,0,0,0,0,0,0,0,5.68,0.59,18.07,4.88,0.52
4168 醣聯,月報酬率 %,-3.3826,0.3045,-3.4901,2.6729,-10.2605,-3.0716,3.1689,-1.1947,-4.8361,-2.3593,-9.4796,-3.9015
4168 醣聯,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4171 瑞基,月報酬率 %,-4.966,-4.9882,-0.0002,26.9997,-12.9922,-7.0134,-2.9197,19.0475,-11.3684,-2.8503,-1.956,2.2443
4171 瑞基,現股當沖比重,15.38,8.33,0,23.1,0,0,0,21.09,0,0,0,0
4173 久裕,月報酬率 %,-5.6995,2.4725,-2.9492,7.1821,5.4122,11.4913,10.5262,-11.1111,-9.8853,-2.799,0.5234,9.1144
4173 久裕,現股當沖比重,1.85,2.86,19.51,19.77,40.79,11.89,29.84,64.78,45.57,63.57,62.05,70.2
4174 浩鼎,月報酬率 %,-14.9773,1.4233,1.7545,20.5173,-21.8883,4.0292,-9.6833,-6.0429,-10.7883,-11.6281,-8.9474,-0.578
4174 浩鼎,現股當沖比重,16.56,45.23,30.53,41.86,17.27,20.46,13.05,23.66,24.94,19.16,0,0
4175 杏一,月報酬率 %,-3.3047,-0.7596,-0.8949,1.9354,-2.5527,-1.0526,-4.3883,2.7816,-1.0887,-5.4361,-0.9078,-0.9159
4175 杏一,現股當沖比重,0,0,0,0,1.73,0,0,0,0,0,0,0
4183 福永生技,月報酬率 %,-6.3103,16.9318,0.2,63.6727,73.9473,-11.1952,-12.0955,-3.4883,-4.8193,-11.3243,-3.7127,-8.4834
4183 福永生技,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4188 安克,月報酬率 %,1.5255,2.1702,-3.9215,-0.68,-4.1097,9.1071,-5.0737,4.6551,-2.636,7.6142,0.4717,3.443
4188 安克,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4192 杏國,月報酬率 %,7.6513,-3.8017,1.3744,-1.6949,-8.1035,23.8274,-6.97,-3.2574,1.6836,-4.3046,-7.4396,7.2897
4192 杏國,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4198 環瑞醫,月報酬率 %,74.917,6.0378,-5.3381,0.3759,-16.4794,-4.4841,-4.2254,0.4903,-4.1463,-33.8423,-10,-25.6409
4198 環瑞醫,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4205 中華食,月報酬率 %,8.4446,2.4588,-1.5999,0.508,20.3235,-1.1764,1.8707,-0.1668,23.7926,-0.6126,-0.6161,-0.7752
4205 中華食,現股當沖比重,5.43,8.7,0,9.46,1.64,0,0,0,7.21,3.44,0,0
4207 環泰,月報酬率 %,-0.4275,-5.1503,0.4524,4.0541,1.2986,13.2476,-8.6792,-3.7189,-6.0088,7.3055,-3.8296,4.8672
4207 環泰,現股當沖比重,0,0,0,0,8.66,4.76,5.51,0,1.38,0.31,0,0.79
4303 信立,月報酬率 %,2.1353,36.9335,-3.817,5.82,47.7499,-0.5078,8.5034,-0.1568,10.989,-2.1217,7.8032,10.4996
4303 信立,現股當沖比重,0,4.01,14.25,0,0,13.66,2.01,0,7.26,1,0,11.56
4304 勝昱,月報酬率 %,-8.7516,6.1384,-0.9637,4.5801,-4.762,-6.6248,-6.2919,-6.4285,-1.6797,-13.0436,7.6786,-4.3117
4304 勝昱,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4305 世坤,月報酬率 %,-2.5598,3.6778,0.1688,1.1805,11.5001,-2.5411,0.0001,0.7668,2.7396,-1.1166,2.0969,3.9495
4305 世坤,現股當沖比重,0,7.14,0,0,0,14.29,0,0,0,0,0,0
4401 東隆興,月報酬率 %,-11.0981,8.5825,-5.1499,-1.7676,4.1129,-2.7159,7.6144,12.0283,-3.4302,-7.9456,1.2331,-3.6541
4401 東隆興,現股當沖比重,0.93,0.68,0,0,26.12,2.86,10.16,21.32,4.54,8.11,10.8,9.57
4402 福大,月報酬率 %,-19.8246,-0.8753,0.2221,4.6563,-5.5085,3.5877,94.8055,44.4444,10.3847,10.1046,13.9241,-7.7778
4402 福大,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4406 新昕纖,月報酬率 %,-5.0476,-0.1003,-0.8206,-2.5856,2.0169,0.2081,-5.3997,0.5488,2.2926,-0.5337,5.6867,-3.7563
4406 新昕纖,現股當沖比重,0,0,0,0,0,0,0,0,0,12.5,0,28.57
4413 飛寶企業,月報酬率 %,-9.9315,0,-27.9087,4.0788,-16.6667,47.2972,-14.6789,1.7205,4.6512,8.5858,-6.9769,24
4413 飛寶企業,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4415 台原藥,月報酬率 %,2.9702,-30.3845,-21.9612,22.124,-5.7971,0,0,0,0,0,0,0
4415 台原藥,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4416 三圓,月報酬率 %,-9.0464,-1.8819,1.3698,24.2465,-0.9924,-12.0267,-2.5317,2.8571,3.4476,3.8797,-3.1324,-0.4975
4416 三圓,現股當沖比重,0,0,0,0,0,0,16.67,0,0,10.94,0,0
4417 金洲,月報酬率 %,12.5001,-0.8187,-4.7169,4.2079,-6.4132,-2.0305,1.0364,-3.0768,-1.3518,-8.2729,7.1202,-1.477
4417 金洲,現股當沖比重,2.78,2.33,0.33,1.86,15.48,0.92,3.48,4.19,0.58,0,2.82,4.89
4419 元勝,月報酬率 %,-19.9999,-7.4999,9.2897,-2.4999,87.1794,2.7397,-18.6667,55.7378,-7.3685,6.8181,8.5107,-2.353
4419 元勝,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4420 光明,月報酬率 %,-6.9518,4.0231,-0.5526,2.0371,-3.9928,-3.0247,-0.5848,11.765,-2.0743,5.7945,-3.8868,1.8382
4420 光明,現股當沖比重,6.81,4,0,18.83,0,3.33,4.35,15.72,5.1,25.93,0,0
4429 聚紡,月報酬率 %,2.2025,-2.3707,3.7528,-1.9149,-0.2168,0.0001,-0.4349,1.31,1.087,-0.6537,0.0001,1.316
4429 聚紡,現股當沖比重,20.59,0,0,0,0,0,0,0,0,0,0,14.29
4430 耀億,月報酬率 %,-3.622,0.209,1.2501,3.7037,0,-2.3809,-0.4064,-2.041,2.2916,2.7075,-2.8925,1.9149
4430 耀億,現股當沖比重,0,0,6.25,0,4.76,11.03,0,12.5,10.7,0,0,0
4432 銘旺實,月報酬率 %,-20.9282,0.886,-1.2076,4.3335,-5.2184,-2.0224,-11.0091,8.2473,-1.4065,1.0258,-4.3148,-3.9787
4432 銘旺實,現股當沖比重,0,0,0,0,0,12.97,12.65,9.99,11.74,2.81,16.46,6.81
4433 興采,月報酬率 %,-5.3263,-12.1597,9.5043,1.6981,1.2986,-9.5238,-2.0243,7.1224,-4.4175,-0.8402,-6.7795,0.682
4433 興采,現股當沖比重,2.7,4.17,15.04,13.33,7.14,0,0,0,0,0,19.42,77.05
4502 健信,月報酬率 %,-1.6409,-11.3458,-2.133,-2.1796,29.2268,-5.0711,78.4186,-6.8263,9.5114,56.4445,-15.6863,-9.1164
4502 健信,現股當沖比重,0,8.51,18.18,10.41,0,0,0,32.98,20.72,44.56,20.51,13.93
4503 金雨,月報酬率 %,-3.8962,-0.9009,7.4999,2.7484,56.7902,22.0474,25.5914,-7.0205,-0.5525,-5.7409,-22.4952,1.2675
4503 金雨,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4506 崇友,月報酬率 %,1.1492,-0.5682,2.4287,1.8132,4.2466,-1.5767,9.4793,9.0242,3.0399,3.7544,0.0002,-2.1448
4506 崇友,現股當沖比重,1.1,2.62,0,0,0,0,8.01,6.28,1.18,0,0,0
4510 高鋒,月報酬率 %,0.9232,5.7927,-1.1527,7.8718,-4.5947,-3.1163,2.339,-1.9999,1.1419,27.3273,-5.6605,3.75
4510 高鋒,現股當沖比重,3.38,5.56,1.89,2.61,1.11,0,0,5.51,2.08,6.5,12.27,1.37
4513 福裕,月報酬率 %,-1.5051,3.7119,0.0001,-1.6842,-0.8565,-2.8078,-2.2222,-0.3408,7.1834,2.1276,-3.7498,2.814
4513 福裕,現股當沖比重,0,0,0,0,0,0,0,0,0,7.91,5.94,9.33
4523 永彰,月報酬率 %,-3.9788,1.6576,-0.5435,3.0057,2.3872,-3.6269,-2.4193,-0.8263,0.0223,-5.8989,1.4923,-2.353
4523 永彰,現股當沖比重,0,3.33,2.82,0,8.39,2.77,3.45,17.65,32.61,21.15,2.72,0
4527 方土霖,月報酬率 %,2.9687,2.5226,1.5816,1.2111,8.8892,5.3374,3.5767,-0.4993,-2.7775,-4.4445,9.6345,-4.697
4527 方土霖,現股當沖比重,0,0,0,0,0,0,23.9,0,0,3.45,1.71,0
4528 江興鍛,月報酬率 %,-7.4821,15.7895,-0.5544,5.1283,17.0731,-1.4491,13.7865,-0.6463,19.0241,8.871,-3.8462,8
4528 江興鍛,現股當沖比重,1.9,8.38,0,4.72,10.16,9.12,10.65,6.19,9.36,14.88,7.66,11.13
4529 淳紳,月報酬率 %,18.6513,-11.3664,-0.2727,4.9249,0.1303,-5.4686,-5.7852,-27.4853,49.1934,0.5407,4.9731,-6.146
4529 淳紳,現股當沖比重,34.94,6.69,0,2.51,1.63,8.47,11.11,29.87,44.02,9.77,35.02,11.33
4530 宏易,月報酬率 %,85.9155,-7.5754,1.4755,120.5172,-20.1464,-5.0459,-14.2031,9.009,-1.4463,-0.7338,-3.379,6.1201
4530 宏易,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4533 協易機,月報酬率 %,4.797,-2.817,2.8983,11.2676,-6.6456,-6.4406,-6.5217,-1.5503,3.937,5.5748,-4.5112,0.7873
4533 協易機,現股當沖比重,0,1.37,0,7.59,0.27,2.27,1.96,9.01,9.3,8.63,1.9,0
4534 慶騰,月報酬率 %,-6.3637,-6.7963,-16.6667,15.8334,-0.1799,2.3424,-7.3944,3.9923,-9.5064,-10.3031,-9.5901,2.1856
4534 慶騰,現股當沖比重,9.48,10.73,13.09,0.43,2.62,3.87,11.08,19.67,1.6,7.88,0.63,1.19
4535 至興,月報酬率 %,-3.4159,6.5852,2.9749,2.4443,-2.3861,-0.889,0.5604,0.223,-0.0459,-3.8686,0.8537,1.0883
4535 至興,現股當沖比重,0,0.6,0,0,5.55,2.78,0,0,0,0.58,0,0
4538 大詠城,月報酬率 %,-0.99,6.0556,5.2908,0.2984,-0.7937,-1.7501,3.3078,-3.9409,7.2572,-0.1961,-7.2201,-1.006
4538 大詠城,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4541 晟田,月報酬率 %,-6.9445,-0.3729,-1.4983,2.2812,0.9295,-6.6299,-3.353,-0.4084,-2.4589,0,17.0058,-6.1815
4541 晟田,現股當沖比重,0,0,0,1.88,13.46,1.25,0,0,7.55,0,19.53,3.03
4542 科嶠,月報酬率 %,1.5974,13.2078,0,52.2224,-3.2847,-3.5851,49.5107,-17.1467,3.9496,3.9514,-3.5087,7.2728
4542 科嶠,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4543 萬在,月報酬率 %,-4.1285,-0.4784,0.4807,9.0908,-5.2633,-6.713,-6.4516,5.0399,1.747,10.3799,-6.8809,-3.4481
4543 萬在,現股當沖比重,9.09,0,0,8,0,0,8.33,0,7.69,0,0,0
4549 桓達,月報酬率 %,-5.549,8.2734,-3.3224,-6.8728,7.257,9.2889,-9.7586,-0.9302,6.338,0.523,3.2182,-1.27
4549 桓達,現股當沖比重,3.2,6.43,7.78,14.89,7.48,11.61,16.28,8.14,11.96,10.81,17.65,0
4550 長佳,月報酬率 %,-4.2372,3.0977,-3.0045,1.7699,0.8696,-3.0173,-5.7778,4.9527,-5.4184,0.261,1.8231,-4.092
4550 長佳,現股當沖比重,0,1.35,0,0,12.24,5.26,0,0,0,8.7,0,0
4554 橙的,月報酬率 %,-8.6956,-7.4286,5.5554,-0.585,-17.8433,-11.2172,2.1505,-7.7631,1.2838,-14.0845,-6.6022,-2.3426
4554 橙的,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4556 旭然,月報酬率 %,-3.9272,-6.4466,10.9244,4.2424,-11.0466,-0.9804,2.1452,-2.7464,-0.6431,-0.5076,0.3401,8.9833
4556 旭然,現股當沖比重,0,0,0,4.94,6.67,3.85,4.17,0,0,0,0,35.27
4561 健椿,月報酬率 %,15,63.0431,-13.3332,3.1077,2.4173,-11.7132,-3.9605,4.1237,1.1586,-15.3449,1.0182,-3.2257
4561 健椿,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4563 百德,月報酬率 %,-5.4014,-1.2346,3.9062,6.4511,1.7093,-9.7222,-1.2309,1.2462,2.8308,-2.8241,2.9839,1.8011
4563 百德,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4568 科際精密,月報酬率 %,0,0,0,0,0,0,0,0,0,0,0,33.8668
4568 科際精密,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4609 唐鋒,月報酬率 %,10.9649,-35.1778,10.8537,7.4808,2.2516,-4.8047,1.8924,1.6512,2.5381,-3.2673,-1.2284,-1.14
4609 唐鋒,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4702 中美實,月報酬率 %,-2.4691,1.2658,-3.75,9.2207,-13.793,-12.8274,2.0571,-11.6281,-4.5614,23.3455,-17.2876,6.8467
4702 中美實,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
4706 大恭,月報酬率 %,2.8573,1.2824,-5.0632,1.111,0.6593,-2.1835,-2.2321,2.5112,1.3095,-0.2331,-2.3366,2.3924
