證券代碼,Data Field,2015/7/31,2015/8/31,2015/9/30,2015/10/30,2015/11/30,2015/12/31,2016/1/30,2016/2/26,2016/3/31,2016/4/29,2016/5/31,2016/6/30,2016/7/29,2016/8/31
3202 樺晟,現股當沖比重,0,0,0,0,0,0,0,7.29,0,12.57,14.23,1.35,0.07,15.61
3205 佰研,月報酬率 %,39.5479,-10.9311,89.5453,7.4343,45.0891,-6.7693,7.5908,-5.2146,-3.5597,-15.7718,-0.3983,-27.6,4.42,-2.4313
3205 佰研,現股當沖比重,0,0,0,0,0,0,0,21.33,13.35,7.13,27.26,13.33,10.8,18.17
3206 志豐,月報酬率 %,-28.9905,1.2987,5.8973,13.8017,-8.5106,-2.3256,-5.2381,12.8139,-2.4501,22.3745,-8.9555,-2.4589,14.1008,-12.3015
3206 志豐,現股當沖比重,0,0,0,0,0,0,0,4.62,0,25.5,8.51,9.69,1.34,0.67
3207 耀勝,月報酬率 %,-6.9768,-30.5,3.1655,17.9917,-8.9833,-1.2986,-5,-5.6787,2.79,-2.1429,1.6059,15.0863,38.5766,-4.054
3207 耀勝,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211 順達,月報酬率 %,-15.7195,-6.9608,5.7958,6.3744,-6.9288,-2.4147,-3.6081,2.9947,3.4267,-2.5102,-2.1627,0,0.5016,-4.9718
3211 順達,現股當沖比重,1.04,5.12,2.54,10.57,0,1.48,0,1.27,3.27,6.02,0.6,1.31,1.39,0
3213 茂訊,月報酬率 %,-18.1879,4.6807,6.9107,-0.2535,8.2593,0.9388,-6.0465,-1.6089,1.8868,-6.1727,-1.3159,-0.2666,0.0773,2.1899
3213 茂訊,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3217 優群,月報酬率 %,-2.1819,-17.8438,5.8824,11.1112,-1.9228,3.9215,-4.5282,4.3477,4.5456,-0.3622,-1.8179,6.039,4.8871,8.6023
3217 優群,現股當沖比重,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0
3218 大學光,月報酬率 %,-7.9871,-16.9885,9.5348,7.4309,2.7668,-5.7692,-1.4285,0.6211,-2.4691,-0.2111,1.9029,-3.9418,1.8103,-1.1112
3218 大學光,現股當沖比重,0,0,0,0,0,0,0,0.66,6.42,37.93,30.35,16.22,1.92,1.54
3219 倚強股份,月報酬率 %,-17.3787,-16.2068,4.5268,-12.5984,-9.9099,4,-7.9809,2.2988,-0.9193,1.2368,-3.055,0.5252,7.6279,-2.9126
3219 倚強股份,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3221 台嘉碩,月報酬率 %,-25.835,3.788,18.9779,-4.6014,16.0773,11.9112,15.3464,6.6523,7.0424,-11.2782,22.2457,4.6794,-5.2981,0.0952
3221 台嘉碩,現股當沖比重,0,0,0,0,0,0,0,9.88,14.06,12.19,22.89,22.47,3.6,5.76
3224 三顧,月報酬率 %,-18.5185,-12.8529,16.547,4.9383,17.3529,-17.0426,-13.8973,8.9474,5.314,-6.4832,-12.0201,2.6566,-0.9245,10.2612
3224 三顧,現股當沖比重,0,0,0,0,0,0,0,4.83,5.7,3.31,2.12,0.64,1.43,1.86
3226 至寶電,月報酬率 %,-7.5703,-4.762,1,0.5939,27.953,2.3075,10.5266,3.4013,-1.5789,-3.7435,0.0002,0.5558,-3.3149,-0.39
3226 至寶電,現股當沖比重,0,0,0,0,0,0,0,1.65,7.5,0,0,0,0,13.33
3227 原相,月報酬率 %,-29.0099,-15.2338,16.0899,8.6438,-0.2743,9.7661,-7.3934,2.5709,3.4299,-10.3316,-3.8406,3.9939,5.5476,-0.1025
3227 原相,現股當沖比重,14.5,25.17,16.59,15.46,9.85,16.76,13.45,11.64,15.76,6.49,12.85,14.69,3.89,6.47
3228 金麗科,月報酬率 %,-10.1044,-19.9612,-1.6948,19.7042,-8.642,6.9817,-18.1055,-2.8277,-3.7039,-8.2417,-7.1857,4.5162,11.4197,-5.8173
3228 金麗科,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3230 錦明,月報酬率 %,-25.2307,6.1728,8.1394,16.4875,-5.3845,-6.9917,4.3707,-5.025,3.3512,-7.6792,-4.9909,3.6964,6.0037,0.7081
3230 錦明,現股當沖比重,0,0,0,0,0,0,0,0.98,0,0,0,16.24,2.56,0
3232 昱捷,月報酬率 %,-15.5858,-1.0829,-25,53.2848,-11.4286,11.1112,-18.8709,-9.9403,-7.2849,-23.0952,11.1456,35.6546,-5.162,-13.6565
3232 昱捷,現股當沖比重,0,0,0,0,0,0,0,14.28,0.53,15.34,7.56,20.9,6.19,4.34
3234 光環,月報酬率 %,-29.0539,-6.3702,40.5065,20.4956,-1.8691,-16.3809,-1.8223,12.2971,0,-18.905,0.3821,-3.1415,-1.8184,-7.4073
3234 光環,現股當沖比重,27.32,0,29.95,29.46,18.38,19.97,20.12,18.59,16.48,18.65,20.95,13.53,17.46,0
3236 千如,月報酬率 %,-21.8749,-2.6564,14.1124,31.8843,-5.1282,-4.2472,-3.6287,10.4604,1.5152,0.7463,5.9261,18.1819,23.077,19.5427
3236 千如,現股當沖比重,0,0,0,0,0,0,0,2.15,2.25,2.32,0.36,9.56,14.02,15.44
3252 海灣,月報酬率 %,-19.2236,5.2633,-9.5652,-1.4424,-3.4146,-6.5658,-12.9731,18.6336,31.4135,13.5458,-5.2632,-6.6668,-8.7303,-6.0867
3252 海灣,現股當沖比重,0,0,0,0,0,0,0,1.25,0,21.57,14.93,15,0,3.77
3259 鑫創,月報酬率 %,-15.9381,-12.7517,4.2308,6.2733,-2.7778,-0.357,7.3476,14.5242,-0.8743,-8.0883,-3.1999,-6.1155,-2.1126,1.0793
3259 鑫創,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3260 威剛,月報酬率 %,-15.8933,-13.6363,15.7894,2.1211,-8.0119,7.4194,3.6037,-3.913,-3.0169,-6.9984,17.0572,20.2855,7.7811,-5.3511
3260 威剛,現股當沖比重,3.96,3.93,15.88,3.17,7.02,7.38,7.89,2.73,2.62,6.18,9.89,7.25,15.04,5.11
3264 欣銓,月報酬率 %,-19.0478,-3.9999,15.0241,15.6539,-10.7071,7.9188,-9.6436,2.5522,-0.4522,-8.409,-5.4589,-0.7876,10.582,22.2874
3264 欣銓,現股當沖比重,0.85,7.35,3.44,6.3,1.95,4.35,9.8,9.39,1.21,1.25,3.29,0.77,3.04,6.99
3265 台星科,月報酬率 %,-36.7869,1.6626,33.4112,-7.1806,-20.3772,6.8723,-20.3991,2.5069,4.8913,1.2953,20.9717,-1.2356,2.5975,15.6117
3265 台星科,現股當沖比重,0,0,0,0,0,0,0,1.57,1.6,0.49,4.26,1.91,0.46,5.04
3268 海德威,月報酬率 %,-23.656,-5.6476,16.3935,3.5211,14.6261,-10.3857,-10.5961,0.0001,0.741,-7.3528,-2.3808,0.8132,3.2258,-5.8595
3268 海德威,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3272 東碩,月報酬率 %,-38.1579,-3.0806,22.2343,18.453,-2.6708,-8.2316,-11.1296,0.3738,-2.4211,-7.4426,-10.9277,-5.324,6.3568,-0.0504
3272 東碩,現股當沖比重,0,14.99,9.62,0,0,0,11.08,4.4,6.11,5.28,10.08,1.47,1.77,1.5
3276 宇環,月報酬率 %,-20.3375,-7.6087,16.2354,-1.9228,-7.9465,-2.4664,-10.4598,2.1823,14.9499,-3.8249,1.1363,26.9664,45.0893,3.077
3276 宇環,現股當沖比重,0,0,0,0,0,0,0,0,0,11.44,0,3.81,0,26.67
3284 太普高,月報酬率 %,-6.2499,4.8276,-0.5482,6.3945,1.3473,-2.6586,-3.5715,-1.9609,23.889,-8.0719,10.7317,23.7887,32.4693,-2.2409
3284 太普高,現股當沖比重,0,0,0,0,0,0,0,5.26,0,1.78,0,4.12,5,2.06
3285 微端,月報酬率 %,31.6458,-23.1791,0.4838,5.7783,-2.8831,-9.6874,-11.2456,11.8907,3.6585,-10.9243,-1.6982,1.3435,0.3787,2.6425
3285 微端,現股當沖比重,0,0,0,0,0,0,0,1.8,17.14,11.96,5.8,12.5,1.5,9
3287 廣寰科,月報酬率 %,-21.7948,5.0669,21.9856,4.186,-1.2276,-7.4579,-8.3028,2.7963,-8.5492,-1.133,-8.596,5.4858,3.2687,-9.3524
3287 廣寰科,現股當沖比重,0,0,0,0,0,0,0,2.7,0,4.76,0,0,0,0
3288 點晶,月報酬率 %,-20.8514,-18.0691,-2.3571,33.448,-0.7753,-8.9844,-2.5752,17.3274,13.2666,-23.978,3.0525,12.8349,-25,-0.0001
3288 點晶,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3289 宜特,月報酬率 %,-6.495,-7.9973,17.1121,3.0822,-7.7519,15.1838,2.1053,16.4948,-3.9824,7.834,-0.4274,0.8583,2.5532,-4.6827
3289 宜特,現股當沖比重,20.03,14.01,11.75,11,2.76,10.79,16.55,17.97,17.87,13.11,15.01,8.14,8.09,0.95
3290 東浦,月報酬率 %,-14.2855,-3.7736,5.3594,2.5643,-5.625,-9.2717,-5.1095,10.0001,0.3496,-3.1358,-5.0357,3.0907,-2.3811,1.626
3290 東浦,現股當沖比重,0,0,0,0,0,0,0,1.65,0,13.16,2.82,1.28,11.37,0
3293 鈊象,月報酬率 %,-1.8957,-33.3373,21.8514,9.5887,-10.1137,62.4528,24.1246,49.5297,16.3523,-0.9008,12.3638,-13.5922,-8.9888,-16.5992
3293 鈊象,現股當沖比重,15.11,15.72,16.46,21.75,4.93,32.27,28.21,47.76,37.07,0,28.32,38.47,30.63,35.45
3294 英濟,月報酬率 %,-11.9173,14.4116,-9.5114,0.2841,2.5498,-2.2101,-11.2996,-10.5095,-6.4056,6.4641,-1.786,-1.091,5.9636,9.2198
3294 英濟,現股當沖比重,0,0,0,0,0,0,0,0,1.17,8.05,0,2.96,9.9,3.86
3297 杭特,月報酬率 %,-6.8183,-15.7609,2.5804,13.2078,5.5554,-8.4209,0.5746,5.7143,-3.5135,0.8404,1.6667,-4.0983,7.4075,-0.6325
3297 杭特,現股當沖比重,0,0,0,0,0,0,0,0,0,0,5,15.79,6.15,0
3303 岱稜,月報酬率 %,-2.6626,-4.9229,17.7993,-0.0002,-6.5934,2.0589,-0.2882,10.9825,6.25,11.2745,-3.5241,-5.0227,0.1237,10.9137
3303 岱稜,現股當沖比重,0,0,0,0,0,0,0,0,5.27,10.27,0.84,0,0.77,0
3306 鼎天,月報酬率 %,-23.0264,-2.0377,12.558,9.7107,-10.546,-2.7367,-5.6278,8.2567,-2.966,1.7465,-3.4335,-3.1114,30.275,4.011
3306 鼎天,現股當沖比重,0,0,0,0,0,0,0,0,0,0,2.55,6.25,0,11.04
3310 佳穎,月報酬率 %,-0.8002,7.1967,-4.5935,-3.7036,1.5384,-2.2729,0.0001,-2.7132,14.3427,-2.0905,-0.7117,-3.9426,-0.0001,-1.5505
3310 佳穎,現股當沖比重,0,0,0,0,0,0,0,0,5.98,19.33,4.31,0,2.13,0
3313 斐成,月報酬率 %,-11.2021,-8.3077,24.4966,10.7818,-7.5424,-9.3423,-9.2889,-0.8001,1.9356,-8.5443,22.6643,-9.3089,14.9298,131.3938
3313 斐成,現股當沖比重,0,0,0,0,0,0,0,2.08,0,0,0,9.14,2.36,19.77
3317 尼克森,月報酬率 %,-11.3924,-9.1428,16.8763,6.7264,-10.0841,9.3461,-8.9744,2.3474,19.2659,-6.5383,4.1154,7.9052,7.6924,13.9455
3317 尼克森,現股當沖比重,0,0,0,0,0,0,0,0,1.45,0,2.4,5.64,10.95,8.56
3322 建舜電,月報酬率 %,-21.7085,-10.141,4.4854,83.2114,-14.3426,5.5813,-19.2951,21.179,-5.8558,-1.9139,-2.7317,0.8024,-0.4975,-12.2002
3322 建舜電,現股當沖比重,0,0,0,0,0,0,0,20.68,0,0,0,0,5.26,0
3323 加百裕,月報酬率 %,0.7595,-11.9047,17.7176,-2.0407,-8.0726,0.8499,-3.09,2.319,10.1985,-2.5707,-2.3746,-1.0811,6.2311,-2.1739
3323 加百裕,現股當沖比重,0,0,0,0,0,0,0,4.63,0,0,0,4.72,0.94,3.97
3324 雙鴻,月報酬率 %,-13.2792,3.4374,23.5473,19.8021,40.7025,14.244,27.1209,39.5348,7.3913,-21.7273,10.1724,9.9766,22.7666,21.479
3324 雙鴻,現股當沖比重,0,0,0,0,0,0,0,0,18.24,19.13,24.52,10.01,16.32,28.07
3325 旭品,月報酬率 %,-11.6566,-20.4863,7.4235,23.5771,-1.3158,19.6669,-7.5208,0.6025,10.1796,-12.2282,-3.0961,25.8788,-0.7616,15.3452
3325 旭品,現股當沖比重,0,0,0,0,0,0,0,3.17,5.68,3.36,14.72,8.38,2.01,3.14
3332 幸康,月報酬率 %,-7.1172,5.4457,2.7668,1.5384,-3.6616,-2.4904,-0.2687,1.0781,2.5334,-3.7711,-0.8108,5.1772,0.0002,1.6885
3332 幸康,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,46.67,33.26,0
3339 泰谷,月報酬率 %,-24.643,-6.6353,13.9596,3.118,-20.0864,-1.3512,-4.6574,9.1955,-8.6842,-40.0578,1.9232,-1.4151,5.2632,6.3636
3339 泰谷,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3354 律勝,月報酬率 %,-5.3385,-10.6625,-0.3771,2.7743,-3.681,-1.0191,15.4443,-2.787,8.83,-13.172,-3.8833,9.217,3.5615,2.0644
3354 律勝,現股當沖比重,0,0,0,0,0,0,0,0,6.06,6.38,0,8.2,0,0
3360 尚立,月報酬率 %,-24.7252,-0.5839,9.583,2.6615,-11.1109,11.6666,16.7914,13.4187,25.0707,-27.0269,-1.543,-1.8809,9.9042,0.1747
3360 尚立,現股當沖比重,0,0,0,0,0,0,0,12.04,19.77,14.26,1.83,0.91,9,26.25
3362 先進光,月報酬率 %,-9.9009,-5.4946,-5.9524,2.2951,-8.9746,-8.8029,-7.3358,13.3334,-4.7794,-4.6332,9.7166,44.2806,13.2991,1.5799
3362 先進光,現股當沖比重,0,0,0,0,0,0,0,5.4,5.26,5.53,0,16.6,13.84,13.28
3363 上詮,月報酬率 %,-12.4637,-8.1225,2.7524,-5.3571,-9.4341,16.6669,-4.6429,6.3671,5.6337,-5.1668,7.5571,-5.2287,0.1724,2.0653
3363 上詮,現股當沖比重,0,0,0,0,0,0,0,3.74,1.98,4.76,5.78,1.82,3.15,0.72
3372 典範,月報酬率 %,-14.3795,-11.0256,0.7203,3.8627,7.3,2.5673,-1.8772,-6.2499,-3.6734,-2.6835,1.4514,5.4364,-2.7137,-1.2552
3372 典範,現股當沖比重,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0
3373 熱映,月報酬率 %,-4.0868,-8.8091,17.4787,3.9025,22.0659,-3.4617,-9.5616,23.1279,-6.2612,11.6413,1.1965,10.4729,-11.1953,-7.2463
3373 熱映,現股當沖比重,0,0,0,0,0,0,0,5.66,1.87,12.18,16.99,6.3,3.06,5
3374 精材,月報酬率 %,-20.2629,-6.7154,9.8591,16.8092,-8.6583,-13.4847,-6.7901,0,-4.6357,-12.4998,-12.4999,-2.9559,14.3544,14.6444
3374 精材,現股當沖比重,9.73,15.94,17.53,16.49,1.48,3.56,22,5.34,8.43,3.79,6.86,6.12,3.41,8.88
3379 彬台,月報酬率 %,-19.1548,-5.9505,46.1221,-7.8214,-19.0909,1.4981,-7.0113,-0.3968,6.7733,-2.6119,-8.046,-1.6664,-0.8476,-7.2649
3379 彬台,現股當沖比重,0,0,0,0,0,0,0,0,11.96,2.27,0,9.29,0,9.75
3388 崇越電,月報酬率 %,-3.4352,-4.3689,3.8919,3.0943,-3.6334,0.8195,0.4875,4.2071,-0.9319,-2.6645,-6.6024,1.5518,2.3439,1.2432
3388 崇越電,現股當沖比重,0,0,0,0,0,0,0,0,0,6.06,3.11,1.41,0,22.18
3390 旭軟,月報酬率 %,-9.9291,-5.5704,-8.427,5.8284,-14.2029,-3.7162,-6.6667,10.1504,3.7542,-8.5526,2.5179,4.2107,0.3365,1.3613
3390 旭軟,現股當沖比重,0,0,0,0,0,0,0,3.03,0,0,4.48,5.26,4.03,0
3402 漢科,月報酬率 %,-11.9565,8.5378,6.3243,9.2934,-9.5238,0.376,-1.1236,11.3635,9.8638,-6.192,15.8415,2.5642,13.0556,17.6241
3402 漢科,現股當沖比重,0,0,0,0,0,0,0,6.62,13.11,0,4.38,3.54,6.49,11.36
3426 台興,月報酬率 %,0,0,5.5277,0.0264,6.5788,8.642,-5.6816,-1.2048,1.2195,-3.6143,-2.675,-1.0789,7.92,0.9407
3426 台興,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3434 哲固,月報酬率 %,-6.2761,-23.3036,-5.7042,17.284,-12.5802,10.8333,0,-0.0001,-3.0077,25.5815,-4.3211,-5.1612,0.3403,-0.7266
3434 哲固,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,9.07,0,0
3438 類比科,月報酬率 %,-10.5662,-20.5704,7.849,2.426,-9.9999,0.8773,-5.2173,7.951,-1.9831,22.2543,-12.5295,-3.0177,8.7821,-1.0416
3438 類比科,現股當沖比重,0,0,0,0,0,0,0,8.15,1.79,8.36,1.99,4.25,0,5.83
3441 聯一光,月報酬率 %,-16.608,-9.9999,6.0186,3.9304,2.5211,-6.9673,-3.9648,12.8442,-6.9106,-1.7468,-2.2223,28.1817,5.3189,11.1111
3441 聯一光,現股當沖比重,0,0,0,0,0,0,0,1.45,5,8,11.1,18.33,4.28,15.46
3444 利機,月報酬率 %,-2.4001,-22.6315,0.6803,7.0948,5.0473,-4.2041,-3.7617,1.3028,5.1448,3.3639,0.2958,-2.95,1.9775,6.6455
3444 利機,現股當沖比重,0,0,0,0,0,0,0,11.76,0,2.27,0,25,0,0
3452 益通,月報酬率 %,-11.1969,-23.6522,25.8541,9.5024,5.7849,-3.1248,-8.8708,8.8495,-8.5365,-10.6668,13.9304,3.4932,-2.9537,-6.0872
3452 益通,現股當沖比重,22.5,15.26,0,0,0,0,0,0,0,0,0,0,0,0
3455 由田,月報酬率 %,-22.7522,-1.5556,22.1218,1.1091,1.097,5.2441,21.3059,-5.2408,6.1285,-9.8594,-3.7502,0.0003,7.9546,15.5652
3455 由田,現股當沖比重,0,0,0,0,0,0,0,6.33,1.76,1.9,7.21,5.4,5.98,4.16
3465 進泰電子,月報酬率 %,10.2362,-8.5714,-0.0002,-14.0625,-9.091,10,-9.9091,1.9173,-0.9901,-10,-20.4444,-9.218,12.3077,-2.7397
3465 進泰電子,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3466 致振,月報酬率 %,-4.0886,2.3682,6.227,-9.1379,-9.4878,-7.547,-5.8958,-0.7229,1.9416,-3.5714,1.7286,-3.3981,-0.5026,-0.7577
3466 致振,現股當沖比重,0,0,0,0,0,0,0,0,0,0,5,0,0,0
3479 安勤,月報酬率 %,-3.2393,-12.8715,10.2271,22.0362,41.0771,-4.9402,9.7641,15.2079,1.4942,-4.54,-2.6992,-0.0686,-9.4315,1.9908
3479 安勤,現股當沖比重,0,5.36,2.84,0,0,0,0,14.49,16.74,14.43,12.4,6.65,9.97,4.69
3483 力致,月報酬率 %,-17.0274,-7.306,9.3597,12.6126,-9.6,22.5663,-5.4154,4.5802,18.6133,6.1539,-10.145,0.9676,16.2937,17.8363
3483 力致,現股當沖比重,0,0,0,0,0,0,0,7.36,6.48,3.73,6.93,13.27,5.35,6.32
3484 崧騰,月報酬率 %,-29.5274,-11.2868,9.913,20.253,-16.1841,4.0816,15.9878,30.299,-2.7944,-21.9713,7.1051,-5.8966,13.1856,8.7327
3484 崧騰,現股當沖比重,4.84,2.37,4.42,0,0,0,0,15.12,11.9,1.6,3.82,30.79,4.91,4.91
3489 森寶,月報酬率 %,2.5497,-2.7623,-10.5114,-30.7937,-9.4493,0.304,-4.2424,-4.3249,9.8123,3.4136,-3.7864,4.4398,-5.7971,-5.1284
3489 森寶,現股當沖比重,0,0,0,0,0,0,0,0,0,6.23,0,1.43,0,0
3490 單井,月報酬率 %,-25.7482,-17.8128,17.4214,0.1169,-8.0516,-15.4822,5.105,2,-13.4454,4.8544,1.5431,-26.9096,-12.1086,16.1521
3490 單井,現股當沖比重,8.55,26.39,12.9,8.37,7.24,6.4,7.69,20.07,9.46,14.44,6.35,23.83,16.97,13.17
3491 昇達科,月報酬率 %,-9.1268,-20.5235,21.3173,14.2856,-8.7501,-9.4521,-1.2105,11.7916,2.0546,-10.3356,-5.0899,1.2617,-1.9228,4.2515
3491 昇達科,現股當沖比重,1.42,2.59,12.18,8.32,3.12,3.55,9.77,10.86,7.45,7.53,8.76,2.83,7.72,1.79
3492 長盛,月報酬率 %,-23.5294,1.0694,64.9429,-4.5298,36.8612,-23.4665,9.0591,46.0062,-20.0218,10.5333,-7.6734,-1.3403,11.6921,-4.4027
3492 長盛,現股當沖比重,0,0,0,0,0,0,0,21.47,9.21,17.81,15.26,7.32,11.83,10.8
3498 陽程,月報酬率 %,-32.9482,-11.9924,20.8634,23.2993,-4.8275,-12.4636,-5.1325,18.3245,-3.8347,-13.6504,-5.8616,3.7736,-6.1819,8.4957
3498 陽程,現股當沖比重,10.58,14.52,15.13,12.83,7.87,10.89,11.71,14.13,14.21,5.96,8.64,8.89,9.06,5.94
3499 環天科,月報酬率 %,-28.1801,-14.714,34.1852,18.0952,-5.8469,-9.6361,-15.8767,3.6619,2.7172,-13.2274,-7.9269,0.0001,21.5231,-1.3627
3499 環天科,現股當沖比重,0,0,0,0,0,0,0,5.51,7.69,2.67,1.03,2.39,11.64,12.6
3508 位速,月報酬率 %,-1.9869,-37.7028,18.7634,38.8124,-1.3158,-5.0001,-13.3333,14.1702,-8.8656,6.6149,-10.2188,1.2195,3.2128,3.1128
3508 位速,現股當沖比重,0,0,0,0,0,0,0,9.91,3.72,4.36,17.83,5.82,0,5.3
3511 矽瑪,月報酬率 %,82.0103,9.302,11.7022,-11.5476,-27.187,10.7209,-18.5308,29.5083,-15.3482,-1.3086,1.1363,5.6182,-10.6383,-3.4008
3511 矽瑪,現股當沖比重,0,0,0,0,0,0,0,13.1,6.97,10.79,2.24,15.78,0.54,10.58
3512 皇龍,月報酬率 %,-2.2436,-2.7871,18.8871,-4.9646,-7.4627,-6.7743,-9.5156,-1.7209,12.8406,-4.3101,-3.7839,-0.9363,0.1892,-0.7546
3512 皇龍,現股當沖比重,0,0,0,0,0,0,0,2.04,0,1.79,1.47,0,3.7,0
3516 亞帝歐,月報酬率 %,-11.3483,2.6617,1.8518,9.2122,0.4439,-3.6464,-7.2248,0.989,2.5703,-2.506,-0.3673,13.022,5.4349,-3.505
3516 亞帝歐,現股當沖比重,0,0,0,0,0,0,0,2.94,20,3.85,5.26,7.1,15.25,11.62
3520 振維,月報酬率 %,-3.7036,-23.077,-11.125,13.5021,23.0484,18.8319,-22.8813,7.3627,21.2896,-16.54,-6.1681,-0.4309,16.8833,21.7595
3520 振維,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3521 鴻翊,月報酬率 %,2.4195,-21.2601,-6,42.0214,10.8614,-26.6892,7.3731,2.1457,18.4869,-3.9008,-8.487,0.8064,-6.8001,-13.7339
3521 鴻翊,現股當沖比重,0,0,0,0,0,0,0,0,0,0.72,4.48,4.58,0,0
3522 御頂,月報酬率 %,-15.8504,2.8088,3.2787,13.2276,-8.8784,1.3332,0.7087,12.5628,12.0537,12.7488,26.855,54.8745,68.5251,12.6999
3522 御頂,現股當沖比重,0,0,0,0,0,0,0,0,3.49,1.08,6.43,15.98,23.26,34.36
3523 迎輝,月報酬率 %,-3.8095,25.4952,10.4536,-20.1786,2.0134,15.1317,5.9048,-1.6187,-6.2156,-4.4832,-5.5102,-15.5508,-2.3017,-1.5708
3523 迎輝,現股當沖比重,0,0,0,0,0,0,0,14.66,7.18,0,0,0,0,0
3526 凡甲,月報酬率 %,-14.5122,-8.1218,8.8398,17.7664,-10.3446,5.048,31.5788,20.3477,-4.0461,26.2048,-10.3819,13.7154,22.6875,70.3557
3526 凡甲,現股當沖比重,0,0,0,0,0,0,0,15.34,0.3,20.06,16.52,16.16,11.63,31.62
3527 聚積,月報酬率 %,-21.3629,-1.7324,6.3773,7.398,1.1878,2.3475,-5.7339,10.7055,19.7799,8.2568,14.407,8.7406,-1.6348,5.3171
3527 聚積,現股當沖比重,0,0,0,0,0,0,0,3.38,2.25,7.44,7.26,20.12,0.83,3.43
3529 力旺,月報酬率 %,-15.246,-13.8809,6.908,3.0769,-1.4925,12.1212,3.3783,-8.7581,6.59,-4.8385,-7.4859,-1.0685,0.7863,2.964
3529 力旺,現股當沖比重,18.28,43.28,15.92,13.21,2.64,6.47,16.7,15.89,5.99,6.79,15.13,8.4,3.86,2.7
3531 先益,月報酬率 %,-7.3677,-7.5163,11.6609,3.1646,-9.2023,-8.446,-2.952,6.4638,1.4286,-5.9858,31.0861,-10.8572,14.5777,3.6929
3531 先益,現股當沖比重,0,0,0,0,0,0,0,10.34,0,14.16,7.64,2.11,0.81,29.19
3537 堡達,月報酬率 %,-9.2299,-7.5949,8.2193,6.9619,15.3845,-2.0513,3.9267,17.8841,-11.7522,-7.7482,-1.5749,10.9336,-1.0205,-0.5157
3537 堡達,現股當沖比重,0,0,0,0,0,0,0,6.32,0,6.67,3.68,3.19,0,3.7
3540 曜越,月報酬率 %,-11.2784,-6.1055,35.6432,-1.4597,-8.1482,3.2258,-0.0001,7.4219,15.2727,-10.7256,18.0213,13.1734,14.2901,-8.4706
3540 曜越,現股當沖比重,0,0,0,0,0,0,0,0,2.98,5.63,16.58,18.47,4.07,7.61
3541 西柏,月報酬率 %,-11.1668,-21.5827,14.1283,26.8489,-12.4208,-5.9333,22.7691,9.2732,1.4907,-12.8814,12.97,9.0698,58.9836,12.671
3541 西柏,現股當沖比重,24.47,11.12,9.31,0,0,0,0,9.6,2.85,3.95,0,0.78,11.17,7.87
3546 宇峻,月報酬率 %,-27.6689,-35.2458,5.4851,27.1999,-7.2327,29.1523,-12.3361,0,2.2457,-10.3955,16.8302,7.1329,51.4361,7.5865
3546 宇峻,現股當沖比重,0,0,0,0,0,0,0,4.37,17.16,6,7.62,13.64,27.29,19.87
3548 兆利,月報酬率 %,-10.6514,-5.693,24.4096,45.7804,2.4603,-5.9322,7.5076,24.5813,0.8967,-3.3332,24.8273,8.2875,10.204,18.8271
3548 兆利,現股當沖比重,0,0,0,0,0,0,0,12.57,10.43,12.59,20.55,11.89,21.93,11.24
3551 世禾,月報酬率 %,-12.7273,-2.0834,9.4226,-1.6665,-7.3446,5.0304,-1.306,7.3528,-0.8219,-8.8398,-3.9393,-2.5237,11.0589,0.3088
3551 世禾,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33
3552 同致,月報酬率 %,0.5715,3.693,25.6219,18.889,7.1027,11.6929,13.1249,14.6409,27.711,8.8678,-20.9707,12.7192,-15.9532,12.0369
3552 同致,現股當沖比重,20.73,20.06,19.44,29.7,15.54,24.08,30,27.53,34.58,45.5,20.47,33.36,42.84,20.47
3555 重鵬,月報酬率 %,6.3829,-3.4999,-32.2633,16.3864,18.5319,42.1321,-16.0716,-8.9362,92.5234,-6.7961,8.5938,65.7072,9.9856,-14.0791
3555 重鵬,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3556 禾瑞亞,月報酬率 %,-25.8023,-3.1479,2.5895,8.3496,-6.0931,-0.5726,-2.4951,11.811,-1.7606,-0.0002,-8.0646,0.7797,9.446,-3.248
3556 禾瑞亞,現股當沖比重,5.64,5.6,2.36,0,0,0,0,0.47,0.6,3.47,3.16,0.88,0.8,10.45
