公司,Data Field,2013/12/31
3149 正達,ROA－綜合損益,-5.79
3152 璟德,ROA－綜合損益,16.75
3162 精確,ROA－綜合損益,-3.34
3163 波若威,ROA－綜合損益,21.87
3164 景岳,ROA－綜合損益,0.44
3167 大量,ROA－綜合損益,6.91
3169 亞信,ROA－綜合損益,13.42
3171 新洲,ROA－綜合損益,7.42
3176 基亞,ROA－綜合損益,-14.41
3178 公準,ROA－綜合損益,3.17
3188 鑫龍騰,ROA－綜合損益,-12.24
3189 景碩,ROA－綜合損益,9.24
3191 和進,ROA－綜合損益,10.96
3202 樺晟,ROA－綜合損益,-5.08
3205 佰研,ROA－綜合損益,0.29
3206 志豐,ROA－綜合損益,4.44
3207 耀勝,ROA－綜合損益,-6.08
3209 全科,ROA－綜合損益,3.22
3211 順達,ROA－綜合損益,6.59
3213 茂訊,ROA－綜合損益,13.27
3217 優群,ROA－綜合損益,9.01
3218 大學光,ROA－綜合損益,6.69
3219 倚強股份,ROA－綜合損益,2.31
3221 台嘉碩,ROA－綜合損益,5.84
3224 三顧,ROA－綜合損益,1.22
3226 至寶電,ROA－綜合損益,4.29
3227 原相,ROA－綜合損益,4.04
3228 金麗科,ROA－綜合損益,-9.56
3229 晟鈦,ROA－綜合損益,5.11
3230 錦明,ROA－綜合損益,2.82
3231 緯創,ROA－綜合損益,2.53
3232 昱捷,ROA－綜合損益,4.56
3234 光環,ROA－綜合損益,5.1
3236 千如,ROA－綜合損益,0.69
3252 海灣,ROA－綜合損益,0.37
3257 虹冠電,ROA－綜合損益,17.38
3259 鑫創,ROA－綜合損益,-11.89
3260 威剛,ROA－綜合損益,11.99
3264 欣銓,ROA－綜合損益,6.95
3265 台星科,ROA－綜合損益,15.59
3266 昇陽,ROA－綜合損益,23.36
3268 海德威,ROA－綜合損益,-1.64
3272 東碩,ROA－綜合損益,13.51
3276 宇環,ROA－綜合損益,0.8
3284 太普高,ROA－綜合損益,4.17
3285 微端,ROA－綜合損益,3.5
3287 廣寰科,ROA－綜合損益,4.06
3288 點晶,ROA－綜合損益,-12.53
3289 宜特,ROA－綜合損益,3.91
3290 東浦,ROA－綜合損益,10.14
3293 鈊象,ROA－綜合損益,3.93
3294 英濟,ROA－綜合損益,1.29
3296 勝德,ROA－綜合損益,0.09
3297 杭特,ROA－綜合損益,11.92
3303 岱稜,ROA－綜合損益,4.43
3305 昇貿,ROA－綜合損益,7.45
3306 鼎天,ROA－綜合損益,6.25
3308 聯德,ROA－綜合損益,-3.7
3310 佳穎,ROA－綜合損益,0.67
3311 閎暉,ROA－綜合損益,4.62
3312 弘憶股,ROA－綜合損益,4.08
3313 斐成,ROA－綜合損益,-1.65
3317 尼克森,ROA－綜合損益,1.09
3321 同泰,ROA－綜合損益,11.74
3322 建舜電,ROA－綜合損益,1.01
3323 加百裕,ROA－綜合損益,0.59
3324 雙鴻,ROA－綜合損益,2.64
3325 旭品,ROA－綜合損益,-1.02
3332 幸康,ROA－綜合損益,12.7
3338 泰碩,ROA－綜合損益,8.65
3339 泰谷,ROA－綜合損益,-15.97
3346 麗清,ROA－綜合損益,6.18
3354 律勝,ROA－綜合損益,2.13
3356 奇偶,ROA－綜合損益,26.67
3360 尚立,ROA－綜合損益,-3.49
3362 先進光,ROA－綜合損益,5.6
3363 上詮,ROA－綜合損益,6.35
3372 典範,ROA－綜合損益,-11.8
3373 熱映,ROA－綜合損益,3.7
3374 精材,ROA－綜合損益,4.03
3376 新日興,ROA－綜合損益,7.85
3379 彬台,ROA－綜合損益,3.57
3380 明泰,ROA－綜合損益,5.9
3383 新世紀,ROA－綜合損益,-3.76
3388 崇越電,ROA－綜合損益,10.37
3390 旭軟,ROA－綜合損益,14.09
3402 漢科,ROA－綜合損益,0.38
3406 玉晶光,ROA－綜合損益,-0.93
3413 京鼎,ROA－綜合損益,14.88
3416 融程電,ROA－綜合損益,14.92
3419 譁裕,ROA－綜合損益,-1.86
3426 台興,ROA－綜合損益,0
3432 台端,ROA－綜合損益,-0.15
3434 哲固,ROA－綜合損益,-0.28
3437 榮創,ROA－綜合損益,17.1
3438 類比科,ROA－綜合損益,4.56
3441 聯一光,ROA－綜合損益,2.37
3443 創意,ROA－綜合損益,6.16
3444 利機,ROA－綜合損益,4.39
3450 聯鈞,ROA－綜合損益,13.52
3452 益通,ROA－綜合損益,-15.84
3454 晶睿,ROA－綜合損益,24.3
3455 由田,ROA－綜合損益,-2.63
3465 進泰電子,ROA－綜合損益,-3.46
3466 致振,ROA－綜合損益,4.46
3479 安勤,ROA－綜合損益,9.86
3481 群創,ROA－綜合損益,1.47
3483 力致,ROA－綜合損益,0.23
3484 崧騰,ROA－綜合損益,5.75
3489 森寶,ROA－綜合損益,5.77
3490 單井,ROA－綜合損益,5.78
3491 昇達科,ROA－綜合損益,10.99
3492 長盛,ROA－綜合損益,5.44
3494 誠研,ROA－綜合損益,-1.55
3498 陽程,ROA－綜合損益,11.9
3499 環天科,ROA－綜合損益,-7.8
3501 維熹,ROA－綜合損益,9.94
3504 揚明光,ROA－綜合損益,5.93
3508 位速,ROA－綜合損益,-0.82
3511 矽瑪,ROA－綜合損益,-6.9
3512 皇龍,ROA－綜合損益,-9.47
3515 華擎,ROA－綜合損益,12.76
3516 亞帝歐,ROA－綜合損益,-1.92
3518 柏騰,ROA－綜合損益,6.1
3520 振維,ROA－綜合損益,-12.61
3521 鴻翊,ROA－綜合損益,-14.62
3522 御頂,ROA－綜合損益,3.24
3523 迎輝,ROA－綜合損益,-7.93
3526 凡甲,ROA－綜合損益,2.32
3527 聚積,ROA－綜合損益,6.84
3528 安馳,ROA－綜合損益,10.25
3529 力旺,ROA－綜合損益,16.91
3530 晶相光,ROA－綜合損益,-4.5
3531 先益,ROA－綜合損益,7.82
3532 台勝科,ROA－綜合損益,1.4
3533 嘉澤,ROA－綜合損益,9.83
3535 晶彩科,ROA－綜合損益,-7.32
3536 誠創,ROA－綜合損益,-5.39
3537 堡達,ROA－綜合損益,9.03
3540 曜越,ROA－綜合損益,-0.5
3541 西柏,ROA－綜合損益,10.59
3545 敦泰,ROA－綜合損益,6.92
3546 宇峻,ROA－綜合損益,2.15
3548 兆利,ROA－綜合損益,5.7
3550 聯穎,ROA－綜合損益,4.48
3551 世禾,ROA－綜合損益,9.45
3552 同致,ROA－綜合損益,10.39
3555 重鵬,ROA－綜合損益,-62.14
3556 禾瑞亞,ROA－綜合損益,29.82
3557 嘉威,ROA－綜合損益,-14.78
3558 神準,ROA－綜合損益,13.6
3562 頂晶科,ROA－綜合損益,-13.06
3563 牧德,ROA－綜合損益,20.4
3564 其陽,ROA－綜合損益,10.9
3567 逸昌,ROA－綜合損益,3.13
3570 大塚,ROA－綜合損益,14.23
3576 聯合再生,ROA－綜合損益,1.88
3577 泓格,ROA－綜合損益,10.41
3580 友威科,ROA－綜合損益,-15.47
3581 博磊,ROA－綜合損益,5.77
3583 辛耘,ROA－綜合損益,8.08
3587 閎康,ROA－綜合損益,18.8
3588 通嘉,ROA－綜合損益,8.4
3591 艾笛森,ROA－綜合損益,-2.69
3593 力銘,ROA－綜合損益,-22.42
3594 磐儀,ROA－綜合損益,7.03
3596 智易,ROA－綜合損益,6.28
3605 宏致,ROA－綜合損益,6.83
3607 谷崧,ROA－綜合損益,6.51
3609 東林,ROA－綜合損益,2.43
3611 鼎翰,ROA－綜合損益,25.23
3615 安可,ROA－綜合損益,0.31
3617 碩天,ROA－綜合損益,9.22
3622 洋華,ROA－綜合損益,-11.98
3623 富晶通,ROA－綜合損益,10.65
3624 光頡,ROA－綜合損益,7.42
3625 西勝,ROA－綜合損益,-11.57
3628 盈正,ROA－綜合損益,7.47
3629 地心引力,ROA－綜合損益,-12.12
3630 新鉅科,ROA－綜合損益,4.58
3631 晟楠,ROA－綜合損益,8.48
3632 研勤,ROA－綜合損益,1.27
3642 駿熠電,ROA－綜合損益,-0.74
3645 達邁,ROA－綜合損益,3.49
3646 艾恩特,ROA－綜合損益,3.74
3652 精聯,ROA－綜合損益,1.75
3653 健策,ROA－綜合損益,6.37
3661 世芯-KY,ROA－綜合損益,8.2
3663 鑫科,ROA－綜合損益,0.07
3664 安瑞-KY,ROA－綜合損益,5.85
3665 貿聯-KY,ROA－綜合損益,15.4
3666 光耀,ROA－綜合損益,19.59
3669 圓展,ROA－綜合損益,-1.44
3672 康聯訊,ROA－綜合損益,14.34
3673 TPK-KY,ROA－綜合損益,6.21
3675 德微,ROA－綜合損益,-1.53
3679 新至陞,ROA－綜合損益,6.83
3680 家登,ROA－綜合損益,1.43
3682 亞太電,ROA－綜合損益,4.53
3684 榮昌,ROA－綜合損益,13.01
3685 元創精密,ROA－綜合損益,7.41
3686 達能,ROA－綜合損益,-10.09
3687 歐買尬,ROA－綜合損益,-6.37
3689 湧德,ROA－綜合損益,13.55
3691 碩禾,ROA－綜合損益,14.73
3693 營邦,ROA－綜合損益,15.94
3694 海華,ROA－綜合損益,-4.64
3698 隆達,ROA－綜合損益,4.82
3701 大眾控,ROA－綜合損益,-2.19
3702 大聯大,ROA－綜合損益,4.56
3703 欣陸,ROA－綜合損益,2.41
3704 合勤控,ROA－綜合損益,3.05
3705 永信,ROA－綜合損益,6.55
3706 神達,ROA－綜合損益,1.7
3707 漢磊,ROA－綜合損益,0
3708 上緯投控,ROA－綜合損益,0
3709 鑫聯大投控,ROA－綜合損益,0
3710 連展投控,ROA－綜合損益,0
3711 日月光投控,ROA－綜合損益,0
3712 永崴投控,ROA－綜合損益,0
4102 永日,ROA－綜合損益,-9
4104 佳醫,ROA－綜合損益,4.12
4105 東洋,ROA－綜合損益,10.06
4106 雃博,ROA－綜合損益,8.48
4107 邦特,ROA－綜合損益,12.69
4108 懷特,ROA－綜合損益,-9.3
4109 加捷生醫,ROA－綜合損益,2.07
4111 濟生,ROA－綜合損益,7.41
4113 聯上,ROA－綜合損益,14.67
4114 健喬,ROA－綜合損益,4.48
4116 明基醫,ROA－綜合損益,5.33
4119 旭富,ROA－綜合損益,7.02
4120 友華,ROA－綜合損益,11.32
4121 優盛,ROA－綜合損益,0.7
4123 晟德,ROA－綜合損益,10.55
4126 太醫,ROA－綜合損益,16.27
4127 天良,ROA－綜合損益,3.53
4128 中天,ROA－綜合損益,-2.29
4129 聯合,ROA－綜合損益,2.11
4130 健亞,ROA－綜合損益,3.41
4131 晶宇,ROA－綜合損益,-19.08
4133 亞諾法,ROA－綜合損益,5.7
4137 麗豐-KY,ROA－綜合損益,23.98
4138 曜亞,ROA－綜合損益,6.83
4139 馬光-KY,ROA－綜合損益,-4.23
4141 龍燈-KY,ROA－綜合損益,3.86
4142 國光生,ROA－綜合損益,-10.05
4144 康聯-KY,ROA－綜合損益,27.61
4147 中裕,ROA－綜合損益,-31.01
4148 全宇生技-KY,ROA－綜合損益,4.5
4152 台微體,ROA－綜合損益,-16.46
4153 鈺緯,ROA－綜合損益,10.5
4154 康樂-KY,ROA－綜合損益,1.88
4155 訊映,ROA－綜合損益,12.68
4157 太景*-KY,ROA－綜合損益,-71.77
4160 創源,ROA－綜合損益,-11.84
4161 聿新科,ROA－綜合損益,11.08
4162 智擎,ROA－綜合損益,-5.37
4163 鐿鈦,ROA－綜合損益,13.66
4164 承業醫,ROA－綜合損益,4.56
4167 展旺,ROA－綜合損益,-8.8
4168 醣聯,ROA－綜合損益,-1.58
4171 瑞基,ROA－綜合損益,-11.57
4173 久裕,ROA－綜合損益,1.04
4174 浩鼎,ROA－綜合損益,-30.85
4175 杏一,ROA－綜合損益,7.46
4183 福永生技,ROA－綜合損益,2.52
4188 安克,ROA－綜合損益,-9.77
4190 佐登-KY,ROA－綜合損益,12.63
4192 杏國,ROA－綜合損益,-27.92
4198 環瑞醫,ROA－綜合損益,-29.18
4205 中華食,ROA－綜合損益,9.91
4207 環泰,ROA－綜合損益,6.23
4303 信立,ROA－綜合損益,3.89
4304 勝昱,ROA－綜合損益,-9.22
4305 世坤,ROA－綜合損益,13.7
4306 炎洲,ROA－綜合損益,4.84
4401 東隆興,ROA－綜合損益,15.84
4402 福大,ROA－綜合損益,-11.13
4406 新昕纖,ROA－綜合損益,-2.15
4413 飛寶企業,ROA－綜合損益,-7.37
4414 如興,ROA－綜合損益,3.79
4415 台原藥,ROA－綜合損益,-13.39
4416 三圓,ROA－綜合損益,1.17
4417 金洲,ROA－綜合損益,6.86
4419 元勝,ROA－綜合損益,-22.67
4420 光明,ROA－綜合損益,-0.39
4426 利勤,ROA－綜合損益,10.89
4429 聚紡,ROA－綜合損益,2.34
4430 耀億,ROA－綜合損益,6.42
4432 銘旺實,ROA－綜合損益,12.09
4433 興采,ROA－綜合損益,9.28
4438 廣越,ROA－綜合損益,0
4502 健信,ROA－綜合損益,-10.79
4503 金雨,ROA－綜合損益,-6.8
4506 崇友,ROA－綜合損益,5.49
4510 高鋒,ROA－綜合損益,13.05
4513 福裕,ROA－綜合損益,-0.01
4523 永彰,ROA－綜合損益,4.08
4526 東台,ROA－綜合損益,4.01
4527 方土霖,ROA－綜合損益,9.4
4528 江興鍛,ROA－綜合損益,9.98
4529 淳紳,ROA－綜合損益,22.89
4530 宏易,ROA－綜合損益,-21.26
4532 瑞智,ROA－綜合損益,7.79
4533 協易機,ROA－綜合損益,5.8
4534 慶騰,ROA－綜合損益,6.51
4535 至興,ROA－綜合損益,7.26
4536 拓凱,ROA－綜合損益,11.48
4538 大詠城,ROA－綜合損益,2.64
4540 全球傳動,ROA－綜合損益,2.57
4541 晟田,ROA－綜合損益,4.41
4542 科嶠,ROA－綜合損益,13.55
4543 萬在,ROA－綜合損益,7.56
4545 銘鈺,ROA－綜合損益,11.63
4549 桓達,ROA－綜合損益,18.1
4550 長佳,ROA－綜合損益,9.32
4551 智伸科,ROA－綜合損益,8.2
4552 力達-KY,ROA－綜合損益,27.94
4554 橙的,ROA－綜合損益,17.16
4555 氣立,ROA－綜合損益,16.78
4556 旭然,ROA－綜合損益,0
4557 永新-KY,ROA－綜合損益,13.36
4560 強信-KY,ROA－綜合損益,0
4561 健椿,ROA－綜合損益,0
4562 穎漢,ROA－綜合損益,0
4563 百德,ROA－綜合損益,0
4564 元翎,ROA－綜合損益,0
4566 時碩工業,ROA－綜合損益,0
4568 科際精密,ROA－綜合損益,0
4571 鈞興-KY,ROA－綜合損益,0
4572 駐龍,ROA－綜合損益,0
4576 大銀微系統,ROA－綜合損益,0
4609 唐鋒,ROA－綜合損益,-1.01
4702 中美實,ROA－綜合損益,0.59
4706 大恭,ROA－綜合損益,6.88
4707 磐亞,ROA－綜合損益,0.64
4711 永純,ROA－綜合損益,2.91
4712 南璋,ROA－綜合損益,-35.16
4714 永捷,ROA－綜合損益,6.57
4716 大立,ROA－綜合損益,3.51
4720 德淵,ROA－綜合損益,5.36
4721 美琪瑪,ROA－綜合損益,4.7
4722 國精化,ROA－綜合損益,5.91
4725 信昌化,ROA－綜合損益,-3.01
4726 永昕,ROA－綜合損益,-8.9
4728 雙美,ROA－綜合損益,7.3
4729 熒茂,ROA－綜合損益,-10.77
4735 豪展,ROA－綜合損益,-7.02
4736 泰博,ROA－綜合損益,10.7
4737 華廣,ROA－綜合損益,2.34
4739 康普,ROA－綜合損益,0.79
4741 泓瀚,ROA－綜合損益,15.49
4743 合一,ROA－綜合損益,8.05
4744 皇將,ROA－綜合損益,-7.01
4745 合富-KY,ROA－綜合損益,14.62
4746 台耀,ROA－綜合損益,0.63
4747 強生,ROA－綜合損益,11.73
4754 國碳科,ROA－綜合損益,7.85
4755 三福化,ROA－綜合損益,4.62
4760 勤凱,ROA－綜合損益,0
4763 材料-KY,ROA－綜合損益,18.07
4764 雙鍵,ROA－綜合損益,0
4766 南寶,ROA－綜合損益,0
4767 誠泰科技,ROA－綜合損益,0
4803 VHQ-KY,ROA－綜合損益,15.88
4804 大略-KY,ROA－綜合損益,11.28
4806 昇華,ROA－綜合損益,5.83
4807 日成-KY,ROA－綜合損益,0
4903 聯光通,ROA－綜合損益,0.27
4904 遠傳,ROA－綜合損益,10.68
4905 台聯電,ROA－綜合損益,3.73
4906 正文,ROA－綜合損益,4.07
4907 富宇,ROA－綜合損益,11.98
4908 前鼎,ROA－綜合損益,9.65
4909 新復興,ROA－綜合損益,12.12
4911 德英,ROA－綜合損益,-0.45
4912 聯德控股-KY,ROA－綜合損益,9.31
4915 致伸,ROA－綜合損益,4.36
4916 事欣科,ROA－綜合損益,9.9
4919 新唐,ROA－綜合損益,6.47
4924 欣厚-KY,ROA－綜合損益,-2.98
4927 泰鼎-KY,ROA－綜合損益,3.08
4930 燦星網,ROA－綜合損益,2.19
4931 新盛力,ROA－綜合損益,-13.62
4933 友輝,ROA－綜合損益,11.13
4934 太極,ROA－綜合損益,3.45
4935 茂林-KY,ROA－綜合損益,5.54
4938 和碩,ROA－綜合損益,4.48
4939 亞電,ROA－綜合損益,5.54
4942 嘉彰,ROA－綜合損益,7.35
4943 康控-KY,ROA－綜合損益,2.87
4944 兆遠,ROA－綜合損益,-11.46
4946 辣椒,ROA－綜合損益,-5.08
4947 昂寶-KY,ROA－綜合損益,25.28
4950 牧東,ROA－綜合損益,-13.43
4952 凌通,ROA－綜合損益,12.9
4953 緯軟,ROA－綜合損益,5.57
4956 光鋐,ROA－綜合損益,2.12
4958 臻鼎-KY,ROA－綜合損益,10.32
4960 誠美材,ROA－綜合損益,14.88
4961 天鈺,ROA－綜合損益,4.12
4966 譜瑞-KY,ROA－綜合損益,17.33
4967 十銓,ROA－綜合損益,6.05
4968 立積,ROA－綜合損益,2.03
4971 IET-KY,ROA－綜合損益,17.02
4972 湯石照明,ROA－綜合損益,9.27
4973 廣穎,ROA－綜合損益,10.85
4974 亞泰,ROA－綜合損益,12.26
4976 佳凌,ROA－綜合損益,6.47
4977 眾達-KY,ROA－綜合損益,18.15
4979 華星光,ROA－綜合損益,5.65
4987 科誠,ROA－綜合損益,15.11
4989 榮科,ROA－綜合損益,-7.5
4991 環宇-KY,ROA－綜合損益,15.17
4994 傳奇,ROA－綜合損益,17.35
4995 晶達,ROA－綜合損益,8.13
4999 鑫禾,ROA－綜合損益,15.12
5007 三星,ROA－綜合損益,14.55
5009 榮剛,ROA－綜合損益,0.94
5011 久陽,ROA－綜合損益,3.75
5013 強新,ROA－綜合損益,6.66
5014 建錩,ROA－綜合損益,0.38
5015 華祺,ROA－綜合損益,4.97
5016 松和,ROA－綜合損益,3.79
5102 富強,ROA－綜合損益,2.87
5201 凱衛,ROA－綜合損益,14.8
5202 力新,ROA－綜合損益,-14.81
5203 訊連,ROA－綜合損益,11.17
5205 中茂,ROA－綜合損益,-96.56
5206 坤悅,ROA－綜合損益,9.54
5209 新鼎,ROA－綜合損益,9.6
5210 寶碩,ROA－綜合損益,0.72
5211 蒙恬,ROA－綜合損益,4.91
5212 凌網,ROA－綜合損益,-6.55
5213 亞昕,ROA－綜合損益,8.11
5215 科嘉-KY,ROA－綜合損益,6.09
5220 萬達光電,ROA－綜合損益,8.1
5223 安力-KY,ROA－綜合損益,10.31
5225 東科-KY,ROA－綜合損益,15.13
5227 立凱-KY,ROA－綜合損益,-16.94
5230 雷笛克光學,ROA－綜合損益,8.88
5234 達興材料,ROA－綜合損益,13.9
5243 乙盛-KY,ROA－綜合損益,7.03
5245 智晶,ROA－綜合損益,3.71
5251 天鉞電,ROA－綜合損益,20.21
5258 虹堡,ROA－綜合損益,8.3
5259 奕智博,ROA－綜合損益,-2.96
5263 智崴,ROA－綜合損益,-0.76
5264 鎧勝-KY,ROA－綜合損益,17.9
5269 祥碩,ROA－綜合損益,6.42
5272 笙科,ROA－綜合損益,13.54
5274 信驊,ROA－綜合損益,25.41
5276 達輝-KY,ROA－綜合損益,16.06
5278 尚凡,ROA－綜合損益,25.31
5281 大峽谷-KY,ROA－綜合損益,13.07
5283 禾聯碩,ROA－綜合損益,2.87
5284 jpp-KY,ROA－綜合損益,4.53
5285 界霖,ROA－綜合損益,7.73
5287 數字,ROA－綜合損益,29.02
5288 豐祥-KY,ROA－綜合損益,16.24
5289 宜鼎,ROA－綜合損益,16.54
5291 邑昇,ROA－綜合損益,7.02
5299 杰力,ROA－綜合損益,4.09
5301 寶得利,ROA－綜合損益,8.71
5302 太欣,ROA－綜合損益,-1.8
5304 鼎創達,ROA－綜合損益,-8.49
5305 敦南,ROA－綜合損益,5.53
5306 桂盟,ROA－綜合損益,16.36
5309 系統電,ROA－綜合損益,-4.55
5310 天剛,ROA－綜合損益,1.33
5312 寶島科,ROA－綜合損益,14.92
5314 世紀,ROA－綜合損益,-12.84
5315 光聯,ROA－綜合損益,-5.68
5321 友銓,ROA－綜合損益,3.69
5324 士開,ROA－綜合損益,41.07
5328 華容,ROA－綜合損益,2.49
5340 建榮,ROA－綜合損益,-6.69
5344 立衛,ROA－綜合損益,-1.86
5345 天揚,ROA－綜合損益,1.07
5347 世界,ROA－綜合損益,16.27
5348 系通,ROA－綜合損益,-30.62
5349 先豐,ROA－綜合損益,11.34
5351 鈺創,ROA－綜合損益,0.98
5353 台林,ROA－綜合損益,2.45
5355 佳總,ROA－綜合損益,10.6
5356 協益,ROA－綜合損益,15.04
5364 力麗店,ROA－綜合損益,14.24
5371 中光電,ROA－綜合損益,5.46
5381 合正,ROA－綜合損益,-16.21
5383 金利,ROA－綜合損益,0.76
5386 青雲,ROA－綜合損益,8.19
5388 中磊,ROA－綜合損益,7.47
5392 應華,ROA－綜合損益,10.29
5398 慕康生醫,ROA－綜合損益,2.74
5403 中菲,ROA－綜合損益,8.06
5410 國眾,ROA－綜合損益,5.22
5425 台半,ROA－綜合損益,9.59
5426 振發,ROA－綜合損益,7.77
5432 達威,ROA－綜合損益,5.57
5434 崇越,ROA－綜合損益,9.17
5438 東友,ROA－綜合損益,16.9
5439 高技,ROA－綜合損益,5.91
5443 均豪,ROA－綜合損益,5.08
5450 寶聯通,ROA－綜合損益,-3.13
5452 佶優,ROA－綜合損益,1.03
5455 昇益,ROA－綜合損益,-25.86
5457 宣德,ROA－綜合損益,0.08
5460 同協,ROA－綜合損益,5.77
5464 霖宏,ROA－綜合損益,4.41
5465 富驊,ROA－綜合損益,3.14
5468 凱鈺,ROA－綜合損益,-8.31
5469 瀚宇博,ROA－綜合損益,0.97
5471 松翰,ROA－綜合損益,13.4
5474 聰泰,ROA－綜合損益,13.49
5475 德宏,ROA－綜合損益,-1.69
5478 智冠,ROA－綜合損益,4.09
5481 新華,ROA－綜合損益,-8.99
5483 中美晶,ROA－綜合損益,-0.62
5484 慧友,ROA－綜合損益,-2.58
5487 通泰,ROA－綜合損益,8.35
5488 松普,ROA－綜合損益,-2.72
5489 彩富,ROA－綜合損益,23.28
5490 同亨,ROA－綜合損益,16.95
5493 三聯,ROA－綜合損益,7.89
5498 凱崴,ROA－綜合損益,2.79
5508 永信建,ROA－綜合損益,35.28
5511 德昌,ROA－綜合損益,8.24
5512 力麒,ROA－綜合損益,2.28
5514 三豐,ROA－綜合損益,19.24
5515 建國,ROA－綜合損益,13.2
5516 雙喜,ROA－綜合損益,-8.81
5519 隆大,ROA－綜合損益,13.39
5520 力泰,ROA－綜合損益,6.2
5521 工信,ROA－綜合損益,1.2
5522 遠雄,ROA－綜合損益,8.85
5523 豐謙,ROA－綜合損益,-17.07
5525 順天,ROA－綜合損益,7.38
5529 志嘉,ROA－綜合損益,2.89
5530 龍巖,ROA－綜合損益,5.46
5531 鄉林,ROA－綜合損益,9.75
5533 皇鼎,ROA－綜合損益,7.85
5534 長虹,ROA－綜合損益,24.1
5536 聖暉,ROA－綜合損益,7.6
5538 東明-KY,ROA－綜合損益,8.31
5543 崇佑-KY,ROA－綜合損益,8.43
5601 台聯櫃,ROA－綜合損益,1.09
5603 陸海,ROA－綜合損益,1.56
5604 中連貨,ROA－綜合損益,4.07
5607 遠雄港,ROA－綜合損益,3.51
5608 四維航,ROA－綜合損益,2.05
5609 中菲行,ROA－綜合損益,6.07
5701 劍湖山,ROA－綜合損益,-7.53
5703 亞都,ROA－綜合損益,1.51
5704 老爺知,ROA－綜合損益,7.61
5706 鳳凰,ROA－綜合損益,10.02
5820 日盛金,ROA－綜合損益,0.77
5864 致和證,ROA－綜合損益,-4.38
5871 中租-KY,ROA－綜合損益,4.09
5876 上海商銀,ROA－綜合損益,1.1
5878 台名,ROA－綜合損益,22.87
5880 合庫金,ROA－綜合損益,0.24
5902 德記,ROA－綜合損益,2.05
5903 全家,ROA－綜合損益,5.37
5904 寶雅,ROA－綜合損益,15.55
5905 南仁湖,ROA－綜合損益,2.58
5906 台南-KY,ROA－綜合損益,-21.83
5907 大洋-KY,ROA－綜合損益,6.48
6005 群益證,ROA－綜合損益,2.27
6015 宏遠證,ROA－綜合損益,1.39
6016 康和證,ROA－綜合損益,0.05
6020 大展證,ROA－綜合損益,7.11
6021 大慶證,ROA－綜合損益,4.36
6023 元大期,ROA－綜合損益,2.08
6024 群益期,ROA－綜合損益,2.48
6026 福邦證,ROA－綜合損益,4.63
6101 寬魚國際,ROA－綜合損益,-1.7
6103 合邦,ROA－綜合損益,-45.66
6104 創惟,ROA－綜合損益,-12.38
6108 競國,ROA－綜合損益,3.01
6109 亞元,ROA－綜合損益,-1.69
6111 大宇資,ROA－綜合損益,1.6
6112 聚碩,ROA－綜合損益,4.84
6113 亞矽,ROA－綜合損益,-6.56
6114 久威,ROA－綜合損益,0.26
6115 鎰勝,ROA－綜合損益,9.95
6116 彩晶,ROA－綜合損益,13.98
6117 迎廣,ROA－綜合損益,2.27
6118 建達,ROA－綜合損益,0.77
6120 達運,ROA－綜合損益,4.46
6121 新普,ROA－綜合損益,9.22
6122 擎邦,ROA－綜合損益,-5.02
6123 上奇,ROA－綜合損益,3.69
6124 業強,ROA－綜合損益,4.15
6125 廣運,ROA－綜合損益,-1.54
6126 信音,ROA－綜合損益,2.37
6127 九豪,ROA－綜合損益,-1.51
6128 上福,ROA－綜合損益,9.33
6129 普誠,ROA－綜合損益,-3.88
6130 星寶國際,ROA－綜合損益,-22.18
6131 鈞泰,ROA－綜合損益,-11.23
6133 金橋,ROA－綜合損益,3.49
6134 萬旭,ROA－綜合損益,-10.91
6136 富爾特,ROA－綜合損益,-1.21
6138 茂達,ROA－綜合損益,5.32
6139 亞翔,ROA－綜合損益,5.55
6140 訊達,ROA－綜合損益,1.1
6141 柏承,ROA－綜合損益,0.82
6142 友勁,ROA－綜合損益,1.83
6143 振曜,ROA－綜合損益,10.44
6144 得利影,ROA－綜合損益,-4.54
6146 耕興,ROA－綜合損益,16.59
6147 頎邦,ROA－綜合損益,8.62
6148 驊宏資,ROA－綜合損益,2.27
6150 撼訊,ROA－綜合損益,-6.98
6151 晉倫,ROA－綜合損益,6.17
6152 百一,ROA－綜合損益,5.72
6153 嘉聯益,ROA－綜合損益,6.29
6154 順發,ROA－綜合損益,7.05
6155 鈞寶,ROA－綜合損益,9.51
6156 松上,ROA－綜合損益,2.86
6158 禾昌,ROA－綜合損益,-4.73
6160 欣技,ROA－綜合損益,3.64
6161 捷波,ROA－綜合損益,3.15
6163 華電網,ROA－綜合損益,6.72
6164 華興,ROA－綜合損益,9.83
6165 捷泰,ROA－綜合損益,-9.09
6166 凌華,ROA－綜合損益,8.91
6167 久正,ROA－綜合損益,1.45
6168 宏齊,ROA－綜合損益,-0.85
6169 昱泉,ROA－綜合損益,-9.23
6170 統振,ROA－綜合損益,-5.1
6171 亞銳士,ROA－綜合損益,0.25
6172 互億,ROA－綜合損益,1.74
6173 信昌電,ROA－綜合損益,2.31
6174 安碁,ROA－綜合損益,13.5
6175 立敦,ROA－綜合損益,1.05
6176 瑞儀,ROA－綜合損益,12.07
6177 達麗,ROA－綜合損益,0.53
6179 亞通,ROA－綜合損益,-60.23
6180 橘子,ROA－綜合損益,1.13
6182 合晶,ROA－綜合損益,-3.24
