證券代碼,Data Field,2016/11/30,2016/12/30,2017/1/24,2017/2/24,2017/3/31,2017/4/28,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/30,2017/10/31
2373 震旦行,月報酬率 %,1.5686,3.282,1.8692,2.0183,7.7339,-3.3388,-0.1727,8.2084,-1.0114,0.8518,12.0495,0.8887
2373 震旦行,現股當沖比重,6.93,2.73,12.72,16.22,0,4.17,4.05,5.79,0.92,0,42,33.15
2374 佳能,月報酬率 %,5.4836,2.7522,0.8929,8.5545,1.9021,6.9333,-4.7381,-0.2616,-0.7873,33.0967,-10.6252,-2.098
2374 佳能,現股當沖比重,3.37,0,1.72,0.29,3.51,4.42,1.24,60.71,8.17,0,14.13,18.59
2375 智寶,月報酬率 %,-0.5989,-1.8072,2.454,-0.2995,3.3033,45.3487,-1.1999,12.9557,-1.4339,3.4546,3.5151,-0.8489
2375 智寶,現股當沖比重,0,0,1.83,2.73,0,0,7.31,9.75,47.26,42.51,4.65,45.16
2376 技嘉,月報酬率 %,1.5646,2.1326,-4.8724,4.3904,-2.1029,-4.6541,-2.8786,5.6701,0.5365,6.4765,-6.9343,22.0912
2376 技嘉,現股當沖比重,1.16,7.71,1.62,2.34,0.7,1.81,4.11,2.74,1.08,10.22,2.5,34.76
2377 微星,月報酬率 %,-6.4908,-13.4118,2.7174,-5.9521,-0.703,-14.3058,15.7025,0.9998,10.8914,-6.6905,-4.5124,12.0429
2377 微星,現股當沖比重,8.42,10.47,6.7,6.01,4.41,13.36,6.54,7.44,8.52,7.33,11.14,20.01
2379 瑞昱,月報酬率 %,-7.4766,3.0304,6.8627,5.046,-5.2399,-5.9909,-1.4705,8.9552,3.1966,3.5395,-4.8368,6.5727
2379 瑞昱,現股當沖比重,3.62,5.96,4.19,8.89,4.32,4.59,7.7,5.24,12.56,6.55,2.57,16.55
2380 虹光,月報酬率 %,-3.264,0.6135,4.8779,9.3023,-6.1172,1.4163,-0.1395,-7.4125,0.9064,-2.9937,5.2473,0.1467
2380 虹光,現股當沖比重,4.86,8.6,2.48,4.25,1.08,6.93,6.14,0,49.49,1.98,1.42,5.95
2382 廣達,月報酬率 %,-7.1877,1.515,5.4728,0.1574,-3.1397,1.2967,10.0799,4.6512,4.3055,-4.0502,1.7468,1.5737
2382 廣達,現股當沖比重,1.86,2.23,0.26,3.88,2.03,1.33,7.38,0.74,2.63,4.48,6.77,11.83
2383 台光電,月報酬率 %,-4.8807,7.3988,21.6666,2.7397,4.8886,2.1188,3.7346,18.0002,1.3558,5.2637,-5.2631,-16.6667
2383 台光電,現股當沖比重,5.37,9.17,16.58,14.55,4.56,29.02,7.12,39.62,17.36,11.81,18.36,21.49
2385 群光,月報酬率 %,-7.0543,-0.1331,-1.7332,-1.7639,6.9063,2.8424,-1.8844,4.2113,1.282,-2.4453,-5.0132,4.8611
2385 群光,現股當沖比重,4.82,2.93,1.2,0.34,1.43,5.51,4.4,3.54,4.41,14.66,3.97,10.14
2387 精元,月報酬率 %,-10,-0.5847,7.0589,4.3953,4.4739,-4.534,11.0816,-2.6128,-0.7317,-7.1255,-3.9681,-7.1753
2387 精元,現股當沖比重,0.44,0.89,1.25,1.39,2.91,2.24,5.88,71.66,52.51,13.07,0,8.19
2388 威盛,月報酬率 %,-10.6195,0,10.8911,1.3393,-0.881,-5.3333,-3.756,-2.7316,10.8325,-8.5971,9.9012,-1.802
2388 威盛,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
2390 云辰,月報酬率 %,-1.5291,6.2112,-4.386,4.5872,-8.1872,-11.1466,-1.7923,3.6495,-3.521,-5.7558,-6.6148,1.25
2390 云辰,現股當沖比重,12.74,21.72,5.53,3.4,0.91,5.98,2.42,16.86,49.06,34.01,3.18,0.71
2392 正崴,月報酬率 %,-6.8565,1.6668,0.0001,5.0546,2.2107,7.7608,0.8264,-2.1075,-2.0335,4.2824,1.4565,17.3441
2392 正崴,現股當沖比重,2.19,0.46,0.9,3.28,5.62,25.96,8.75,7.07,1.62,2.02,2.41,14.59
2393 億光,月報酬率 %,-2.4135,-0.8599,6.0738,1.0225,-1.6195,-2.2634,1.8946,1.2395,-0.1854,-1.4147,5.6291,-3.7618
2393 億光,現股當沖比重,1.07,2.2,1.28,1.21,2.26,3.45,2.9,7.38,3.11,6.21,7.32,5.98
2395 研華,月報酬率 %,-0.1946,-0.7799,4.1255,-1.3206,-2.868,-3.937,-0.0001,-0.2671,6.0325,-2.6259,-4.2698,-3.2863
2395 研華,現股當沖比重,3.62,0.22,0.2,6.69,0.2,5.96,4.02,8.87,2.89,5.6,5.69,0.96
2397 友通,月報酬率 %,0.5188,6.7077,-2.9015,1.992,8.9846,-1.6129,-6.9218,3.3271,2.5577,12.2984,15.2603,-0.3115
2397 友通,現股當沖比重,0.24,1.93,2.2,0.62,0.8,0,1.92,2.12,0.53,4.31,0,3.38
2399 映泰,月報酬率 %,-9.2427,2.2085,4.8021,6.071,3.1319,26.178,-5.8091,29.9559,12.5424,2.1085,-20.944,8.582
2399 映泰,現股當沖比重,1.67,0,0,18.73,0,28.46,3.82,33.2,18.79,11.16,30.12,16.82
2401 凌陽,月報酬率 %,3.6865,0.889,-0.4407,10.1769,-2.0081,-1.2296,10.7881,7.4906,0.722,20.4299,-2.9761,11.3496
2401 凌陽,現股當沖比重,3.88,15.14,2.84,1.13,1.15,8.37,5.53,13.46,6.46,31.02,13.99,18.91
2402 毅嘉,月報酬率 %,-0.7145,14.3886,1.5724,14.8609,19.1373,-6.1086,-13.735,17.3184,-9.762,4.7494,-6.8011,-11.3512
2402 毅嘉,現股當沖比重,3.84,27.4,3.63,13.22,13.71,14.09,5.49,40.95,18.67,13.11,4.49,35.74
2404 漢唐,月報酬率 %,1.6896,2.3883,4.0567,15.9841,12.269,-3.5927,11.6459,-2.3645,-10.86,-4.4015,-4.9724,4.6512
2404 漢唐,現股當沖比重,0.72,3.24,0.85,4.97,5.29,2.4,14.04,3.07,2.3,3.61,4.46,3.26
2405 浩鑫,月報酬率 %,-7.266,7.5697,8.0247,19.9999,-11.0475,-9.3148,-2.3611,17.7753,8.8297,7.0755,-1.1407,8.5587
2405 浩鑫,現股當沖比重,3.24,2.12,7.73,29.43,19.59,8.49,2.46,29.32,11.81,24.02,64.3,26.98
2406 國碩,月報酬率 %,-5.066,13.689,-2.8569,2.5209,-7.1723,-3.7528,-11.4679,-7.254,-3.0726,-8.0693,11.5987,8.1461
2406 國碩,現股當沖比重,10.91,24.46,12.31,13.62,10.03,12.97,7.32,29.19,13.16,13.85,18.52,13.31
2408 南亞科,月報酬率 %,8.669,8.5396,-0.6211,-5.2082,6.3736,-0.5167,5.7112,10.7678,13.8686,3.6858,33.3848,-5.2144
2408 南亞科,現股當沖比重,10.15,8.72,5.07,4.09,10.48,14.88,8.11,9.18,7.32,9.23,28.68,17.45
2409 友達,月報酬率 %,-4.5835,3.0568,9.322,-5.4262,-2.8689,6.3291,-6.7459,18.2977,-8.6028,1.6393,-2.0161,1.6462
2409 友達,現股當沖比重,4.1,5.24,2.87,9.25,9.87,22.41,16.71,15.1,24.18,22.97,23.05,11.44
2412 中華電,月報酬率 %,-0.4629,-5.5814,0.4925,0,0.9803,-0.9709,5.392,0.4649,-1.0462,2.9412,-0.4762,-1.4354
2412 中華電,現股當沖比重,11.27,6.5,7.71,5.95,1.19,4.53,9.9,7.22,9.51,16.13,31.42,10.45
2413 環科,月報酬率 %,5.357,0.4235,-0.4218,1.6948,-2.5001,0.4272,-1.2765,5.1725,-3.2786,38.9832,21.6464,-5.7644
2413 環科,現股當沖比重,15.69,8.49,7.02,3.56,9.86,3.08,0,4.95,11.67,6.99,18.88,10.84
2414 精技,月報酬率 %,0.6059,4.2168,0.2891,1.7291,5.6658,-2.6809,2.2037,1.3476,1.196,2.2534,4.6833,4.7369
2414 精技,現股當沖比重,0,20.37,0,1.56,3.01,4.8,0,0,0.78,2.5,0,13.99
2415 錩新,月報酬率 %,2.1739,1.7022,20.293,22.261,-5.9744,-1.3613,-13.3437,-1.3859,1.4843,-0.7311,14.6927,-13.8236
2415 錩新,現股當沖比重,6.9,5.24,18.55,14.96,12.3,8.06,9,2.8,28.4,0,58.99,5.2
2417 圓剛,月報酬率 %,-6.9001,14.9301,-1.8692,5.2381,-6.3349,0.0001,-2.4154,6.9303,-1.3846,3.3175,11.9266,6.9671
2417 圓剛,現股當沖比重,1.17,7.34,5.7,12.57,9.9,8.21,4.34,2.58,44.69,12.47,11.02,36.32
2419 仲琦,月報酬率 %,-3.1401,0.7482,-1.2376,-0.501,18.388,-5.1064,-2.6907,7.3732,-7.9412,13.1646,-0.2236,-1.7937
2419 仲琦,現股當沖比重,3.48,3.58,2.84,3.72,9.69,20.04,10.42,8.5,2.06,8.81,45.16,5.72
2420 新巨,月報酬率 %,4.6475,1.576,0.8462,0.2796,10.739,-3.1487,-5.8518,-0.4143,-0.0001,4.1488,-1.1579,6.2956
2420 新巨,現股當沖比重,0,2.6,0,0.64,0.24,0.47,0.77,0.49,0,1.99,1.63,1.81
2421 建準,月報酬率 %,-0.4272,17.5967,10.4013,2.4794,-3.0646,9.484,2.8875,22.1159,8.5245,22.3915,-0.383,29.2305
2421 建準,現股當沖比重,3.36,15.75,2.89,4.07,1.08,19.42,10.75,22.07,9.92,17.3,28.7,30
2423 固緯,月報酬率 %,-5.6098,0.0001,2.8423,0.5024,1.7499,3.1942,6.1905,6.7265,1.373,16.5939,-4.1198,-0.5859
2423 固緯,現股當沖比重,2.11,0,19.66,0.87,0,3.94,5.93,1,0,8.78,3.67,3.85
2424 隴華,月報酬率 %,-4.5346,11.5001,9.4171,-2.664,33.8947,5.3459,-4.4775,-3.281,-3.8772,-4.8741,-7.2438,6.476
2424 隴華,現股當沖比重,0,0,0,0,0,0,22.93,0,0,0,0,0
2425 承啟,月報酬率 %,5.9703,-7.2769,1.519,7.7307,-12.9627,-4.2552,-4.4445,0,2.3435,2.2922,-4.7621,-0.2939
2425 承啟,現股當沖比重,18.72,7.2,3.41,25.95,0.67,1.11,18.9,10.5,10.15,26.3,13.26,4.08
2426 鼎元,月報酬率 %,-4.5835,8.7337,-2.4096,2.8807,9.9999,2.1818,8.185,-2.9605,-5.6325,-4.2145,9.2002,1.8315
2426 鼎元,現股當沖比重,1.05,3.88,2.21,6.08,17.02,6.02,6.2,13.44,3.91,10.9,37.36,7.88
2427 三商電,月報酬率 %,3.6763,1.4183,13.4266,5.1787,4.9239,-9.0502,-2.8255,-1.8964,9.9796,2.398,3.9812,2.815
2427 三商電,現股當沖比重,11.33,0.74,5.91,2.18,5.81,4.67,0,3.71,2.66,2.9,26.11,17.7
2428 興勤,月報酬率 %,1.1344,1.2819,6.9621,0.7396,-1.6153,-2.5373,29.7092,-0.4721,11.625,8.2576,-9.432,2.6878
2428 興勤,現股當沖比重,7.73,3.48,1.36,1.99,4.97,5.92,11.63,10.58,5.21,25.42,9.37,12.58
2429 銘旺科,月報酬率 %,-8.6207,1.5724,-2.1671,-3.7975,-10.1974,-9.1575,12.9035,-1.7859,-1.4545,-4.7971,-1.5503,0.7874
2429 銘旺科,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
2430 燦坤,月報酬率 %,-2.2148,2.7877,-3.5594,0.1758,1.5788,2.9358,-3.655,-2.2387,-3.2442,-1.7754,-3.6143,-2.9167
2430 燦坤,現股當沖比重,4.81,0,0,0,0,2.61,1.35,0,0,1.87,0,0
2431 聯昌,月報酬率 %,-1.7918,3.2845,-2.4735,14.1305,-3.8095,4.6205,-3.1545,-0.9772,-1.9737,11.2041,16.8253,-8.1523
2431 聯昌,現股當沖比重,21.45,5.79,0.57,5.24,6.54,40.29,4.96,7.26,2.2,24.97,54.58,14.12
2433 互盛電,月報酬率 %,3.2638,0.2528,1.8916,3.8366,-1.43,2.2974,2.1277,3.5806,-0.2379,-0.5959,2.2781,2.9307
2433 互盛電,現股當沖比重,0,0,0,0,0,14.6,1.78,0.49,0,3.85,5.15,0
2434 統懋,月報酬率 %,-8.5759,-6.1949,7.547,5.0877,-2.3373,-5.2991,24.0071,-9.4615,-6.27,2.2301,8.637,4.926
2434 統懋,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
2436 偉詮電,月報酬率 %,-9.9999,5.6789,6.7756,2.407,2.9913,14.1076,0.5454,0.7234,2.3338,-3.6842,4.383,9.5912
2436 偉詮電,現股當沖比重,5.97,0.13,16.49,5.43,11.6,21.04,12.48,8.44,9.95,9.02,22.45,33.61
2438 翔耀,月報酬率 %,-20.3884,21.5855,-5.316,-3.8133,0.4405,-0.8772,-2.3231,-7.0212,-0.1217,-2.1951,-1.8703,-2.7954
2438 翔耀,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
2439 美律,月報酬率 %,-0.4101,0.0002,6.9959,10.7691,13.1946,9.8159,-5.866,12.1661,38.4022,-5.01,-18.7766,19.4805
2439 美律,現股當沖比重,20.1,17.94,21.88,32.73,22.07,33.16,27.49,18.72,45.88,27.43,30.23,41.77
2440 太空梭,月報酬率 %,1.2657,1.4773,10.3023,1.3198,7.2145,-1.8691,4.2859,-4.1094,1.4284,-5.1644,0.9899,1.4707
2440 太空梭,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
2441 超豐,月報酬率 %,-3.3878,1.2987,1.4102,5.4362,-0.2396,1.9229,5.4246,10.5144,3.6437,-0.2538,4.1409,10.7355
2441 超豐,現股當沖比重,1.32,2.8,6.28,0.38,0,2.49,3.02,3.34,3.35,1.42,14.21,9.72
2442 新美齊,月報酬率 %,-3.9002,9.7402,37.1299,-16.7204,-4.4043,-9.7561,4.9551,0.2862,2.5677,12.3783,-6.6831,1.8375
2442 新美齊,現股當沖比重,2.9,7.66,8.93,3.26,10.21,4.16,6.85,35.45,0,37.99,4.09,1.87
2443 新利虹,月報酬率 %,-13.759,1.4802,-0.8105,17.6469,-4.4445,-11.0466,0.1634,27.8954,-8.8013,-6.2938,-1.3432,-3.7822
2443 新利虹,現股當沖比重,2.14,6.66,1.43,2.16,1.88,9.07,1.39,12.48,2.99,0.51,0,0
2444 兆勁,月報酬率 %,7.95,-13.5658,0.4485,23.6605,13.7186,-0.3177,8.2804,1.7645,10.9827,44.3168,34.9814,6.9197
2444 兆勁,現股當沖比重,14.51,1.22,0,23.28,13.58,3.29,20.13,12.38,12.22,36.08,25.1,8.94
2448 晶電,月報酬率 %,9.0696,-1.2795,1.512,22.9788,10.5537,-6.1032,6.8332,-12.4804,3.0305,5.7092,27.3321,25.45
2448 晶電,現股當沖比重,9.29,21,6.48,13.19,11.61,15.88,16.9,17.47,16.83,35.73,29.4,39.58
2449 京元電子,月報酬率 %,-5.045,-4.3643,7.143,6.4815,-2.6085,-2.6785,7.8901,5.9523,2.6555,-2.8241,1.7095,7.3953
2449 京元電子,現股當沖比重,4.08,2.98,3.83,4.13,2.96,2.81,5.08,3.65,4.71,8.17,11.17,10.67
2450 神腦,月報酬率 %,2.9999,1.5533,-0.1913,3.6398,-1.8484,-0.3766,2.0793,6.1111,1.2216,-1.2504,-2.8143,0
2450 神腦,現股當沖比重,4.18,0.99,0,0,1.24,3.66,1.34,1.08,0.24,0,0,0
2451 創見,月報酬率 %,0.2294,-2.5172,0.3521,0.9357,15.1798,3.6218,-0.0001,-0.9709,-6.7249,0.5585,-3.7778,-1.1547
2451 創見,現股當沖比重,1.39,1.99,0.3,0.16,2.86,8.67,12.15,5.66,4.7,7.5,1.71,8.07
2453 凌群,月報酬率 %,-3.211,0.4738,3.302,8.2191,8.0169,-3.9065,4.4715,-6.2255,6.2578,6.5038,0.0001,2.6719
2453 凌群,現股當沖比重,0,0,2.82,5.82,7,2.54,4.28,3.33,12.87,11.14,1.02,16.22
2454 聯發科,月報酬率 %,-7.7084,-2.2572,-1.3858,4.9181,-4.0179,0.9302,5.9908,13.2609,5.9457,1.6918,7.7632,17.4957
2454 聯發科,現股當沖比重,5.3,3.74,1.97,1.97,2.19,3.97,3.75,7.63,17.23,21.66,19.55,30.9
2455 全新,月報酬率 %,8.7469,7.6088,-1.1109,21.7568,-4.3624,-0.3511,7.7465,-0.3268,18.3502,-11.8499,1.1476,8.59
2455 全新,現股當沖比重,12.04,11.81,4.92,10.5,6.34,27,16.97,11.7,22.91,13.34,20.59,14.05
2456 奇力新,月報酬率 %,3.6182,-0.8381,8.0281,5.7368,-4.069,5.3984,7.9268,-7.3447,-3.2532,13.2624,1.9788,20.3273
2456 奇力新,現股當沖比重,9.7,8.27,24.31,6.77,2.13,10.36,7.62,7.54,6.72,28.03,12.06,27.96
2457 飛宏,月報酬率 %,-2.2223,35.3303,-13.295,-1.3452,37.2728,-3.9737,-7.9311,-8.2396,-0.8164,3.7034,-1.5874,4.0322
2457 飛宏,現股當沖比重,2.58,24.88,2.19,5.64,29.48,26.11,21.97,18.52,8.52,60.27,6.43,6.89
2458 義隆,月報酬率 %,-7.8324,5.1593,-1.0101,10.0584,2.5167,10.4651,1.7543,-2.7584,8.1561,-2.3481,-1.9697,9.3379
2458 義隆,現股當沖比重,6.68,13.76,2.86,5.23,7.98,26.8,24.74,6.88,9.05,9.17,9.97,26.29
2459 敦吉,月報酬率 %,-1.6461,-0.6973,-0.8427,11.0483,5.995,1.0832,0.1188,-4.2803,2.4709,4.9224,-1.1113,11.4855
2459 敦吉,現股當沖比重,0,0,0,0.3,0,3.32,0.31,0,0,6.62,7,2.34
2460 建通,月報酬率 %,0.9524,-4.717,12.8711,3.9474,0.4221,8.4036,0.7752,-0.3846,2.7028,-10.9022,-0.4218,9.3222
2460 建通,現股當沖比重,0,0,6.67,6.95,15.43,7.83,5.53,3.84,10.88,3.49,13.69,4.64
2461 光群雷,月報酬率 %,0.8823,8.4548,-9.6774,1.488,-4.9855,-1.8518,-4.717,2.9704,2.4452,0.3298,0.3289,5.9016
2461 光群雷,現股當沖比重,1.29,9.11,2.2,1.09,3.27,6.8,2.64,6.33,0,0.84,4.33,30.08
2462 良得電,月報酬率 %,0.5,3.2339,1.9277,1.6549,2.7908,0.226,2.4829,11.0132,3.2369,5.9055,14.3124,12.6831
2462 良得電,現股當沖比重,5.74,0,0,0,0.92,7.48,13.26,13.32,8.09,0.6,16.81,21.08
2464 盟立,月報酬率 %,-5.7358,-1.1905,3.4808,8.6675,-1.3094,-2.6538,-4.9567,7.4317,3.4988,8.7499,-2.9884,9.0051
2464 盟立,現股當沖比重,11.99,8.67,2.71,16.97,7.62,7.95,37.12,8.08,22.32,31.41,4.38,16.7
2465 麗臺,月報酬率 %,-15.4673,-3.1056,0.3845,3.4482,-12.2224,-22.3629,35.3262,-23.9625,8.0987,13.355,10.9193,27.9145
2465 麗臺,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
2466 冠西電,月報酬率 %,2.8192,1.01,2.8571,-2.7778,-1.2857,9.9856,2.1054,2.7063,-0.6275,-2.9039,-1.8208,1.1923
2466 冠西電,現股當沖比重,0.97,0.98,4.77,0.86,3.06,2.94,1.96,51.26,54.42,49.5,64.71,57.3
2467 志聖,月報酬率 %,-0.9406,31.0125,-7.7292,10.7329,1.6548,-9.5348,-5.9127,5.4358,9.8406,24.4554,2.14,9.3335
2467 志聖,現股當沖比重,2.52,23.97,4.58,2.69,1.33,1.57,0.69,2,16.09,13.75,7.65,21.99
2468 華經,月報酬率 %,-2.7778,0.9524,0.9433,5.14,2.2224,-0.8696,-1.316,-1.3333,1.3101,3.256,1.3515,-0.4444
2468 華經,現股當沖比重,0,0,0,0,4.51,0,0,12.5,0,0,5.26,0
2471 資通,月報酬率 %,3.3706,5.0724,6.5519,-2.2654,17.5496,-5.9154,-3.8923,1.869,2.4465,0.2985,-2.5195,1.6555
2471 資通,現股當沖比重,2.53,0.82,5.18,0,21.29,6.47,0,0,0,18.94,2.13,1.04
2472 立隆電,月報酬率 %,-6.3855,6.412,1.795,0.7557,-3.75,7.922,-5.5356,1.9107,1.5002,11.4066,0.2352,21.1266
2472 立隆電,現股當沖比重,7.92,9.33,4.01,0.41,0.76,9.27,43.7,8.17,1.59,14.02,11.01,26.14
2474 可成,月報酬率 %,-6.4645,-3.2397,13.8393,0.7843,16.7314,3.3335,2.5806,14.3082,-4.539,10.6627,-20.8168,8.4746
2474 可成,現股當沖比重,5.07,4.02,9.84,8.72,16.03,14.14,7.25,16.05,10.17,12.19,26.35,33.88
2476 鉅祥,月報酬率 %,-0.7938,3.1999,1.3568,3.8242,-2.21,-1.8835,0.768,-1.3334,2.7027,0.6395,0.5974,3.9604
2476 鉅祥,現股當沖比重,4.28,5.16,0.98,1.97,0.59,4.32,3.36,0.73,0.25,0,0,0.61
2477 美隆電,月報酬率 %,27.8389,-2.5788,0.8822,16.6182,-3.0002,9.2784,-6.8396,12.9114,16.816,1.3433,9.0911,1.2602
2477 美隆電,現股當沖比重,22.23,5.28,0.3,10.32,2.86,32.88,17.74,11.43,20.66,23.07,0,16.26
2478 大毅,月報酬率 %,-1.0473,0.2646,40.6335,-14.6341,-7.6925,7.619,-1.3272,1.1209,9.7561,2.047,-0.6062,0.0001
2478 大毅,現股當沖比重,0,4.91,13.44,16.61,4.2,15.51,14.06,0.57,4.87,26.96,25.46,20.87
2480 敦陽科,月報酬率 %,5.3848,0.3648,2.182,10.8541,1.9262,-2.0472,2.5724,0.7158,-2.1666,2.5554,-0.4624,-2.4284
2480 敦陽科,現股當沖比重,0,0,0,6.16,0,1.79,1.63,5.77,4.4,0,3.43,1.28
2481 強茂,月報酬率 %,-0.3357,11.1111,2.1211,5.3412,-0.0001,-2.8168,8.6953,-4.2665,11.7301,12.8944,3.9626,35.426
2481 強茂,現股當沖比重,6.45,1.98,10.15,5.06,4.19,7.07,25.69,1.37,14.84,14.62,14.06,46.47
2482 連宇,月報酬率 %,-4.7793,1.1581,-0.7634,5.7692,5.8182,-6.1856,-5.8608,0.7784,1.9306,2.4241,-4.5453,-0.7938
2482 連宇,現股當沖比重,5.26,15.63,2.53,13.97,7.75,18.9,8.72,4.17,11.63,5.06,2.04,14.32
2483 百容,月報酬率 %,-1.4621,1.7803,0.2915,4.0697,5.3072,0.0002,-2.1223,2.1681,4.8024,-2.1742,29.7223,23.7689
2483 百容,現股當沖比重,0,0,0,0,2.26,0,0,0,17.9,0,35.62,41.59
2484 希華,月報酬率 %,-8.7283,0.2734,5.4497,2.067,4.0506,1.7032,-5.2628,0.7577,3.5088,-2.4212,1.3193,2.8646
2484 希華,現股當沖比重,3.37,3.69,1.31,1.19,1.03,7.59,5.47,1.33,6.07,3.53,2.61,6.94
2485 兆赫,月報酬率 %,-13.4723,7.3835,-5.8297,8.7302,-1.1677,-4.7266,-5.5814,2.2987,0.4813,-4.7525,-0.8772,7.4335
2485 兆赫,現股當沖比重,7.52,9.59,3.41,10.88,7.21,19.41,2.64,2.42,7.14,20.57,36.88,15.56
2486 一詮,月報酬率 %,-5.0648,10.918,1.2303,10.4972,-5.3999,-2.8541,-2.5028,-0.558,4.4892,26.2083,-8.085,4.6296
2486 一詮,現股當沖比重,0,14.48,0,7.84,8.21,18.51,1.71,0.74,15.02,10.34,31.86,5.54
2488 漢平,月報酬率 %,0.0001,-4.7252,-5.0751,9.9634,0.5524,1.6482,-10.8109,-3.7578,-2.3929,-0.3871,-11.8463,0.8078
2488 漢平,現股當沖比重,14.59,9.77,2.19,2.52,16.25,31.74,8.43,3.56,3.53,8.2,6.27,4.9
2489 瑞軒,月報酬率 %,-11.9999,0.682,1.3543,3.1182,-4.5356,-0.6786,-7.5171,3.2018,-7.1599,-5.0876,-2.6787,-5.5045
2489 瑞軒,現股當沖比重,4.04,0.17,0,0.96,0.37,24.37,1.43,4.24,3.95,30.37,3.79,3.3
2491 吉祥全,月報酬率 %,-19.72,19.3342,-2.6558,-1.7734,-0.6942,-2.3775,-3.2951,-0.2962,-2.5261,7.1644,6.4011,-5.3475
2491 吉祥全,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0
2492 華新科,月報酬率 %,-6.2662,-1.532,9.0525,11.8031,3.8282,29.1621,-12.8029,8.3333,1.3526,27.3567,4.1469,2.5033
2492 華新科,現股當沖比重,9.56,5.09,6.35,26.08,10.46,28.9,9.27,19.42,14.73,36.28,31,25.74
2493 揚博,月報酬率 %,3.9681,3.626,0.3683,8.0734,-2.8863,-0.8741,-4.4091,2.7673,-1.8282,2.5948,-1.1672,3.9371
2493 揚博,現股當沖比重,0,3.59,3.78,0.68,7.07,10.14,1.14,0,0,0,1.28,0
2495 普安,月報酬率 %,-2.8846,6.6007,-1.548,2.2012,4.3077,-1.4749,-5.6884,1.9046,-0.3485,-2.3179,-3.3901,-2.1053
2495 普安,現股當沖比重,0.53,3.02,2.98,1.01,2.8,1.23,12.13,0,0.64,5.11,0,0.29
2496 卓越,月報酬率 %,-4.7619,2.5001,-2.439,-7.9,32.4647,125.4098,-14.3636,-4.4588,-4.6872,13.4198,-19.214,-8.9187
2496 卓越,現股當沖比重,0,0,0,0,0,0,51.84,58.69,27.41,40.59,31.29,21.61
2497 怡利電,月報酬率 %,13.6055,-4.3413,0.626,5.7542,-0.8824,6.2314,-7.2625,-8.4335,-6.7434,0.529,1.7761,6.3157
2497 怡利電,現股當沖比重,16.19,1.3,0,0.79,0,9.45,11.3,1.27,5.41,2.22,4.6,3.5
2498 宏達電,月報酬率 %,-8.7662,-6.2871,0.3797,-0.5043,-1.7742,-6.5807,0.4142,-0.1375,-1.2399,-4.184,9.316,-9.9866
2498 宏達電,現股當沖比重,34.07,15.57,16.4,20.49,20.5,21.8,40.41,31.74,25.45,26.34,46.28,24.26
2499 東貝,月報酬率 %,-10.3197,-0.3816,0.3832,8.3969,-4.9297,-3.3334,-9.1955,-1.266,-2.9915,5.2864,2.092,-2.459
2499 東貝,現股當沖比重,2.86,4.25,1.36,2.15,3.99,6.67,1.81,14.15,8.14,8.46,5.06,6.66
2501 國建,月報酬率 %,14.8146,-2.1505,2.4725,12.3324,3.1025,-6.25,-5.185,2.6041,-4.6504,-4.611,0.6044,1.2009
2501 國建,現股當沖比重,7.8,2.99,1.09,1.28,5.36,6.61,0.96,4.09,2.11,1.56,0,0.41
2504 國產,月報酬率 %,-5.9067,-3.2117,11.9151,20.081,-5.275,-2.4882,13.8517,-2.7748,3.0732,-2.343,-1.0904,-0.5513
2504 國產,現股當沖比重,26.95,3.37,3.77,4.22,1.2,0.76,12.29,3.48,4.88,5.28,8.56,0.93
2505 國揚,月報酬率 %,2.0162,-5.5335,1.2553,8.6777,-1.1407,6.1538,0.3622,0.0001,0.7222,-4.3012,-10.1124,1.6666
2505 國揚,現股當沖比重,14.05,2.29,2.16,1.08,0.82,1.12,0.95,3.53,1.16,7.01,0,0
2506 太設,月報酬率 %,8.4446,-6.9672,-2.2027,6.3064,2.5424,-9.0909,-1.8182,0.0001,-2.7777,-1.4284,-0.4832,0.4808
2506 太設,現股當沖比重,9.9,10.91,0,2.58,0,0,2.94,4.86,0,0,0,3.53
2509 全坤建,月報酬率 %,-4.0108,1.9499,-6.2842,2.6239,2.5568,-0.8311,4.19,0.2681,2.139,2.2348,3.8249,10.0001
2509 全坤建,現股當沖比重,7.48,2.17,0,0,0,2.5,0,0,7.65,0,5.75,0
2511 太子,月報酬率 %,8.0001,-2.7779,-0.4762,6.6986,6.7266,0.4201,0.4183,1.6665,-2.5333,5.5048,-2.6088,-0.8929
2511 太子,現股當沖比重,14.87,5.99,1.03,5.01,0.62,0,4.05,0,2.23,6.67,3.33,6.93
2514 龍邦,月報酬率 %,8.5887,-5.3671,-0.0001,-3.8806,1.2422,1.5337,-3.3233,-1.5625,0.635,0.0391,-7.742,-1.7483
2514 龍邦,現股當沖比重,1.5,0.75,2,2.9,0,0,11.11,13.47,0,4.26,10.87,0.08
