證券代碼,Data Field,2015/7/3,2015/7/9,2015/7/17,2015/7/24,2015/7/31,2015/8/7,2015/8/14,2015/8/21,2015/8/28,2015/9/4,2015/9/11,2015/9/18,2015/9/25,2015/10/2,2015/10/8,2015/10/16,2015/10/23,2015/10/30,2015/11/6,2015/11/13,2015/11/20,2015/11/27,2015/12/4,2015/12/11,2015/12/18,2015/12/25,2015/12/31,2016/1/8,2016/1/15,2016/1/22,2016/1/30,2016/2/3,2016/2/19,2016/2/26,2016/3/4,2016/3/11,2016/3/18,2016/3/25,2016/4/1,2016/4/8,2016/4/15,2016/4/22,2016/4/29,2016/5/6,2016/5/13,2016/5/20,2016/5/27,2016/6/4,2016/6/8,2016/6/17,2016/6/24,2016/7/1,2016/7/7,2016/7/15,2016/7/22,2016/7/29,2016/8/5,2016/8/12,2016/8/19,2016/8/26
1101 台泥,週報酬率 %,1.6477,-5.9851,5.5703,-1.3736,-7.0652,-1.3157,-0.7407,-3.582,7.8947,-2.726,3.9824,-0.1419,-6.534,3.3435,6.6176,2.2069,-0.9448,-1.3624,0.2763,-6.887,-6.9528,-1.4309,-2.5806,-7.7813,-1.9749,1.4652,-1.4441,-1.099,-0.3704,-4.6468,6.4327,-2.5642,9.3984,3.0928,-0.8334,2.1848,3.9474,-0.9493,-1.5975,-1.9481,11.0928,-1.3412,-0.6042,-6.687,-5.5374,-2.4137,4.0635,3.9049,3.268,0.9493,-1.254,3.6508,4.441,3.3725,-1.1348,1.068,2.9499,0.2865,5.0001,2.3129
1101 台泥,現股當沖比重,0.47,2.17,0.9,1.61,2,4.87,0.77,1.2,2.94,2.03,4.28,1.69,1.52,0.59,3.73,0.44,0.66,1.45,2.18,1.79,3.16,10.65,2.4,3.07,1.2,1.2,3.09,4.14,15.12,1.62,1.19,1.59,0.65,0.72,3.01,3.45,3.75,1.17,6.63,4.09,7.69,2.57,6.85,8.35,3.54,2.68,2.32,0.78,5.06,1.7,8.38,3.97,1.35,1.43,2.71,0.32,1.11,0.18,8.07,0.65
1102 亞泥,週報酬率 %,-0.4105,-3.8461,1.7143,-0.7021,-1.9802,2.0202,-1.6973,-2.3022,3.3874,-0.0944,3.8053,-2.1994,-2.8485,0.6172,3.0675,2.3809,0.5813,-2.4566,1.4814,-10.511,-5.0571,-1.8901,0.0001,-4.9038,0.1842,2.022,-1.2612,-5.1095,-1.9231,-1.5688,4.5817,-2.4762,5.2735,2.412,1.268,5.9034,2.1959,-1.1571,-4.0134,-4.0069,8.53,-2.1739,-1.7095,-5.3913,-6.0662,-6.8493,2.7311,4.499,1.7613,1.7308,3.5917,4.0146,-2.6316,3.4234,0.5227,1.2131,1.1987,0,2.5381,0.9901
1102 亞泥,現股當沖比重,0.25,2.71,0.56,0.28,0.71,1.34,1.02,1.25,1.98,2.14,3.3,2.22,1.34,0.12,7.81,0.84,0.65,0.41,0.66,2.62,0.79,2.21,2.52,3.61,0.8,0.13,2.06,1.95,1.97,2.32,3.05,5.82,0.56,4.43,0.56,1.14,0.24,1.71,2.81,5.62,2,2.15,6.12,1.33,2.16,2.35,2.24,2.49,1.47,3.15,15.54,4.16,2.95,0.76,7.11,1.02,6.24,2.57,2.56,1.37
1103 嘉泥,週報酬率 %,-0.4098,-1.2345,-1.6667,-7.2034,-1.3699,-1.8519,0,-9.7169,0.836,4.6633,3.483,0.9852,-2.439,1.5,1.4778,4.8544,-1.3889,1.4084,-0.9258,-5.6075,-1.2871,-0.3009,-1.1065,-2.3397,-3.4374,3.5599,-0.8333,-3.0462,-1.7335,-1.9846,1.7998,1.1049,1.0928,0.8649,1.8221,2.2105,-5.2523,3.8044,-1.2565,-0.2121,0.425,-2.1164,-0.8649,-3.5987,-2.715,-1.8604,1.5403,-1.1669,-0.4722,-1.4235,-1.2033,1.9488,4.6595,1.5982,0.2247,0,0,-0.4485,2.8154,-0.6485
1103 嘉泥,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,1.09,0.82,0,3.32,0,0,0,0,0.42,0,0,0,1.42,0,0,0,2.31,0,0.75,1.54,1.33,0,0,0,0,0,4.83,1.9
1104 環泥,週報酬率 %,-1.2704,-5.3309,-0.3883,2.9006,-4.4177,-0.2102,-1.4737,-11.5384,1.4493,2.619,6.4965,-1.7429,-7.7605,0.0001,1.6827,1.6548,6.5117,0.2184,-1.3071,0.4415,0.2198,1.535,0.648,-0.4291,-3.2327,0.4454,-0.2218,-5.111,-3.7471,-1.4598,1.4814,-0.2433,1.7073,0.2397,2.1531,-0.7025,1.6509,2.0881,1.1363,-1.7977,1.6019,-4.2793,-2.8237,-3.1477,0,0.25,0.4988,-0.2481,0.2488,3.9702,0.716,4.2653,0.2274,-1.3606,0.23,4.1089,4.1958,1.3422,8.83,-1.014
1104 環泥,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,8.95,13.18,0,0,2.24,0,0,0.61,0,1.65,2.41,0,0,0.17,0,0.79,1.24,0,2.47,1.22
1108 幸福,週報酬率 %,-0.9259,-2.8037,5.3165,-2.8985,-0.4974,-0.7,3.7261,-3.3009,3.9155,1.9324,-0.4738,0.4762,-1.8958,-0.4831,0.4854,0,-0.4831,-0.4854,0.4878,-1.9418,-0.495,0.4975,0,-1.0891,0.6006,0.995,-0.4926,-2.1782,-4.1498,-1.2672,2.7808,1.2487,0.9249,0.3055,0.9137,0.1006,1.5074,-0.99,3,0,0.4854,-0.0001,-1.9324,-0.4926,-1.4852,1.5075,0.495,-0.4927,0.495,-0.4926,0.495,0.4926,1.4706,-0.4831,0.2565,-1.0548,-0.3198,-1.3904,1.0846,0.8583
1108 幸福,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,11.43,0,0,3.61,7.99,0,0,0,1.51,0,2.41,0,0,0,0,0,0,0,2.01,0,1.11,1.48,0,0.41,2.15,0,3.72,1.68
1109 信大,週報酬率 %,-0.4116,0.4132,-4.9943,-1.7621,0.4485,0.8928,-0.4426,-8.4445,-2.4272,1.99,1.4634,-0.9616,-0.0001,-1.4563,0,2.9557,0,-1.7225,-0.4854,-2.4389,0.0001,0,0.5,-0.995,0.5026,0.5,0,-0.995,-0.3015,-0.7056,-0.7106,1.227,0.6061,0.4016,0,0.5,-0.4975,-0.3,0,-0.2006,1.5075,-0.4951,-0.4975,0,0,-1,1.5152,0.4975,0.9901,-0.4903,0,-0.9852,0.4975,2.4949,-0.9852,0.995,-0.4926,0.495,0,9.8522
1109 信大,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.15,0,11.59,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.38
1110 東泥,週報酬率 %,-2.6577,2.0477,-4.3478,-3.1916,4.762,-2.7972,-1.7985,-1.8315,-3.7314,3.1008,3.0075,3.6496,3.1691,7.1672,-7.3248,5.1547,1.3072,-2.5806,1.9868,-0.6494,-0.6536,-1.3158,-1.3332,-4.0541,-1.4085,11.4285,1.2821,-6.329,-5.0676,-1.7793,2.5362,1.7667,1.7361,-1.3652,2.4222,4.054,-2.2729,0.3322,2.9801,-5.4663,6.4626,1.5975,-1.8869,-3.5256,-3.9867,0.346,8.2758,-0.6369,-2.2436,-0.9836,-0.9934,1.3378,0,0.9901,2.3091,-0.9709,0.9805,0,0.9709,-1.282
1110 東泥,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,3.49,9.22,16.67,0,0,2.59,0,4.55,6.88,3.7,11.38,0,1.6,0,16.24,0,10.75,4.96,28.57,32.18,25,22.22,0,0,6.26,0
1201 味全,週報酬率 %,-1.023,-1.2919,1.5706,9.7938,0.939,6.5117,0.8734,-13.8529,-1.5074,-3.5715,3.9683,1.2723,-4.0201,5.2356,-0.2487,0.2494,0.4976,-3.9603,2.8351,-1.7544,-3.3163,-1.3192,-6.4172,-6.0001,12.462,-2.1622,-3.3149,-2.2859,-1.1695,3.8462,3.1338,-1.6574,0.8427,1.9499,4.6448,4.1774,8.7718,-4.3778,-4.0964,-2.0101,2.8205,-0.2493,-0.25,-0.7519,-6.0607,-1.3442,6.2671,3.5897,-0.495,1.2438,8.108,-4.3183,-2.8504,-0.978,-0.247,-0.7426,0.2494,0,-2.9851,0
1201 味全,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.17,1.44,4.24,4.68,4.7,1.32,7.63,0,1.39,0.83,0.42,0,1.85,0,4.5,0.25,0,2.3,15.24,4.24,2.76,3.59,2.67,0,4.49,0,4.65,1.38
1203 味王,週報酬率 %,0.2188,-4.3668,0.2283,0.4557,-0.6803,0,2.7397,-4.4443,-5.5814,1.0106,2.5642,1.5,-1.9704,0.0001,0.2512,2.5063,3.9119,1.1765,1.8604,0,4.5662,0.4366,-0.2174,-0.8715,0.8791,-0.8715,0.6593,-0.4367,-1.3159,-1.3333,1.8019,0.0001,-0.8849,-0.4464,3.8117,-2.1599,0.2208,-3.7446,-1.1442,0.4629,-0.6911,0.2321,-0.463,-0.2326,0.9324,-0.231,0.2314,-0.0001,-0.231,-0.6944,0.4662,0.232,1.1575,-0.2288,-0.6881,0.6928,-0.0001,0.4588,1.1415,0.2257
1203 味王,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,4.21,0,0,0.91
1210 大成,週報酬率 %,1.8265,-3.5874,-1.1627,2.1176,-2.7651,-4.5024,0.2481,-12.8713,4.3444,0.8646,4.2857,1.3699,-2.1622,1.1049,2.459,6.6669,0.5,-1.9901,1.5228,-4.5,0.7854,1.5583,2.5575,-2.7433,-2.0513,3.9267,4.2821,-1.9324,-1.4778,-2.2501,1.7902,0.5025,5.75,4.7281,2.2574,1.5453,-2.3914,-2.0044,-6.5908,3.1629,7.0755,-3.0837,-0.4545,1.5982,3.5956,3.4707,8.3857,0.5803,-0.577,7.7369,3.5907,3.6395,-1.6722,-3.4014,-6.8661,2.2684,1.8484,4.5373,-2.7778,0.3572
1210 大成,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,6.22,4.04,4.5,5.9,2.72,4.72,1.37,0.88,9.36,2.38,1.11,2.58,3.23,0.68,8.56,10.09,2.56,7.42,8.39,10,2.86,6.35,4.07,4.73,4.25,6.21,3.18,3.9
1213 大飲,週報酬率 %,-2.3365,-5.0239,-1.5113,-2.8133,-1.579,-0.2673,-0.5362,-21.833,0,2.0689,-1.6893,7.2166,-4.4872,-1.3422,1.7007,0.3344,3.3332,2.2581,1.2618,-2.1807,-2.8663,1.9671,1.6078,-1.5823,-2.8939,-0.6621,1,-1.6501,1.3423,-1.9867,1.6892,0.6645,0.6601,5.5736,1.2423,2.1473,0.9009,-2.0833,12.1581,8.1301,-7.7695,0.2718,-5.691,1.7241,-1.9774,-0.0001,2.3055,16.0563,-5.0971,0.7673,-4.3148,1.0611,-3.1497,0.542,3.1806,-1.4368,1.7493,-3.1519,-3.2544,-0.6116
1213 大飲,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6.45,0,0,5.81,0,0,2.6,1.65,0,0,0,2.42,0,0,5.88,4,13.51,1.02,0.85,2.13,3.02,5.26,0,1.56,7.56,0,0,0
1215 卜蜂,週報酬率 %,1.3698,-3.475,0.3999,-0.3984,1.2001,-0.9881,0.5988,-10.8784,0.2558,0,5.6122,5.0724,-1.3793,0,0.2332,2.093,-0.4557,0.9152,-0.2267,1.3637,-3.3633,12.297,-1.8595,-4.0001,1.7544,-1.0777,0.2179,-3.0435,-1.7937,-1.5981,3.4803,-0.4484,1.3515,1.3334,2.6315,4.4871,3.272,0.9902,-0.5883,2.1696,6.1776,2.7274,-1.0618,0,1.6101,0.5282,12.084,2.6562,-0.4566,7.0337,5.1428,5.2988,1.9634,-3.7283,-2.213,4.6676,4.4594,2.1992,-1.6456,0.2574
1215 卜蜂,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,1.12,0,0.29,0.37,1.54,1.51,0.24,1.37,10.95,4.18,0.85,7.53,10.55,4.51,8.24,3.28,7.29,9.38,14.12,9.98,9.47,15.17,3.42,13.3,9.05,9.24,12.71,6.61
1216 統一,週報酬率 %,2.0446,-1.6394,1.4814,1.6424,-0.1795,1.2664,7.7651,0.0001,-1.0544,-0.3553,2.4957,-1.2174,-2.6409,3.9783,0.6958,-1.7271,0.0001,-3.3391,-0.7273,-1.8315,2.4254,-0.9107,-1.4705,0.3732,1.4869,2.0146,-1.4363,-3.4608,-0.1888,-1.1342,5.5449,-0.7247,4.0145,0.5262,-1.0471,0.8819,2.2727,-2.7351,-1.9332,-0.3584,6.115,-0.8473,-0.5127,-1.5464,6.1081,-1.3157,0.3334,3.4883,1.1236,1.7458,-2.8082,4.1733,-2.003,3.7735,-0.3031,-0.9118,1.5676,1.402,-8.1413,3.01
1216 統一,現股當沖比重,3.26,3.09,0.56,3.06,3.04,2.29,2.77,2.58,3.75,2.37,1.57,1.87,1.93,2.15,2.98,1.4,1.15,2.18,0.64,1.02,2.36,23.98,2.09,1.75,0.88,2.17,1.48,3.46,8.28,1.46,1.78,1.58,0.57,1.54,0.33,0.33,0.98,1.14,2.84,2.31,2.38,3,2.87,4.81,2.49,4.46,0.96,2.25,3.06,3.51,13.01,0.75,0.62,4.34,1.27,5.82,5.64,0.91,3.6,1.88
1217 愛之味,週報酬率 %,3.951,-5.1113,4.6962,4.3536,-3.0341,0.5215,-1.2971,-7.6216,-10.2418,-0.1584,6.6666,-0.8929,-3.6036,0.6231,1.548,2.2866,2.9807,-1.1576,1.7571,-6.3309,14.1322,-3.2301,6.6759,-8.3444,1.138,29.8171,-2.7086,-5.0112,-8.558,0.5129,8.1632,-2.4764,-0.9674,0.7326,1.2122,0.5989,-2.0238,-1.9442,0.2478,0.8653,-0.6128,0.9864,-1.9536,-3.4869,0.3871,-2.3135,5.2631,2,0.1225,-0.3673,-1.2285,1.3682,0.2454,-0.1225,0.2452,-0.2445,2.2058,-2.638,-1.3547,-0.2497
1217 愛之味,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,1.8,0.93,10.07,1.06,0.88,4.15,0.53,1.16,6.14,8.22,9.92,0,2.92,0.93,1.7,1.61,1.06,1.14,1.37,0.14,0.85,0,2.24,0.79,2.56,1.17,0.64,0.78
1218 泰山,週報酬率 %,0.0001,-1.2396,2.0921,-1.6394,-1.6667,-0.4238,-0.8511,-6.867,-3.6867,0.9569,0.474,1.415,-6.0466,0.9901,0,1.9608,-0.9616,0.4854,1.9324,-1.8958,2.8986,5.1643,1.7857,0,1.3158,3.4633,0.8368,-2.0747,-2.5424,1.7391,2.1368,1.2552,0.4133,0,6.9958,6.9231,-5.3956,-5.7034,-0.4032,-2.0243,1.6529,4.4715,-5.8366,0.4133,2.0576,-0.4032,3.2389,4.3139,0.0001,1.1277,-4.4609,2.7236,0.3788,1.5095,-1.1152,1.5038,-0.0001,-0.3704,1.1153,9.559
1218 泰山,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,1.43,1.78,1.11,19.32,2.61,1.46,1.68,1.31,4.37,6.47,0.71,4.43,2.43,0.38,3.46,3.19,1.56,15.09,0.49,0.2,0.71,0.49,0,0,2.09,3.15,1.81,1.63
1219 福壽,週報酬率 %,0.3389,0,0.6757,3.7035,0.6667,-1.6557,1.0101,-2,-0.0001,0,0.6804,-0.6756,0,-0.3401,1.0239,0.6758,0,-1.0067,-0.339,0.3401,0.339,-0.6757,0.6803,-1.3514,-0.3425,1.0308,-0.3401,1.024,-0.338,0.339,-4.7297,2.1277,1.0416,0.6873,5.4608,-0.6473,-0.9773,0.658,-0.6535,0.9868,0.3258,-0.9741,-0.9836,0.3311,-0.66,0.9967,-0.0001,-0.3289,0,0.0001,0.33,0.6579,-0.3269,3.3001,-1.2903,0.0001,0.6536,-0.3247,-0.6515,0.3278
1219 福壽,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.38,0,4.01,3.22,4.65,0,0,0,0,0,0,2.54,0.24,9.73,0,0,19.91,1.63,0,0,0,1.08,4.41,0,3.46,0,0
1220 台榮,週報酬率 %,-0.9661,0.4878,1.9134,-2.451,-0.5025,1.0101,1,0,-0.9901,-1,0.0001,-0.5051,0.4062,0.6067,-2.0101,0.8205,0.2034,1.5229,0.5,0.4976,3.9603,0.9524,0,-0.9434,0.9524,-0.4717,1.8957,-1.8605,0,-0.474,0,-2.3809,2.9268,0.4739,0,0,-0.4717,0.4739,-0.4717,0,-0.4739,0,0,0,-0.4762,0.4785,2.381,1.3953,5.5046,1.3043,-2.1459,4.386,-2.1009,-4.4843,-1.4084,0,-0.9523,0.4808,6.2201,1.8017
1220 台榮,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72,0,0,5.88,7.5,0,8.07,3.51,0,0,9.23,0,12.5,9.22,0,1.32,2.73,10.28,4.34,3.76,0.95,1.77,1.78,3.28,4.65,0,0,3.77,6.34
1225 福懋油,週報酬率 %,9.8796,-2.1929,-0.2241,1.1236,-1.5555,5.1919,-1.9314,-7.221,2.4072,4.1958,1.3422,-0.0001,1.5452,-2.1739,3.5556,-1.0729,1.9523,-0.8511,6.6524,-0.6036,-2.2267,3.1056,-1.2048,-0.2032,1.833,1.2,1.3835,0.1949,-1.1674,2.3622,-0.7691,3.2946,2.0639,-0.3677,5.5351,4.3706,4.5226,0.3205,0.0001,0,2.7157,-1.7108,-6.0127,4.2087,-1.6155,6.5682,14.3297,7.4124,-2.6349,2.1909,-1.8916,2.9563,14.2323,11.2568,0.5895,0,-0.7812,-0.5906,-0.3961,0
1225 福懋油,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,21.67,0,0.76,0.46,0,0,0,7.86,0,0.33,0,0,0,3.95,3.14,0,0,0,0,1.28,0,0,2.39,0,1.48,0,0
1227 佳格,週報酬率 %,4.4318,-5.332,4.7127,1.4271,3.2467,-3.2494,-0.5417,-15.1662,6.6186,-4.8583,3.9718,3.0013,-5.6954,4.2135,0.2696,3.4947,0.6493,1.4194,-0.1271,-4.7134,3.2086,2.8497,-2.1411,-1.287,2.9987,0.2532,3.6616,-4.6286,-1.0218,-2.4516,5.5556,-1.1278,4.3093,0.3645,1.4528,-2.6254,2.6961,-4.1766,-1.6189,1.0127,-0.0001,-2.5062,0.6427,-0.7663,-0.7722,-0.2593,1.1704,2.3136,1.0051,-2.239,-0.8905,2.0539,-0.8805,1.2689,0.2506,-0.875,5.8008,-0.2384,2.1571,1.8518
1227 佳格,現股當沖比重,4.98,10.29,6.76,10.26,8.39,7.51,5.51,6.21,6.4,7.21,6.1,1.01,4.62,4.9,2.07,1.62,1.55,10.39,0.86,3.21,1.69,5.35,0.98,2.88,3.76,0.18,2.21,5.21,3.18,8.22,8.12,2.74,4.42,1.53,0.42,1.31,2.18,2.19,1.42,1.77,2.33,2.09,2.54,0.22,0.79,0.75,4.79,0,14.05,0.6,3.87,1.23,2.01,0.39,0.71,0.87,4.63,0.42,1.91,0.79
1229 聯華,週報酬率 %,0.4609,-2.523,0.9412,-0.6992,-1.8779,-0.4785,1.4423,-4.5024,2.3081,1.0841,2.4129,-0.2618,-0.5249,0.5278,0.2625,1.8324,2.0566,0.7557,-1.75,-1.7812,0,-0.5181,-1.0417,-1.579,0.2674,1.6,-0.2625,-1.0527,-1.5958,0.2703,1.3479,-1.0638,1.6128,2.3809,2.0671,0.7596,-1.2562,1.2723,2.01,0.2463,0.2458,-0.2451,-1.2285,-0.2488,-0.2494,0.7501,2.7296,-0.2416,0.7263,-0.4808,0,2.4155,0.2358,0.9412,0,-0.6993,2.8169,-0.2284,2.0596,-0.4483
1229 聯華,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,3.76,5.92,0.25,0.41,0,0,0,1.86,0.4,0.14,0,0,0,0.82,0,0,0.24,2.04,0,2.13,0.09,1.95,0.34
1231 聯華食,週報酬率 %,-0.6231,-2.351,-0.4816,1.9354,0,-1.5822,-7.717,-11.1498,5.2941,-1.3551,2.7343,2.4714,-3.3395,-0.0001,1.9194,0,7.3445,-2.9825,0.7234,-1.2567,7.6363,-1.8581,-0.1722,-4.6551,0.9042,1.0751,0.1773,-2.1239,0.1809,1.0829,4.2858,-2.0548,0.3496,1.9165,0.5128,0.1701,1.1884,-1.5101,0.8517,-0.169,0,-0.6768,-0.6814,-2.0584,4.7285,-0.669,3.8721,2.9174,-1.5749,0.3199,-1.4354,1.4563,0.3189,2.0669,-0.4673,-0.3129,4.8666,-1.1976,-1.5152,0.0001
1231 聯華食,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,1.97,0,0,0,0,7.59,0,0,0,0,4.69,0,1.17,3.24,0,0.9,3.77,3.1,0.56,0.48,0.24,0,2.2,1.47,0,1.13
1232 大統益,週報酬率 %,2.2668,-1.8254,1.1,0.2813,0.4208,-0.2794,0.4201,-1.3946,-1.8388,2.1613,0.8463,-0.0001,0,0.6994,1.1111,2.8846,-1.8691,1.4966,0.4021,-0.6676,0.2688,0.2681,0.5347,-0.1331,-0.0001,-0.2663,0.1335,-0.6667,-1.6107,0.9549,0.6757,-0.6712,0.6756,0.8053,1.731,0.7853,2.2079,-0.127,1.5267,0,0.2505,-1,-0.2525,-1.8988,0.5162,-0.1283,1.0283,1.654,-0.1252,-0.5012,-0.5038,3.1645,2.5379,-0.2544,1.0204,-0.1262,0,1.6435,-0.3731,0.9988
1232 大統益,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22,0,2,8.99,0,0,0,0,0,0,0,0,0,1.29,0,0,0.29,0,0,0,0,0,0,0,0
1233 天仁,週報酬率 %,-1.3453,-0.4546,0.7594,-0.5945,-2.1531,0.2445,-2.0732,-4.1096,0.0001,-1.8182,0,0.5291,-1.3157,0.5334,0.663,2.108,0.129,-0.7732,0,-1.8182,-0.5291,0,-2.1276,-2.7173,0.5587,0.0001,0.1388,-0.2774,-1.808,0.2833,1.695,-0.139,2.9207,2.7027,2.3685,0.257,-0.2564,0.1285,-0.5134,-1.2904,0.6537,-0.2597,-1.0416,-0.0001,-3.6841,-0.2732,0,2.1918,-0.5362,0.2694,-0.2689,2.8301,-0.131,3.4688,-0.2673,-0.6703,0.5399,0.2685,-0.4017,0.1344
1233 天仁,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,0.96,0,0,1.76,0,3.8,0,3.23,0,1.47,0,0,0,0,0
1234 黑松,週報酬率 %,-0.6878,-2.4932,-2.2727,0,-0.8345,0,5.3191,2.3088,-6.4878,1.2067,1.0433,-9.1445,3.2467,-0.629,0.7911,-0.314,1.7323,-1.2384,1.0972,-0.4652,-0.0001,-1.8692,0.1588,-0.6339,0,1.1163,-1.1041,0.319,0.4768,-0.3165,6.6667,-0.1487,2.2355,4.9563,-1.3888,0.7042,-0.5595,-0.7032,-0.7082,0.1427,1.7095,-1.9608,-0.4285,0.1434,-7.8797,-4.9766,1.9641,2.4078,0.3136,-0.4688,0.157,3.1348,-0.1519,0.4566,0.6061,2.8271,-0.6126,2.4655,-1.0527,-0.6079
1234 黑松,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,3.16,0,0,4.4,0,0,0,1.49,3.08,0,0,0,0.46,0.43,0,0,0,0,0.78,1.34,10.72,4.17,0
1235 興泰,週報酬率 %,5.722,-2.835,0.5306,-1.0554,0.2667,0.7979,0.7916,-3.6649,-2.1738,-1.1112,0,1.6854,-0.5524,1.9445,5.722,2.4329,-0.5434,0,-0.2732,-0.2739,0.0001,-0.0001,0.2747,0.2739,0.5464,3.2609,0.7896,0.5221,-0.2597,0.2604,-1.2986,0.5264,3.665,0.5051,10.5528,4.5454,5.8695,-2.2587,-3.5714,-0.6537,3.5088,-1.2712,-0.6438,-0.6479,2.1739,0.2128,0.637,1.8987,-0.2071,-2.4897,-1.0637,0.2151,-0.4292,3.0173,-0.6277,-3.1579,1.3044,2.146,2.521,-0.8197
1235 興泰,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.35,0,8.97,3.51,0.99,3.56,1.81,9.2,5.25,30.12,39.03,24.86,15.65,24.34,0,2.82,0,20,1.43,0,4.4,10.68,10,11.11,2.22,4.44,13.49,15.79
1236 宏亞,週報酬率 %,-1.5999,-1.4229,2.6804,-1.6948,-1.7241,0.6579,-2.3965,-3.125,-5.7604,0.2444,-0.7317,0.7371,2.439,1.9048,3.9721,-2.9214,0.9259,-0.4588,0.4607,-3.6697,-0.4762,0.4784,-1.9049,-1.9417,2.7228,0.723,2.8707,-0.9302,-1.4084,-1.4285,-0.2415,2.1792,-0.4739,1.9047,-0.9346,-0.4716,-0.9479,-0.4784,-0.4807,-0.7246,0.7299,-0.483,-1.699,-0.7407,-1.2437,0.2518,0.5024,1.25,0.7408,-0.2451,-2.2113,0.5025,-0.75,1.5113,0.7356,0.5102,-0.5075,0,-1.5305,-0.2591
1236 宏亞,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,0,0,20.77,0,0,0,38.18,0,0,0,0,0,0,0,3.22,3.91,0,0,0,0.92,3.33,0,0,0,0,0
1256 鮮活果汁-KY,週報酬率 %,4.5917,-5.3658,-0.8304,-8.2353,-2.5641,-13.1579,8.3334,-4.1957,-0.7298,0.7353,8.0292,1.6892,-3.6545,4.8276,0.3289,3.6066,-1.5823,-1.2863,-0.3258,-7.1896,-2.8168,2.8985,-1.4085,-2.1429,-1.8248,1.8587,-2.5547,-3.3707,-0.3876,-11.284,5.2631,3.3333,-1.2096,15.5103,1.0601,-3.4965,-8.6957,3.5714,-4.2145,-3.2,2.0663,-2.8339,0.0001,0.0001,-5,-8.7719,0,13.9423,-2.9536,-6.9565,-0.4672,1.8779,-2.304,2.3585,-1.9139,-0.4879,14.2157,9.8712,-4.6876,10.6557
