證券代碼,Data Field,2015/7/3,2015/7/9,2015/7/17,2015/7/24,2015/7/31,2015/8/7,2015/8/14,2015/8/21,2015/8/28,2015/9/4,2015/9/11,2015/9/18,2015/9/25,2015/10/2,2015/10/8,2015/10/16,2015/10/23,2015/10/30,2015/11/6,2015/11/13,2015/11/20,2015/11/27,2015/12/4,2015/12/11,2015/12/18,2015/12/25,2015/12/31,2016/1/8,2016/1/15,2016/1/22,2016/1/30,2016/2/3,2016/2/19,2016/2/26,2016/3/4,2016/3/11,2016/3/18,2016/3/25,2016/4/1,2016/4/8,2016/4/15,2016/4/22,2016/4/29,2016/5/6,2016/5/13,2016/5/20,2016/5/27,2016/6/4,2016/6/8,2016/6/17,2016/6/24,2016/7/1,2016/7/7,2016/7/15,2016/7/22,2016/7/29,2016/8/5,2016/8/12,2016/8/19,2016/8/26
1709 和益,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,28.22,0.14,1.62,4.66,0.37,3.47,0.12,0,9.18,0,0,0,0,2.3,0,0,0,3.2,4.58,3.11,2.34,0.36,0,0.66,0.75,0.62,0
1710 東聯,週報酬率 %,0.0352,-8.0852,-1.8518,-5.1887,2.985,-0.9662,2.439,7.6191,15.9292,-6.6795,1.8404,-0.4016,-6.0484,0.6438,2.3453,0.4166,3.3196,-2.2088,-0.2053,-6.79,-0.4415,-5.7649,-1.1765,-4.762,9,-3.4405,-0.475,-4.0572,-6.4677,1.5958,4.1885,1.7588,1.7284,5.0971,10.1617,-5.2411,-3.5398,-3.6697,-3.5715,-0.2469,8.1683,-3.8902,-1.4285,-2.4154,-3.4653,-0.2565,0.5141,2.5575,-0.7482,0.2513,-1.0025,2.0383,5.598,-0.4818,-0.7263,-4.3902,0.2551,0.5089,-1.519,1.2852
1710 東聯,現股當沖比重,1.64,1.52,3.25,0.95,2.36,0.81,2.7,4.17,9.07,6.3,4.95,7.53,4.94,4.04,5.56,0.3,1.26,1.87,0.45,1.82,0.87,6.31,6.06,1.3,8.15,2.62,12.29,8.23,7.85,4.77,1.08,1.62,1.43,4.79,7.01,7.33,1.91,2.94,3.07,3.47,4.74,2.82,2.13,2,0.11,3,0.31,1.18,0.67,2.04,1.56,0,5.51,1.12,0.7,0.69,0.2,2.6,3.23,0.87
1711 永光,週報酬率 %,-1.0353,-4.8117,1.978,-2.5863,-8.5609,-1.823,-0.2653,-14.0957,2.4768,0,3.9274,1.7441,-4.5715,0,7.7845,1.1111,3.2967,11.1702,-0.4784,-3.3654,10.9453,-3.3631,1.6241,-8.9041,2.2556,-1.4706,-0.2488,-4.9874,-0.5248,3.4301,5.102,0.2427,0.9685,0.2399,1.1961,0.7092,-1.6431,-2.1479,-1.4635,5.4455,-2.5822,-1.2049,-1.7074,-1.4888,-3.7783,2.356,2.5577,4.2395,-0.7177,-1.6868,1.2255,3.6319,-0.9346,1.6509,1.3921,0.5719,-0.2444,-1.9607,0,0.5001
1711 永光,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,1.71,1.36,5.04,1.07,1.3,2.22,0,1.79,2.21,0.32,0.82,21.19,1.15,2.86,1.97,1.19,1.15,2.74,0.69,13.45,1.18,1.58,3.03,0.79,2.36,0.1,1.59,0.41,0.16,1.11,0.4,0
1712 興農,週報酬率 %,2.2509,-4.4025,4.2764,-2.7398,-3.0928,-0.7092,0,-8.5714,7.8125,-2.1739,2.963,0,-1.7985,3.2967,0.3545,0.3534,-0.3521,-0.3533,3.1914,-5.4982,2.1817,-0.3559,-1.0714,-1.805,-2.2059,0,-2.2556,-2.6923,-0.3953,1.5874,0,-1.1719,3.5573,2.2901,5.2239,1.4184,-0.6993,2.4648,-0.3437,0.6897,-0.6849,-3.793,-0.3584,-0.3597,1.083,-0.3571,1.4337,-0.7068,-0.0001,-0.7117,0,0.7168,2.1353,1.7421,2.47,-1.3937,3.5336,2.7304,-0.3323,0
1712 興農,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0.45,0,0.62,0,1.01,9.85,0.26,0,2.22,0,0.25,0.83,0,0,0,0.7,1.85,6.23,0,1.17,0,0.09,1.67,5.11,0.96,0.08,0.48
1713 國化,週報酬率 %,-0.5883,-1.1834,2.3853,1.2084,-1.791,0.304,0.9091,-2.7027,-3.0864,-0.637,2.564,0,-1.25,0,-0.3165,0.3174,0.9494,-2.1944,-0.6411,-0.6451,-1.2987,-1.3159,0.6667,-0.6622,2,1.634,-0.9646,-2.5975,-0.6666,2.6846,1.9608,-0.3205,0.9646,0.3185,0.9524,-0.629,0.6329,-0.6289,1.2657,0,-1.5624,0.3174,-1.5822,-0.9646,0,0.0001,0.0001,-0.974,-1.6393,-0.3334,-1.3377,-1.017,2.0548,3.3557,-3.896,0.0484,1.7361,1.7065,0.671,-0.6668
1713 國化,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,8.26
1714 和桐,週報酬率 %,0.625,-4.3479,-0.5194,-1.0444,-9.1029,-3.9188,0.1512,2.4132,0.7365,3.8013,2.9578,1.7784,-3.4947,-0.6964,1.9637,4.4018,-0.527,-0.3973,2.7927,-7.6325,7.8432,0.5195,-3.6177,-3.2172,2.3547,1.3532,-2.2697,-3.5519,-5.8074,2.7068,3.0748,-1.7046,3.1793,7.1429,1.8301,-1.2836,-2.0806,2.5233,-2.7202,0.5327,-3.3111,-0.411,-1.238,-3.6212,-6.0694,4.4615,3.6818,-0.4261,1.1413,-2.2567,-1.7316,1.3216,-0.7246,5.6935,2.6243,0.2693,0.5369,-1.2016,5.1352,-1.414
1714 和桐,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,6.31,5.52,1.6,1.35,1.11,4.54,0.45,1.07,0.59,0.13,0.54,1.21,2.84,4.05,1.95,0,0.99,0.54,4.29,3.52,0,3.33,0.58,2.39,0.66,1,4.94,0.92
1717 長興,週報酬率 %,1.4181,-3.7975,1.8092,-0.8078,0.3257,0.8117,-0.8051,-5.8442,1.0344,-3.7543,1.773,-0.1743,-0.1746,1.3986,2.0689,2.7028,2.3027,-0.9647,1.2987,-2.2437,1.6393,0.4838,-1.605,-0.8157,6.908,-1.8462,-0.7837,-1.5797,-1.1235,1.2987,3.2051,-1.3975,1.7324,1.2383,0.9175,-0.3031,-1.8237,-0.774,2.808,0.3035,-0.3027,-1.6692,-0.4629,-0.4651,0.1558,0.4664,0.6192,1.5385,0,0,0.3029,2.7189,3.6766,0.2837,5.9739,-0.1502,2.5563,-1.3196,2.8232,0.5781
1717 長興,現股當沖比重,1.6,2.39,1.12,0,0,0.42,0,0.82,0,0.22,3.63,0.18,2.02,0.38,0.43,0.48,0,0,3.05,0.33,0,0,0.74,0.45,0.26,2.51,1.69,0.97,0.74,2.06,0,0.2,0.77,0.21,0.17,0,0,0.62,0,0,0,0.4,0,0,0,0,0,0,0,0.31,0.4,3.27,4.4,3.15,1.99,0.31,3.41,0.19,1.62,5.04
1718 中纖,週報酬率 %,-1.4402,-6.785,1.1199,-5.8692,-3.5294,-0.4878,1.7156,4.8193,-0.3448,6.113,2.174,2.8723,-4.4468,0,0.8659,2.2532,-2.3086,0.9667,-1.8085,-7.5839,2.3446,-2.2909,-0.5863,-6.4858,7.0619,2.9446,-1.8307,-7.4592,-4.7859,5.1587,2.39,-2.3342,2.0126,2.3428,2.2892,0,-1.7668,0.7194,-3.9286,-1.1152,1.0025,-2.1092,-1.1406,-4.2308,-3.079,-0.0001,1.2432,0.8186,-0.8119,-5.0479,3.1609,2.6463,0.8142,1.6149,3.4439,-0.3841,-0.6427,-0.5175,0.7802,-1.6775
1718 中纖,現股當沖比重,7.77,3.09,0,1.21,0.41,0.31,1.56,2.08,6.93,5.91,5.14,6.67,5.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.19,10.61,5.85,0.47,2.76,0.04,0.8,1.97,2.56,2.42,2.33,2.31,2.17,0.78,0.64,5.43,0.21,2.49,4.11,2.81,2.51,1.96,3.89,3.75,0.19,0.73,4.4,0.11
1720 生達,週報酬率 %,7.2,-5.0746,7.5471,-7.0175,-3.9309,-0.6769,-1.1925,-8.2759,3.7594,-0.3625,4.3636,8.7107,-4.3269,2.345,-0.6546,2.1417,11.9355,0.8646,2.2857,-2.514,20.6304,-2.3754,-1.7031,-8.1683,4.8518,-3.342,1.8617,-6.5275,-3.352,-2.3122,7.6923,-2.8846,0.4244,-1.4085,2.2856,1.8156,0.6859,-4.0872,-0.426,-1.2838,0.289,-4.611,0.6042,-2.102,-3.0675,1.7406,1.0887,2.7692,-0.1496,-0.7497,-0.9062,3.0488,1.3313,0.7298,1.1595,-1.1461,0.1058,-1.5128,-1.3825,-0.3115
1720 生達,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,1.81,2.37,4.18,2.44,2.12,0.85,1.52,3.74,0.45,0.23,0.75,1.79,1.55,2.13,1.33,0,2.33,0.35,0.25,0.9,0.64,0.91,0,0,0,1.91,3.24,3.38
1721 三晃,週報酬率 %,4.8076,-3.2111,0.0001,1.8958,-1.3953,-3.3018,2.439,-5.0476,-3.9118,1.0439,4.3388,1.485,-1.9512,2.4877,4.8543,-1.3889,2.3474,4.1285,-4.846,2.3147,8.5973,0,12.9167,-9.2251,-0.4065,0.4081,-1.626,-0.4131,-4.9792,-1.3101,0.885,-0.8772,10.6195,-0.7999,7.258,4.5112,-1.4387,-1.0949,-5.5351,-2.3437,0.4,-1.9921,9.3496,-5.9479,5.9288,-1.4924,12.5001,5.7239,2.5477,-3.4161,-1.6077,1.634,10.2895,-4.6648,0.3059,-7.6219,1.9801,0.6472,-1.2862,1.6286
1721 三晃,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84,6.86,10.45,4.92,5.3,0.63,10.1,16.38,10.55,5.84,9.04,5.25,1.61,3.29
1722 台肥,週報酬率 %,0.3922,-3.3203,1.4142,-2.3904,-5.7143,0.3247,-1.9418,-13.0198,5.9762,-0.2507,4.5228,2.524,-6.0961,1.6229,0.3686,4.5287,0.2341,-2.9206,1.5645,-3.91,1.8495,2.058,-3.2028,-3.4314,1.3959,6.6333,1.0563,-1.3937,-3.0624,-0.1215,2.433,0.7126,3.0661,2.5172,2.9019,4.7723,-0.621,-0.6251,-2.8301,-1.0787,-0.2181,-2.1859,-2.0111,-4.903,-0.7195,0.1207,2.5332,1.0588,0.1163,-1.279,-0.9422,2.2592,-1.0466,4.3479,0.563,-0.336,1.3483,0,-0.7031,-0.1171
1722 台肥,現股當沖比重,3.4,3.88,0.15,0.32,1.08,1.98,0.3,4,1.35,3.09,0.37,0.76,2.98,0.69,2.55,5.33,1.66,5.62,2.57,1.78,5.4,3.71,4.74,2.74,5.09,2.91,1.51,8.71,3.85,5.36,1.5,7.66,0.39,1.66,0.71,3.5,0.86,1.87,2.76,5.75,3.41,1.56,0.29,0.11,0.19,0.48,2.12,3.14,3.38,4.96,6,0.71,5.26,0.76,0.97,0.83,1.82,1.26,1.09,0
1723 中碳,週報酬率 %,-3.169,-2.6909,3.5856,-2.3077,-9.0551,-3.0303,-4.0178,-9.5814,5.967,-2.4271,7.4627,1.3888,-6.8493,0.4902,2.439,17.619,1.2146,-1.6,0,-5.691,-0.8621,-1.3043,2.2026,-11.2069,4.369,-2.7907,1.9139,-1.878,1.4355,-0.9433,2.8571,3.2408,3.139,1.3043,2.1459,-0.8402,-3.8136,0,-0.8812,-0.8888,1.3454,-1.3274,-3.1391,-1.3889,0.4695,-1.8692,4.7618,-0.9092,-0.9174,-2.7777,0,1.4285,1.4085,-0.503,2.9127,-0.9434,-1.4286,-0.9662,-1.4634,-0.495
1723 中碳,現股當沖比重,0.9,3.22,0,0,2.78,4.49,0.96,1.84,2.44,2.28,9.81,6.19,3.73,0,1.43,12.26,5.34,6.69,2.04,1.32,0.5,2.41,6.87,3.17,5.2,1.74,4.14,0.48,1.55,1.86,2.91,2.03,2.49,2.49,1.92,1.19,0.85,4.44,0,2.17,0.67,1.11,0.51,1.36,2.57,1.41,6.05,2.03,0,1.86,3.03,2.63,0.41,2.07,1.16,1.84,0.41,2.52,1.23,0
1724 台硝,週報酬率 %,10.2473,-6.4103,0.685,-1.3605,-4.4828,-1.805,-0.3676,-7.7491,0.1263,-0.8131,6.5574,0.0001,6.1539,-2.1739,3.7037,3.9287,1.3745,-1.695,8.9656,-4.114,1.3202,1.6286,-0.9615,-2.2654,0.6622,1.6447,-2.2654,-5.2981,-1.3986,-1.7731,1.805,1.4184,3.8461,2.6935,1.6394,1.613,5.0794,0.9064,3.8922,-0.2881,1.1561,-3.7144,0.2967,-1.1834,-3.2934,-1.548,5.0314,-0.8981,3.0212,-0.2933,-4.1176,3.0675,1.7857,3.5088,0,1.2494,0.2959,-5.0147,-3.4162,2.5722
1724 台硝,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,3.13,0,0.69,0,3.56,0,7.6,0,0,0,0,0,0,0,0,0.44,0.61,1.37,0,1.8,3.74,0,0
1725 元禎,週報酬率 %,0.3787,0.3774,-2.6315,0.386,0.7692,-0.5725,0.0001,-5.6452,5.5556,5.2631,7.3077,1.0752,-0.7092,0.7143,1.4185,3.1468,1.356,-2.0067,-0.6826,-1.7181,-0.3497,0.3509,1.049,-1.3841,-1.4036,-0.7117,-0.3584,-0.3597,-1.0831,-1.0949,-0.738,0.3717,0,-0.7407,2.2388,1.0948,1.083,0.7142,-0.3546,-0.0001,-0.7117,-0.3584,-1.7985,0,2.1978,-1.0752,4.7102,-3.4602,-0.3585,0.7194,-2.5,2.1978,0,-0.7169,-0.3611,0.7246,0.1317,1.901,-2.6119,-1.1494
1725 元禎,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.03,0,7.69,15.38,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0
1726 永記,週報酬率 %,0.0001,0.9733,1.4458,-0.1188,-1.3081,-4.9398,-1.9011,-11.3694,0.7856,-2.454,2.9875,1.6794,-4.6546,0.7874,0.1562,1.5601,5.2227,-2.4818,0.5988,0.4465,2.3703,0.8683,0.2869,-1.0015,1.5896,-0.4268,0.7143,-1.1347,-0.1435,1.8678,1.4103,0.5564,1.3832,6.1391,1.2854,-1.3959,-0.7722,1.1673,0,-2.5641,-2.3684,-1.6174,-1.5068,-0.5563,0.2798,-0.1395,1.5364,4.1266,-1.189,-0.6685,0.9421,1.3334,0.2631,-0.2623,-0.1315,-0.1318,1.5831,2.8572,1.3639,-0.3922
1726 永記,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,5.86,1.12,0,13.42,2.72,3.71,0,0,0,3.27,0,5.26,3.13,12.33,3.43,3.48,2.19,6.52,9.48,4.85,3.12,7.01,1.08,0,1.38,0
1727 中華化,週報酬率 %,-1.4045,-2.2792,2.9155,-1.983,-0.5781,-0.5813,0.2302,-6.6246,-2.027,-1.0345,3.136,4.0541,-3.8961,0.6757,-0.0001,1.0066,0.9966,0.6579,0.3268,-0.9772,2.6316,-1.6026,-1.9544,-0.6645,-0.6689,1.3468,-1.3288,-3.7036,-6.2937,1.1195,1.4761,0,1.0908,2.1582,2.817,-1.0273,1.0381,-2.0548,-0.3497,-1.0526,0,-0.3546,-1.7793,-0.3623,-7.6363,0,0.7874,3.9062,0.7519,-4.1045,-1.1674,2.3622,-0.7692,4.0323,-1.1628,-2.7451,1.6129,-0.7937,1.1999,0.3953
1727 中華化,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0
1730 花仙子,週報酬率 %,-1.7828,-2.8052,3.3956,0.9852,0.8896,-1.0238,1.0346,-2.5597,-0.8757,0.7067,4.7369,1.1725,0.4967,2.8007,1.1218,-1.9018,0.8077,6.0899,1.5105,0.2976,2.819,10.8225,0.6512,-8.7969,1.7021,0.5579,-0.8322,-3.7762,-0.0001,1.7442,0.7142,5.4623,-1.3549,0.2747,0.548,1.9074,-1.6042,0.5435,-1.081,-0.0001,3.4153,-0.9246,0.8,-0.7937,-0.2666,-1.0695,0.2704,0,-0.5391,0,-0.542,0.4087,-0.1356,0.951,1.2113,0.1329,5.5848,-2.649,0.6802,0.4055
1730 花仙子,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.55,1.48,4.78,4.36,2.93,0,0.32,0.71,0.67,3.48,4.91,0,0,0,0,0.9,0,0,0,0,2.9,0,0,1.01,0,0,2.93,0,0
1731 美吾華,週報酬率 %,1.7731,-0.3484,1.8248,0.3584,-4.9999,-3.7594,0.3906,-10.1168,-1.7316,10.5728,8.3665,1.8383,1.805,-1.4184,-0.7194,0.7246,-0.3597,0.361,0,-2.5179,12.915,-3.9216,-1.7007,-7.9584,3.0075,-1.4598,1.4815,-2.1898,0.0001,-1.8656,3.0419,0.369,0.3676,0,0.7325,14.9092,-4.114,-2.9703,1.0205,-1.6834,-2.3973,-3.5088,1.4545,-1.4336,-2.5454,1.4926,-0.0001,0.3676,-0.3663,0,0.7353,1.5152,0.7464,-1.4815,1.1278,-1.4869,0.7547,-1.4982,-0.3803,-1.5267
1731 美吾華,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,0,8.88,4.19,16.66,12.68,2.45,8.55,4.59,2.24,0.92,8.58,1.41,10.21,2.58,1.66,0,3.48,1.02,1.6,0,2.54,0,0,1.94,0,1.56,1.51,0
1732 毛寶,週報酬率 %,-3.9146,-4.4445,0.7752,-3.0768,-7.143,6.8376,-0.4,-4.016,0.4183,3.3334,2.4194,0.7874,-3.125,1.2097,0,1.1952,1.5748,0.0001,1.1628,-1.5326,1.1673,1.1538,-1.5209,-1.1583,0.7813,0,0,-2.7132,1.1952,0.7874,1.5625,11.9231,-5.4981,-0.3637,-0.73,0.7352,-0.365,-0.0001,-1.4652,0,0.3718,-1.4815,0.376,-1.8726,-0.3817,-1.1494,1.1628,2.2988,-0.3745,-2.2558,-1.5385,1.1719,3.0888,-1.1236,-0.7576,-1.5267,5.4262,-3.6764,3.0535,-2.5926
1732 毛寶,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82,3.61,10.37,4.02,0,2.78,0,7.13,0,3.28,1.69,0,0,0,0,0,0,1.89,1.16,0.92,0,3.7,0,6,0,1.14,0,2.27,1.61
1733 五鼎,週報酬率 %,1.7316,-5.2128,0.7857,-2.3456,-2.1739,1.7285,-0.9709,-9.5588,-1.897,3.0387,5.63,8.5026,-3.8597,3.528,-2.4678,1.0843,2.0263,-1.285,0.9468,0.5862,19.1142,-0.1957,-1.1765,-7.738,1.6129,-1.5872,1.0752,-7.3404,-3.7888,-1.0741,3.9807,-1.3921,2.9412,0.7999,2.9479,-1.2115,-1.0034,5.7432,-2.0233,-3.2609,-0.1123,-0.675,-2.9445,3.2672,8.4746,6.25,0.9804,1.3592,3.8314,-2.7675,-4.1745,6.994,-1.5444,-1.1765,0,-5.6547,-1.9979,-3.7554,-2.1182,3.4169
1733 五鼎,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97,0,3.03,1.03,2.3,0,0.7,0,0,0.53,0,0,5.23,5.44,10.3,2.93,11.16,7.98,1.68,8.94,1.92,5.37,0.55,4.34,0,1.73,5.74,14.02,18.95
1734 杏輝,週報酬率 %,13.9287,-7.5235,6.6102,-6.9953,-2.4177,-4.1442,0,-10.7143,-4.421,2.6433,6.6524,8.6519,1.4815,-1.0949,2.7675,0.1796,3.2259,2.257,2.2071,-2.9901,6.3356,5.314,-3.6697,-9.8414,2.1126,-1.3794,-0.1749,-5.4291,0.9259,-0.9174,4.074,-1.2456,2.8829,-0.1751,4.0351,5.3963,-5.6001,1.0169,-0.6712,-2.1959,-0.1726,-3.1143,-0.7143,-2.1583,-3.3088,2.8517,2.0332,0.1811,-1.4467,-1.6513,0,0.3732,0.5577,1.8483,1.9964,-1.7793,-0.9058,-0.5484,-0.9191,-0.5567
1734 杏輝,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87,1.01,2.78,12.67,4,10.45,0.87,9.97,0.86,2.42,0.96,1.62,3.77,1.77,3.51,0.89,2.76,1.42,0,3.14,0.64,1.92,0.87,2.38,0,3.06,5.64,2.3,0.81
1735 日勝化,週報酬率 %,0,-0.4348,0.4367,-0.8695,-0.8771,0.9096,1.389,2.2831,-0.4463,0,1.7937,1.3216,-0.4348,7.4235,-1.6261,-0.8265,-0.0001,-0.8333,0,0.4203,-0.4184,0.8404,-0.8333,-1.6807,1.7095,-0.0001,-0.0001,0.8403,-2.9166,0.8583,-0.4256,0.0001,0.0002,0.4275,2.1276,2.0832,19.9999,-6.8027,-0.73,-0.7353,9.6295,2.7026,-4.6053,-2.4139,-4.2404,-3.3211,0.3817,1.9011,-1.1193,-0.7546,0.7605,0.3774,5.2631,-3.7929,-1.9999,-0.4081,-0.0001,-0.4098,-0.823,-1.2448
1735 日勝化,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,5.71,0,11.81,13.06,1.73,5.8,4.17,6.91,0,11.25,0,5.19,0,0,6.39,5.83,0.54,0,0,4.17,22.73,0,5.33
1736 喬山,週報酬率 %,-0.9615,-3.8836,1.01,0,-2.1428,-0.876,-21.6496,-15.6955,10.3388,-1.3655,2.2364,-1.4582,-8.0338,4.3679,4.2951,13.622,9.8513,0.846,0.3355,-10.8695,3.0019,6.5575,-4.6153,-4.1218,0.7477,-3.5249,1.5386,-5.5871,-5.2157,3.2804,5.123,-0.1949,3.3203,3.0245,0.9174,0,-1.8182,1.2963,-0.1828,-1.0989,-0.7407,-3.5448,-1.3539,-4.6079,-0.3082,-1.7526,0.2098,2.6178,-0.5101,-1.6411,-2.8155,0.5364,-1.0672,1.8339,3.1779,-3.6961,-0.4264,-1.1777,1.4084,0
1736 喬山,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,0.49,10.67,5.23,0.84,0.75,1.43,0.57,1.41,0,0,4.83,8.6,3.14,0.4,3.68,0.8,1.54,2.36,0,1.03,0,0.76,0.94,5.09,7.31,0.69,2.34,2.64,0,0.91,0,0.48
1737 臺鹽,週報酬率 %,3.3898,-5.123,2.3757,-1.8987,0.2152,0.8584,-1.7961,-11.3123,5.102,-0.2428,3.6496,1.8781,1.8433,5.4299,1.073,1.9108,0.625,0.6211,0.4115,0,3.6885,2.9644,0.7678,-0.3809,-0.5736,1.5385,13.6364,19.1667,-9.93,-5.1242,10.4746,-4.5926,-2.4845,-1.2739,0.6451,-0.9615,-0.9708,-3.2679,-3.0405,-2.9616,0.3592,-1.9678,-0.365,-0.3663,-2.0221,2.0637,3.8603,-0.5309,0.3558,1.0639,6.1404,3.4711,-1.9171,2.9318,-2.3734,-0.1621,0.9741,-1.2862,0.3484,0.6734
1737 臺鹽,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,6.96,6.48,7.34,5.68,2.07,2.77,8.18,1.44,1.53,0.25,1.96,3.68,8.08,1.58,3.21,2.05,9.37,1.39,4.88,2.29,4.47,4.3,7.68,0.63,0.25,0,0.62,1.37
1760 寶齡富錦,週報酬率 %,19.5219,3.7415,0.3279,-1.6668,-9.9767,-9.938,1.6478,-20.3887,13.9601,14.1081,3.1302,8.5878,-0.6463,-2.8457,-7.1051,-0.9009,8.7,-1.8317,-2.1299,-12.0908,39.6079,6.6672,17.0224,-22.1547,8.7591,-5.7047,-3.2526,-9.5122,-6.1789,8.4662,8.6522,-0.0809,0.3605,0.0881,-1.8463,8.9715,-5.6164,-3.9041,1.1932,2.9029,0.0291,-1.4066,-0.0146,-2.1107,-5.3568,-1.5717,9.2347,-1.8606,-2.6632,-1.0743,0.3282,-1.9002,1.0956,-0.7617,3.2521,1.7603,-17.1667,-4.0443,-1.2372,-3.9384
1760 寶齡富錦,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762 中化生,週報酬率 %,2.4312,4.4303,9.5455,-9.0337,-3.3951,0.1597,0.1596,-9.3948,-7.5572,1.9012,10.4478,9.7972,-1.077,-0.933,2.1978,0.768,1.5244,-0.3002,0.4518,-3.5981,27.8382,2.7982,-1.7751,-8.1927,6.8242,-2.9484,-0.1266,-0.2535,-1.6519,0.7752,6.4102,-0.9639,1.5816,-2.515,0.7371,-3.2927,-2.3959,-1.8087,2.6316,-0.8974,-5.304,-5.0547,1.0073,-4.2736,-2.5297,0.4581,4.2553,0.5831,-2.4638,-4.7548,-2.4961,1.28,0.316,0.63,1.7214,-2.5806,0.6623,0.9868,-2.9315,-1.8456
1762 中化生,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,3.62,3.72,1.4,2.42,2.3,1.12,7.58,3.6,1.21,3.76,0,0,10.61,21.6,3.11,4.96,0.63,3.54,1.64,0.33,2.15,1.31,4.77,0,0.66,2.3,5.51,1.25
1773 勝一,週報酬率 %,-1.353,-0.4988,1.5038,-0.9877,-0.2493,0.25,3.2419,-3.8648,0,0.5025,-0.5,0.5025,-0.625,0.6289,-0.5,3.5176,1.8205,1.311,0,-1.2941,-0.8343,-1.202,-1.2166,-0.739,-1.2406,2.2613,-1.4742,-0.3741,-3.129,-0.2584,1.6839,0.2548,0.3812,2.0252,8.6849,-0.1141,-0.5714,0.9196,-0.1139,-0.114,-0.3426,-1.3746,1.2777,0.5734,-0.7982,3.2185,2.6726,-0.9839,-0.5862,-0.7076,0.4752,0.2365,-0.1179,2.8336,1.2629,-0.6803,1.1415,5.5305,1.6043,1.4737
1773 勝一,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,0.84,0,0,0,0,0,1.68,0,0,1.61,1.21,0,1.82,1.51,0,0,0,0,0,1.25,0,0,0.5,2.39,1.12
