證券代碼,Data Field,2016/11/4,2016/11/11,2016/11/18,2016/11/25,2016/12/2,2016/12/9,2016/12/16,2016/12/23,2016/12/30,2017/1/6,2017/1/13,2017/1/20,2017/1/24,2017/2/3,2017/2/10,2017/2/18,2017/2/24,2017/3/3,2017/3/10,2017/3/17,2017/3/24,2017/3/31,2017/4/7,2017/4/14,2017/4/21,2017/4/28,2017/5/5,2017/5/12,2017/5/19,2017/5/26,2017/6/3,2017/6/9,2017/6/16,2017/6/23,2017/6/30,2017/7/7,2017/7/14,2017/7/21,2017/7/28,2017/8/4,2017/8/11,2017/8/18,2017/8/25,2017/9/1,2017/9/8,2017/9/15,2017/9/22,2017/9/30,2017/10/6,2017/10/13,2017/10/20,2017/10/27
1582 信錦,現股當沖比重,1.21,0.6,0.2,4.96,2.92,5.01,4.6,0.29,0.9,14,1.82,1.42,0.87,0.58,1.93,0.92,2.99,0.66,1.19,3.71,2.11,3.36,1.16,2.4,1.01,0.93,1.11,1.55,1.68,1.63,1.76,0.76,1.8,0.6,1.45,7.42,2.15,1.91,1.64,1.62,4.47,2.42,4.25,3.37,8.94,4.08,5.19,4.74,1.01,8.06,5.4,3.02
1583 程泰,週報酬率 %,-3.6698,-6,-4.2553,4.6561,0.1011,2.6263,1.3779,0.7767,6.1656,1.6334,1.4287,1.5844,1.2132,1.0274,-1.0169,-0.6849,0.1725,0.5164,20.7192,13.4753,-11.25,-1.4084,-4.1429,-5.3652,-2.0474,-0.1607,-2.4154,-0.66,7.475,-1.8548,-0.7873,3.1746,0.4616,-4.7473,-1.4469,-0.1631,-0.3268,-0.3278,2.7961,-2.2399,0.9819,0.9725,2.6101,1.9077,-2.9642,1.2861,-0.3176,-0.7961,1.1235,-0.1587,-1.2718,-2.0934
1583 程泰,現股當沖比重,0,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,32.77,0,0,24.96,26.8,3.49,7.04,11.36,1.69,0,11.76,10.58,0,6.5,0,0,0,15.94,0,0,0,0,0,0,0,5.88,12.5,0,23.61,21.27,0,0,0,0,0,0,4.88
1587 吉茂,週報酬率 %,-0.4839,-2.4717,-2.368,-2.1277,2.1739,-1.2765,4.3103,-2.934,-2.086,2.1739,-2.9361,3.9019,0,0.4219,0.8403,7.4584,-3.8386,9.0726,-0.1848,9.2592,0.1696,1.6921,2.8286,6.1488,-0.6098,4.2945,-2.0588,-6.036,7.063,0.5672,1.3654,4.1788,-4.1534,0,0.3333,-0.3323,-1.3999,-5.3415,1.0714,-1.0601,-1.0713,-8.1228,0.8251,-0.6235,0.902,1.0494,0.7308,5.002,1.4546,-3.6917,-0.1861,-1.3795
1587 吉茂,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589 永冠-KY,週報酬率 %,-4.8583,-11.9148,10.145,-1.3159,-3.5555,3.2258,-2.6786,-6.8807,1.4778,3.3981,-2.3474,0.4808,-0.4785,7.6924,1.7857,9.6491,-4.7999,-2.1008,-4.2918,9.8655,-6.9388,-7.0176,0.9435,-16.4486,0.7831,1.5538,-0.7651,-9.2511,1.6991,5.1313,0.7945,2.3649,0.11,-3.5165,7.2893,-3.6093,-2.0575,-7.1261,2.5157,2.822,-1.1933,-2.8986,-0.3731,3.1212,-3.874,-0.5037,-0.2533,-6.0913,1.3513,-1.4666,-1.7591,-2.8926
1589 永冠-KY,現股當沖比重,16.43,17.99,13.96,8.88,13.05,7.41,1.52,13.37,7.59,9.38,5.57,2.59,2.66,12.85,11.88,19.58,10.94,12.95,13.11,3.89,5.14,9.67,10.45,6.33,15.1,17.08,17.18,9.64,10.8,24.46,14.35,7.04,5.54,9.04,21.11,5.25,22,17.6,7.4,18.67,12.57,10.63,19.38,15.37,3.41,8.59,10.74,4.93,4.6,6.75,17.97,9.64
1590 亞德客-KY,週報酬率 %,-7.874,6.8376,-4.7999,-1.2605,1.7021,6.6945,0.0001,-0.7843,1.581,-1.9454,-1.1904,3.012,1.1695,10.212,-0.3498,-1.7545,1.4286,4.0492,2.7073,-1.6475,-3.1826,3.2871,15.243,-6.5407,3.2659,3.9156,1.4492,-0.8572,-6.196,1.0752,3.4955,-6.3141,2.5376,8.7093,2.8611,-0.2782,3.2079,8.5136,2.1003,2.5894,-4.5674,-1.0076,3.0535,1.8518,0.606,1.4458,5.9383,-6.5022,5.2758,1.7084,5.7111,0.8474
1590 亞德客-KY,現股當沖比重,12.7,13.8,21.37,9.25,15.78,6.45,5.21,10.2,8.46,7.13,8.61,8.58,6.62,8.37,6.72,12.4,12.68,10.69,8.29,8.17,9.98,4.49,14.81,13.28,14.86,12.11,12.25,13.26,24.23,15.45,16.46,13.18,23.25,19.9,23.89,26.35,21.91,12.03,11.73,20.24,31.29,22.38,23.1,30.1,3.99,9.22,16.09,14.1,14.72,25.08,17.81,25.47
1592 英瑞-KY,週報酬率 %,-11.5711,3.1213,12.1071,-0.5193,0.8351,0.8281,8.8295,0,0.7548,9.5505,-12.6496,-2.3484,-1.002,4.6558,5.9961,4.7446,-5.9234,0.7408,-2.022,-1.5009,-2.8572,2.9412,1.7143,-9.1761,2.2679,-0.3025,-4.8534,6.4824,-0.7984,-0.5031,1.9212,-1.2897,-3.0151,1.5544,-3.6045,-1.3303,-0.2246,1.6891,-0.9968,0.671,-10.4444,-3.2257,-10.5129,-0.8596,-1.1562,6.1403,-4.4077,0.8645,2.5714,0.2786,-4.5833,-2.4745
1592 英瑞-KY,現股當沖比重,24.59,14.82,15.95,15.85,5.47,2.58,22.37,18.11,9.92,22.3,10.27,4.9,4.65,11.7,15.39,17.26,7.76,1,4.7,2.73,5.09,8.75,2.19,0.91,0.76,0,10.07,26.75,24.93,10.96,4.2,3.47,4.4,0.66,0.91,4.73,2.6,15.84,1.84,5.22,17.71,12.33,20.97,6.97,11.32,11.55,3.13,0,1.47,13.78,14.14,9.38
1598 岱宇,週報酬率 %,-6.2499,-4.8,5.4623,11.2883,1.3126,-1.5312,-6.6986,0.2565,4.4757,3.4271,-3.5503,1.9632,-0.1204,-1.2048,2.1952,14.7971,-3.7421,-1.2959,-5.0329,-2.5346,0.1182,-2.0071,-1.4457,-7.0905,-0.6579,2.384,-1.6817,8.6842,0.9686,-1.3189,-1.0935,0.6142,-0.5364,-1.2953,-1.4437,-0.6657,2.4129,-1.0471,0.5292,0.3947,-1.4416,-2.9256,3.0137,1.9947,5.6063,7.4074,-3.6781,2.3865,0.9324,-0.9237,-1.7483,-2.3724
1598 岱宇,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42,3.11,0,4.54,2.16,4.5,12.65,1.11,25.36,0.37,12.05,1.69,2.33,0,0,15.25,8.89,12.5,0,13.54,36.36,16.05,0,8.07,8.78,12.67,6.46,23.67,7.59,4.76,8.11
1603 華電,週報酬率 %,-0.3368,2.027,14.5695,0.5781,0,5.7471,2.0454,-5.1226,7.0424,-3.9474,-2.7397,0.7042,6.2937,5.7018,3.3195,15.261,-4.007,-0.5444,-2.3722,7.6635,-4.8612,-5.8395,-2.3256,0.3968,-0.5929,-1.5905,0.202,-0.4032,-3.0363,7.7244,-1.3566,3.5364,-0.3795,-1.7144,4.6512,-0.1852,-0.7421,-1.6823,-0.1901,-4.1906,-1.5905,1.8182,-0.7936,13.832,-5.0179,1.1321,-2.9851,3.0769,0.3732,-1.8587,0.5682,-1.695
1603 華電,現股當沖比重,0.14,10.23,6.38,0,0,6.66,4.37,4.35,7.05,4.9,0,0.5,8.89,16.99,8.89,8.16,2.18,3.15,2.17,2.38,1.55,0,1.71,0.46,0,1.07,1.66,47.34,1.13,3.1,0.89,8.17,8.4,0,4.79,6.1,0,0,0,4.83,0,11.92,0,17.86,0,0,6.26,12.53,6.89,0,4.18,2.84
1604 聲寶,週報酬率 %,-3.5354,-6.0209,1.1142,-0.8264,0.0001,-1.1111,1.4045,-1.3849,2.809,0,1.093,-1.0811,-0.8196,1.9284,1.0811,1.8718,-1.8373,-0.8021,0,3.5041,0.7813,-0.5168,-0.2597,-3.3854,-1.3477,1.0929,0.8109,-0.8044,-2.4324,1.108,-3.8357,-0.5697,-0.8596,0.8671,0.8596,-0.5682,-1.1429,1.4451,-4.5001,-1.9481,0.6623,-1.3157,0,-0.6667,-0.3356,-1.3467,-1.0239,2.0689,1.3515,-4.3333,-1.0453,-1.0564
1604 聲寶,現股當沖比重,0.66,0.42,0.68,1.11,0,1.02,0.71,1.71,0.43,0.81,1.02,0,2.07,2.74,0.8,0.69,0.65,0.36,0.22,0.26,0.16,0,2.71,0.29,0,0,8.39,0,4.53,3.78,4.26,0.98,0,0,0.26,0.84,0.19,1.26,0.66,2.23,4.43,23.35,18.18,5.6,6.62,15.13,14.2,0.89,24.89,0.58,3.7,1.33
1605 華新,週報酬率 %,-1.8183,16.2037,1.1952,3.1496,1.1451,0,-4.1509,-7.0866,0.4238,0,0.8439,0.8369,0.8298,5.7614,0.7782,10.0385,-0.3509,1.4085,-2.7778,1.7857,0.7017,-3.1359,-0.7194,-5.7971,5.7692,-1.4546,-2.583,-3.4091,-4.3137,4.9181,0.3906,-2.3347,1.1953,1.1811,4.2802,-3.7313,3.1223,-1.1905,6.0241,4.1667,0,-0.7273,2.9305,4.6262,2.0408,-0.3333,-6.0201,-1.7794,0.7246,7.9136,0.6666,0.0001
1605 華新,現股當沖比重,5.13,13.56,7.43,8.5,11.66,5.01,4.37,6.65,2.08,11.44,5.81,26.38,6.89,13.36,8.29,15.17,4.84,6.03,8.77,1.95,8.71,5.69,3.64,2.17,13.52,5.88,12.96,11.17,5.08,13.69,16.8,4.78,6.13,12.17,11.24,2.68,2.14,5.02,3.65,10.51,15.55,17.31,18.81,7.27,21.76,9.54,4.99,8.51,3.08,15.53,10.64,6.25
1608 華榮,週報酬率 %,-3.3635,14.9933,-6.5192,3.2379,0.7238,-2.036,1.7114,-0.2404,0.1204,1.2033,-0.9512,9.6038,-1.862,2.0089,3.1728,1.8026,0.4166,0.2074,-6.5217,2.4363,4.9729,-5.2523,-2.2827,-3.8933,-2.0834,0.1183,-4.1322,-1.3547,8.2396,4.2676,2.4336,-1.188,3.2787,-2.6455,1.1957,-1.5038,3.8167,0.6303,3.9666,0.9036,-3.3831,1.4418,1.4213,-0.1001,-0.6011,-1.0081,1.2219,-1.5091,0.1021,1.9387,0.0001,0.1001
1608 華榮,現股當沖比重,5.85,14.84,7.23,9.87,1.72,2.46,7.48,0,0,2.66,0,10.33,1.42,1.63,2.29,1.04,4.36,22.76,2.46,2.63,15.96,0.31,0.6,0.21,8.35,0,7.09,0.97,6.04,1.08,24.8,7.14,33.98,3.23,0,0,3.64,2.11,7.75,7.97,4.72,4.18,9.07,7.62,4.92,3.85,33.02,2.78,1.61,7.24,2.24,8.32
1609 大亞,週報酬率 %,-3.7879,6.8898,3.1307,-0.5358,3.052,-4.5296,-2.5548,1.3109,1.109,2.1938,0.0001,1.6101,0.3522,5.4386,3.8271,10.4168,-0.145,0.8721,-3.0259,2.0802,-1.7466,0.8889,-0.2937,-8.9838,-0.9709,2.1241,-1.92,-1.1419,0.3299,3.6183,0.7937,-0.63,-1.1093,-0.641,3.2258,-1.7188,2.0667,0.7788,1.3911,5.9451,-3.5972,6.2686,10.3932,0.5089,3.2911,0.2451,-2.0782,-1.9975,1.656,0.7519,3.2339,14.4578
1609 大亞,現股當沖比重,21.52,13.65,3.04,5.04,15.03,1.84,2.02,5.01,2.96,1.36,1.93,1.54,1.83,10.39,33.93,6.83,2.49,24.55,7.96,1.8,5.61,2.57,1.57,10.14,2.57,7.27,2.68,9.89,4.91,26.82,17.6,68.74,50.01,2.96,8.26,4.27,4.04,4.93,3.61,4.31,5.12,11.46,21.17,9.91,10.22,6.82,3.71,32.27,6.07,8.08,12.59,29.28
1611 中電,週報酬率 %,-12.2277,1.9312,0.8119,-0.8055,3.2477,-1.4416,-1.0639,0.0001,0.1345,4.8322,-0.7683,-1.0322,-0.1304,3.0026,3.0419,9.4712,-4.382,-0.1175,0.7058,1.2851,-1.3841,-3.2748,-2.902,-4.6078,1.0444,0.1292,-0.2581,0.3881,2.1908,3.657,-0.2433,-1.8293,-2.3602,0.7633,0.6313,-2.8858,-2.1964,5.2841,-0.8783,0.5063,0.8817,-1.9974,2.4203,1.8656,7.8144,11.6648,0.3043,-6.6733,7.259,1.0101,-5.3,1.9007
1611 中電,現股當沖比重,9.8,11.75,1.5,0,1.53,11.15,1.42,1.75,0,4.86,5.04,10.14,3.85,5.44,2.62,15.63,1.47,9.32,5.3,9.43,0,2.03,0,0.71,0.85,1.5,4,12.58,4.76,7.54,8.41,0.51,0.8,0,2.77,0.62,0,1.37,2.53,1.11,2.73,8.76,7.16,1.36,6.48,17.85,8.65,12.67,11.19,10.22,7.45,11
1612 宏泰,週報酬率 %,-0.5707,4.1332,-0.3308,0.8849,-0.2193,-0.2197,-0.3304,-1.105,-1.3409,1.6988,-0.1113,0.8919,0.5525,2.1978,7.5269,6.5,-2.8169,2.8986,-1.4085,2.8573,-4.1666,-5.0241,1.2208,-4.4221,0.7361,-1.8788,-0.2128,-1.0662,1.293,4.6809,-0.2032,-1.833,0.4149,0.2067,-0.3185,-0.213,0.4269,2.2317,2.1829,2.2381,-1.99,4.0608,7.8049,0,-1.3576,-1.3761,-1.3953,-3.3019,1.4634,-0.0001,1.9231,0.9434
1612 宏泰,現股當沖比重,13.51,4.18,0,0.64,0,0,0,0,0,0,0,0.59,0,3.55,9.74,31.84,3.34,0.78,5.68,5.2,1.47,0.65,1.53,0.38,0.8,0,2.59,0,2.2,0,0,2.4,2.06,0,3.67,0.9,0,0,4.46,2.1,0.93,3.05,12.31,4.85,4.34,4.38,8.67,5.65,2.5,4.53,0,1.04
1614 三洋電,週報酬率 %,-1.2345,0.4167,0.8299,-0.4116,0.2066,2.8866,-2.4048,-1.4373,0.8333,-0.2066,0.207,0.4133,1.646,5.8705,-0.5736,4.8078,-3.1193,0.3789,-1.3208,-0.3825,-1.7274,1.953,-2.2989,-1.9609,0.8,-0.1984,-0.1988,-1.1952,1.4112,-0.7952,1.002,-1.1904,0.4016,0.4,0.1992,-1.1928,0.6036,0.4145,0,-0.4158,-0.2088,-1.0459,2.1141,-0.8282,0.2087,-0.2083,-0.6263,-0.4201,-0.211,-1.057,0.2137,-0.2132
1614 三洋電,現股當沖比重,0,0,3.33,0,0,0,0,0.11,0,0,0,0,0,11.43,9.59,2.81,0,0,2.27,0,1.91,0,0,0,0,13.51,0,0,0,25,0,0,0,0,0,0,1.94,0,0,0,0,20.41,2.6,0,7.5,0,0,0,0,0,0,0
1615 大山,週報酬率 %,-0.4004,2.5126,-0.9804,0.4951,0.4926,-1.9608,7,-3.271,-1.4493,7.3529,-2.283,-1.8691,3.3333,3.6866,-2.6667,6.3927,0.4291,-1.7095,0.8695,0.4309,-1.2877,3.4783,-1.6807,-4.2735,-0.4464,4.0358,-1.7241,5.2632,-2.9168,1.2876,0.0001,-1.6949,0.4309,2.146,0.8405,-1.6948,0,0,4.9773,1.2931,1.2766,-0.4201,27.8481,-2.3102,-3.7162,2.4561,-8.5616,1.4981,1.8449,2.1739,-2.1276,2.5362
1615 大山,現股當沖比重,0,0,0,0,1.5,0,0,0,0,10.52,0,0,1.88,0,0,2.82,27.27,0,0,0,4.71,0,16.13,0,33.33,0,2.86,1.71,0,8.88,7.14,8.52,4.76,0,1.35,2.5,0,0,8.64,0,0,0,24.4,8.72,9.31,3.89,4.52,4.28,9.13,4.51,7.02,11.8
1616 億泰,週報酬率 %,-1.1719,5.9288,-1.1195,-0.9433,0.9524,-3.3962,-0.9766,0.5918,-0.7843,0.7906,2.9411,-0.5713,0.5747,5.1429,11.0508,18.5972,-0.6877,-6.0942,-5.1622,6.3765,-2.7777,-3.1579,-3.2609,-5.6179,-0.8503,-2.2298,-3.6843,2.7323,9.0425,-1.1383,-2.467,-5.5648,-2.1429,0.9124,-0.9042,1.8249,0,-0.1791,1.9748,1.9366,-0.5182,0.1736,7.4524,-2.9032,-0.4983,-0.6678,-2.353,-3.0982,-0.1776,-1.2456,3.063,0.0001
1616 億泰,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617 榮星,週報酬率 %,-0.7142,9.3525,-0.1316,-2.7667,0,2.981,-0.7895,-0.5305,1.3333,0.1316,6.7017,3.6947,-2.9691,0.1224,-0.3667,3.3128,0.2374,-1.4218,-1.4423,5.6097,-0.2308,-0.5787,0.8149,3.8107,-2.1135,1.9317,-3.1215,0.3452,-0.2294,2.0689,0.2253,1.1236,0.5555,0.7735,0.6579,-0.3269,4.0437,24.4749,-5.9072,-0.0494,-0.0001,2.3255,11.8182,0.0001,-0.813,22.9508,-7.6666,-6.1372,0.7693,-3.8168,0.7936,3.937
1617 榮星,現股當沖比重,0,3,0,0,0,0,8,0,0,0,3.56,1.32,0,3.85,0,2.78,0,0,0,0,0,0,2,0,0.62,0,0,3.33,0,0,0,5.56,3.57,6.22,0,3.64,0,40.18,4.85,1.59,0.54,5.19,15.38,9.09,10.7,24.18,7.61,12.42,3.84,9.44,0,0.62
1618 合機,週報酬率 %,-1.0284,4.5455,0.3727,0.8662,5.0307,-2.4534,3.3534,-5.3302,1.4687,1.2062,0.8344,-0.7092,0.119,1.6646,3.5088,2.0339,-0.3323,-0.5556,-2.6816,1.0333,0.7956,-1.0147,-0.5695,-2.2909,-3.7515,-0.1219,0.3658,0.3645,-0.3632,0.1214,0.4854,1.0869,-0.8364,1.2048,-0.3571,0.5973,-0.2375,1.358,1.9489,0.7168,0.2373,5.0887,2.2522,0.1101,11.1111,-5.7426,-2.3109,-5.3763,0.5681,1.0169,1.2305,10.2762
1618 合機,現股當沖比重,0,5.69,0.31,25.36,0.79,7.87,3.1,0,1.73,0,0,0,2.99,0.77,1.66,0,0,3.49,0,0,0,0,0.62,1.56,0,0,0,0,0,2.75,0,1.82,0,0,0,4.12,0,4.38,0,2.12,0,3.65,4.07,4.03,32.09,6.17,1.77,0.68,0.3,2.26,2.4,32.95
1626 艾美特-KY,週報酬率 %,-5.8161,2.1912,-0.5848,-0.196,-0.9823,1.1905,3.7255,-1.7013,0.577,-0.5736,-0.1922,-0.9634,0.1945,1.7476,-0.7634,-1.3462,1.7544,0.1916,11.2811,-2.0618,2.4563,-0.685,2.7586,-4.698,3.3451,1.5332,3.859,6.4621,-7.2837,-3.4369,5.0847,8.3871,-6.3989,-3.0207,0.164,-2.455,-3.3557,-2.2569,6.5719,-3.6666,-2.6428,-2.0257,0.7518,2.0522,1.0969,-2.5316,-0.1855,6.3196,4.1958,-0.3356,-1.6835,-3.4247
1626 艾美特-KY,現股當沖比重,2.08,3.7,0,0,0,0,8,10,15.71,15.63,13.64,5.56,0,0,1.63,6.94,0,1.35,5.76,6.6,6.6,4.65,2.5,0.95,0,3.17,9.07,26.11,8.47,9.4,9.88,33.77,17.03,1.49,8.43,3.08,0,0,0,0,0,9.52,0,3.23,12,6.86,1.5,6.83,4.33,8.39,0,0
1701 中化,週報酬率 %,-1.3967,1.9831,-0.2778,0.2785,0.0001,0.2778,0,0.2769,0.5525,-0.2747,-0.2755,0.2762,-0.2755,1.105,3.5519,5.277,0.2506,-1.5001,-0.5076,0.0001,0.2551,-3.3078,-0.2632,-3.1663,0.2725,1.3588,-0.2681,-1.344,2.4523,0.7978,-0.2639,0.2645,-1.3194,3.4759,-2.3257,-0.7937,-0.5334,0.5363,-0.8088,-0.2779,-0.5571,-0.5602,1.4085,1.111,0,0.2747,-1.6439,-0.5571,0.2801,0.2793,0,-0.0001
1701 中化,現股當沖比重,0,2.1,0,0,1.85,0,0,0,0,0,0,0,0,0,15.12,1.99,0.59,0.46,1.2,0.49,0.76,0,0.37,0,1.5,0,0,0,0,1.34,0,0,8.55,34.39,0,5.24,0.63,0.42,0,0,0,1.2,0,3.74,0,0.24,0,0,2.89,3.1,6.98,0.62
1702 南僑,週報酬率 %,-1.9174,-1.9549,-2.6074,0.4725,-1.4108,1.7488,-0.9375,-1.8928,-1.7685,2.7823,1.2739,0.3145,0.4702,-1.0921,1.735,-1.8605,-0.4738,0.0001,-1.7462,2.2618,0.316,-2.5197,0,-2.7463,-4.9833,6.6434,-1.3114,2.4916,-1.1345,2.7869,0,-2.0734,0.4886,2.107,2.2222,2.6397,1.4056,-0.1557,0.6241,-1.3954,-1.5722,-0.6389,1.1254,0.0001,-1.4308,-0.4838,-2.9173,1.3355,-0.3294,0.8264,-0.4917,-0.3295
1702 南僑,現股當沖比重,0.53,1.25,2.09,0.38,2.58,2.17,0.41,0.75,0.8,0.3,1.46,0.49,0.99,0,1.38,0,5.07,0,0.15,0.24,0.33,0.2,0.38,0.34,4.12,0.38,0,0.49,0,4.64,0.55,5.68,5.13,4.45,3.6,4.47,0.66,2.86,3.24,2.34,8.26,4.22,2.79,1.9,0.96,1.06,0.56,1.83,5.2,3.8,4.64,1.29
1707 葡萄王,週報酬率 %,-4.3232,-1.7682,-4.2,1.0438,-1.6529,2.1008,-1.8518,-5.2412,-17.2566,-3.2085,-5.2486,4.3731,-0.2793,-2.8012,2.3054,10.7042,4.0713,-1.956,-1.4962,-2.0253,-0.7752,-0.5208,2.3559,-6.3939,0.8196,5.149,-0.7731,-2.078,-1.3262,-0.5376,2.1622,2.3811,-1.5504,6.0367,0.2476,-2.4692,3.0545,-2.2843,-0.7792,-0.2618,-3.4121,-1.3586,0,0.8265,-0.0001,0,-0.8197,0.551,-0.8219,-0.8288,-3.8997,-0.2898
1707 葡萄王,現股當沖比重,23.04,9.72,17.75,9.13,10.87,7.79,7.53,8.58,28.02,34.29,22.06,16.36,4.63,7.22,6.1,23.24,20.61,15.25,12.45,6.67,4.42,2.33,5.77,8.21,5.12,13.26,16.14,8.97,12.18,5.89,6.53,8.72,1.31,31.33,12.64,5.84,11.9,21.01,5.29,3.93,15.46,5.24,5.36,15.32,7.37,2.07,1.83,5.72,1.85,4.45,5.2,5.27
1708 東鹼,週報酬率 %,-5.4581,1.4433,7.7236,0.566,0.3753,3.1776,-0.3623,-3.4544,0.3768,4.6905,-2.3297,6.6056,1.0327,0.6815,-2.7072,0.6957,-1.0363,2.4433,3.9182,-2.1312,-2.1775,0.5138,2.385,-1.3312,-2.8668,0.3472,-0.519,-2.9565,-0.0001,1.4338,0.0001,-0.53,-0.3552,0.7131,1.4159,0.1745,9.495,-3.2259,-1.2281,0.0001,-3.3748,15.8088,0.635,-1.5773,-1.2821,-0.9739,-3.1147,-1.6921,0.5162,-1.0273,0.173,1.8998
1708 東鹼,現股當沖比重,0.49,0,14.94,2.8,0,2.5,1.74,0,0,5.55,0.47,9.31,3.42,2.41,1.87,0.87,0,6.17,22.47,5.98,0,24.61,8.83,9.04,1.68,3.98,1.79,1.19,1,1.78,0,2.09,9.37,0,2.03,0.27,5.48,2.27,1.08,0.91,6.26,20.06,20.3,9.31,7.05,0.82,1.99,0,0.7,0.99,1.3,22.11
1709 和益,週報酬率 %,-1.1834,-0.8982,1.5106,0.8928,0.295,-0.2941,0.2949,0.2941,-0.5866,0,0.5899,-0.2933,-0.0001,0.2941,4.3988,4.2135,-0.5391,1.084,-2.4128,1.3737,0.813,8.3333,3.4739,-1.9185,-1.2224,0.2475,-1.2346,-1.5,0.5076,1.5153,0,-0.4976,-0.75,0.7556,0,-0.5,-2.7639,2.584,0.7557,2,-0.4902,-0.4926,3.271,-1.0723,0,0.813,-2.4193,-1.102,0,1.6714,-1.6439,2.2284
1709 和益,現股當沖比重,0.21,0.67,0,2.72,12.78,0.38,0.7,2.63,0,0,0,1.34,0,0,4.06,3.93,1.74,2.1,0.29,1.4,0.3,7.61,4.35,0.17,1.27,1.4,1.09,0.3,1.18,0.96,0,0.82,1.49,2.09,0,0,0,9.33,0.12,0.15,2.97,0.17,1.31,0.18,0.95,0.85,2.06,0.82,0,1.96,7.47,1.24
1710 東聯,週報酬率 %,-1.7457,4.3146,-0.7299,2.6961,5.9666,-0.4505,11.3122,-4.6748,-1.4926,7.1428,1.8181,3.9683,5.7252,7.2202,-3.3669,-3.8326,-5.9783,-2.1195,1.9685,-4.2472,-5.242,0.4255,1.9068,-4.5737,-3.268,1.3513,-4.2223,-0.6961,7.2431,1.9607,0.2136,3.1982,0.6198,-1.4374,2.0919,0.823,10.6123,6.2731,-0.1737,-0.6957,-5.429,-7.5926,3.6072,2.3209,0.9452,0.0001,-8.6142,0.8197,-0.6096,2.2495,0.8001,1.7857
1710 東聯,現股當沖比重,0.91,1.41,2.48,8.54,5.44,5.22,9.13,8.5,5.85,4.07,1.93,3.82,7.18,6.36,3.45,4.21,4.6,8.37,18.22,3.85,4.47,3.56,2.93,3.52,4.6,1.51,2.54,9.66,5.78,4.51,14.41,12.15,4.4,1.61,2.98,1.93,14.91,14.43,18.08,17.16,13.73,7.33,2.98,5.06,13.46,5.98,5.23,4.2,2.43,6.64,8.65,4.9
1711 永光,週報酬率 %,-2.4938,-0.5115,0.7711,-0.2551,2.3017,1,1.2376,-1.7114,0.2488,0.7444,-0.9852,0,0,0.9951,5.9114,0.4652,-1.8518,0.7076,3.5129,0.4525,-2.2523,-5.2995,-1.4599,-3.7038,0.5129,0.0001,-0.2551,-3.0691,-1.5832,1.6087,-0.7915,-1.8618,0.2709,0.5405,0.7992,-0.2739,-0.2748,0,-0.8264,-0.8333,-4.4817,-0.2932,7.3529,6.8494,-1.5385,2.6042,-2.7919,-2.3498,0.5347,-0.7979,5.0938,-1.7857
1711 永光,現股當沖比重,0.94,0,1.41,0,0.78,0.33,4.17,0,0.29,1.69,0.97,1,0.19,1.73,15.28,5.9,2.9,2.15,11.72,1.32,0.21,1.78,1.44,1.05,0.43,0.87,6.43,0.4,2.45,2.04,0,0.55,0,0.95,0,1.72,3.38,0,1.55,1.42,4.18,1.63,13.48,13.37,1.59,3.18,0.92,1.89,7.05,0.46,10.22,4.56
1712 興農,週報酬率 %,0,-0.9803,0.3301,0.329,0.3279,1.3072,-1.2903,-0.3268,0.3279,0.6536,-0.3247,0,0.6515,-0.3236,2.5974,2.2152,0.6192,2.7692,-2.6946,2.1539,-1.8072,-1.2271,1.2423,-0.9203,-3.096,0.3195,0.3185,0,0,2.2223,-0.3106,-0.9345,-0.9434,0.6349,0.6309,-0.627,0.6309,0.2446,-0.6644,0.0001,2.0068,3.2786,0.0001,1.5874,2.1874,0,1.8349,3.6036,4.6377,-1.385,1.9663,-1.3773
1712 興農,現股當沖比重,0.87,0.88,0,0,0,0.79,2.74,0,0,0.27,0,0,0,0,2.07,0,0,1.11,1.07,0,0.67,0.25,0.15,0,1.99,0,0,0,0.26,7.75,0,0.16,0.38,0.6,0,0.21,2.57,0.75,0.17,0,3.63,20.69,0.42,2.49,2.92,3.54,1.55,0.8,5.1,6.33,8.62,2.95
1713 國化,週報酬率 %,-1.0067,-1.0169,0,-0.3424,-1.3745,2.0906,0.3413,0.3402,1.017,1.0067,0.3323,-0.6624,-0.3333,0.6689,2.6578,0.3238,-0.9679,1.3029,-1.2862,0.3257,3.8961,2.1876,7.0337,-1.1428,-0.578,-1.7441,-0.8875,-0.8955,-0.3013,0,1.2085,-2.0896,-0.9146,-0.6154,-0.6192,0.6231,1.7913,-1.5774,-2.2436,1.6393,-1.2902,0.6536,1.948,-1.5924,0.6473,-0.6431,-0.3236,6.1688,-1.5291,0,3.4162,0.3003
