證券代碼,Data Field,2015/7/3,2015/7/9,2015/7/17,2015/7/24,2015/7/31,2015/8/7,2015/8/14,2015/8/21,2015/8/28,2015/9/4,2015/9/11,2015/9/18,2015/9/25,2015/10/2,2015/10/8,2015/10/16,2015/10/23,2015/10/30,2015/11/6,2015/11/13,2015/11/20,2015/11/27,2015/12/4,2015/12/11,2015/12/18,2015/12/25,2015/12/31,2016/1/8,2016/1/15,2016/1/22,2016/1/30,2016/2/3,2016/2/19,2016/2/26,2016/3/4,2016/3/11,2016/3/18,2016/3/25,2016/4/1,2016/4/8,2016/4/15,2016/4/22,2016/4/29,2016/5/6,2016/5/13,2016/5/20,2016/5/27,2016/6/4,2016/6/8,2016/6/17,2016/6/24,2016/7/1,2016/7/7,2016/7/15,2016/7/22,2016/7/29,2016/8/5,2016/8/12,2016/8/19,2016/8/26
1240 茂生農經,週報酬率 %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240 茂生農經,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258 其祥-KY,週報酬率 %,-0.8439,-4.0426,-0.7761,-11.7318,12.958,0.927,0.4592,-16.5714,0.8219,3.2609,7.8949,1.4635,3.8461,8.7964,-9.3618,3.2865,-2.7273,-1.4019,-0.237,-5.9382,0.7576,0.2507,-3.25,3.3592,-0.375,-1.5056,2.93,-7.6733,0.6702,1.1984,3.6841,-1.269,10.7969,9.0488,-2.4467,-3.5988,2.2624,-13.717,-1.2821,1.5584,-1.7902,-2.3438,0.2667,-1.7287,3.5183,-6.7975,5.4698,-2.1276,-0.5434,3.0055,0.1326,4.6358,2.7847,1.7242,-1.4528,0.8072,3.6662,0.2439,-2.5548,0.2496
1258 其祥-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,13.4,4.11,6.83,4.64,1.91,0,1.07,2.71,4.76,0,8.42,2.86,0,0,0,0,5.36,10.29,5.02,0.66,0,0.96,4.08,0.91,1.14,0,0
1259 安心,週報酬率 %,-2.5937,0.3184,0.9524,-0.0001,-3.4591,-0.3256,5.2288,-2.795,-3.0351,-0.8237,0.6645,-1.4852,-1.8426,-0.1706,1.0257,0.6768,1.5127,3.4768,1.1199,0.3164,2.0505,-1.5456,10.832,2.9745,-0.9629,-0.139,1.3907,-1.509,-0.4177,-0.2796,-1.8231,0.8571,0.7082,1.5472,1.2467,-0.1368,-2.3288,0.2805,-1.8182,1.2821,0.4219,1.2604,-2.3513,-0.8499,2.5714,2.3676,-0.0002,-1.3605,2.069,-0.6757,-0.9524,1.3736,1.6902,0.8309,-0.1374,1.1004,1.4966,13.1367,0.7109,-0.5883
1259 安心,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,0,0,0,0,0,0,2.85,2.59,0
1264 德麥,週報酬率 %,-0.7388,-1.737,0.5051,-2.5125,-1.0309,-9.8958,3.4682,-4.4693,-1.1696,-0.5917,9.8213,1.897,-3.4575,-0.2755,3.3149,1.3369,0.7916,-0.2617,0.5251,-2.3499,-0.5348,0.2688,-1.8767,-3.8251,1.4205,-0.8403,2.5424,-2.2038,-1.4085,6,-4.8517,2.2663,3.324,7.2386,4.25,-2.8777,0,-1.7283,-3.0151,-0.7772,-1.3055,0.5293,-0.0002,-1.8422,1.8767,-1.842,4.5577,2.0512,-2.2613,-1.2853,-0.6606,3.0556,-1.8868,0.2747,1.9178,-1.6129,1.6392,-0.5376,-0.5405,0.5436
1264 德麥,現股當沖比重,2.38,12.92,9.98,6.25,0,5.49,0,0,11.48,0,7.44,0,0,11.07,0,5.26,4.76,0,1.45,0,0,1.92,0,0,0,0,2.26,0,0,0,0,0,1.19,5.22,3.23,3.16,8.56,2.94,0,3.08,0,2.21,0,0,0,0,1.92,0,0,1.81,2.3,0,5.67,0,0,0,0,0,4.16,0
1268 漢來美食,週報酬率 %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3334,-5.7592,0.2779,-0.277,-4.9946,2.339,1.1371,0.565,0.5618,-0.5587,0.5561,-2.2292,-0.5715,-1.7242,0,-1.7544,1.7857,5.2632,-5,-2.3392,0,0,2.3952,-0.0702,0.6554,-1.628,2.0567,-0.9729,-3.1111,-2.2211,4.9321,2.7316,0.0062,-0.6173,1.2421
1268 漢來美食,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333 恩得利,週報酬率 %,0.5338,-0.708,-1.9607,-8.5454,5.3677,-3.7736,4.3138,-9.2105,5.7971,-1.3698,0.1983,4.9505,-1.5096,-0.1915,-0.5758,-1.1583,0.9765,-1.1606,21.5265,0.644,-4.64,-2.6845,-2.2414,-8.2891,-0.7693,0.3876,0.3861,-2.1154,-9.6267,4.1305,2.9228,-1.4199,3.4979,-1.5904,11.3131,-5.8077,-0.1927,-3.2818,-8.5828,-26.8559,16.7164,-7.9284,1.3889,-28.7671,7.6924,0,-4.2857,0.0001,1.4925,2.9411,2.1428,-9.0909,6.9231,7.1942,22.4833,-6.8494,0.5882,0.8772,-0.2899,-2.6164
1333 恩得利,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336 台翰,週報酬率 %,-0.8395,-4.7619,1.1112,-5.1649,-10.7763,2.3376,3.934,-10.989,-1.2345,9.1666,1.7811,4.625,0.3585,-1.3095,3.1363,1.5204,-2.0737,-1.7645,-0.8384,3.6231,-2.6808,-4.9101,-3.6525,3.7909,0,2.519,0.9828,-5.4745,-2.1879,-2.6316,5.2703,-0.6418,1.6796,4.5743,-0.3645,-0.8537,0.738,-2.32,-0.5001,-2.0101,1.6667,-2.9004,1.2987,1.282,-1.8988,0.3872,8.7403,-3.3097,8.4352,17.2492,-0.4807,1.4492,4.7619,-0.4545,-3.6531,2.8437,-5.9907,-2.0588,-0.3003,1.4056
1336 台翰,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,8.7,0,0,5,0,0,2.7,0,0,0,8.7,1.1,1.38,5.1,17.32,0.75,0.62,3.99,1.19,13.01,3.53,1.64,0,8.25
1565 精華,週報酬率 %,-1.2923,-3.5247,-1.5657,-7.7412,-5.5172,-3.8929,1.0377,-9.7203,-13.2744,22.4488,6.111,9.555,-2.8674,0.123,10.8108,11.5298,-1.9881,-0.2027,14.0244,5.8824,3.367,2.7686,4.5958,-8.3333,9.9174,-2.2557,1.6923,-5.4464,-0.8001,0.9678,1.4376,0.6299,1.4084,-8.3334,1.3469,-5.1494,-1.5762,11.2099,4.32,2.1472,-3.3034,-3.7267,-2.5806,-1.8212,13.8279,3.5554,-0.4292,-0.2873,2.1614,-2.2566,-0.7216,2.7616,4.6676,9.4595,-6.0516,4.3302,-7.0039,-1.6735,11.3475,-3.1848
1565 精華,現股當沖比重,5.69,7.44,2.53,4.34,7.68,18.84,5.87,4.99,12.65,23.85,20.11,19.64,11.78,14.2,0.59,18.62,16.48,4.94,18.8,23.14,17.32,17.97,28.8,22.7,11.52,34.02,19.37,22.4,21.75,26.61,30.98,22.57,18.57,16.4,17.87,23.01,9.33,22.33,6.46,8.15,8.06,8.68,1.99,17.9,14.08,24.43,14.66,33.13,24.28,19.13,11.98,15.33,29.34,20.51,17.95,24.21,13.12,16.33,32.21,26.62
1569 濱川,週報酬率 %,-2.564,-5.6391,0.3984,-9.5238,-10.0877,-7.317,-1.0526,-14.8936,0.625,6.9566,4.5297,6.1111,-4.1885,1.4208,-2.9095,18.202,9.8592,5.1282,-3.2519,-9.2436,-3.7038,-4.6154,0.4032,7.4297,1.4018,3.2258,0.8928,-10.6194,-7.9207,-0.5376,1.1893,-2.0299,0.5453,3.5791,4.2932,6.9277,-6.6666,-2.9174,0.1037,-1.6563,6.8422,-2.7586,-4.9647,-1.919,0.8696,-0.3233,-0.5405,-0.8695,0.6579,1.3072,0.1075,7.1965,4.7095,25.8375,1.5209,-4.4944,18.8235,6.2707,21.4286,8.4399
1569 濱川,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13,7.51,2.36,0,1.94,0,4.7,3.23,3.33,8.14,0,0,0,0,0,0,0,20.11,9.56,8.47,8.75,13.19,8.45,22.75,30.72,25.97
1570 力肯,週報酬率 %,5.1206,2.0058,3.3707,-1.0869,-9.0659,5.136,5.1724,6.011,1.2886,5.5979,-3.8553,3.5087,-12.1066,0.551,-3.0136,-3.6723,2.0529,-3.4483,1.488,1.4663,8.3815,-2.4001,-3.2787,-6.7797,-1.8181,1.2345,-0.6098,-0.3067,-7.077,5.6291,1.5674,-1.2346,4.375,0.2994,0.2986,3.869,-3.1519,2.3669,-6.6474,1.548,-3.0488,-2.8302,0.3236,-1.9355,-10.8553,0.738,5.1281,-1.0454,-2.8169,0,1.4493,3.2142,3.1142,0.6712,6.3334,-3.4483,0,-5.1948,4.1097,1.1015
1570 力肯,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,3.16,0.57,5.33,2,4.31,1.73,3.01,0,0,1.36,3.51,0,0,0,9.86,3.58,0,2.76,1.69,6.57,2.65,1.34,3.49,9.98,3.2,4.9,7.27
1580 新麥,週報酬率 %,3.2164,-3.6827,4.1625,0.2967,2.9587,-3.4483,-27.9762,-11.1571,2.9488,-5.53,5.366,11.1111,0.0001,-1.25,-1.6878,-1.2875,3.4782,-4.6219,2.2027,-3.4483,2.2321,-1.7467,0.4445,0.885,-6.5789,-3.2864,0.9709,-3.846,-7.5,-5.2974,5.8219,-2.8047,-5.9933,23.9669,4.2858,6.8493,2.1368,5.0209,-7.5698,-0.431,1.7317,-8.9361,0,-5.6075,-1.4852,1.0051,1.4925,2.451,-0.4784,-0.9615,-3.301,6.9277,0.4695,5.1402,4.0001,2.9915,14.108,-0.7274,2.7028,7.1428
1580 新麥,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23,0.55,0,1.72,5.39,5.81,1.5,4.15,1.81,2.57,14.62,7.02,11.54,7.45,8.35,8.84,8.09,1.81,3.04,1.43,2.74,3.7,0,0.87,0,3.83,1.6,5.31,4.97,4.79,2.55,4.8,0.87,9.92,6.98,9.57,5.31
1584 精剛,週報酬率 %,4,-10.8974,10.072,-8.4968,-7.1429,-4.2308,-3.6146,9.5834,9.5056,-6.25,5.9259,-1.0489,1.7667,0.3473,-4.4982,-4.7101,0.3803,-2.2727,5.0388,-4.797,6.2015,-0.73,0,0.7353,0,6.5693,-3.0822,-8.4805,-2.7027,1.1906,-0.3922,3.1495,2.6718,0.7435,1.845,14.8551,-1.5773,-9.6153,-3.1916,-3.2967,4.1667,-0.3637,-7.2993,8.6613,-15.2175,4.2735,-1.2294,0.0001,-2.0746,19.0679,-8.541,10.5058,-3.5211,2.9198,-2.4821,0.7272,2.5272,5.6338,-2.3332,2.389
1584 精剛,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.95,13.91,1.36,17.91,3.8,7.73,13.74,1.76,1.47,4.64,0.33,0.47,13.02,6.55,14.9,9,0,0,11.62,4.71,7.07,0,19.66,0,2.27,17.98,5.41,15.26,6.06
1586 和勤,週報酬率 %,-1.5118,-0.8772,1.5486,0.4358,-0.2169,-1.5217,-8.1677,-4.5673,-1.7632,0.0001,9.7436,6.7756,-5.4704,10.8176,-2.4018,0.4474,-1.1136,3.6036,2.826,7.8224,20.7843,3.8961,-2.1875,-1.9168,-0.977,-1.4803,8.5142,-4.6154,0.9677,-2.3961,4.0917,6.9183,-0.4412,0.4432,6.4706,-7.4586,-5.3732,-3.6278,2.455,-2.8754,5.9209,1.708,2.9008,0.8902,-6.0295,3.2864,0.606,-3.6145,-0.9375,0.7886,-0.7826,1.7349,2.7908,0.6034,5.6972,2.1277,6.2152,-5.4286,0.9064,-2.545
1586 和勤,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,0.77,5.23,3.42,18.16,0,3.19,1.03,8.93,3.05,1.4,3.59,0.28,1.37,0,0,0,0,0,0.56,0,0.66,0,6.81,0,3.86,0,2.75,8.95
1591 駿吉-KY,週報酬率 %,0.3335,-5.1495,0.8757,-6.4236,-2.5974,-1.9048,0.9708,-4.2308,12.4497,2.8,3.8911,-1.6854,-2.4762,2.1484,-0.5736,4.6154,-3.6764,0.7634,1.3258,-1.3084,-5.303,6,-3.0188,0.3891,-1.1629,-2.7452,2.2177,-7.2978,-12.7659,-5.8537,1.0363,-2.5641,-1.8421,-3.4852,2.2222,3.2609,3.158,1.7857,-4.7618,4.2105,0.5051,-2.5126,-0.7733,-3.3765,5.6451,0,-4.3257,-1.3297,1.6173,6.8966,4.2184,13.3332,2.1008,10.2881,-2.9851,23.8461,11.3355,-3.7657,-7.5362,5.9562
1591 駿吉-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593 祺驊,週報酬率 %,4.1666,-6.7369,3.8375,-4.1304,0.2268,-2.3753,2.5548,-5.1009,0.4999,-2.8607,2.5609,-0.1248,-0.6249,-2.3899,-4.1238,-1.344,2.9973,-1.3227,7.2385,-2.5001,7.6923,-2.8572,-4.7794,-1.4158,0.5221,-0.5195,0,-0.7833,-4.2106,0.1374,1.7833,2.4259,0.5263,0.5236,2.0834,0.2551,0.5089,5.8228,-0.2392,0.5995,-2.0262,-0.6083,-0.612,-2.4631,-1.0101,-1.0204,2.3196,1.5114,-0.4963,-1.4963,-0.2532,4.9493,-1.5719,0.3685,4.3025,-0.7577,-0.5089,0.5115,0.2543,-0.2538
1593 祺驊,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.27,0,0,0,0,0,0,20.77,0,0,0,0,15.21,8.33,0,0,0,10,0,0
1595 川寶,週報酬率 %,-0.431,-5.7721,1.1513,-4.878,-3.5898,-2.8368,1.6423,-7.5405,1.1651,0.9598,-0.1902,5.9049,-6.1152,3.0651,-0.7434,0.9363,-2.7829,16.9847,0.1631,-7.8176,4.0636,-0.5093,3.2424,-3.4711,2.9109,0.6656,-0.3306,-3.1509,-7.8767,0.3718,3.3333,0.1793,0.5367,0.5339,4.9557,-3.5412,1.3987,-1.3792,-5.7692,2.412,-0.3622,-1.6362,2.218,-3.255,-8.4111,1.7346,-1.5045,0.2036,-0.813,-3.0738,-0.6341,2.1276,0.8333,-0.8264,1.3542,-0.925,1.8671,-2.2403,0.8333,2.0922
1595 川寶,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,9.09,6.62,0,0,0,0,9.09,2.86,0
1597 直得,週報酬率 %,0.4637,-9.5385,-13.4794,-4,-1.4584,3.594,2.8571,-4.7618,6.6668,-1.1719,0.7905,6.8628,6.9726,-5.6604,0.5455,0.1809,0.361,-1.0791,0.909,-6.3064,13.0769,-5.7824,2.5272,-8.4506,3.2693,0,0,-4.6555,-3.3202,3.0302,0.7843,-1.1673,-2.3622,0.6048,2.8056,23.5868,-3.47,-3.9216,2.0409,-3,-2.4055,10.3874,-0.1595,-4.3131,-12.187,0.5704,4.3479,0.9057,-1.9749,-2.5641,1.6917,6.0998,10.6272,0.0001,2.8347,-9.3415,2.1959,-2.1487,3.0406,1.4754
1597 直得,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,1.68,2.31,0,7.73,26.34,6.61,8.66,4.32,7.59,14.52,13.54,26.04,7.53,9.38,3.42,9.01,5.43,8.2,8.52,2.72,4.57,5.25,15,5.94,3.29,4.21,3.79,2.56
1599 宏佳騰,週報酬率 %,0.3125,-6.8536,4.3477,-0.1604,-0.9631,-0.6483,25.1223,13.82,1.9473,9.4997,4.8077,-0.5097,-10.041,-0.6834,11.0093,29.3389,-5.7508,8.1356,-1.8808,-0.0001,0,5.9105,-6.4856,-12.2581,-12.9597,-3.2735,-1.4191,-6.9768,-5.9523,12.7849,1.0099,-1.5555,2.7088,3.0769,19.1896,2.3256,-2.098,15.8928,7.2419,-0.2873,-3.0258,-2.8232,-4.5872,0.9616,-11.2699,-0.1789,6.0933,-0.5068,1.0187,-7.563,-0.0001,4.7274,-2.4306,7.6511,-1.157,-1.0032,2.5337,0.1648,4.1117,3.9335
1599 宏佳騰,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,4.87,12.69,15.99,11.24,5.62,1.32,24.33,12.32,16.2,9.5,4.61,5.24,9.09,2.4,3.45,2.82,3.44,0,5.45,0,0.97,6.07,1.57,2.38,10.49,3.8,8.16,10.87
1742 台蠟,週報酬率 %,9.4171,-6.9672,-6.608,-3.7736,-13.7255,-1.7046,-7.5145,-27.5,7.3275,9.2371,-13.2353,0,0,0,20.339,-2.1125,-6.1152,-16.4751,36.6972,-22.1476,9.0518,-4.3478,-4.9588,-3.4783,2.2523,-4.4054,2.7651,-0.8969,-3.6199,-0.4694,3.7736,-3.6363,-5.1888,-2.3881,23.3435,2.8925,-5.2209,-3.8136,0.8811,-3.4935,-0.905,-4.1096,-1.9047,0.4855,-10.4348,-4.0991,-2.8122,7.0602,0.5405,-3.4409,24.7215,8.0357,0,-4.1323,-2.5861,-0.885,6.6965,-2.0921,-2.5642,0.8772
1742 台蠟,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,9.95,2.64,20.09,2.23,3.55,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752 南光,週報酬率 %,14.9441,-4.4957,16.0306,-14.2545,-4.4757,5.8903,0.1264,-4.4193,-2.2457,3.2433,6.021,17.1613,-3.6208,0.7735,-3.8377,-3.0787,4.7059,1.3483,4.989,-5.3854,9.933,3.5532,-3.7255,-13.4419,10.7057,2.9756,-0.8256,-3.3299,-3.4447,-2.7871,10.321,-4.6778,-0.3271,-2.6257,0.3371,1.6797,-2.8634,-0.6803,-3.6531,1.5403,1.0501,-3.0023,0.4762,4.3838,-3.9728,5.4374,3.6995,-0.7568,2.7233,1.0603,-3.4628,7.3913,0.8097,1.2048,-4.5636,-3.6383,1.4023,-3.7132,-0.6802,-0.9133
1752 南光,現股當沖比重,12.5,15.62,16.73,11.17,15.79,16.16,8.53,9.79,12.26,12.54,10.84,15.88,15.74,14,12.71,11.36,10.66,10.72,7.32,10.45,16.86,13.28,12.65,8.83,11.69,17.76,7.78,12.14,9.29,13.57,10.96,8.3,5.24,5.76,7.09,7.35,3.82,5.71,7.83,2.27,4.63,2.05,1.31,10.18,0.8,14.71,3.31,4.88,10.22,7.06,8.38,7.94,4.49,11.2,3.68,3.17,6.13,6.89,4.06,9.23
1777 生泰,週報酬率 %,4.2216,-2.2785,8.6788,-12.0382,2.456,0.4133,-0.9603,-4.0166,-1.2987,5.9941,-1.2415,3.352,-0.8108,1.2261,-1.4805,0.683,4.4776,1.9481,-0.6368,-0.7693,18.4755,-3.7078,-2.4915,-7.3172,9.649,-1.1429,0.4624,-2.6467,-2.6005,-0.6067,3.4187,-1.4168,3.2335,0.348,-0.3467,5.6846,5.269,-0.9386,1.3685,0.5192,-3.5125,-1.1777,0.4334,-0.7551,-1.1956,2.4202,0.9666,8.5106,-1.9608,0.5,-1.6915,4.7571,-0.4831,1.4564,-2.8708,0,-2.2448,-0.2087,0.4183,4.0626
1777 生泰,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1.12,0,3.54,11.68,7.89,17.57,10.14,13.55,6.67,1.62,10.58,12.22,3.64,5.75,2.84,2.15,10.56,2.87,2.36,12.92,1.49,8.7,1.68,1.47,2.77,1.45,4.54,1.07
1781 合世,週報酬率 %,2.2856,-3.1658,22.6923,-9.0909,-8.9654,-5.3031,6.4,-8.4586,-7.3922,1.9955,9.3478,5.3678,-0.7547,-0.7604,-2.4904,1.3753,3.4884,-1.4982,2.2814,-7.4349,7.0281,3.3772,-1.9963,-9.8149,5.9548,-4.2636,0.4049,-5.6453,-2.9914,1.3216,6.5218,0.2041,2.444,-0.3976,1.3972,-0.9843,-0.5964,-7,0.8602,1.2793,-7.3685,-8.1817,0,-3.9603,-4.6392,4.8649,3.3505,1.7457,-2.9412,1.5152,-0.995,0.5024,0,19.4999,-3.1381,-2.8078,1.7778,-4.8036,1.3761,-1.8099
1781 合世,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0,3.7,1.1,5.78,0.84,0,9.59,2.2,6.11,6.67,1.85,0,3.05,7.89,4.54,13.89,13.15,2.38,5.26,2.67,5.18,11.46,6.58,9.23,5,0,6.06,4.08
1784 訊聯,週報酬率 %,0,-4.0581,13.5952,-10.3723,-10.2373,-9.0908,0.0001,-16.0001,1.9089,1.7543,15.9482,12.2677,-3.9736,-0.0001,3.6207,8.6523,-2.7566,7.4015,4.9855,-9.2179,22.9232,-4.3805,-0.6545,-11.726,3.2835,-0.4335,7.1117,-11.2466,-2.29,-2.1875,4.6326,-2.2901,2.9688,-0.7587,1.3761,3.0166,-3.6603,-2.4316,-3.1151,-1.9292,-1.3114,-0.9967,-0.1678,-4.0336,-5.9546,3.5382,2.8777,-0.3496,-0.3508,-0.7042,-0.3545,3.5588,11.6838,2.3077,-0.7518,-4.3688,0.4816,-1.2779,-2.9125,0.8333
1784 訊聯,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,2.67,0,3.47,3.38,1.78,3.56,10.55,4.05,3.32,1.02,0.92,3.23,1.34,11.36,2.33,0,9.38,12.98,5.13,7.69,9.81,12.89,8.84,6.99,6.08,9.92,2.04,3.7
1785 光洋科,週報酬率 %,-3.3971,-7.6923,5.1979,-4.7058,-1.4816,-0.7519,-1.7676,-3.3419,-4.2553,0.0001,7.7778,2.8351,-3.5088,-0.2597,3.125,8.3334,-2.5641,-0.4785,0.7211,-9.3078,0.5263,-2.0942,1.6042,-6.0526,5.8825,-0.2646,0.5305,-1.8469,-2.4194,-0.8264,0.8333,-0.5509,4.7092,2.3811,3.3592,14.2499,-8.0963,-6.1905,-10.6599,-0.5681,-3.4285,3.2544,-2.8653,-3.8349,-40.3681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785 光洋科,現股當沖比重,1.24,7.62,3.28,0.99,4.97,3.15,5.09,0.31,2.86,6.68,6.02,3.9,6.73,4.47,4.6,7.25,7.17,7.01,5.3,8.45,10.85,9.12,2.19,0,0.77,9.74,4.06,13.43,4.57,5.88,0,3.06,4.6,0,6.1,11.61,9.2,7.96,18.08,6.13,3.2,3.52,1.13,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787 福盈科,週報酬率 %,-4.0084,-3.7361,2.968,-11.8765,-3.5041,-0.2794,7.2829,-4.6998,1.6438,-1.3477,7.6503,10.4061,-3.4483,2.8572,-4.1667,2.8986,0,0.4695,3.7384,-5.8559,2.8709,8.6046,0.4282,-7.2495,-3.4482,0.4763,2.8436,-7.3733,-4.975,2.0943,1.2819,3.2911,3.9217,5.1887,-1.3452,4.0911,1.7467,-1.2875,-0.8696,3.0702,1.2766,0.4201,-0.4184,0.0001,-3.3613,-2.174,1.1111,-1.3188,0.6681,3.0974,-3.0043,1.3274,0.8733,6.0606,-0.5347,-1.5318,7.7778,-5.1546,-0.6522,-0.6565
1787 福盈科,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,1.87,5.08,2.17,1.5,2.19,5.06,0,2.17,0,0,1.75,0,0,5.22,0,0,10.8,0,0,0,0,5.25,0,0,5.45,7.32,0.36,3.06
1788 杏昌,週報酬率 %,1.474,-0.5587,1.7977,-0.9934,0.8919,-2.7625,2.1591,-3.5596,-1.3841,1.1696,2.3122,2.7118,-1.5401,-0.3352,-0.1121,0.7856,-0.4454,0.5593,0.0001,0,4.8943,5.0901,1.4127,-1.9901,4.5686,0.4853,1.9324,-1.8957,-3.3816,-2,1.0204,0.1011,0.9083,0.5001,0.995,1.4778,-0.9709,-1.9607,1,-0.4951,-1.2935,-0.8064,-0.9146,-0.5129,-1.0309,1.25,0.8231,2.551,-1.4925,-0.2021,-2.4292,3.4068,-2.0063,0.7543,0,-0.5348,-0.7527,0.1084,-0.974,-1.3114
1788 杏昌,現股當沖比重,3.37,1.81,0,0,0.76,2.93,0,1.6,0,0,0,1.96,0,5.39,0,0,0,0,0,0,8.69,4.5,6.33,3.5,1.56,1.01,3.21,10.12,3.84,0,6.45,2.63,0,0,0,2.83,0,8,0,0,0,3.31,0,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795 美時,週報酬率 %,-0.5162,-2.3347,15.1396,-8.4199,-8.6903,-9.5173,9.1462,-9.6367,-6.8007,2.4876,8.0907,12.7245,-4.2497,-0.5548,-4.4631,8.7592,1.4765,-0.6614,1.8643,-8.4968,5.1427,10.4619,-3.5671,-11.6072,2.0202,-2.5461,0.8708,-8.0575,0.3131,-2.4961,8.0001,-3.7037,2.3077,1.9549,5.0147,-0.7023,-2.1216,-2.4566,-2.963,-0.4579,5.9816,-6.9465,4.6657,-5.4978,-2.2012,1.2861,3.1746,-1.8462,-1.0972,1.5848,-4.0562,1.3009,-0.642,2.1001,0.7911,-0.942,-1.4264,-3.0547,-2.4875,0.3402
1795 美時,現股當沖比重,19.47,17.65,23.98,21.13,20.44,20.02,21.78,14.24,23.15,0,0,0,0,7.48,11.83,14.66,21.17,16.68,20.86,22.48,11,20.84,15.18,8.77,10.88,13.91,12.25,15.74,16.96,9.73,11.28,11.61,8.95,16.69,9.55,5.54,2.49,5.76,13.36,6.71,7.47,2.88,8.68,15.62,15.14,8.76,4.36,3.47,4.41,8.24,10.63,4.29,2.81,7.38,8.15,7.49,1.57,7.43,3.81,2.51
