公司,Data Field,2016/12/30,2017/3/31,2017/6/30,2017/9/30
3303 岱稜,M負債比率％,0,0,0,0
3306 鼎天,M負債比率％,0,0,0,0
3310 佳穎,M負債比率％,0,0,0,0
3313 斐成,M負債比率％,0,0,0,0
3317 尼克森,M負債比率％,0,0,0,0
3322 建舜電,M負債比率％,0,0,0,0
3323 加百裕,M負債比率％,0,0,0,0
3324 雙鴻,M負債比率％,0,0,0,0
3325 旭品,M負債比率％,0,0,0,0
3332 幸康,M負債比率％,0,0,0,0
3339 泰谷,M負債比率％,0,0,0,0
3354 律勝,M負債比率％,0,0,0,0
3360 尚立,M負債比率％,0,0,0,0
3362 先進光,M負債比率％,0,0,0,0
3363 上詮,M負債比率％,0,0,0,0
3372 典範,M負債比率％,12.07,10.69,11.9,14.78
3373 熱映,M負債比率％,0,0,0,0
3374 精材,M負債比率％,0,0,0,0
3379 彬台,M負債比率％,0,0,0,0
3388 崇越電,M負債比率％,0,0,0,0
3390 旭軟,M負債比率％,0,0,0,0
3402 漢科,M負債比率％,0,0,0,0
3426 台興,M負債比率％,0,0,0,0
3434 哲固,M負債比率％,45.66,0,0,0
3438 類比科,M負債比率％,0,0,0,0
3441 聯一光,M負債比率％,0,0,0,0
3444 利機,M負債比率％,0,0,0,0
3452 益通,M負債比率％,0,0,0,0
3455 由田,M負債比率％,0,0,0,0
3465 進泰電子,M負債比率％,0,0,0,0
3466 致振,M負債比率％,0,0,0,0
3479 安勤,M負債比率％,0,0,0,0
3483 力致,M負債比率％,0,0,0,0
3484 崧騰,M負債比率％,0,0,0,0
3489 森寶,M負債比率％,0,0,0,0
3490 單井,M負債比率％,0,0,0,0
3491 昇達科,M負債比率％,0,0,0,0
3492 長盛,M負債比率％,0,0,0,0
3498 陽程,M負債比率％,0,0,0,0
3499 環天科,M負債比率％,0,0,0,0
3508 位速,M負債比率％,0,0,0,0
3511 矽瑪,M負債比率％,0,0,0,0
3512 皇龍,M負債比率％,0,0,0,0
3516 亞帝歐,M負債比率％,0,0,0,0
3520 振維,M負債比率％,0,0,0,0
3521 鴻翊,M負債比率％,0,0,0,0
3522 御頂,M負債比率％,0,0,0,0
3523 迎輝,M負債比率％,0,0,0,0
3526 凡甲,M負債比率％,0,0,0,0
3527 聚積,M負債比率％,0,0,0,0
3529 力旺,M負債比率％,0,0,0,0
3531 先益,M負債比率％,0,0,0,0
3537 堡達,M負債比率％,0,0,0,0
3540 曜越,M負債比率％,0,0,0,0
3541 西柏,M負債比率％,0,0,0,0
3546 宇峻,M負債比率％,0,0,0,0
3548 兆利,M負債比率％,0,0,0,0
3551 世禾,M負債比率％,0,0,0,0
3552 同致,M負債比率％,0,0,0,0
3555 重鵬,M負債比率％,0,0,0,0
3556 禾瑞亞,M負債比率％,0,0,0,0
3558 神準,M負債比率％,0,0,0,0
3562 頂晶科,M負債比率％,0,0,0,0
3564 其陽,M負債比率％,0,0,0,0
3567 逸昌,M負債比率％,0,13.42,24.11,15.19
3570 大塚,M負債比率％,0,0,0,0
3577 泓格,M負債比率％,0,0,0,0
3580 友威科,M負債比率％,0,0,0,0
3581 博磊,M負債比率％,0,0,0,0
3587 閎康,M負債比率％,24.48,0,0,0
3594 磐儀,M負債比率％,0,0,0,0
3609 東林,M負債比率％,0,0,0,0
3611 鼎翰,M負債比率％,0,0,60.32,0
3615 安可,M負債比率％,0,0,0,0
3623 富晶通,M負債比率％,0,0,0,0
3624 光頡,M負債比率％,0,0,0,0
3625 西勝,M負債比率％,0,0,0,0
3628 盈正,M負債比率％,0,0,0,0
3629 地心引力,M負債比率％,42.11,40.76,45.21,42.38
3630 新鉅科,M負債比率％,0,0,0,0
3631 晟楠,M負債比率％,0,0,0,0
3632 研勤,M負債比率％,0,0,0,0
3642 駿熠電,M負債比率％,31.8,0,0,0
3646 艾恩特,M負債比率％,0,0,0,0
3652 精聯,M負債比率％,0,0,0,0
3663 鑫科,M負債比率％,0,0,0,0
3664 安瑞-KY,M負債比率％,0,0,0,0
3666 光耀,M負債比率％,0,0,0,0
3672 康聯訊,M負債比率％,0,0,0,0
3675 德微,M負債比率％,0,0,0,0
3680 家登,M負債比率％,0,0,0,0
3684 榮昌,M負債比率％,0,0,0,0
3685 元創精密,M負債比率％,0,0,0,0
3687 歐買尬,M負債比率％,0,0,0,0
3689 湧德,M負債比率％,0,0,0,0
3691 碩禾,M負債比率％,0,0,0,0
3693 營邦,M負債比率％,0,0,0,0
3707 漢磊,M負債比率％,0,0,0,0
3709 鑫聯大投控,M負債比率％,0,0,0,0
3710 連展投控,M負債比率％,0,0,0,0
4102 永日,M負債比率％,0,0,0,0
4105 東洋,M負債比率％,0,0,0,0
4107 邦特,M負債比率％,0,0,0,0
4109 加捷生醫,M負債比率％,0,0,0,0
4111 濟生,M負債比率％,0,0,0,0
4113 聯上,M負債比率％,0,0,0,0
4114 健喬,M負債比率％,0,0,0,0
4116 明基醫,M負債比率％,0,0,0,30.31
4120 友華,M負債比率％,0,0,0,0
4121 優盛,M負債比率％,0,0,0,0
4123 晟德,M負債比率％,0,0,0,0
4126 太醫,M負債比率％,0,0,0,0
4127 天良,M負債比率％,0,0,0,0
4128 中天,M負債比率％,0,0,0,0
4129 聯合,M負債比率％,0,0,0,0
4130 健亞,M負債比率％,0,0,0,0
4131 晶宇,M負債比率％,0,0,0,0
4138 曜亞,M負債比率％,0,0,0,0
4139 馬光-KY,M負債比率％,0,51.77,50.23,49.3
4147 中裕,M負債比率％,0,0,0,0
4152 台微體,M負債比率％,0,0,0,0
4153 鈺緯,M負債比率％,0,0,0,0
4154 康樂-KY,M負債比率％,0,0,0,0
4157 太景*-KY,M負債比率％,0,0,0,0
4160 創源,M負債比率％,0,0,0,0
4161 聿新科,M負債比率％,0,0,0,0
4162 智擎,M負債比率％,0,0,0,0
4163 鐿鈦,M負債比率％,0,0,0,0
4167 展旺,M負債比率％,0,0,0,0
4168 醣聯,M負債比率％,0,2.14,2.01,1.31
4171 瑞基,M負債比率％,0,0,0,0
4173 久裕,M負債比率％,0,0,0,0
4174 浩鼎,M負債比率％,0,0,0,0
4175 杏一,M負債比率％,0,0,0,0
4183 福永生技,M負債比率％,0,0,0,0
4188 安克,M負債比率％,0,0,0,0
4192 杏國,M負債比率％,0,0,0,0
4198 環瑞醫,M負債比率％,29.35,0,0,0
4205 中華食,M負債比率％,0,0,0,0
4207 環泰,M負債比率％,0,0,0,0
4303 信立,M負債比率％,0,0,0,0
4304 勝昱,M負債比率％,0,0,0,0
4305 世坤,M負債比率％,0,0,0,0
4401 東隆興,M負債比率％,0,0,0,0
4402 福大,M負債比率％,0,0,0,0
4406 新昕纖,M負債比率％,0,0,21.36,26.16
4413 飛寶企業,M負債比率％,0,0,0,0
4415 台原藥,M負債比率％,0,0,0,0
4416 三圓,M負債比率％,0,0,0,0
4417 金洲,M負債比率％,0,0,0,0
4419 元勝,M負債比率％,0,0,0,0
4420 光明,M負債比率％,0,0,0,0
4429 聚紡,M負債比率％,0,0,0,0
4430 耀億,M負債比率％,0,0,0,0
4432 銘旺實,M負債比率％,0,0,0,0
4433 興采,M負債比率％,41.59,0,0,0
4502 健信,M負債比率％,0,0,0,0
4503 金雨,M負債比率％,0,0,0,0
4506 崇友,M負債比率％,0,0,0,0
4510 高鋒,M負債比率％,0,0,0,0
4513 福裕,M負債比率％,0,0,0,0
4523 永彰,M負債比率％,0,0,0,0
4527 方土霖,M負債比率％,40.85,0,0,0
4528 江興鍛,M負債比率％,0,0,0,0
4529 淳紳,M負債比率％,8.87,9.28,8.34,15.71
4530 宏易,M負債比率％,0,0,0,0
4533 協易機,M負債比率％,0,0,0,0
4534 慶騰,M負債比率％,0,0,0,0
4535 至興,M負債比率％,0,0,0,0
4538 大詠城,M負債比率％,0,0,0,0
4541 晟田,M負債比率％,0,0,0,0
4542 科嶠,M負債比率％,0,0,0,0
4543 萬在,M負債比率％,0,0,0,0
4549 桓達,M負債比率％,0,0,0,0
4550 長佳,M負債比率％,0,0,0,0
4554 橙的,M負債比率％,0,0,0,0
4556 旭然,M負債比率％,0,0,0,0
4561 健椿,M負債比率％,0,0,0,0
4563 百德,M負債比率％,0,0,0,0
4568 科際精密,M負債比率％,0,0,0,0
4609 唐鋒,M負債比率％,0,0,0,0
4702 中美實,M負債比率％,21.58,21.12,20.7,19.58
4706 大恭,M負債比率％,0,0,0,0
4707 磐亞,M負債比率％,42.65,0,0,0
4711 永純,M負債比率％,0,0,0,0
4712 南璋,M負債比率％,0,0,0,0
4714 永捷,M負債比率％,0,0,0,0
4716 大立,M負債比率％,0,0,0,0
4721 美琪瑪,M負債比率％,0,0,0,0
4726 永昕,M負債比率％,0,0,0,0
4728 雙美,M負債比率％,0,0,0,0
4729 熒茂,M負債比率％,0,0,0,0
4735 豪展,M負債比率％,45.6,0,0,0
4736 泰博,M負債比率％,0,0,0,0
4741 泓瀚,M負債比率％,0,0,0,0
4743 合一,M負債比率％,1.23,1.04,0.81,0.99
4744 皇將,M負債比率％,0,0,0,0
4745 合富-KY,M負債比率％,0,0,0,0
4747 強生,M負債比率％,0,0,0,0
4754 國碳科,M負債比率％,0,37.63,46.48,39.31
4760 勤凱,M負債比率％,50.77,0,0,0
4767 誠泰科技,M負債比率％,0,0,43.7,0
4803 VHQ-KY,M負債比率％,0,0,0,0
4804 大略-KY,M負債比率％,0,0,0,0
4806 昇華,M負債比率％,0,0,0,0
4903 聯光通,M負債比率％,0,0,0,0
4905 台聯電,M負債比率％,0,0,0,0
4907 富宇,M負債比率％,0,0,0,0
4908 前鼎,M負債比率％,0,0,0,0
4909 新復興,M負債比率％,0,0,0,0
4911 德英,M負債比率％,0,0,0,0
4924 欣厚-KY,M負債比率％,0,0,0,0
4931 新盛力,M負債比率％,35.33,0,32.73,0
4933 友輝,M負債比率％,0,0,0,0
4939 亞電,M負債比率％,0,0,0,0
4944 兆遠,M負債比率％,0,0,0,0
4946 辣椒,M負債比率％,0,0,0,0
4947 昂寶-KY,M負債比率％,0,0,0,0
4950 牧東,M負債比率％,0,0,0,0
4953 緯軟,M負債比率％,0,0,0,0
4966 譜瑞-KY,M負債比率％,0,0,0,0
4971 IET-KY,M負債比率％,0,0,0,0
4972 湯石照明,M負債比率％,0,0,0,0
4973 廣穎,M負債比率％,0,0,0,0
4974 亞泰,M負債比率％,0,0,0,0
4979 華星光,M負債比率％,52.03,0,0,0
4987 科誠,M負債比率％,0,0,0,0
4991 環宇-KY,M負債比率％,0,0,0,0
4995 晶達,M負債比率％,0,0,0,0
5009 榮剛,M負債比率％,0,53.43,54.32,53.35
5011 久陽,M負債比率％,0,0,0,0
5013 強新,M負債比率％,0,0,0,0
5014 建錩,M負債比率％,68.76,0,0,0
5015 華祺,M負債比率％,0,0,0,0
5016 松和,M負債比率％,0,0,0,0
5102 富強,M負債比率％,0,0,0,0
5201 凱衛,M負債比率％,0,0,0,0
5202 力新,M負債比率％,0,0,0,0
5205 中茂,M負債比率％,0,0,0,0
5206 坤悅,M負債比率％,0,0,0,0
5209 新鼎,M負債比率％,0,0,0,0
5210 寶碩,M負債比率％,0,0,0,0
5211 蒙恬,M負債比率％,0,0,0,0
5212 凌網,M負債比率％,0,0,0,0
5213 亞昕,M負債比率％,70.3,0,0,0
5220 萬達光電,M負債比率％,0,0,0,0
5223 安力-KY,M負債比率％,46.11,0,0,0
5227 立凱-KY,M負債比率％,0,0,0,0
5230 雷笛克光學,M負債比率％,0,0,0,0
5245 智晶,M負債比率％,0,0,0,0
5251 天鉞電,M負債比率％,0,0,0,0
5263 智崴,M負債比率％,0,0,0,0
5272 笙科,M負債比率％,0,0,0,0
5274 信驊,M負債比率％,0,0,0,0
5276 達輝-KY,M負債比率％,0,0,0,0
5278 尚凡,M負債比率％,0,0,0,0
5281 大峽谷-KY,M負債比率％,0,0,0,0
5287 數字,M負債比率％,30.1,0,0,0
5289 宜鼎,M負債比率％,0,0,0,0
5291 邑昇,M負債比率％,0,0,0,0
5299 杰力,M負債比率％,0,0,0,0
5301 寶得利,M負債比率％,0,0,0,0
5302 太欣,M負債比率％,0,0,0,0
5304 鼎創達,M負債比率％,0,0,0,0
5306 桂盟,M負債比率％,0,0,0,0
5309 系統電,M負債比率％,0,29.04,0,0
5310 天剛,M負債比率％,41.21,40.98,42.48,42
5312 寶島科,M負債比率％,0,0,0,0
5314 世紀,M負債比率％,0,0,0,0
5315 光聯,M負債比率％,0,0,0,0
5321 友銓,M負債比率％,0,0,0,0
5324 士開,M負債比率％,0,0,0,0
5328 華容,M負債比率％,0,0,0,0
5340 建榮,M負債比率％,0,0,0,0
5344 立衛,M負債比率％,0,0,0,0
5345 天揚,M負債比率％,10.8,10.29,11.67,10.47
5347 世界,M負債比率％,0,0,0,0
5348 系通,M負債比率％,0,0,0,0
5349 先豐,M負債比率％,0,0,0,0
5351 鈺創,M負債比率％,0,0,0,0
5353 台林,M負債比率％,0,0,0,0
5355 佳總,M負債比率％,0,0,0,0
5356 協益,M負債比率％,0,0,0,0
5364 力麗店,M負債比率％,58.88,0,0,0
5371 中光電,M負債比率％,0,0,0,0
5381 合正,M負債比率％,0,0,0,0
5383 金利,M負債比率％,56.9,0,0,0
5386 青雲,M負債比率％,0,0,0,0
5392 應華,M負債比率％,0,0,0,0
5398 慕康生醫,M負債比率％,0,0,0,0
5403 中菲,M負債比率％,0,0,0,0
5410 國眾,M負債比率％,0,0,0,0
5425 台半,M負債比率％,0,0,0,0
5426 振發,M負債比率％,0,0,0,0
5432 達威,M負債比率％,0,0,0,0
5438 東友,M負債比率％,0,0,0,0
5439 高技,M負債比率％,0,0,0,0
5443 均豪,M負債比率％,0,0,0,0
5450 寶聯通,M負債比率％,0,0,0,0
5452 佶優,M負債比率％,0,0,0,0
5455 昇益,M負債比率％,0,0,0,0
5457 宣德,M負債比率％,0,0,0,0
5460 同協,M負債比率％,0,0,0,0
5464 霖宏,M負債比率％,0,0,0,0
5465 富驊,M負債比率％,0,0,0,0
5468 凱鈺,M負債比率％,0,0,0,0
5474 聰泰,M負債比率％,0,0,0,0
5475 德宏,M負債比率％,0,0,0,0
5478 智冠,M負債比率％,0,0,0,0
5481 新華,M負債比率％,0,0,0,0
5483 中美晶,M負債比率％,0,0,0,0
5487 通泰,M負債比率％,0,0,0,0
5488 松普,M負債比率％,0,0,0,0
5489 彩富,M負債比率％,0,0,0,0
5490 同亨,M負債比率％,0,0,0,0
5493 三聯,M負債比率％,0,0,0,0
5498 凱崴,M負債比率％,0,0,0,0
5508 永信建,M負債比率％,0,0,0,0
5511 德昌,M負債比率％,47.41,41.42,54.1,56.76
5512 力麒,M負債比率％,0,0,0,0
5514 三豐,M負債比率％,0,0,0,0
5516 雙喜,M負債比率％,0,0,0,0
5520 力泰,M負債比率％,0,0,0,0
5523 豐謙,M負債比率％,73.45,0,0,0
5529 志嘉,M負債比率％,0,0,0,0
5530 龍巖,M負債比率％,0,0,0,0
5536 聖暉,M負債比率％,0,0,0,0
5543 崇佑-KY,M負債比率％,0,0,0,0
5601 台聯櫃,M負債比率％,0,0,26.82,25.97
5603 陸海,M負債比率％,0,0,0,0
5604 中連貨,M負債比率％,0,0,0,0
5609 中菲行,M負債比率％,48.87,0,0,0
5701 劍湖山,M負債比率％,0,0,0,0
5703 亞都,M負債比率％,0,32.91,32.82,37.77
5704 老爺知,M負債比率％,0,0,0,0
5820 日盛金,M負債比率％,86.84,0,0,0
5864 致和證,M負債比率％,29.59,35.86,38.83,37.45
5878 台名,M負債比率％,0,0,0,0
5902 德記,M負債比率％,0,0,0,0
5903 全家,M負債比率％,0,0,0,0
5904 寶雅,M負債比率％,0,0,0,0
5905 南仁湖,M負債比率％,0,0,0,0
6015 宏遠證,M負債比率％,54.38,56.95,57.89,58.5
6016 康和證,M負債比率％,75.95,75.43,76.34,74.32
6020 大展證,M負債比率％,16.23,16.87,23.02,20.71
6021 大慶證,M負債比率％,38.8,45.2,43.5,46.13
6023 元大期,M負債比率％,88.45,86.73,87.97,87.55
6026 福邦證,M負債比率％,23.44,54.82,41.95,28.72
6101 寬魚國際,M負債比率％,0,0,0,0
6103 合邦,M負債比率％,0,0,0,0
6104 創惟,M負債比率％,0,0,0,0
6109 亞元,M負債比率％,0,0,0,0
6111 大宇資,M負債比率％,0,0,0,0
6113 亞矽,M負債比率％,0,0,0,0
6114 久威,M負債比率％,52.72,0,0,0
6118 建達,M負債比率％,0,0,0,55.87
6121 新普,M負債比率％,0,0,0,0
6122 擎邦,M負債比率％,0,0,0,0
6123 上奇,M負債比率％,0,0,0,0
6124 業強,M負債比率％,0,0,0,0
6125 廣運,M負債比率％,0,0,0,0
6126 信音,M負債比率％,0,0,0,0
6127 九豪,M負債比率％,0,0,0,0
6129 普誠,M負債比率％,0,0,19.09,19.02
6130 星寶國際,M負債比率％,0,0,0,0
6134 萬旭,M負債比率％,0,0,0,0
6138 茂達,M負債比率％,0,0,0,0
6140 訊達,M負債比率％,0,0,0,0
6143 振曜,M負債比率％,0,0,0,0
6144 得利影,M負債比率％,0,0,0,0
6146 耕興,M負債比率％,0,0,0,0
6147 頎邦,M負債比率％,0,0,30.4,0
6148 驊宏資,M負債比率％,0,0,0,0
6150 撼訊,M負債比率％,0,0,0,0
6151 晉倫,M負債比率％,0,0,0,0
6154 順發,M負債比率％,0,0,0,0
6156 松上,M負債比率％,0,0,0,0
6158 禾昌,M負債比率％,0,0,0,0
6160 欣技,M負債比率％,0,0,0,0
6161 捷波,M負債比率％,0,0,0,0
6163 華電網,M負債比率％,0,0,0,0
6167 久正,M負債比率％,0,0,0,0
6169 昱泉,M負債比率％,0,0,0,0
6170 統振,M負債比率％,0,0,0,0
6171 亞銳士,M負債比率％,0,0,0,0
6173 信昌電,M負債比率％,0,0,0,0
6174 安,M負債比率％,0,0,0,0
6175 立敦,M負債比率％,0,0,0,0
6179 亞通,M負債比率％,0,0,0,0
6180 橘子,M負債比率％,0,0,0,0
6182 合晶,M負債比率％,0,0,0,0
6185 幃翔,M負債比率％,0,0,25.15,0
6186 新潤,M負債比率％,0,0,0,0
6187 萬潤,M負債比率％,0,0,0,0
6188 廣明,M負債比率％,0,0,0,0
6190 萬泰科,M負債比率％,0,0,0,0
6194 育富,M負債比率％,0,0,0,0
6195 詩肯,M負債比率％,0,0,0,0
6198 凌泰,M負債比率％,8.78,6.91,24.12,30.32
6199 天品,M負債比率％,0,0,0,0
6203 海韻電,M負債比率％,0,0,0,0
6204 艾華,M負債比率％,0,0,0,0
6207 雷科,M負債比率％,0,0,0,0
6208 日揚,M負債比率％,0,0,0,0
6210 慶生,M負債比率％,0,0,0,0
6212 理銘,M負債比率％,0,0,0,0
6217 中探針,M負債比率％,0,0,0,0
6218 豪勉,M負債比率％,36.02,0,0,0
6219 富旺,M負債比率％,0,0,0,0
6220 岳豐,M負債比率％,0,0,0,0
6221 晉泰,M負債比率％,0,0,0,0
6222 上揚,M負債比率％,75.94,0,0,0
6223 旺矽,M負債比率％,0,0,0,0
6227 茂綸,M負債比率％,0,0,0,0
6228 全譜,M負債比率％,0,0,0,0
6229 研通,M負債比率％,0,0,0,0
6231 系微,M負債比率％,0,0,0,0
6233 旺玖,M負債比率％,0,0,0,0
6234 高僑,M負債比率％,0,0,0,0
6236 康呈,M負債比率％,0,0,0,0
6237 驊訊,M負債比率％,0,0,0,0
6238 勝麗,M負債比率％,0,0,0,0
6240 松崗,M負債比率％,0,0,0,0
6241 易通展,M負債比率％,0,0,0,0
6242 立康,M負債比率％,0,0,0,0
6244 茂迪,M負債比率％,0,0,0,0
6245 立端,M負債比率％,0,0,0,0
6246 臺龍,M負債比率％,0,0,0,0
6247 淇譽電,M負債比率％,0,0,0,0
6248 沛波,M負債比率％,52.22,0,0,0
6259 百徽,M負債比率％,0,0,0,0
6261 久元,M負債比率％,0,0,0,0
6263 普萊德,M負債比率％,0,0,0,0
6264 富裔,M負債比率％,0,0,0,0
6265 方土昶,M負債比率％,0,0,0,0
6266 泰詠,M負債比率％,0,0,0,0
6270 倍微,M負債比率％,0,0,0,0
6274 台燿,M負債比率％,0,0,0,0
6275 元山,M負債比率％,0,0,0,0
6276 安鈦克,M負債比率％,0,0,0,0
6279 胡連,M負債比率％,0,0,0,0
6284 佳邦,M負債比率％,0,0,0,0
6287 元隆,M負債比率％,76.44,0,0,0
6290 良維,M負債比率％,0,0,0,0
6291 沛亨,M負債比率％,0,0,0,0
6292 迅德,M負債比率％,0,0,0,0
6294 智基,M負債比率％,0,0,0,0
6404 通訊-KY,M負債比率％,0,0,0,0
6411 晶焱,M負債比率％,0,0,0,0
6417 韋僑,M負債比率％,0,0,0,0
6418 詠昇,M負債比率％,0,0,0,0
6419 京晨科,M負債比率％,0,0,0,0
6425 易發,M負債比率％,0,0,0,0
6426 統新,M負債比率％,0,0,0,0
6432 今展科,M負債比率％,0,0,0,0
6435 大中,M負債比率％,0,0,0,0
6438 迅得,M負債比率％,0,0,0,0
6441 廣錠,M負債比率％,0,0,0,0
6446 藥華藥,M負債比率％,0,0,0,0
6457 紘康,M負債比率％,0,0,0,0
6461 益得,M負債比率％,0,0,0,0
6462 神盾,M負債比率％,0,0,0,0
6465 威潤,M負債比率％,0,0,0,0
6469 大樹,M負債比率％,42.46,0,0,0
6470 宇智,M負債比率％,0,0,0,0
6472 保瑞,M負債比率％,36.41,35.75,29.43,31.65
6482 弘煜科,M負債比率％,0,0,0,0
6485 點序,M負債比率％,0,0,0,0
6486 互動,M負債比率％,0,0,0,0
6488 環球晶,M負債比率％,0,0,0,0
6492 生華科,M負債比率％,0,0,0,0
6494 九齊,M負債比率％,0,0,0,0
6496 科懋,M負債比率％,0,0,0,0
6497 亞獅康-KY　,M負債比率％,22.6,27.77,18.15,18.91
