公司,Data Field,2016/6/30,2016/9/30,2016/12/30,2017/3/31,2017/6/30,2017/9/30,2017/12/29,2018/3/31
1314 中石化,M負債比率％,0,0,0,0,0,0,23.37,23.14
1315 達新,M負債比率％,0,0,0,0,0,0,23.1,20.76
1316 上曜,M負債比率％,0,0,0,0,0,0,41.31,35.1
1319 東陽,M負債比率％,0,0,0,0,0,0,43.37,42.64
1321 大洋,M負債比率％,0,0,55.43,56.34,0,0,56.06,53.67
1323 永裕,M負債比率％,0,0,0,0,0,0,0,44.73
1324 地球,M負債比率％,0,0,0,0,0,0,26.24,24.75
1325 大,M負債比率％,0,0,0,0,0,0,6.81,6.79
1326 台化,M負債比率％,0,0,0,0,0,0,0,25.21
1333 恩得利,M負債比率％,0,0,0,0,0,0,49.69,58.56
1336 台翰,M負債比率％,0,0,0,0,0,0,33.94,31.68
1337 再生-KY,M負債比率％,0,0,0,0,0,0,8.21,4.47
1338 廣華-KY,M負債比率％,0,0,0,0,0,0,30.91,28.17
1339 昭輝,M負債比率％,0,0,0,0,0,0,48.6,47.16
1340 勝悅-KY,M負債比率％,0,0,0,0,0,0,5.85,3.7
1341 富林-KY,M負債比率％,0,0,44.31,0,0,0,63.97,59.81
1402 遠東新,M負債比率％,0,0,0,0,0,50.32,50.55,50.99
1409 新纖,M負債比率％,0,0,74.29,0,0,0,75.52,75.29
1410 南染,M負債比率％,0,0,0,0,0,0,17.65,16.94
1413 宏洲,M負債比率％,0,0,0,0,0,0,61.42,58.25
1414 東和,M負債比率％,0,0,0,0,0,0,30.36,30.48
1416 廣豐,M負債比率％,0,0,0,0,0,0,50.98,49.78
1417 嘉裕,M負債比率％,0,0,0,0,0,0,22.45,21.26
1418 東華,M負債比率％,0,0,0,0,0,0,94.44,98.43
1419 新紡,M負債比率％,0,0,0,0,0,0,32.86,31.76
1423 利華,M負債比率％,0,0,0,0,0,0,8.32,7.75
1432 大魯閣,M負債比率％,0,0,0,0,0,0,36.94,31.75
1434 福懋,M負債比率％,0,0,0,0,0,0,22.72,23.61
1435 中福,M負債比率％,0,0,15.38,0,0,0,15.32,16.03
1436 華友聯,M負債比率％,0,0,0,0,0,0,65.5,62.59
1437 勤益控,M負債比率％,0,0,0,0,0,0,43.81,0
1438 裕豐,M負債比率％,0,0,0,0,0,0,11.58,11.59
1439 中和,M負債比率％,0,0,0,0,0,0,7.85,7.79
1440 南紡,M負債比率％,0,0,0,0,0,38.64,41.3,41.82
1441 大東,M負債比率％,0,0,0,0,0,0,83.3,84.5
1442 名軒,M負債比率％,0,0,0,0,0,0,45.63,43.8
1443 立益,M負債比率％,0,0,0,0,0,0,91.45,91.83
1444 力麗,M負債比率％,0,0,0,0,0,0,34.73,35.39
1445 大宇,M負債比率％,0,0,17.05,0,0,0,15.84,13.99
1446 宏和,M負債比率％,0,0,0,0,0,0,56.12,56.23
1447 力鵬,M負債比率％,0,0,0,0,0,0,46.8,47.4
1449 佳和,M負債比率％,0,0,0,0,0,0,82.35,83.01
1451 年興,M負債比率％,0,0,0,0,0,0,32.53,31.58
1452 宏益,M負債比率％,0,0,0,0,0,0,8.7,7.47
1453 大將,M負債比率％,0,0,0,0,0,0,27.31,1.23
1454 台富,M負債比率％,0,0,0,0,0,0,28.43,27.58
1455 集盛,M負債比率％,0,0,0,0,0,0,35.95,35.67
1456 怡華,M負債比率％,0,0,0,0,0,0,74.76,74.86
1457 宜進,M負債比率％,0,0,0,0,0,0,50.81,51.95
1459 聯發,M負債比率％,0,0,0,0,0,0,52.14,52.04
1460 宏遠,M負債比率％,0,0,0,0,0,0,59.16,59.38
1463 強盛,M負債比率％,0,0,0,0,0,11.46,10.83,9.51
1464 得力,M負債比率％,0,0,0,0,0,0,59.79,61.3
1465 偉全,M負債比率％,0,0,0,0,0,0,14.66,0
1466 聚隆,M負債比率％,0,0,0,0,0,0,52.79,53.14
1467 南緯,M負債比率％,0,0,0,0,0,0,64.99,66.43
1468 昶和,M負債比率％,0,0,0,0,0,0,56.27,59.19
1470 大統新創,M負債比率％,0,0,11.95,10.86,16.3,10.49,15.57,14.84
1471 首利,M負債比率％,0,0,0,0,0,0,39.44,40.96
1472 三洋紡,M負債比率％,0,0,59.67,0,0,0,60.46,61.26
1473 台南,M負債比率％,0,0,0,0,0,0,37.1,38.77
1474 弘裕,M負債比率％,0,0,0,0,0,0,52.92,51.43
1475 本盟,M負債比率％,0,0,0,0,0,0,53.86,57.11
1476 儒鴻,M負債比率％,0,0,0,0,0,0,24.89,22.57
1477 聚陽,M負債比率％,0,0,0,0,0,0,32.33,28.75
1503 士電,M負債比率％,0,0,0,0,0,0,39.56,38.91
1504 東元,M負債比率％,0,0,0,0,0,0,37.1,36.72
1506 正道,M負債比率％,0,0,0,0,0,0,55.23,52.21
1507 永大,M負債比率％,0,0,0,0,0,0,50.83,45.51
1512 瑞利,M負債比率％,0,0,0,0,0,0,81.96,73.84
1513 中興電,M負債比率％,0,0,0,0,0,0,54.3,56.22
1514 亞力,M負債比率％,0,0,0,0,0,0,46.82,46.06
1515 力山,M負債比率％,0,0,0,0,0,0,61.38,56.44
1516 川飛,M負債比率％,0,0,0,0,0,0,8.77,5.91
1517 利奇,M負債比率％,0,0,0,0,0,0,28.14,27.74
1519 華城,M負債比率％,0,0,0,0,0,0,55.93,55.45
1521 大億,M負債比率％,0,0,0,0,0,0,48.91,45.87
