公司,Data Field,2016/6/30,2016/9/30,2016/12/30,2017/3/31,2017/6/30,2017/9/30,2017/12/29,2018/3/31
4535 至興,M負債比率％,0,0,0,0,0,0,18.64,17.28
4538 大詠城,M負債比率％,0,0,0,0,0,0,33.86,29.82
4541 晟田,M負債比率％,0,0,0,0,0,0,58.51,58.79
4542 科嶠,M負債比率％,0,0,0,0,0,0,37.73,38.11
4543 萬在,M負債比率％,0,0,0,0,0,0,25.94,28.53
4549 桓達,M負債比率％,0,0,0,0,0,0,15.64,15.93
4550 長佳,M負債比率％,0,0,0,0,0,0,58.73,57.29
4554 橙的,M負債比率％,0,0,0,0,0,0,29.02,32.63
4556 旭然,M負債比率％,0,0,0,0,0,0,42.14,43.18
4561 健椿,M負債比率％,0,0,0,0,0,0,55.07,54.94
4563 百德,M負債比率％,0,0,0,0,0,0,52.2,51.25
4568 科際精密,M負債比率％,0,0,0,0,0,0,44.46,42.06
4609 唐鋒,M負債比率％,0,0,0,0,0,0,56.01,55.12
4702 中美實,M負債比率％,18.67,18.55,21.58,21.12,20.7,19.58,23.17,21.8
4706 大恭,M負債比率％,0,0,0,0,0,0,16.81,16.47
4707 磐亞,M負債比率％,46.14,45.56,42.65,0,0,0,39.76,40.2
4711 永純,M負債比率％,0,0,0,0,0,0,24.33,21.57
4712 南璋,M負債比率％,0,0,0,0,0,0,6.04,6.82
4714 永捷,M負債比率％,0,0,0,0,0,0,9.57,0
4716 大立,M負債比率％,0,0,0,0,0,0,32.88,38.19
4721 美琪瑪,M負債比率％,0,0,0,0,0,0,48.5,48.12
4726 永昕,M負債比率％,0,0,0,0,0,0,12.87,10.86
4728 雙美,M負債比率％,0,0,0,0,0,0,13.35,11.76
4729 熒茂,M負債比率％,0,0,0,0,0,0,55.31,53.68
4735 豪展,M負債比率％,0,0,45.6,0,0,0,54.69,54.93
4736 泰博,M負債比率％,0,0,0,0,0,0,47.58,47.66
4741 泓瀚,M負債比率％,0,0,0,0,0,0,16.5,18.36
4743 合一,M負債比率％,0,1.86,1.23,1.04,0.81,0.99,1.05,0.73
4744 皇將,M負債比率％,0,0,0,0,0,0,51.1,50.51
4745 合富-KY,M負債比率％,0,0,0,0,0,0,54.16,53.69
4747 強生,M負債比率％,0,0,0,0,0,0,10.27,7.54
4754 國碳科,M負債比率％,0,0,0,37.63,46.48,39.31,39.67,33.63
4760 勤凱,M負債比率％,0,0,50.77,0,0,0,44.56,46.44
4767 誠泰科技,M負債比率％,0,0,0,0,43.7,0,39.16,38.61
4803 VHQ-KY,M負債比率％,0,0,0,0,0,0,60.28,42.32
4804 大略-KY,M負債比率％,0,0,0,0,0,0,54.48,52.56
4806 昇華,M負債比率％,0,0,0,0,0,0,43.75,59.27
4903 聯光通,M負債比率％,0,0,0,0,0,0,21.5,26.85
4905 台聯電,M負債比率％,0,0,0,0,0,0,5.01,10.31
4907 富宇,M負債比率％,81.15,0,0,0,0,0,43.85,42.64
4908 前鼎,M負債比率％,0,0,0,0,0,0,11.1,8.71
4909 新復興,M負債比率％,0,0,0,0,0,0,24.5,23.84
4911 德英,M負債比率％,0,0,0,0,0,0,3.19,2.98
4924 欣厚-KY,M負債比率％,0,0,0,0,0,0,36.74,35.24
4931 新盛力,M負債比率％,33.08,0,35.33,0,32.73,0,47.74,39.07
4933 友輝,M負債比率％,0,0,0,0,0,0,13.35,10.3
4939 亞電,M負債比率％,0,0,0,0,0,0,0,39.18
4944 兆遠,M負債比率％,0,0,0,0,0,0,60.17,61.21
4946 辣椒,M負債比率％,0,0,0,0,0,0,45.08,43.12
4947 昂寶-KY,M負債比率％,0,0,0,0,0,0,25.42,21.6
4950 牧東,M負債比率％,0,0,0,0,0,0,57.17,58.45
4953 緯軟,M負債比率％,0,0,0,0,0,0,46.14,43.21
4966 譜瑞-KY,M負債比率％,0,0,0,0,0,0,20.9,18.34
4971 IET-KY,M負債比率％,0,0,0,0,0,0,5.82,6.68
4972 湯石照明,M負債比率％,0,0,0,0,0,0,0,13.9
4973 廣穎,M負債比率％,0,0,0,0,0,0,46.41,42.99
4974 亞泰,M負債比率％,0,0,0,0,0,0,29.45,29.16
4979 華星光,M負債比率％,0,0,52.03,0,0,0,49.9,44.07
4987 科誠,M負債比率％,0,0,0,0,0,0,31,28.13
4991 環宇-KY,M負債比率％,0,0,0,0,0,0,14.89,11.9
4995 晶達,M負債比率％,0,0,0,0,0,0,55.38,50.08
5009 榮剛,M負債比率％,0,0,0,53.43,54.32,53.35,51.71,51.24
5011 久陽,M負債比率％,0,0,0,0,0,0,52.1,54.71
5013 強新,M負債比率％,0,0,0,0,0,0,51.97,53.69
5014 建錩,M負債比率％,0,0,68.76,0,0,0,73.23,72.55
5015 華祺,M負債比率％,0,0,0,0,0,0,39.39,36.44
5016 松和,M負債比率％,0,0,0,0,0,0,52.61,52.39
5102 富強,M負債比率％,0,0,0,0,0,0,28.45,26.26
5201 凱衛,M負債比率％,0,0,0,0,0,0,19.43,19.14
5202 力新,M負債比率％,0,0,0,0,0,0,9.36,6.88
5205 中茂,M負債比率％,0,0,0,0,0,0,74.01,52.5
5206 坤悅,M負債比率％,0,0,0,0,0,0,49.79,53.54
5209 新鼎,M負債比率％,0,0,0,0,0,0,62.82,60.69
5210 寶碩,M負債比率％,0,0,0,0,0,0,24.94,23.82
5211 蒙恬,M負債比率％,0,0,0,0,0,0,12.11,11.47
5212 凌網,M負債比率％,0,0,0,0,0,0,41.15,32.33
5213 亞昕,M負債比率％,0,0,70.3,0,0,0,71.04,61.92
5220 萬達光電,M負債比率％,0,0,0,0,0,0,39.1,36.69
5223 安力-KY,M負債比率％,0,0,46.11,0,0,0,41.22,37.05
5227 立凱-KY,M負債比率％,0,0,0,0,0,0,8.62,7.47
5230 雷笛克光學,M負債比率％,0,0,0,0,0,0,34.38,35.23
5245 智晶,M負債比率％,0,0,0,0,0,0,34.65,33.77
5251 天鉞電,M負債比率％,0,0,0,0,0,0,16.38,17.96
5263 智崴,M負債比率％,0,0,0,0,0,0,19.26,20.2
5272 笙科,M負債比率％,0,0,0,0,0,0,0,19.63
5274 信驊,M負債比率％,0,0,0,0,0,0,21.98,18.11
5276 達輝-KY,M負債比率％,0,0,0,0,0,0,22.42,20.1
5278 尚凡,M負債比率％,0,0,0,0,0,0,50.42,32.18
5281 大峽谷-KY,M負債比率％,0,0,0,0,0,0,51.74,51.35
5287 數字,M負債比率％,0,0,30.1,0,0,0,34.6,33.89
5289 宜鼎,M負債比率％,0,0,0,0,0,0,27.25,24.32
5291 邑昇,M負債比率％,0,0,0,0,0,0,51.94,54.97
5299 杰力,M負債比率％,0,0,0,0,0,0,32.63,24.1
