證券代碼,Data Field,2016/4/29,2016/5/6,2016/5/13,2016/5/20,2016/5/27,2016/6/4,2016/6/8,2016/6/17,2016/6/24,2016/7/1,2016/7/7,2016/7/15,2016/7/22,2016/7/29,2016/8/5,2016/8/12,2016/8/19,2016/8/26,2016/9/2,2016/9/10,2016/9/14,2016/9/23,2016/9/30,2016/10/7,2016/10/14,2016/10/21,2016/10/28,2016/11/4,2016/11/11,2016/11/18,2016/11/25,2016/12/2,2016/12/9,2016/12/16,2016/12/23,2016/12/30,2017/1/6,2017/1/13,2017/1/20,2017/1/24,2017/2/3,2017/2/10,2017/2/18,2017/2/24,2017/3/3,2017/3/10,2017/3/17,2017/3/24,2017/3/31,2017/4/7,2017/4/14,2017/4/21,2017/4/28,2017/5/5,2017/5/12,2017/5/19,2017/5/26,2017/6/3,2017/6/9,2017/6/16,2017/6/23,2017/6/30,2017/7/7,2017/7/14,2017/7/21,2017/7/28,2017/8/4,2017/8/11,2017/8/18,2017/8/25,2017/9/1,2017/9/8,2017/9/15,2017/9/22,2017/9/30,2017/10/6,2017/10/13,2017/10/20,2017/10/27,2017/11/3,2017/11/10,2017/11/17,2017/11/24,2017/12/1,2017/12/8,2017/12/15,2017/12/22,2017/12/29,2018/1/5,2018/1/12,2018/1/19,2018/1/26,2018/2/2,2018/2/9,2018/2/12,2018/2/23,2018/3/2,2018/3/9,2018/3/16,2018/3/23,2018/3/31,2018/4/3,2018/4/13,2018/4/20,2018/4/27
1742 台蠟,週報酬率 %,-1.9047,0.4855,-10.4348,-4.0991,-2.8122,7.0602,0.5405,-3.4409,24.7215,8.0357,0,-4.1323,-2.5861,-0.885,6.6965,-2.0921,-2.5642,0.8772,11.7392,-0.7783,19.6079,-7.5409,-3.5461,-11.7647,-4.1667,5.6521,6.1727,-5.0388,-3.6735,-3.8136,2.2027,-3.4482,1.3392,-2.2027,1.8018,-1.7699,0.4505,0,1.3453,5.3097,5.8824,-4.3651,0.4148,5.7851,-9.3751,0.862,4.7008,-0.4081,-4.0984,0.4274,-1.2766,-2.5862,-2.2125,-1.3575,-4.1284,-0.957,-2.4155,22.2773,-3.2389,-1.6736,-4.6809,-0.0001,-0.4463,-2.2422,-0.9174,-0.0001,0.0001,-0.9259,-0.9345,0,-0.4717,2.8436,0,-2.3043,0.9434,0,-2.8038,1.4423,2.3697,3.7036,-3.5714,-3.2408,-0.957,-1.4493,-0.9804,0.495,0,0,1.4778,-1.9418,-0.0001,-0.9901,-0.4,-6.8273,1.2931,4.2554,-1.8366,1.6632,-0.3896,-5.9212,9.7901,3.1847,3.0864,20.3593,17.4129
1742 台蠟,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.57,35.44,12.24
1752 南光,週報酬率 %,0.4762,4.3838,-3.9728,5.4374,3.6995,-0.7568,2.7233,1.0603,-3.4628,7.3913,0.8097,1.2048,-4.5636,-3.6383,1.4023,-3.7132,-0.6802,-0.9133,-0.3457,1.3871,-0.7982,0.4596,0.2289,-1.3698,-3.7037,0.3607,-2.515,-6.3883,-0.3937,-2.6351,-0.406,3.5326,1.1812,-0.3891,1.6926,7.0422,-2.2727,-3.9167,3.5669,-0.615,-0.3713,3.1056,5.5422,-2.2831,-0.584,1.8802,2.3069,-2.2549,-3.2295,1.4303,-6.228,1.2532,-0.8664,-1.623,-0.5077,2.4234,0.1245,-0.2488,4.3641,-2.7479,1.7199,-1.3285,-0.4896,-1.5991,1.125,-1.8542,-0.8815,-2.5414,1.1734,-0.0275,1.613,-0.2645,-1.061,-0.5361,-1.7521,-0.1372,-1.7858,-0.4196,1.5449,0,2.628,-0.4043,2.5711,-2.2428,-0.4048,-0.813,-0.9563,1.931,2.0298,2.3873,0.1295,-0.9055,-1.9583,-4.1277,0.2778,1.385,-1.3661,1.8006,1.4966,-2.2788,8.7792,3.4048,-4.1463,2.799,-4.0842
1752 南光,現股當沖比重,1.31,10.18,0.8,14.71,3.31,4.88,10.22,7.06,8.38,7.94,4.49,11.2,3.68,3.17,6.13,6.89,4.06,9.23,5.19,4.21,1.94,6.46,2.47,2.11,1.2,0,0.5,1.6,6.3,0.79,0,3.9,8.7,4.99,6.48,16.29,3.04,1,15.81,1.83,2.8,2.9,13.84,8.37,4.6,9.1,4.67,2.61,1.01,6.01,2.35,0,5.56,0,2.22,15.46,0.88,5.46,19.18,2.73,4.44,6.55,3.92,0,24.41,8.16,6.89,17.87,19.17,0.69,8.54,0,3.47,2.25,0,1.06,6,4.32,2.3,1.57,8.89,2.19,0,1.71,1.15,0.82,0,0,4.32,1.81,0,4.8,0,5.39,3.12,0.78,0,2.04,4.49,6.75,15.53,13.92,14.41,21.15,7.66
1777 生泰,週報酬率 %,0.4334,-0.7551,-1.1956,2.4202,0.9666,8.5106,-1.9608,0.5,-1.6915,4.7571,-0.4831,1.4564,-2.8708,0,-2.2448,-0.2087,0.4183,4.0626,0.1001,-1.3,-0.4053,1.0173,-0.2014,-3.9355,-3.1512,2.7115,3.9071,-2.6423,-0.0001,3.1315,0.2025,0.2021,-0.3023,-0.4044,-1.7258,0.4132,-0.4115,-2.2728,-0.7399,-0.426,0.4278,-0.1065,0.2132,6.1702,2.2044,-2.0588,-1.4014,-2.8426,1.2539,-0.1032,-4.5454,-1.407,-0.2195,-1.9802,-1.9081,0.1143,1.1429,0.1129,-0.1129,-2.0339,3.5755,0.4454,0.5543,0.1102,-0.771,0.897,-1.0298,1.0404,-0.8009,0.5766,1.4907,0.5649,-0.2248,-0.3378,-0.9041,0.228,0.1138,-1.3637,-0.3456,-2.89,-2.3811,-1.5854,-1.4869,-7.044,0.0001,-2.0298,-0.4144,-0.1387,-0.6944,-2.2378,1.0014,-0.2833,1.2783,-1.9635,-0.2861,0.1435,2.8653,0.1393,4.3115,-0.1333,-1.8692,1.2245,7.1237,-0.8782,-0.1265
1777 生泰,現股當沖比重,10.58,12.22,3.64,5.75,2.84,2.15,10.56,2.87,2.36,12.92,1.49,8.7,1.68,1.47,2.77,1.45,4.54,1.07,12.89,4.29,7.14,9.37,0,1.96,4.08,0,8.15,0,4.17,1.88,0,4.17,10,3.13,19.03,6.9,4.35,4.17,0,7.14,3.33,4.21,3.55,3.48,5.52,7.53,9.59,7.69,13.88,0,2.92,0,22.76,18.75,8.97,23.81,41.18,62.71,3.7,22.22,31.76,14.29,15.87,0,1.25,13.04,24.24,0,0,14.14,11.69,7.97,16.64,0,0,29.47,9.68,20.56,48.94,9.84,24.88,18.18,8.69,13.15,12.5,5.26,0,22.72,14.28,2.94,37.34,3.45,66.67,4.76,35.14,17.65,17.39,4.55,8.33,8.7,2.7,9.08,34.62,20.73,7.39
1781 合世,週報酬率 %,0,-3.9603,-4.6392,4.8649,3.3505,1.7457,-2.9412,1.5152,-0.995,0.5024,0,19.4999,-3.1381,-2.8078,1.7778,-4.8036,1.3761,-1.8099,-3.6867,0.0001,-2.3924,-0.4903,-1.7241,1.2531,-5.9406,0.7894,-2.611,-1.0723,-3.5231,5.618,-1.8617,7.8591,0.5025,-3.2499,-0.7752,1.5626,1.5385,-1.0101,-5.3572,1.3477,0.5319,3.1746,3.3333,-0.9925,-0.2507,-0.2514,-1.0075,-0.7633,-2.8205,0.2639,-11.579,0.5952,-2.6627,-4.8632,-2.2365,0.6536,-3.8962,0.0001,0.0001,0.3378,5.7239,2.2292,-3.4268,-0.9679,-3.583,-1.6893,0.3437,-14.3835,4,5.3846,5.1094,-5.2082,-4.3956,1.1495,-2.6515,0.3891,-0.3876,-1.5565,0.3952,-0.7874,-1.9842,0.4049,0.8064,-4,-0.0001,0,-0.4166,0,0,-1.6736,13.6169,-4.4944,-2.353,-10.0401,1.3393,1.3215,4.7826,3.7345,1.6,21.6535,4.2071,1.5528,-5.8104,-11.039,5.1095
1781 合世,現股當沖比重,1.85,0,3.05,7.89,4.54,13.89,13.15,2.38,5.26,2.67,5.18,11.46,6.58,9.23,5,0,6.06,4.08,10.29,6.25,27.38,5.04,7.06,24.56,0,2.7,3.7,2,2.63,4,5.55,9.68,26.4,4.54,11.11,7.32,23.52,33.32,0,42.54,16.39,13.4,16.08,24.71,6.82,15.78,22.49,36.7,24.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784 訊聯,週報酬率 %,-0.1678,-4.0336,-5.9546,3.5382,2.8777,-0.3496,-0.3508,-0.7042,-0.3545,3.5588,11.6838,2.3077,-0.7518,-4.3688,0.4816,-1.2779,-2.9125,0.8333,0.3306,-0.8237,2.6577,3.5599,2.5,0.6098,-8.6364,2.3218,0,-4.376,1.5255,0.167,-0.8334,1.0084,-0.4991,-1.1706,1.5228,1,0.3301,-2.3025,-0.8418,0.1698,0.8475,0.8402,3.3334,-0.8064,-0.8131,-0.8197,0.3305,-1.9768,-4.0336,0.1751,-4.8952,0.9191,0.9108,-1.9855,-1.6575,1.4982,0.5535,2.3854,-0.7168,-2.1661,11.0701,-4.319,-3.8196,-0.361,11.0507,0.4895,-1.1363,-8.7027,-1.4388,0.9124,3.7975,2.6132,0.3395,-2.8764,-2.439,2.6785,-2.087,-1.2434,0,0.8993,0,-1.0695,0.3605,-1.6159,-3.6496,-0.0001,0.3789,1.8868,-1.6667,-0.5649,5.303,-1.439,1.4599,-10.0721,0.4,2.7889,0.1938,2.5144,1.8868,-2.4075,3.6053,-0.1831,-1.6514,-0.1866,-2.0561
1784 訊聯,現股當沖比重,0.92,3.23,1.34,11.36,2.33,0,9.38,12.98,5.13,7.69,9.81,12.89,8.84,6.99,6.08,9.92,2.04,3.7,13.84,0,5.26,14.68,7.01,7.91,1.3,3.52,4.14,9.2,4.88,14.71,32.84,4.44,3.16,0,3.43,21.86,4.39,0,0,0,5.43,0.38,6.22,3.47,12.29,0,1.31,0,3.57,4.1,5.64,2.61,0,0,5.96,0,9.12,5.27,0,7.55,36.12,20.85,7.11,3.09,36.38,39.34,30.97,6.61,9.96,5.33,25.08,26.93,7.13,8.43,14.27,10.39,5.82,4.46,4.29,1.64,6.82,4,4.41,3.51,4.82,0,3.86,3.25,2.37,1.32,29.58,12.28,54.11,19.05,7.38,4.69,11.53,2.7,8.19,10.32,14.27,6.89,10.17,10.99,8.07
1785 光洋科,週報酬率 %,-2.8653,-3.8349,-40.3681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7144,5.4903,18.959,7.5,-5.5232,-0.6153,0.9289,-7.3619,-4.6357,4.1666,-0.9999,-6.734,-5.4152,-1.9084,-13.2296,4.9327,-3.8462,-3.1112,11.9266,-4.5083,1.2875,0,2.9661,-2.8806,9.3222,-2.7132,1.1952,-1.9685,2.008,2.3622,14.9999,-8.6955,3.2967,0.7092,6.338,0.6622,-1.3158,0,-5.9668,-0.9374,-0.9463,-2.5478,-3.9217,1.0203,5.0505,-2.8846,10.231,-4.1917,-3.4375,8.0905,2.9939,23.2557,13.2075,1.2501,-4.321,1.0752,-1.915,-12.3645,-0.2475,12.1588,-2.6549,14.7727,-4.3564,-7.6605,-0.6727,-0.6772,2.9545,-5.9603,-5.1643
1785 光洋科,現股當沖比重,1.13,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.98,24.23,9.74,13.66,30.18,20.59,11.31,13.47,3.82,5.31,12.8,8.43,0,0,0,0,0,0,0,0,0,0,0,0,5.52,3.45,16.07,21.02,17.19,10.46,10.82,7.8,18.01,16.4,0,0,12.24,17.76,4.91,49.35,7.39,14.26,2.13,7.22,15.23,4.44,5.17,8.09,5.8,36.5,22.58,36.85,23.53,14.32,32.87,28.72,11.19,41.68,36.42,36.39,27.32,9.72,13.22,9.56,8.82,19.86,10.56
1787 福盈科,週報酬率 %,-0.4184,0.0001,-3.3613,-2.174,1.1111,-1.3188,0.6681,3.0974,-3.0043,1.3274,0.8733,6.0606,-0.5347,-1.5318,7.7778,-5.1546,-0.6522,-0.6565,-0.8812,1.5556,-1.5318,0.6666,-1.3246,0,-5.8166,2.8503,-1.1547,-1.8691,-1.4287,3.8647,3.2559,-0.6757,0.907,0.2248,-1.3453,-0.9092,0.4587,2.9681,-1.1085,-0.6726,0.2257,2.027,-0.2208,-0.2212,0,0.6652,6.6078,0.2067,-0.6185,0,1.2449,3.2786,-1.1905,0.8032,-3.7847,0.4141,0.2062,3.4979,-1.988,-0.4057,1.6293,-0.2004,-0.8032,-1.7773,1.7738,0.2178,3.4783,-3.9916,2.407,1.7094,5.4622,-2.1912,0.4074,-2.2313,-3.112,2.3555,1.046,-1.2423,-0.0001,0.629,1.6667,-1.6393,8.9583,-1.5296,3.1067,6.2148,-4.0779,4.621,3.887,1.7007,-0.669,-1.1784,-4.5996,-3.9285,0.7435,1.2915,-1.6394,1.2963,-2.1938,-1.6821,-2.0912,-0.7767,-1.5656,2.9821,0.386
1787 福盈科,現股當沖比重,1.75,0,0,5.22,0,0,10.8,0,0,0,0,5.25,0,0,5.45,7.32,0.36,3.06,7.33,3.93,0,2.13,3.49,0,0,7.64,0,0,2.07,0,21.19,2.78,2.68,13.04,8.89,4.82,3.85,6.11,1.14,2.22,1.82,0,0.83,0.83,0,1.12,4.1,0.97,1.12,0.45,3.49,3.13,0,4.84,4.25,5.43,22.73,2.78,1.74,0,0,3.51,0.18,2.35,0,3.32,7.96,2.93,0,0.57,8.92,6.14,1.11,0,1.72,2.5,0,4.92,1.83,0,0,0,25.48,9.09,14.73,17.81,7.45,42.85,6.07,3.99,1.54,5.72,0,9.82,8.74,2.94,3.41,4.7,0.53,1.98,4.6,1.15,1.53,5.98,7.8
1788 杏昌,週報酬率 %,-0.9146,-0.5129,-1.0309,1.25,0.8231,2.551,-1.4925,-0.2021,-2.4292,3.4068,-2.0063,0.7543,0,-0.5348,-0.7527,0.1084,-0.974,-1.3114,0.2215,0,-0.3315,0.8869,-1.0989,-0.4445,-1.2277,-0.339,0.6803,-0.563,-0.453,-1.024,1.1494,2.159,-0.4449,2.4581,0.3272,0,1.7392,-0.5342,0.9667,0.5319,0.4233,0.7377,0.3138,2.5026,0.7121,0.909,-1.2012,0.9118,-0.6024,-1.1111,-1.2257,0.3103,1.8557,-0.1012,-1.7224,0.5154,-0.8205,0.8273,-0.5127,-0.0001,0.7861,-0.7543,-0.6514,0.7651,0.6508,0.2155,-1.0754,0.2174,0.8677,-0.9677,1.5201,-0.5347,-0.1075,-0.3228,0.4319,0.2151,1.5022,0.4228,1.579,0.7255,-0.5144,-0.7239,0.625,-0.4141,-0.208,0.5209,-0.7256,-0.3131,0.5235,0.3126,0.1039,0,-0.1036,-0.3116,-0.625,2.5158,-1.0225,0,0.4131,4.9383,2.9413,0,0,0.0001,0
1788 杏昌,現股當沖比重,0,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2.75,0,0,0,0,0,7.93,0,4.55,4.4,6.57,0,7.12,0,8.5,12.13,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,0,12.93,0,0,0,4.16,0,0,0,0,0,0,0,4.87,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,15.08,9.29,0,2.26,4.96,8.25
1795 美時,週報酬率 %,4.6657,-5.4978,-2.2012,1.2861,3.1746,-1.8462,-1.0972,1.5848,-4.0562,1.3009,-0.642,2.1001,0.7911,-0.942,-1.4264,-3.0547,-2.4875,0.3402,3.3898,0,1.3115,2.9126,-1.5723,-0.9584,-5.6452,0.1709,-0.512,-11.3208,1.9343,-2.6566,-0.5848,0,1.9607,-3.4616,12.749,5.8303,0.3339,-1.6639,4.9068,-0.8064,4.5528,-1.0885,5.0314,-2.0958,-4.8929,1.7684,2.8435,-3.8402,-9.5847,1.7668,-7.8124,-0.1885,0.9434,-0.9345,-1.3207,2.2944,2.6168,2.3679,1.6014,-3.6778,3.2728,0.5281,-1.4011,-4.4405,2.2306,-2.1819,-2.7882,-4.7801,2.0079,-1.6733,0.7007,1.3916,0.9805,-4.466,-2.0326,0.5187,1.032,-1.9407,-0.625,2.8302,6.0144,0.577,-2.6769,-2.554,-2.5202,1.3444,3.6734,0.3936,-1.9608,-1.3,0.4053,1.7154,-2.7779,-15.5103,0.2415,2.8915,-1.4052,3.5628,6.3073,5.5017,12.8834,0.3623,27.2564,16.0283,8.5575
1795 美時,現股當沖比重,8.68,15.62,15.14,8.76,4.36,3.47,4.41,8.24,10.63,4.29,2.81,7.38,8.15,7.49,1.57,7.43,3.81,2.51,18.85,10.86,8.04,7.39,2.21,0.66,4.98,2.96,5.21,7.65,19.68,11.48,4.89,9.97,9.6,5.7,25.12,21.16,8.3,6.89,23.73,4.6,13.79,8.33,14.76,3.67,5.13,8.97,7.56,3.76,9.67,12.7,5.81,10.33,7.16,22.24,24.32,15.86,26.91,17.56,10.54,11.41,19.76,20.08,33.32,12.02,23.85,22.08,9.75,10.35,7.98,7.54,18.98,25.42,24.67,11.37,11.63,5.38,3.82,1.94,4.56,9.11,23.87,21.78,6.8,6.95,6.41,5.24,19,7.7,7.01,10.55,9.35,6.18,3.23,10.09,5.08,16.8,5.11,7.1,10.55,24.85,38.53,41.85,51.28,59.94,40.64
1796 金穎生技,週報酬率 %,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.4091,1.1764,-2.3256,-1.7858,0.606,-0.8434,-14.9331,2.8425,3.7778,10.7869,6.2939,-5.6711,6.6266,6.5424,-3.1817,-1.9608,0.0112,-6.167,-1.4169,-0.9541,5.2311,-0.3592,-3.4771,0.3494,-6.3513,1.205,-1.1908,-1.9103,1.2808,-1.0195,7.6923,1.4406,0.0716,5.665,-0.4175,-3.0942,2.1638,-0.6296,0.3916,-1.9508,-1.9195,-0.7279,-4.3034,0.7412,1.621,2.5767,-1.1364,-0.8712,-0.8909,-1.2931,0.0498,3.6325,-1.2346,-3.125,-8.1033,-19.489,8.9989,-0.464,-3.5687,-9.1681,-4.7532,-4.0462,0.3815,16.0232,5.1724,-9.5082,-0.9601,4.2437,-0.6667,-3.8157,1.0101,-3.4545,2.2598,-0.9209,1.8588,13.1387,2.8871,5.0321,41.3793,-1.4226,-0.103,2.1672,6.6667,7.7652,-5.4481,1.3011,10.4588,4.1527,6.6986,16.1435,-5.9202,0.1368
1796 金穎生技,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799 易威,週報酬率 %,1.923,-2.5158,-2.9032,-2.6579,4.7781,2.2802,-4.1401,-0.3323,-5.8332,3.5398,2.5642,2.6667,-4.2207,-1.695,-0.5173,-1.7331,-1.2347,-1.7856,-2.909,-0.3745,-1.6917,-2.8681,-1.5748,10.4,-9.4204,-0.4,-1.0041,-3.8539,-6.329,-4.054,-0.9192,12.9808,-8.0851,-1.3887,-1.4085,-1.4287,2.1739,-2.6004,-0.2428,0.9732,0,1.9277,5.9102,1.7857,-1.9737,0.2236,27.2321,-10.5264,-6.6666,0.4202,-7.1131,0.2252,-0.6743,-0.4525,8.6364,-4.1841,1.0916,1.0799,-0.4273,-3.219,9.5344,3.2389,-4.7058,1.646,0.8097,-2.6104,-1.0309,-5.8333,2.4337,-1.5121,3.5089,0.4237,0.0001,-4.6413,0.4425,0.6608,-0.8753,-1.1038,-1.5625,0.2267,0.4525,-4.5045,-1.651,-12.9496,-2.204,-2.5352,-6.0694,26.7693,-8.2524,-3.9684,4.6833,-1.3157,-1.8667,-7.0651,-0.5848,13.5294,-5.1814,3.8251,2.8946,-2.5575,-1.0498,0.5305,25.066,-14.768,-2.9703
1799 易威,現股當沖比重,0,21.33,2.57,9.21,9.68,21.07,3.82,11.39,7.14,12.02,0.43,2.02,0,0,0,0,0,11.49,0,0,0,0,0,11.24,0,4.44,7.89,5.41,9.71,7.81,6.99,12.98,5.48,7.83,2.1,3,4,3.7,2.27,0,8.73,2.01,2.89,9.71,1.68,5,26.85,8.34,2.79,2.33,4.11,1.1,5.75,6.74,16.42,2.38,15.57,7.44,1.35,1.9,37.69,17.73,3.95,2.02,18.97,16.14,1.41,2.4,11,3.22,3.23,35.99,1.44,2.82,7.61,1.91,6.24,13.55,12.9,0,6.25,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813 寶利徠,週報酬率 %,-1.9785,0,-1.2843,0.3718,1.6666,1.275,-0.1799,0.3602,-0.8976,2.3549,-1.5896,-3.0949,-0.9981,-0.8064,1.4227,-0.2004,-0.4016,-0.4032,-1.6194,1.6461,-2.2267,0.621,-1.8519,-0.629,-3.3755,-0.8733,0.6607,1.0941,-0.8659,-2.6201,5.1569,1.919,-1.4644,-0.8492,1.0707,-0.6357,0.6396,0.4238,0.6329,0.4193,0.6263,-1.6597,3.5865,-1.0183,-1.2346,1.0418,0.2062,-1.2346,-2.0833,-1.4893,-0.4319,0.8677,1.5055,1.2712,0.4184,-3.75,1.948,-0.6369,-0.4274,0,-4.7211,2.7028,0.4386,1.5481,1.3484,-0.2217,-1.5555,-2.0316,-2.765,-0.237,1.4251,1.4051,-2.3095,-0.7093,-2.619,0.2445,-0.9756,-0.7389,0.2482,0,0.99,-1.2256,-0.2481,-0.4976,-0.25,-1.2531,12.6905,-6.5315,0.482,-3.3573,0.7445,0.9853,-0.9756,-8.1281,3.2172,1.8181,0.7653,0.0001,1.0127,0.2506,0.75,-0.7444,-1,-0.7576,-1.2723
1813 寶利徠,現股當沖比重,3.7,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,2.27,7.14,0,0,0,0,0,2.78,4.35,0,4.33,0,0,0,0,3.85,0,0,0,0,2.82,15.71,0,0,0,0,0,0.49,0,0,7.69,0,0,0,0,0,0,0,1.11,10,0,0,0,9.21,0,20,0,0,0,27.72,0,0,9.68,0,2.33,0,5.88,11.11,11.11,3.13,25,0,0,0,34.49,14.29,4.44,6.67,0,0,0,4.76,8.75,2.38,11.11,0,2.56,0,0,2.21,0,22.37,0
1815 富喬,週報酬率 %,-4.6083,-0.4832,-2.9126,1.5,6.8966,-0.0001,0.0001,-4.1475,6.2499,1.3575,-1.3393,9.5024,11.9834,-1.1069,3.7804,5.5351,-3.4967,-2.8985,-2.2389,-0.7634,-3.8461,10.4,-0.3623,-1.0909,-5.5147,3.1129,-0.7547,-4.943,-6.4001,3.4188,-1.2397,3.7657,3.629,-1.5564,2.3716,2.7028,0,0.7519,8.9553,-0.3425,-0.3436,17.2414,3.2354,-0.5698,-3.7249,2.0834,-3.7901,-5.1514,1.2779,2.5237,-8.6154,5.3873,-0.9586,-1.9355,-5.9211,2.4475,-0.3413,0.6849,-1.0202,-3.4365,2.1351,0.0001,-1.0454,1.7605,3.4602,0.7389,6.1855,-4.5308,7.4577,6.3091,-1.187,-2.7028,-0.3086,-4.0248,-3.5483,5.3511,0.9523,1.2579,-3.4163,2.8939,-0.6251,-1.5723,0,3.5143,1.5432,5.775,18.6783,10.1695,5.0549,-1.8828,1.919,-5.2303,1.3244,-12.854,0.75,5.9554,-6.3232,-1,3.0303,-7.598,2.6525,-2.0672,0,-6.5963,-11.5819
1815 富喬,現股當沖比重,6.22,1.32,2.37,8.75,4.45,0,9.62,0,5.68,0.75,0.98,5.75,8,6.71,12.23,13.74,4.78,7.17,13.6,12.84,4.73,15.79,15.27,19.09,5.13,21.6,14.71,7.47,7.14,2.77,2.97,14.37,3.1,7.76,6.02,23.25,1.01,5.01,9.42,8.13,3.31,24.55,25.86,11.58,8.79,17.09,8.88,9.39,8.89,11.53,13.7,13.96,21.55,4.87,7.6,10.21,42.21,19.53,27.03,12.61,5.94,13,1.36,13.71,6.52,12.41,20.69,11.47,21.21,22.78,31.46,26.85,24.67,11.74,14.28,16.06,15.49,25.98,10.24,23.29,13.05,8.18,19.89,23.85,33.89,17.09,49.66,40.97,41.82,36.98,37.4,27.35,24.63,24.01,18.07,21.72,16.15,15.72,24.93,17.89,13.26,8.98,22.29,10.76,21.34
2035 唐榮,週報酬率 %,-0.2262,-0.2267,3.4091,0,0.4395,-2.6259,3.146,-1.9609,0.0001,0.8889,-0.2202,-1.3246,1.2303,1.6576,1.0869,0.6453,0.3205,-2.0234,1.087,0.6452,-0.2137,1.499,0.6329,-4.9265,2.8665,-0.3216,0.3226,-0.536,2.0474,-1.795,-0.3226,0.1078,1.293,0.6383,-2.2199,1.0811,-1.2834,0.2166,3.1351,0.4193,-0.4175,-1.3627,6.27,-1,0.303,-2.6183,1.3443,0.2041,-0.2036,0,-0.6122,-0.308,-0.6179,1.1399,-0.8196,-2.8925,-1.2765,2.1552,-0.1055,0.3168,-0.0001,-1.6842,0.2141,-0.4273,1.2877,-2.2246,1.5167,0,-0.3203,0.6424,1.0638,-1.8947,-0.2146,0.3226,-1.3933,-0.9783,0.9879,2.1739,-2.2339,-2.0676,0.4444,-1.5487,-2.6967,6.2356,0,-1.3043,-0.8811,4.4445,-1.9149,-2.3861,0,-1.8889,0.7927,-2.809,1.9653,3.9682,-4.0349,1.1364,1.1235,-1.4444,1.4656,-2.2223,2.2728,0,-1.7778
2035 唐榮,現股當沖比重,0,0,13.33,0,28.57,0,0,22.73,6.67,9.09,0,0,12.5,0,0,0,0,0,0,0,0,0,49.73,0,7.14,0,0,0,0,0,0,0,0,0,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38,6.25,17.65,0,14.28,5.88,14.29,14.28,0,0,0,2.73,0,0,0,2.04,0,14.29,0,0,0,0,3.45,4,0,0,0,0,0,0,0,6.32,0
2061 風青,週報酬率 %,1.5385,-4.5454,2.6455,-0.9279,-0.1041,-0.3125,-4.8067,1.6465,-4.9676,-3.9774,-8.8758,0,7.2728,-4.3583,-0.6329,-1.0191,-0.9009,-1.0389,0.7874,5.7292,0.9852,-2.439,0.75,-3.2258,-3.718,2.3968,2.4708,-1.0152,0,-0.5129,10.4381,-0.2333,5.2632,-3.3333,-2.5287,0.2359,2.706,-0.5727,1.3825,0.9091,3.6036,4.5652,-0.208,0.9375,-1.6512,-2.5183,-1.7223,3.1763,2.4417,3.6269,-6,-1.1702,-2.0451,2.1978,1.2903,1.9109,2.0834,6.1224,-0.4808,-0.9662,-2.7317,1.3039,1.4851,0.4878,-0.9709,8.8236,3.1531,-10.0437,2.4271,0,6.1611,0.8928,-1.7698,1.8018,-0.4426,3.9999,0.4274,-2.9787,-4.3861,-1.8349,1.8693,3.6696,-0.4425,2.2223,-6.9565,6.0748,-3.5242,4.1097,13.1579,-4.6511,-1.626,2.4794,-5.6452,5.1282,3.252,-0.3937,5.5335,-8.6142,-0.4097,-1.2344,1.2501,0.823,1.2246,-0.8064,0
