證券代碼,Data Field,2016/12/30
1434 福懋,CAPM_Beta 一年,1.0785
1435 中福,CAPM_Beta 一年,0.2976
1436 華友聯,CAPM_Beta 一年,0.1197
1437 勤益控,CAPM_Beta 一年,0.445
1438 裕豐,CAPM_Beta 一年,0.4431
1439 中和,CAPM_Beta 一年,0.62
1440 南紡,CAPM_Beta 一年,0.5012
1441 大東,CAPM_Beta 一年,0.2386
1442 名軒,CAPM_Beta 一年,0.5349
1443 立益,CAPM_Beta 一年,0.1262
1444 力麗,CAPM_Beta 一年,0.5748
1445 大宇,CAPM_Beta 一年,0.3563
1446 宏和,CAPM_Beta 一年,0.5183
1447 力鵬,CAPM_Beta 一年,0.7235
1449 佳和,CAPM_Beta 一年,0.3496
1451 年興,CAPM_Beta 一年,0.3927
1452 宏益,CAPM_Beta 一年,0.8727
1453 大將,CAPM_Beta 一年,0.2727
1454 台富,CAPM_Beta 一年,0.5285
1455 集盛,CAPM_Beta 一年,0.6387
1456 怡華,CAPM_Beta 一年,0.52
1457 宜進,CAPM_Beta 一年,0.6137
1459 聯發,CAPM_Beta 一年,0.6049
1460 宏遠,CAPM_Beta 一年,0.7133
1463 強盛,CAPM_Beta 一年,0.8273
1464 得力,CAPM_Beta 一年,1.0633
1465 偉全,CAPM_Beta 一年,0.278
1466 聚隆,CAPM_Beta 一年,0.503
1467 南緯,CAPM_Beta 一年,0.6486
1468 昶和,CAPM_Beta 一年,0.5698
1470 大統新創,CAPM_Beta 一年,0.2441
1471 首利,CAPM_Beta 一年,0.9311
1472 三洋紡,CAPM_Beta 一年,0.9651
1473 台南,CAPM_Beta 一年,0.6649
1474 弘裕,CAPM_Beta 一年,0.6711
1475 本盟,CAPM_Beta 一年,0.2326
1476 儒鴻,CAPM_Beta 一年,1.6268
1477 聚陽,CAPM_Beta 一年,0.8835
1503 士電,CAPM_Beta 一年,0.206
1504 東元,CAPM_Beta 一年,1.2245
1506 正道,CAPM_Beta 一年,0.523
1507 永大,CAPM_Beta 一年,0.524
1512 瑞利,CAPM_Beta 一年,0.8746
1513 中興電,CAPM_Beta 一年,0.3269
1514 亞力,CAPM_Beta 一年,0.5374
1515 力山,CAPM_Beta 一年,0.4156
1516 川飛,CAPM_Beta 一年,0.9268
1517 利奇,CAPM_Beta 一年,0.2444
1519 華城,CAPM_Beta 一年,0.7559
1521 大億,CAPM_Beta 一年,0.7058
1522 堤維西,CAPM_Beta 一年,1.2194
1524 耿鼎,CAPM_Beta 一年,1.0503
1525 江申,CAPM_Beta 一年,1.4143
1526 日馳,CAPM_Beta 一年,0.6758
1527 鑽全,CAPM_Beta 一年,0.9123
1528 恩德,CAPM_Beta 一年,0.8801
1529 樂士,CAPM_Beta 一年,-0.233
1530 亞崴,CAPM_Beta 一年,0.5239
1531 高林股,CAPM_Beta 一年,0.292
1532 勤美,CAPM_Beta 一年,0.5514
1533 車王電,CAPM_Beta 一年,1.0941
1535 中宇,CAPM_Beta 一年,0.49
1536 和大,CAPM_Beta 一年,0.9127
1537 廣隆,CAPM_Beta 一年,0.4228
1538 正峰新,CAPM_Beta 一年,1.021
1539 巨庭,CAPM_Beta 一年,1.0866
1540 喬福,CAPM_Beta 一年,0.4108
1541 錩泰,CAPM_Beta 一年,1.1966
1558 伸興,CAPM_Beta 一年,0.4453
1560 中砂,CAPM_Beta 一年,0.7824
1565 精華,CAPM_Beta 一年,0.9136
1568 倉佑,CAPM_Beta 一年,1.3631
1569 濱川,CAPM_Beta 一年,0.987
1570 力肯,CAPM_Beta 一年,0.8222
1580 新麥,CAPM_Beta 一年,1.0497
1582 信錦,CAPM_Beta 一年,0.5911
1583 程泰,CAPM_Beta 一年,0.6854
1584 精剛,CAPM_Beta 一年,0.8275
1586 和勤,CAPM_Beta 一年,0.2394
1587 吉茂,CAPM_Beta 一年,0
1589 永冠-KY,CAPM_Beta 一年,0.6421
1590 亞德客-KY,CAPM_Beta 一年,1.1941
1591 駿吉-KY,CAPM_Beta 一年,0.4985
1592 英瑞-KY,CAPM_Beta 一年,0.9107
1593 祺驊,CAPM_Beta 一年,0.4971
1595 川寶,CAPM_Beta 一年,0.5968
1597 直得,CAPM_Beta 一年,1.2734
1598 岱宇,CAPM_Beta 一年,1.3693
1599 宏佳騰,CAPM_Beta 一年,1.329
1603 華電,CAPM_Beta 一年,0.4818
1604 聲寶,CAPM_Beta 一年,0.42
1605 華新,CAPM_Beta 一年,0.9787
1608 華榮,CAPM_Beta 一年,0.5519
1609 大亞,CAPM_Beta 一年,0.6259
1611 中電,CAPM_Beta 一年,0.9646
1612 宏泰,CAPM_Beta 一年,0.2878
1614 三洋電,CAPM_Beta 一年,0.4516
1615 大山,CAPM_Beta 一年,0.2566
1616 億泰,CAPM_Beta 一年,0.2185
1617 榮星,CAPM_Beta 一年,0.1184
1618 合機,CAPM_Beta 一年,0.4648
1626 艾美特-KY,CAPM_Beta 一年,0.3947
1701 中化,CAPM_Beta 一年,0.4809
1702 南僑,CAPM_Beta 一年,0.5476
1707 葡萄王,CAPM_Beta 一年,1.0053
1708 東鹼,CAPM_Beta 一年,0.6779
1709 和益,CAPM_Beta 一年,0.453
1710 東聯,CAPM_Beta 一年,0.7603
1711 永光,CAPM_Beta 一年,0.706
1712 興農,CAPM_Beta 一年,0.3725
1713 國化,CAPM_Beta 一年,0.1423
1714 和桐,CAPM_Beta 一年,0.7863
1717 長興,CAPM_Beta 一年,0.2428
1718 中纖,CAPM_Beta 一年,0.8531
1720 生達,CAPM_Beta 一年,0.752
1721 三晃,CAPM_Beta 一年,0.5857
1722 台肥,CAPM_Beta 一年,0.6736
1723 中碳,CAPM_Beta 一年,0.4945
1724 台硝,CAPM_Beta 一年,0.5219
1725 元禎,CAPM_Beta 一年,0.2423
1726 永記,CAPM_Beta 一年,0.2453
1727 中華化,CAPM_Beta 一年,0.3923
1730 花仙子,CAPM_Beta 一年,0.3397
1731 美吾華,CAPM_Beta 一年,0.5478
1732 毛寶,CAPM_Beta 一年,0.0317
1733 五鼎,CAPM_Beta 一年,0.8459
1734 杏輝,CAPM_Beta 一年,0.706
1735 日勝化,CAPM_Beta 一年,0.2438
1736 喬山,CAPM_Beta 一年,0.7773
1737 臺鹽,CAPM_Beta 一年,0.6486
1742 台蠟,CAPM_Beta 一年,0.2314
1752 南光,CAPM_Beta 一年,1.1646
1760 寶齡富錦,CAPM_Beta 一年,0
1762 中化生,CAPM_Beta 一年,1.0457
1773 勝一,CAPM_Beta 一年,0.3746
1776 展宇,CAPM_Beta 一年,0.515
1777 生泰,CAPM_Beta 一年,0.5468
1781 合世,CAPM_Beta 一年,1.0788
1783 和康生,CAPM_Beta 一年,1.0855
1784 訊聯,CAPM_Beta 一年,1.2338
1785 光洋科,CAPM_Beta 一年,0
1786 科妍,CAPM_Beta 一年,0.9155
1787 福盈科,CAPM_Beta 一年,0.6423
1788 杏昌,CAPM_Beta 一年,0.3701
1789 神隆,CAPM_Beta 一年,1.1542
1795 美時,CAPM_Beta 一年,1.1302
1796 金穎生技,CAPM_Beta 一年,0
1799 易威,CAPM_Beta 一年,0.9448
1802 台玻,CAPM_Beta 一年,1.0653
1805 寶徠,CAPM_Beta 一年,0.2978
1806 冠軍,CAPM_Beta 一年,0.3912
1808 潤隆,CAPM_Beta 一年,0.4906
1809 中釉,CAPM_Beta 一年,0.4973
1810 和成,CAPM_Beta 一年,0.5728
1813 寶利徠,CAPM_Beta 一年,0.4665
1815 富喬,CAPM_Beta 一年,1.0034
1817 凱撒衛,CAPM_Beta 一年,0.4611
1902 台紙,CAPM_Beta 一年,0.3084
1903 士紙,CAPM_Beta 一年,0.555
1904 正隆,CAPM_Beta 一年,0.3011
1905 華紙,CAPM_Beta 一年,0.4035
1906 寶隆,CAPM_Beta 一年,0.7971
1907 永豐餘,CAPM_Beta 一年,0.5947
1909 榮成,CAPM_Beta 一年,0.4493
2002 中鋼,CAPM_Beta 一年,1.0266
2006 東和鋼鐵,CAPM_Beta 一年,0.5992
2007 燁興,CAPM_Beta 一年,0.7424
2008 高興昌,CAPM_Beta 一年,0.6091
2009 第一銅,CAPM_Beta 一年,0.6166
2010 春源,CAPM_Beta 一年,0.5387
2012 春雨,CAPM_Beta 一年,0.2408
2013 中鋼構,CAPM_Beta 一年,0.7016
2014 中鴻,CAPM_Beta 一年,1.1571
2015 豐興,CAPM_Beta 一年,0.4865
2017 官田鋼,CAPM_Beta 一年,0.6668
2020 美亞,CAPM_Beta 一年,0.2736
2022 聚亨,CAPM_Beta 一年,0.8089
2023 燁輝,CAPM_Beta 一年,0.8396
2024 志聯,CAPM_Beta 一年,0.4745
2025 千興,CAPM_Beta 一年,0.5624
2027 大成鋼,CAPM_Beta 一年,0.6124
2028 威致,CAPM_Beta 一年,0.019
2029 盛餘,CAPM_Beta 一年,0.5987
2030 彰源,CAPM_Beta 一年,0.5562
2031 新光鋼,CAPM_Beta 一年,0.7648
2032 新鋼,CAPM_Beta 一年,0.7895
2033 佳大,CAPM_Beta 一年,0.3742
2034 允強,CAPM_Beta 一年,0.8151
2035 唐榮,CAPM_Beta 一年,0.2284
2038 海光,CAPM_Beta 一年,0.3132
2049 上銀,CAPM_Beta 一年,1.4046
2059 川湖,CAPM_Beta 一年,0.6384
2061 風青,CAPM_Beta 一年,0.204
2062 橋椿,CAPM_Beta 一年,0.6595
2063 世鎧,CAPM_Beta 一年,0.2619
2064 晉椿,CAPM_Beta 一年,0.2156
2065 世豐,CAPM_Beta 一年,0
2066 世德,CAPM_Beta 一年,0.5141
2067 嘉鋼,CAPM_Beta 一年,0.1924
2069 運錩,CAPM_Beta 一年,0.3468
2070 精湛,CAPM_Beta 一年,0
2101 南港,CAPM_Beta 一年,0.6376
2102 泰豐,CAPM_Beta 一年,0.5519
2103 台橡,CAPM_Beta 一年,1.1891
2104 國際中橡,CAPM_Beta 一年,0.712
2105 正新,CAPM_Beta 一年,0.8548
2106 建大,CAPM_Beta 一年,0.6069
2107 厚生,CAPM_Beta 一年,0.6731
2108 南帝,CAPM_Beta 一年,0.7887
2109 華豐,CAPM_Beta 一年,0.4518
2114 鑫永銓,CAPM_Beta 一年,0.3256
2115 六暉-KY,CAPM_Beta 一年,0.7086
2201 裕隆,CAPM_Beta 一年,0.8969
2204 中華,CAPM_Beta 一年,0.4442
2206 三陽工業,CAPM_Beta 一年,0.3102
2207 和泰車,CAPM_Beta 一年,1.3022
2208 台船,CAPM_Beta 一年,0.3565
2221 大甲,CAPM_Beta 一年,0.6863
2227 裕日車,CAPM_Beta 一年,0.7415
2228 劍麟,CAPM_Beta 一年,0.76
2230 泰茂,CAPM_Beta 一年,0.7185
2231 為升,CAPM_Beta 一年,0.8567
2233 宇隆,CAPM_Beta 一年,0.9426
2235 謚源,CAPM_Beta 一年,0.5655
2236 百達-KY,CAPM_Beta 一年,1.465
2239 英利-KY,CAPM_Beta 一年,0.6464
2243 宏旭-KY,CAPM_Beta 一年,0
2301 光寶科,CAPM_Beta 一年,1.0215
2302 麗正,CAPM_Beta 一年,0.7683
2303 聯電,CAPM_Beta 一年,0.8116
2305 全友,CAPM_Beta 一年,0.8862
2308 台達電,CAPM_Beta 一年,1.4006
2312 金寶,CAPM_Beta 一年,0.8055
2313 華通,CAPM_Beta 一年,1.2736
2314 台揚,CAPM_Beta 一年,1.4439
2316 楠梓電,CAPM_Beta 一年,1.0631
2317 鴻海,CAPM_Beta 一年,1.0996
2321 東訊,CAPM_Beta 一年,-0.0072
2323 中環,CAPM_Beta 一年,0.8675
2324 仁寶,CAPM_Beta 一年,0.9264
2327 國巨,CAPM_Beta 一年,0.4959
2328 廣宇,CAPM_Beta 一年,1.5443
2329 華泰,CAPM_Beta 一年,0.8217
2330 台積電,CAPM_Beta 一年,1.2925
2331 精英,CAPM_Beta 一年,0.685
2332 友訊,CAPM_Beta 一年,0.8164
2337 旺宏,CAPM_Beta 一年,0.8976
2338 光罩,CAPM_Beta 一年,0.4508
2340 光磊,CAPM_Beta 一年,0.7729
2342 茂矽,CAPM_Beta 一年,-0.0111
2344 華邦電,CAPM_Beta 一年,0.8365
2345 智邦,CAPM_Beta 一年,1.0029
2347 聯強,CAPM_Beta 一年,0.9605
2348 海悅,CAPM_Beta 一年,-0.0072
2349 錸德,CAPM_Beta 一年,1.0171
2351 順德,CAPM_Beta 一年,1.1678
2352 佳世達,CAPM_Beta 一年,1.0134
2353 宏碁,CAPM_Beta 一年,1.3663
2354 鴻準,CAPM_Beta 一年,1.2773
2355 敬鵬,CAPM_Beta 一年,1.0318
2356 英業達,CAPM_Beta 一年,1.0414
2357 華碩,CAPM_Beta 一年,0.8752
2358 廷鑫,CAPM_Beta 一年,0.4541
2359 所羅門,CAPM_Beta 一年,0.7743
2360 致茂,CAPM_Beta 一年,0.6993
2362 藍天,CAPM_Beta 一年,0.7702
2363 矽統,CAPM_Beta 一年,0.6022
2364 倫飛,CAPM_Beta 一年,0.4712
2365 昆盈,CAPM_Beta 一年,0.6155
2367 燿華,CAPM_Beta 一年,0.7576
2368 金像電,CAPM_Beta 一年,1.5142
2369 菱生,CAPM_Beta 一年,0.9732
2371 大同,CAPM_Beta 一年,0.9659
2373 震旦行,CAPM_Beta 一年,0.316
2374 佳能,CAPM_Beta 一年,0.7681
2375 智寶,CAPM_Beta 一年,0.5046
2376 技嘉,CAPM_Beta 一年,0.7987
2377 微星,CAPM_Beta 一年,0.9986
2379 瑞昱,CAPM_Beta 一年,1.1366
2380 虹光,CAPM_Beta 一年,0.4953
2382 廣達,CAPM_Beta 一年,1.1914
2383 台光電,CAPM_Beta 一年,0.8737
2385 群光,CAPM_Beta 一年,0.9944
2387 精元,CAPM_Beta 一年,0.7716
2388 威盛,CAPM_Beta 一年,0.7668
2390 云辰,CAPM_Beta 一年,1.3896
2392 正崴,CAPM_Beta 一年,0.7012
2393 億光,CAPM_Beta 一年,0.9041
2395 研華,CAPM_Beta 一年,0.8474
2397 友通,CAPM_Beta 一年,0.8724
2399 映泰,CAPM_Beta 一年,0.4476
2401 凌陽,CAPM_Beta 一年,1.0616
2402 毅嘉,CAPM_Beta 一年,1.1692
2404 漢唐,CAPM_Beta 一年,0.666
2405 浩鑫,CAPM_Beta 一年,0.7943
2406 國碩,CAPM_Beta 一年,1.2592
2408 南亞科,CAPM_Beta 一年,0.8144
2409 友達,CAPM_Beta 一年,1.2131
2412 中華電,CAPM_Beta 一年,0.3529
2413 環科,CAPM_Beta 一年,1.0073
2414 精技,CAPM_Beta 一年,0.3287
2415 錩新,CAPM_Beta 一年,1.1193
2417 圓剛,CAPM_Beta 一年,0.6186
2419 仲琦,CAPM_Beta 一年,0.7634
2420 新巨,CAPM_Beta 一年,0.8012
2421 建準,CAPM_Beta 一年,0.9712
2423 固緯,CAPM_Beta 一年,0.4188
2424 隴華,CAPM_Beta 一年,0.3412
2425 承啟,CAPM_Beta 一年,0.3678
2426 鼎元,CAPM_Beta 一年,0.9842
2427 三商電,CAPM_Beta 一年,0.5615
2428 興勤,CAPM_Beta 一年,0.959
2429 銘旺科,CAPM_Beta 一年,-0.589
2430 燦坤,CAPM_Beta 一年,0.449
2431 聯昌,CAPM_Beta 一年,1.1265
2433 互盛電,CAPM_Beta 一年,0.2504
2434 統懋,CAPM_Beta 一年,0.2706
2436 偉詮電,CAPM_Beta 一年,1.561
2438 翔耀,CAPM_Beta 一年,0.2676
2439 美律,CAPM_Beta 一年,1.5299
2440 太空梭,CAPM_Beta 一年,0.4763
2441 超豐,CAPM_Beta 一年,0.6413
2442 新美齊,CAPM_Beta 一年,0.7865
2443 億麗,CAPM_Beta 一年,0.4541
2444 兆勁,CAPM_Beta 一年,1.3566
2448 晶電,CAPM_Beta 一年,1.1084
2449 京元電子,CAPM_Beta 一年,0.6539
2450 神腦,CAPM_Beta 一年,0.3707
2451 創見,CAPM_Beta 一年,0.8184
2453 凌群,CAPM_Beta 一年,0.6123
2454 聯發科,CAPM_Beta 一年,1.5137
2455 全新,CAPM_Beta 一年,0.7555
2456 奇力新,CAPM_Beta 一年,1.0599
2457 飛宏,CAPM_Beta 一年,1.1643
2458 義隆,CAPM_Beta 一年,1.0195
2459 敦吉,CAPM_Beta 一年,0.4657
2460 建通,CAPM_Beta 一年,0.4247
2461 光群雷,CAPM_Beta 一年,0.6662
2462 良得電,CAPM_Beta 一年,0.6007
2464 盟立,CAPM_Beta 一年,0.8277
2465 麗臺,CAPM_Beta 一年,0.6903
2466 冠西電,CAPM_Beta 一年,0.1791
2467 志聖,CAPM_Beta 一年,0.4608
2468 華經,CAPM_Beta 一年,0.3441
2471 資通,CAPM_Beta 一年,0.4529
2472 立隆電,CAPM_Beta 一年,1.0338
2474 可成,CAPM_Beta 一年,1.8734
2476 鉅祥,CAPM_Beta 一年,0.5629
2477 美隆電,CAPM_Beta 一年,0.682
2478 大毅,CAPM_Beta 一年,0.4362
2480 敦陽科,CAPM_Beta 一年,0.4357
2481 強茂,CAPM_Beta 一年,1.1674
2482 連宇,CAPM_Beta 一年,1.051
2483 百容,CAPM_Beta 一年,0.5326
2484 希華,CAPM_Beta 一年,1.138
2485 兆赫,CAPM_Beta 一年,0.9404
2486 一詮,CAPM_Beta 一年,0.7391
2488 漢平,CAPM_Beta 一年,0.8165
2489 瑞軒,CAPM_Beta 一年,0.5226
2491 吉祥全,CAPM_Beta 一年,0.6328
2492 華新科,CAPM_Beta 一年,1.3088
2493 揚博,CAPM_Beta 一年,0.4462
2495 普安,CAPM_Beta 一年,0.5588
2496 卓越,CAPM_Beta 一年,-0.0473
2497 怡利電,CAPM_Beta 一年,0.7083
2498 宏達電,CAPM_Beta 一年,1.6814
2499 東貝,CAPM_Beta 一年,0.9999
2501 國建,CAPM_Beta 一年,0.5608
2504 國產,CAPM_Beta 一年,0.6003
2505 國揚,CAPM_Beta 一年,0.3984
2506 太設,CAPM_Beta 一年,0.0896
2509 全坤建,CAPM_Beta 一年,0.2189
2511 太子,CAPM_Beta 一年,0.6132
2514 龍邦,CAPM_Beta 一年,0.2035
2515 中工,CAPM_Beta 一年,0.7177
2516 新建,CAPM_Beta 一年,0.4139
2520 冠德,CAPM_Beta 一年,0.8517
2524 京城,CAPM_Beta 一年,0.2777
2527 宏璟,CAPM_Beta 一年,0.506
2528 皇普,CAPM_Beta 一年,0.4493
2530 華建,CAPM_Beta 一年,0.2071
2534 宏盛,CAPM_Beta 一年,0.6502
2535 達欣工,CAPM_Beta 一年,0.4437
2536 宏普,CAPM_Beta 一年,0.4386
2537 聯上發,CAPM_Beta 一年,0.372
2538 基泰,CAPM_Beta 一年,0.6588
2539 櫻花建,CAPM_Beta 一年,0.3301
2540 愛山林,CAPM_Beta 一年,0.4584
2542 興富發,CAPM_Beta 一年,0.9634
2543 皇昌,CAPM_Beta 一年,0.2585
2545 皇翔,CAPM_Beta 一年,0.8526
2546 根基,CAPM_Beta 一年,0.3319
2547 日勝生,CAPM_Beta 一年,0.519
2548 華固,CAPM_Beta 一年,0.6577
2596 綠意,CAPM_Beta 一年,0.25
2597 潤弘,CAPM_Beta 一年,0.3791
2601 益航,CAPM_Beta 一年,0.7463
2603 長榮,CAPM_Beta 一年,0.9443
2605 新興,CAPM_Beta 一年,0.5443
2606 裕民,CAPM_Beta 一年,0.6975
2607 榮運,CAPM_Beta 一年,0.4159
2608 嘉里大榮,CAPM_Beta 一年,0.2353
2609 陽明,CAPM_Beta 一年,0.7162
2610 華航,CAPM_Beta 一年,0.6202
2611 志信,CAPM_Beta 一年,0.3203
2612 中航,CAPM_Beta 一年,0.6586
2613 中櫃,CAPM_Beta 一年,0.2188
2614 東森,CAPM_Beta 一年,0.9371
2615 萬海,CAPM_Beta 一年,0.7392
2616 山隆,CAPM_Beta 一年,0.136
2617 台航,CAPM_Beta 一年,0.6361
2618 長榮航,CAPM_Beta 一年,0.5678
2630 亞航,CAPM_Beta 一年,0
2633 台灣高鐵,CAPM_Beta 一年,-0.3743
2634 漢翔,CAPM_Beta 一年,0.5289
2636 台驊投控,CAPM_Beta 一年,0
2637 慧洋-KY,CAPM_Beta 一年,0.1731
2640 大車隊,CAPM_Beta 一年,0.7848
2641 正德,CAPM_Beta 一年,0.4772
2642 宅配通,CAPM_Beta 一年,0.6462
2643 捷迅,CAPM_Beta 一年,0.5143
2701 萬企,CAPM_Beta 一年,0.2708
2702 華園,CAPM_Beta 一年,0.3358
2704 國賓,CAPM_Beta 一年,0.286
2705 六福,CAPM_Beta 一年,0.495
2706 第一店,CAPM_Beta 一年,0.2199
2707 晶華,CAPM_Beta 一年,0.1385
2712 遠雄來,CAPM_Beta 一年,0.2786
2718 晶悅,CAPM_Beta 一年,0.147
2719 燦星旅,CAPM_Beta 一年,0.4667
2722 夏都,CAPM_Beta 一年,0.0566
2723 美食-KY,CAPM_Beta 一年,0.6429
2724 富驛-KY,CAPM_Beta 一年,0.2236
2726 雅茗-KY,CAPM_Beta 一年,0.1467
2727 王品,CAPM_Beta 一年,0.8974
2729 瓦城,CAPM_Beta 一年,0.3549
2731 雄獅,CAPM_Beta 一年,0.8661
2732 六角,CAPM_Beta 一年,0.5787
2734 易飛網,CAPM_Beta 一年,0.8524
2736 高野,CAPM_Beta 一年,0.2423
2739 寒舍,CAPM_Beta 一年,0.2983
2740 天蔥,CAPM_Beta 一年,0.5189
2745 五福,CAPM_Beta 一年,0
2748 雲品,CAPM_Beta 一年,0
2752 豆府,CAPM_Beta 一年,0
2801 彰銀,CAPM_Beta 一年,0.7744
2809 京城銀,CAPM_Beta 一年,0.7987
2812 台中銀,CAPM_Beta 一年,0.4059
2816 旺旺保,CAPM_Beta 一年,0.7757
2820 華票,CAPM_Beta 一年,0.1276
2823 中壽,CAPM_Beta 一年,1.0607
2832 台產,CAPM_Beta 一年,0.328
2834 臺企銀,CAPM_Beta 一年,0.6486
2836 高雄銀,CAPM_Beta 一年,0.4275
2838 聯邦銀,CAPM_Beta 一年,0.4263
2841 台開,CAPM_Beta 一年,0.3813
2845 遠東銀,CAPM_Beta 一年,0.4418
2849 安泰銀,CAPM_Beta 一年,0.7956
2850 新產,CAPM_Beta 一年,0.3501
2851 中再保,CAPM_Beta 一年,0.1936
2852 第一保,CAPM_Beta 一年,0.3664
2855 統一證,CAPM_Beta 一年,0.9801
2867 三商壽,CAPM_Beta 一年,0.5849
2880 華南金,CAPM_Beta 一年,0.785
2881 富邦金,CAPM_Beta 一年,1.2691
2882 國泰金,CAPM_Beta 一年,1.3729
2883 開發金,CAPM_Beta 一年,1.0656
2884 玉山金,CAPM_Beta 一年,0.9471
2885 元大金,CAPM_Beta 一年,1.1931
2886 兆豐金,CAPM_Beta 一年,0.8764
2887 台新金,CAPM_Beta 一年,0.9617
2888 新光金,CAPM_Beta 一年,1.1139
2889 國票金,CAPM_Beta 一年,0.4984
2890 永豐金,CAPM_Beta 一年,1.0457
2891 中信金,CAPM_Beta 一年,1.0225
2892 第一金,CAPM_Beta 一年,0.621
2897 王道銀行,CAPM_Beta 一年,0
2901 欣欣,CAPM_Beta 一年,0.2906
2903 遠百,CAPM_Beta 一年,0.6403
2904 匯僑,CAPM_Beta 一年,0.1422
2905 三商,CAPM_Beta 一年,0.6394
2906 高林,CAPM_Beta 一年,0.2123
2908 特力,CAPM_Beta 一年,0.2869
2910 統領,CAPM_Beta 一年,0.3619
2911 麗嬰房,CAPM_Beta 一年,0.7574
2912 統一超,CAPM_Beta 一年,0.7398
2913 農林,CAPM_Beta 一年,0.5615
2915 潤泰全,CAPM_Beta 一年,1.2545
2916 滿心,CAPM_Beta 一年,0.3307
2923 鼎固-KY,CAPM_Beta 一年,0.8422
2924 東凌-KY,CAPM_Beta 一年,0.0257
2926 誠品生活,CAPM_Beta 一年,0.5121
2928 紅馬-KY,CAPM_Beta 一年,0.4366
2929 淘帝-KY,CAPM_Beta 一年,1.3421
2936 客思達-KY,CAPM_Beta 一年,0.8086
2937 集雅社,CAPM_Beta 一年,0
2939 凱羿-KY,CAPM_Beta 一年,0
3002 歐格,CAPM_Beta 一年,0.1713
3003 健和興,CAPM_Beta 一年,1.0585
3004 豐達科,CAPM_Beta 一年,0.9676
3005 神基,CAPM_Beta 一年,1.0183
3006 晶豪科,CAPM_Beta 一年,1.2541
3008 大立光,CAPM_Beta 一年,1.9101
3010 華立,CAPM_Beta 一年,0.4535
3011 今皓,CAPM_Beta 一年,0.6216
3013 晟銘電,CAPM_Beta 一年,1.1897
3014 聯陽,CAPM_Beta 一年,0.9518
