證券代碼,Data Field,2014/12/31
1611 中電,CAPM_Beta 一年,0.5365
1612 宏泰,CAPM_Beta 一年,0.5026
1614 三洋電,CAPM_Beta 一年,0.415
1615 大山,CAPM_Beta 一年,0.6875
1616 億泰,CAPM_Beta 一年,0.5518
1617 榮星,CAPM_Beta 一年,0.4204
1618 合機,CAPM_Beta 一年,0.7191
1626 艾美特-KY,CAPM_Beta 一年,0.8864
1701 中化,CAPM_Beta 一年,0.7125
1702 南僑,CAPM_Beta 一年,1.0655
1707 葡萄王,CAPM_Beta 一年,0.3947
1708 東鹼,CAPM_Beta 一年,0.7277
1709 和益,CAPM_Beta 一年,0.3359
1710 東聯,CAPM_Beta 一年,0.8666
1711 永光,CAPM_Beta 一年,1.4071
1712 興農,CAPM_Beta 一年,0.5301
1713 國化,CAPM_Beta 一年,0.4214
1714 和桐,CAPM_Beta 一年,0.5793
1717 長興,CAPM_Beta 一年,0.7571
1718 中纖,CAPM_Beta 一年,1.0951
1720 生達,CAPM_Beta 一年,0.7317
1721 三晃,CAPM_Beta 一年,0.6297
1722 台肥,CAPM_Beta 一年,0.4539
1723 中碳,CAPM_Beta 一年,0.6347
1724 台硝,CAPM_Beta 一年,0.4293
1725 元禎,CAPM_Beta 一年,0.7299
1726 永記,CAPM_Beta 一年,0.6747
1727 中華化,CAPM_Beta 一年,0.3863
1730 花仙子,CAPM_Beta 一年,0.3438
1731 美吾華,CAPM_Beta 一年,0.531
1732 毛寶,CAPM_Beta 一年,-0.2735
1733 五鼎,CAPM_Beta 一年,0.7071
1734 杏輝,CAPM_Beta 一年,0.7141
1735 日勝化,CAPM_Beta 一年,0.341
1736 喬山,CAPM_Beta 一年,0.8111
1737 臺鹽,CAPM_Beta 一年,0.6652
1742 台蠟,CAPM_Beta 一年,1.008
1752 南光,CAPM_Beta 一年,0.6459
1760 寶齡富錦,CAPM_Beta 一年,0
1762 中化生,CAPM_Beta 一年,0.89
1773 勝一,CAPM_Beta 一年,0.579
1776 展宇,CAPM_Beta 一年,0
1777 生泰,CAPM_Beta 一年,0.7539
1781 合世,CAPM_Beta 一年,1.4372
1783 和康生,CAPM_Beta 一年,1.3045
1784 訊聯,CAPM_Beta 一年,1.2022
1785 光洋科,CAPM_Beta 一年,0.6533
1786 科妍,CAPM_Beta 一年,1.0321
1787 福盈科,CAPM_Beta 一年,0.8655
1788 杏昌,CAPM_Beta 一年,0.675
1789 神隆,CAPM_Beta 一年,0.8722
1795 美時,CAPM_Beta 一年,1.9512
1796 金穎生技,CAPM_Beta 一年,0
1799 易威,CAPM_Beta 一年,1.6591
1802 台玻,CAPM_Beta 一年,1.1588
1805 寶徠,CAPM_Beta 一年,0.4293
1806 冠軍,CAPM_Beta 一年,0.7876
1808 潤隆,CAPM_Beta 一年,0.3282
1809 中釉,CAPM_Beta 一年,0.6661
1810 和成,CAPM_Beta 一年,0.7119
1813 寶利徠,CAPM_Beta 一年,0.5346
1815 富喬,CAPM_Beta 一年,0.8565
1817 凱撒衛,CAPM_Beta 一年,0.3655
1902 台紙,CAPM_Beta 一年,0.5432
1903 士紙,CAPM_Beta 一年,0.6975
1904 正隆,CAPM_Beta 一年,0.3564
1905 華紙,CAPM_Beta 一年,0.4224
1906 寶隆,CAPM_Beta 一年,0.8269
1907 永豐餘,CAPM_Beta 一年,0.6783
1909 榮成,CAPM_Beta 一年,0.6672
2002 中鋼,CAPM_Beta 一年,0.6102
2006 東和鋼鐵,CAPM_Beta 一年,0.5776
2007 燁興,CAPM_Beta 一年,0.6894
2008 高興昌,CAPM_Beta 一年,0.5404
2009 第一銅,CAPM_Beta 一年,0.4836
2010 春源,CAPM_Beta 一年,0.2773
2012 春雨,CAPM_Beta 一年,0.4733
2013 中鋼構,CAPM_Beta 一年,0.4011
2014 中鴻,CAPM_Beta 一年,0.4773
2015 豐興,CAPM_Beta 一年,0.5696
2017 官田鋼,CAPM_Beta 一年,0.4513
2020 美亞,CAPM_Beta 一年,0.1205
2022 聚亨,CAPM_Beta 一年,0.9116
2023 燁輝,CAPM_Beta 一年,0.5295
2024 志聯,CAPM_Beta 一年,0.4963
2025 千興,CAPM_Beta 一年,0.9168
2027 大成鋼,CAPM_Beta 一年,0.5768
2028 威致,CAPM_Beta 一年,0.8141
2029 盛餘,CAPM_Beta 一年,0.509
2030 彰源,CAPM_Beta 一年,0.8624
2031 新光鋼,CAPM_Beta 一年,0.4692
2032 新鋼,CAPM_Beta 一年,0.7144
2033 佳大,CAPM_Beta 一年,0.4946
2034 允強,CAPM_Beta 一年,0.7106
2035 唐榮,CAPM_Beta 一年,0.0195
2038 海光,CAPM_Beta 一年,0.5716
2049 上銀,CAPM_Beta 一年,1.2648
2059 川湖,CAPM_Beta 一年,0.4756
2061 風青,CAPM_Beta 一年,0.5554
2062 橋椿,CAPM_Beta 一年,0.8231
2063 世鎧,CAPM_Beta 一年,0.7057
2064 晉椿,CAPM_Beta 一年,0
2065 世豐,CAPM_Beta 一年,0
2066 世德,CAPM_Beta 一年,1.3738
2067 嘉鋼,CAPM_Beta 一年,0.5817
2069 運錩,CAPM_Beta 一年,0
2070 精湛,CAPM_Beta 一年,0
2101 南港,CAPM_Beta 一年,0.7266
2102 泰豐,CAPM_Beta 一年,0.6094
2103 台橡,CAPM_Beta 一年,1.0091
2104 國際中橡,CAPM_Beta 一年,0.3323
2105 正新,CAPM_Beta 一年,0.6214
2106 建大,CAPM_Beta 一年,0.5919
2107 厚生,CAPM_Beta 一年,0.4912
2108 南帝,CAPM_Beta 一年,0.3291
2109 華豐,CAPM_Beta 一年,0.4657
2114 鑫永銓,CAPM_Beta 一年,0.5909
2115 六暉-KY,CAPM_Beta 一年,1.3482
2201 裕隆,CAPM_Beta 一年,0.9156
2204 中華,CAPM_Beta 一年,0.7968
2206 三陽工業,CAPM_Beta 一年,0.7569
2207 和泰車,CAPM_Beta 一年,1.5813
2208 台船,CAPM_Beta 一年,0.5535
2221 大甲,CAPM_Beta 一年,0.5153
2227 裕日車,CAPM_Beta 一年,0.7577
2228 劍麟,CAPM_Beta 一年,1.1906
2230 泰茂,CAPM_Beta 一年,0.7588
2231 為升,CAPM_Beta 一年,1.3641
2233 宇隆,CAPM_Beta 一年,1.6268
2235 謚源,CAPM_Beta 一年,0
2236 百達-KY,CAPM_Beta 一年,0
2239 英利-KY,CAPM_Beta 一年,0
2243 宏旭-KY,CAPM_Beta 一年,0
2301 光寶科,CAPM_Beta 一年,1.0484
2302 麗正,CAPM_Beta 一年,0.8617
2303 聯電,CAPM_Beta 一年,1.4207
2305 全友,CAPM_Beta 一年,1.0306
2308 台達電,CAPM_Beta 一年,1.2565
2312 金寶,CAPM_Beta 一年,1.1853
2313 華通,CAPM_Beta 一年,1.6566
2314 台揚,CAPM_Beta 一年,1.0932
2316 楠梓電,CAPM_Beta 一年,1.1108
2317 鴻海,CAPM_Beta 一年,1.2098
2321 東訊,CAPM_Beta 一年,0.9686
2323 中環,CAPM_Beta 一年,0.8003
2324 仁寶,CAPM_Beta 一年,1.4612
2327 國巨,CAPM_Beta 一年,1.109
2328 廣宇,CAPM_Beta 一年,1.1409
2329 華泰,CAPM_Beta 一年,1.2712
2330 台積電,CAPM_Beta 一年,1.3984
2331 精英,CAPM_Beta 一年,0.3573
2332 友訊,CAPM_Beta 一年,0.96
2337 旺宏,CAPM_Beta 一年,0.8842
2338 光罩,CAPM_Beta 一年,0.5544
2340 光磊,CAPM_Beta 一年,1.1308
2342 茂矽,CAPM_Beta 一年,1.0483
2344 華邦電,CAPM_Beta 一年,1.2404
2345 智邦,CAPM_Beta 一年,1.0697
2347 聯強,CAPM_Beta 一年,0.8823
2348 海悅,CAPM_Beta 一年,0.1565
2349 錸德,CAPM_Beta 一年,1.2099
2351 順德,CAPM_Beta 一年,1.0242
2352 佳世達,CAPM_Beta 一年,1.4992
2353 宏碁,CAPM_Beta 一年,1.199
2354 鴻準,CAPM_Beta 一年,0.9196
2355 敬鵬,CAPM_Beta 一年,0.8296
2356 英業達,CAPM_Beta 一年,1.3721
2357 華碩,CAPM_Beta 一年,1.1031
2358 廷鑫,CAPM_Beta 一年,1.1961
2359 所羅門,CAPM_Beta 一年,0.6284
2360 致茂,CAPM_Beta 一年,0.9069
2362 藍天,CAPM_Beta 一年,0.9144
2363 矽統,CAPM_Beta 一年,1.0742
2364 倫飛,CAPM_Beta 一年,0.593
2365 昆盈,CAPM_Beta 一年,1.1306
2367 燿華,CAPM_Beta 一年,1.0015
2368 金像電,CAPM_Beta 一年,1.1084
2369 菱生,CAPM_Beta 一年,1.0427
2371 大同,CAPM_Beta 一年,0.7072
2373 震旦行,CAPM_Beta 一年,0.5089
2374 佳能,CAPM_Beta 一年,0.9408
2375 智寶,CAPM_Beta 一年,0.3707
2376 技嘉,CAPM_Beta 一年,1.0339
2377 微星,CAPM_Beta 一年,0.9407
2379 瑞昱,CAPM_Beta 一年,1.5039
2380 虹光,CAPM_Beta 一年,1.1041
2382 廣達,CAPM_Beta 一年,0.9559
2383 台光電,CAPM_Beta 一年,0.9099
2385 群光,CAPM_Beta 一年,0.9005
2387 精元,CAPM_Beta 一年,1.1492
2388 威盛,CAPM_Beta 一年,0.817
2390 云辰,CAPM_Beta 一年,1.2603
2392 正崴,CAPM_Beta 一年,0.6119
2393 億光,CAPM_Beta 一年,1.008
2395 研華,CAPM_Beta 一年,1.5082
2397 友通,CAPM_Beta 一年,0.7989
2399 映泰,CAPM_Beta 一年,0.4829
2401 凌陽,CAPM_Beta 一年,1.2828
2402 毅嘉,CAPM_Beta 一年,1.362
2404 漢唐,CAPM_Beta 一年,0.7557
2405 浩鑫,CAPM_Beta 一年,1.1231
2406 國碩,CAPM_Beta 一年,1.4476
2408 南亞科,CAPM_Beta 一年,1.3951
2409 友達,CAPM_Beta 一年,1.6369
2412 中華電,CAPM_Beta 一年,0.2973
2413 環科,CAPM_Beta 一年,1.2054
2414 精技,CAPM_Beta 一年,0.6262
2415 錩新,CAPM_Beta 一年,0.9375
2417 圓剛,CAPM_Beta 一年,0.6986
2419 仲琦,CAPM_Beta 一年,1.0967
2420 新巨,CAPM_Beta 一年,1.2878
2421 建準,CAPM_Beta 一年,0.5558
2423 固緯,CAPM_Beta 一年,0.3107
2424 隴華,CAPM_Beta 一年,0.4475
2425 承啟,CAPM_Beta 一年,1.0244
2426 鼎元,CAPM_Beta 一年,1.3501
2427 三商電,CAPM_Beta 一年,1.1416
2428 興勤,CAPM_Beta 一年,1.1509
2429 銘旺科,CAPM_Beta 一年,-0.0866
2430 燦坤,CAPM_Beta 一年,0.6814
2431 聯昌,CAPM_Beta 一年,0.9101
2433 互盛電,CAPM_Beta 一年,0.2974
2434 統懋,CAPM_Beta 一年,0.8098
2436 偉詮電,CAPM_Beta 一年,1.421
2438 翔耀,CAPM_Beta 一年,0.6996
2439 美律,CAPM_Beta 一年,1.7764
2440 太空梭,CAPM_Beta 一年,0.703
2441 超豐,CAPM_Beta 一年,0.9444
2442 新美齊,CAPM_Beta 一年,0.5751
2443 億麗,CAPM_Beta 一年,0.4953
2444 兆勁,CAPM_Beta 一年,0.6336
2448 晶電,CAPM_Beta 一年,1.309
2449 京元電子,CAPM_Beta 一年,1.1815
2450 神腦,CAPM_Beta 一年,0.5941
2451 創見,CAPM_Beta 一年,0.7429
2453 凌群,CAPM_Beta 一年,1.0152
2454 聯發科,CAPM_Beta 一年,1.1304
2455 全新,CAPM_Beta 一年,1.0039
2456 奇力新,CAPM_Beta 一年,0.9672
2457 飛宏,CAPM_Beta 一年,1.3632
2458 義隆,CAPM_Beta 一年,0.8383
2459 敦吉,CAPM_Beta 一年,0.6954
2460 建通,CAPM_Beta 一年,0.9718
2461 光群雷,CAPM_Beta 一年,0.746
2462 良得電,CAPM_Beta 一年,0.7452
2464 盟立,CAPM_Beta 一年,0.9725
2465 麗臺,CAPM_Beta 一年,0.9669
2466 冠西電,CAPM_Beta 一年,0.3093
2467 志聖,CAPM_Beta 一年,1.112
2468 華經,CAPM_Beta 一年,1.1721
2471 資通,CAPM_Beta 一年,0.8957
2472 立隆電,CAPM_Beta 一年,0.9993
2474 可成,CAPM_Beta 一年,1.6173
2476 鉅祥,CAPM_Beta 一年,0.3466
2477 美隆電,CAPM_Beta 一年,0.8687
2478 大毅,CAPM_Beta 一年,0.9169
2480 敦陽科,CAPM_Beta 一年,0.4922
2481 強茂,CAPM_Beta 一年,0.6312
2482 連宇,CAPM_Beta 一年,0.1122
2483 百容,CAPM_Beta 一年,0.8022
2484 希華,CAPM_Beta 一年,1.1282
2485 兆赫,CAPM_Beta 一年,0.9332
2486 一詮,CAPM_Beta 一年,1.0163
2488 漢平,CAPM_Beta 一年,1.2268
2489 瑞軒,CAPM_Beta 一年,0.7627
2491 吉祥全,CAPM_Beta 一年,0.6626
2492 華新科,CAPM_Beta 一年,1.1856
2493 揚博,CAPM_Beta 一年,0.5531
2495 普安,CAPM_Beta 一年,0.7122
2496 卓越,CAPM_Beta 一年,0.6971
2497 怡利電,CAPM_Beta 一年,1.211
2498 宏達電,CAPM_Beta 一年,0.9637
2499 東貝,CAPM_Beta 一年,1.027
2501 國建,CAPM_Beta 一年,0.1754
2504 國產,CAPM_Beta 一年,0.4483
2505 國揚,CAPM_Beta 一年,0.2966
2506 太設,CAPM_Beta 一年,0.3357
2509 全坤建,CAPM_Beta 一年,0.3445
2511 太子,CAPM_Beta 一年,0.843
2514 龍邦,CAPM_Beta 一年,0.7697
2515 中工,CAPM_Beta 一年,0.6455
2516 新建,CAPM_Beta 一年,0.2556
2520 冠德,CAPM_Beta 一年,0.6296
2524 京城,CAPM_Beta 一年,0.4627
2527 宏璟,CAPM_Beta 一年,0.3942
2528 皇普,CAPM_Beta 一年,0.382
2530 華建,CAPM_Beta 一年,0.4762
2534 宏盛,CAPM_Beta 一年,0.5302
2535 達欣工,CAPM_Beta 一年,0.4307
2536 宏普,CAPM_Beta 一年,0.5067
2537 聯上發,CAPM_Beta 一年,0.2838
2538 基泰,CAPM_Beta 一年,0.5209
2539 櫻花建,CAPM_Beta 一年,0.4343
2540 愛山林,CAPM_Beta 一年,0.2992
2542 興富發,CAPM_Beta 一年,0.42
2543 皇昌,CAPM_Beta 一年,0.1003
2545 皇翔,CAPM_Beta 一年,0.5473
2546 根基,CAPM_Beta 一年,0.3214
2547 日勝生,CAPM_Beta 一年,0.8242
2548 華固,CAPM_Beta 一年,0.7515
2596 綠意,CAPM_Beta 一年,0.2194
2597 潤弘,CAPM_Beta 一年,0.2502
2601 益航,CAPM_Beta 一年,1.026
2603 長榮,CAPM_Beta 一年,0.8896
2605 新興,CAPM_Beta 一年,0.6401
2606 裕民,CAPM_Beta 一年,0.7997
2607 榮運,CAPM_Beta 一年,0.7198
2608 嘉里大榮,CAPM_Beta 一年,0.6837
2609 陽明,CAPM_Beta 一年,1.0126
2610 華航,CAPM_Beta 一年,0.556
2611 志信,CAPM_Beta 一年,0.4638
2612 中航,CAPM_Beta 一年,0.5772
2613 中櫃,CAPM_Beta 一年,0.7971
2614 東森,CAPM_Beta 一年,1.0085
2615 萬海,CAPM_Beta 一年,0.964
2616 山隆,CAPM_Beta 一年,0.2387
2617 台航,CAPM_Beta 一年,0.7328
2618 長榮航,CAPM_Beta 一年,0.7251
2630 亞航,CAPM_Beta 一年,0
2633 台灣高鐵,CAPM_Beta 一年,0
2634 漢翔,CAPM_Beta 一年,0.797
2636 台驊投控,CAPM_Beta 一年,0.8435
2637 慧洋-KY,CAPM_Beta 一年,0.3725
2640 大車隊,CAPM_Beta 一年,0.798
2641 正德,CAPM_Beta 一年,0.2945
2642 宅配通,CAPM_Beta 一年,0.7308
2643 捷迅,CAPM_Beta 一年,0
2701 萬企,CAPM_Beta 一年,0.3457
2702 華園,CAPM_Beta 一年,0.4782
2704 國賓,CAPM_Beta 一年,0.5468
2705 六福,CAPM_Beta 一年,0.73
2706 第一店,CAPM_Beta 一年,0.2748
2707 晶華,CAPM_Beta 一年,0.5801
2712 遠雄來,CAPM_Beta 一年,0.4399
2718 晶悅,CAPM_Beta 一年,0.1485
2719 燦星旅,CAPM_Beta 一年,0.826
2722 夏都,CAPM_Beta 一年,0.2328
2723 美食-KY,CAPM_Beta 一年,0.3574
2724 富驛-KY,CAPM_Beta 一年,0.5807
2726 雅茗-KY,CAPM_Beta 一年,0
2727 王品,CAPM_Beta 一年,0.6195
2729 瓦城,CAPM_Beta 一年,0.7326
2731 雄獅,CAPM_Beta 一年,0.7882
2732 六角,CAPM_Beta 一年,0
2734 易飛網,CAPM_Beta 一年,1.2147
2736 高野,CAPM_Beta 一年,0
2739 寒舍,CAPM_Beta 一年,0
2740 天蔥,CAPM_Beta 一年,0
2745 五福,CAPM_Beta 一年,0
2748 雲品,CAPM_Beta 一年,0
2752 豆府,CAPM_Beta 一年,0
2801 彰銀,CAPM_Beta 一年,0.8659
2809 京城銀,CAPM_Beta 一年,0.5343
2812 台中銀,CAPM_Beta 一年,0.3963
2816 旺旺保,CAPM_Beta 一年,1.1319
2820 華票,CAPM_Beta 一年,0.1646
2823 中壽,CAPM_Beta 一年,0.9817
2832 台產,CAPM_Beta 一年,0.3633
2834 臺企銀,CAPM_Beta 一年,0.5596
2836 高雄銀,CAPM_Beta 一年,0.3275
2838 聯邦銀,CAPM_Beta 一年,0.3762
2841 台開,CAPM_Beta 一年,0.168
2845 遠東銀,CAPM_Beta 一年,0.4533
2849 安泰銀,CAPM_Beta 一年,0.5869
2850 新產,CAPM_Beta 一年,0.5319
2851 中再保,CAPM_Beta 一年,0.4158
2852 第一保,CAPM_Beta 一年,0.0976
2855 統一證,CAPM_Beta 一年,0.8538
2867 三商壽,CAPM_Beta 一年,0.4962
2880 華南金,CAPM_Beta 一年,0.7543
2881 富邦金,CAPM_Beta 一年,1.2617
2882 國泰金,CAPM_Beta 一年,1.2795
2883 開發金,CAPM_Beta 一年,0.9919
2884 玉山金,CAPM_Beta 一年,0.8215
2885 元大金,CAPM_Beta 一年,1.142
2886 兆豐金,CAPM_Beta 一年,0.7847
2887 台新金,CAPM_Beta 一年,0.8999
2888 新光金,CAPM_Beta 一年,0.6324
2889 國票金,CAPM_Beta 一年,0.3411
2890 永豐金,CAPM_Beta 一年,0.7812
2891 中信金,CAPM_Beta 一年,1.1804
2892 第一金,CAPM_Beta 一年,0.7346
2897 王道銀行,CAPM_Beta 一年,0
2901 欣欣,CAPM_Beta 一年,0.2748
2903 遠百,CAPM_Beta 一年,0.5174
2904 匯僑,CAPM_Beta 一年,0.2254
2905 三商,CAPM_Beta 一年,0.4563
2906 高林,CAPM_Beta 一年,0.2803
2908 特力,CAPM_Beta 一年,0.2295
2910 統領,CAPM_Beta 一年,0.9756
2911 麗嬰房,CAPM_Beta 一年,0.6367
2912 統一超,CAPM_Beta 一年,0.7582
2913 農林,CAPM_Beta 一年,0.9108
2915 潤泰全,CAPM_Beta 一年,0.7546
2916 滿心,CAPM_Beta 一年,0.1443
2923 鼎固-KY,CAPM_Beta 一年,0.8473
2924 東凌-KY,CAPM_Beta 一年,0.4279
2926 誠品生活,CAPM_Beta 一年,0.4505
2928 紅馬-KY,CAPM_Beta 一年,0
2929 淘帝-KY,CAPM_Beta 一年,1.3745
2936 客思達-KY,CAPM_Beta 一年,0
2937 集雅社,CAPM_Beta 一年,0
2939 凱羿-KY,CAPM_Beta 一年,0
3002 歐格,CAPM_Beta 一年,1.2745
3003 健和興,CAPM_Beta 一年,1.5762
3004 豐達科,CAPM_Beta 一年,0.7201
3005 神基,CAPM_Beta 一年,0.8918
3006 晶豪科,CAPM_Beta 一年,1.4916
3008 大立光,CAPM_Beta 一年,1.4243
3010 華立,CAPM_Beta 一年,0.8247
3011 今皓,CAPM_Beta 一年,1.3713
3013 晟銘電,CAPM_Beta 一年,1.5827
3014 聯陽,CAPM_Beta 一年,1.4179
3015 全漢,CAPM_Beta 一年,0.3161
