證券代碼,Data Field,2016/4/29,2016/5/31,2016/6/30,2016/7/29,2016/8/31,2016/9/30,2016/10/31,2016/11/30,2016/12/30,2017/1/24,2017/2/24,2017/3/31,2017/4/28,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/30,2017/10/31,2017/11/30,2017/12/29,2018/1/31,2018/2/27,2018/3/31,2018/4/30
5364 力麗店,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5371 中光電,月報酬率 %,-10.6545,0.0001,0.1705,8.0063,1.6426,-4.7554,-3.9645,3.9753,-0.2942,0.7374,26.9401,2.8836,-4.0359,-5.3739,2.7162,0.4948,-4.1831,-2.8649,1.4046,-7.202,1.7911,12.3169,17.1017,-3.679,-8.2176
5371 中光電,現股當沖比重,1.13,2.28,2.22,2.13,0.3,2.64,4.48,1.52,0,0.15,10.07,2.88,5.98,0.82,0.19,0.35,8.27,3.27,3.76,2.09,2.66,25.56,21.47,6.01,14.49
5381 合正,月報酬率 %,21.6215,4.4446,-4.7871,-5.0281,16.4704,-3.5354,-8.3768,0.5713,2.2729,12.7779,2.9559,31.5791,5.8181,-3.7801,26.7857,53.5212,6.2385,-5.354,-8.5766,3.7925,-3.8462,-29.9833,15.3428,-6.1035,-10.1668
5381 合正,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5383 金利,月報酬率 %,-3.5466,-8.2736,-1.0023,1.4626,-0.7761,1.6761,-7.3626,-8.0664,1.2902,1.9107,13.1249,1.8783,-7.9176,-11.6608,3.8667,3.8511,-2.3485,12.0252,6.7797,12.1694,-0.9435,-16.146,4.3827,-1.5267,0.775
5383 金利,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5386 青雲,月報酬率 %,-4,5.4165,-1.3835,-5.2103,-4.7944,10.4591,30.254,10.993,39.9361,55.9362,-58.9312,28.164,15.9946,-11.5106,7.9753,-6.2503,-6.3887,3.264,-3.8794,-2.2424,-2.1407,23.125,95.1776,9.3626,-12.8418
5386 青雲,現股當沖比重,0,4.55,0,6.23,9.09,0,6.88,13.61,0,0,0,0,14.56,6.4,47.61,24.88,20,5.39,0,0,0,43.36,0,0,45.42
5392 應華,月報酬率 %,-5.746,3.5295,16.9421,11.407,-7.5805,-3.8394,-8.8931,-7.7689,-0.2161,3.1386,4.0923,3.8306,-5.0487,10.2249,-1.6698,1.1323,4.5221,-6.369,0.7107,11.0887,15.971,-10.6415,-10.1575,-1.1695,-6.9032
5392 應華,現股當沖比重,0,1.1,2.21,10.69,6.4,6.94,12.41,3.04,1.93,3.64,1.09,5.51,34.95,19.38,11.55,12.54,4.22,7.9,17.97,15.11,19.67,18.33,18.84,5.64,9.24
5398 慕康生醫,月報酬率 %,12.5404,-1.4285,-4.348,-3.0303,9.5314,32.0968,3.9957,-13.188,0.2391,-0.716,-4.3268,-10.5528,-12.7809,20.1288,8.5791,-8.6421,-3.1082,-12.2733,-5.2465,-4.0269,8.3919,-3.5485,-0.3345,26.8454,-14.0213
5398 慕康生醫,現股當沖比重,0,0,0,0,1.13,17.05,10.24,8.11,8.62,6.83,7.43,9.1,3.23,0.93,13.01,4,8.11,0,26.02,9.09,7.69,11.11,14.26,41.35,14.73
5403 中菲,月報酬率 %,0.3622,-1.0832,0.1826,14.3897,12.6574,-0.1533,-6.6051,-3.7828,4.1023,1.3135,4.214,10.7307,-0.9832,4.3972,-0.4076,0.6822,3.658,-3.3996,4.2519,4.7819,0.2684,3.2127,-0.1297,5.8444,0.2454
5403 中菲,現股當沖比重,1.54,0,0,0,3.03,0,0,0,0,0,0.79,0,0,0.83,0.85,0,0,1.66,0,0,0,2.22,0,2.19,1.06
5410 國眾,月報酬率 %,0.7813,0,0.0001,7.3642,1.2275,7.4221,-5.091,-0.3831,1.5385,-0.3788,4.1825,-0.365,-0.3662,2.9412,1.0713,2.1201,-0.0512,-1.1153,1.1276,0.3717,-0.7406,2.9848,0.7245,38.4892,-7.7923
5410 國眾,現股當沖比重,0.41,0,0,0.42,0,0.91,2.44,0,1.47,0,0,2.18,0,0,0,0,6.92,1.31,0,6.59,3.25,0,0,0,18.62
5425 台半,月報酬率 %,-8.8991,3.0854,-3.616,6.3697,-5.3248,0.9604,-3.6685,-7.8984,7.9633,2.695,6.3534,-7.5326,11.798,9.0452,-4.1477,4.5898,4.0295,29.3426,35.2087,-9.2615,2.0712,4.4928,-1.5257,11.2673,-13.4176
5425 台半,現股當沖比重,11.53,13.76,7.14,8.89,5.94,6.91,2.25,3.35,1.89,4.11,7.63,0.68,15.74,21.17,12.05,6.8,10.2,30.94,24.9,39.35,21.41,29.92,25.39,32.8,26.14
5426 振發,月報酬率 %,-0.9092,4.5872,9.2104,8.4335,3.0308,-5.2632,0.7936,4.3306,-7.1697,0.4066,4.0488,3.8911,-2.6218,0.0001,0,2.6925,16.8302,-1.3842,24.9122,-6.1797,-7.7845,16.234,-6.1454,-13.0955,-11.9862
5426 振發,現股當沖比重,0,0,1.5,10.94,0,0,0,0.79,0,0,0,0,0,0,0,0,17.43,0,9.58,23.12,9.94,54.29,3.34,2.65,2.79
5432 達威,月報酬率 %,0.3248,-2.2654,0.3311,4.6205,2.839,-1.8404,-5.6249,13.9074,20.3488,-3.3816,9.75,1.5946,9.1928,2.2587,2.8112,-8.2033,-4.2553,5.1112,-7.3996,4.1097,-4.3861,-10.5505,2.3078,-8.5216,6.8494
5432 達威,現股當沖比重,0,0,0,0,9.8,33.33,0,0,0,0,42.11,0,0,45.83,0,0,99.49,0,0,0,0,0,0,50,0
5438 東友,月報酬率 %,-6.8729,-4.0591,-1.5384,1.1322,-0.4253,0.8545,-1.6948,15.0861,-0.749,5.6604,-0.3571,7.8854,-3.3222,3.0928,1.3332,-1.7856,12.7272,3.2259,4.9999,-0.0002,-1.1903,6.9279,-3.9436,9.6777,-5.3475
5438 東友,現股當沖比重,4.04,0,3,2.7,1.29,1.35,0,3.62,0,6.68,7.12,4.12,1.19,0,2.99,0,0,2.13,3.35,56.89,3.13,6.27,10.52,34.41,1.51
5439 高技,月報酬率 %,1.9466,16.7064,13.7014,10.7633,4.6156,-2.1241,-2.3371,-10.0855,6.0835,-0.3586,14.7482,-3.0993,4.5677,-0.156,1.4065,4.3556,-5.4689,6.6117,-0.9303,-3.443,-0.8101,15.0326,1.4204,17.9273,-7.8385
5439 高技,現股當沖比重,0,0,7.1,12.55,2.45,0.41,2.18,4.27,1.33,6.29,0.73,0.43,2.61,2.33,1.95,0.3,0.73,5.91,3.78,4.54,3.88,30.89,10.54,39.13,28.91
5443 均豪,月報酬率 %,-12.6543,11.6607,6.0127,12.0604,33.5209,-8.4388,-4.1476,-6.9712,8.5273,5.2381,11.0861,9.776,-8.7198,-6.7073,9.586,-0.5965,-9.9138,8.6124,5.0661,-11.3208,0.4727,0,0.2352,1.8779,6.6821
5443 均豪,現股當沖比重,3.1,4.03,4.21,7.99,14.62,7.6,14.98,6.76,9.52,5.66,12.21,10.52,6.83,1.97,9.44,3.92,5.22,9.7,32.35,8.04,4.19,1.47,7.2,10.69,1.05
5450 寶聯通,月報酬率 %,-3.7511,-5.3453,3.5293,2.2729,11.6665,-8.8556,2.0743,-9.0909,0.0001,-2.2352,6.6186,-2.9345,-5,-0.8568,-7.7778,-2.2758,1.3699,0.8107,-3.4852,-0.1387,-2.086,-0.8524,23.2092,26.7444,-15.5964
5450 寶聯通,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5452 佶優,月報酬率 %,-4.247,-4.0324,-0.8404,-3.3898,-8.3333,-1.9512,4.4776,-3.3334,-1.5762,-1.7017,4.3788,-3.3171,-1.9171,-4.5267,4.7414,-3.9095,-1.4987,15.453,-4.3062,-2.9999,-5.1545,1.9565,-5.6502,0.5651,-8.764
5452 佶優,現股當沖比重,4.75,1.29,2,9.36,1.65,2.81,17.35,3.11,8.93,1.41,12.66,0,4.89,2.42,32.76,29.6,5.39,10.7,2.15,0.98,2.46,7.11,0,0,8
5455 昇益,月報酬率 %,-24.3672,35.7742,49.4605,-15.9794,-17.7914,-1.1497,0.78,-7.8947,-1.6806,-8.547,73.832,-10.5376,5.7691,-2.2728,19.7675,4.8542,-11.5741,4.1885,-11.9597,-2.9679,5.2941,18.4357,-12.7358,7.5675,-1.5074
5455 昇益,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5457 宣德,月報酬率 %,8.6142,-8.2759,6.0151,10.9928,-3.514,-4.1537,-17.7503,-2.9916,9.4716,13.2799,1.5986,-13.4616,12.7271,-5.1974,8.1286,46.8531,18.3334,-4.4266,-3.3684,32.2439,0.1648,-10.1975,-6.7765,10.6088,-12.078
5457 宣德,現股當沖比重,9.84,2.64,1.52,14.68,17.78,3.61,0,3.14,0.39,6.97,1.24,0.66,13.08,4.18,10.92,24.73,33.43,26.77,12.66,32.3,40.77,36.9,32.14,16.18,25.81
5460 同協,月報酬率 %,0.7813,-6.5892,2.9043,1.613,-0.8473,1.7094,-1.2604,-3.8297,1.7699,1.7393,4.2734,2.8688,1.9922,-0.7813,2.3621,1.1536,2.3798,-0.3906,-1.9608,1.5999,-3.5434,0,0,-1.2246,-1.2397
5460 同協,現股當沖比重,0,0,0,0.45,11.11,0,13.04,0,11.59,3.7,2.11,0,6.54,5.55,0,42.64,28.54,17.99,58.52,38.71,44.8,28.35,28.81,41.27,0
5464 霖宏,月報酬率 %,-2.0649,-4.5181,0.9463,4.9999,1.4882,4.1801,1.2346,-7.9268,0.331,-0.9901,1.3333,0.9867,-1.303,-12.5411,0.7545,1.498,0.3688,1.1365,-2.6217,-3.8462,1.6,7.0868,4.0442,0,-2.12
5464 霖宏,現股當沖比重,0,0,0,0,3.75,15,0,0,11.76,0,0,0,10.53,2.9,0,0,0,16.67,0,4.71,15.79,4.55,6.25,21.59,9.09
5465 富驊,月報酬率 %,-2.5641,6.7669,-5.1686,-1.8939,4.2472,19.2592,-6.2112,-9.9339,-1.8382,8.9887,13.7458,-0.6042,2.1277,23.8092,12.5,12.6068,-0.7589,-6.1184,3.055,3.9524,-9.8859,-7.173,10.4547,-11.1112,-7.4073
5465 富驊,現股當沖比重,0,0,0,0,0,13.24,6.62,0,0,4.64,0,0.64,6.84,4.97,5.38,9.04,17.37,7.73,3.57,10.58,19.85,0,3.79,4.02,1.39
5468 凱鈺,月報酬率 %,-6.8221,-8.7502,2.3483,-1.1472,23.0176,10.6921,-3.5513,-13.1074,-0.8475,5.9828,8.0644,-10.4477,-7.4999,-13.5135,-13.7498,1.6907,-1.4253,38.554,-12,-5.3359,0.6264,-3.5269,-5.5914,14.8063,-5.9525
5468 凱鈺,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5474 聰泰,月報酬率 %,-12.3881,8.0069,-1.2616,47.884,0.3471,-11.2904,-3.7662,-0.5398,-3.7993,-1.5514,-2.5787,-0.294,-0.7373,-9.2125,0.8184,-4.6048,-11.3308,-0.2028,0.6094,-0.707,8.2402,-6.2972,-8.7261,30.1101,-0.1688
5474 聰泰,現股當沖比重,3.19,9.45,4.58,17.66,17.85,9.2,27.22,24.08,2.45,7.17,18.11,1.66,2.86,20.55,11.69,2.41,6.08,23.53,0,12.99,8.33,12.5,12.94,7.11,5.66
5475 德宏,月報酬率 %,-9.5929,-5.1446,-1.6951,15.8622,-10.1191,30.4636,-9.3908,-13.7257,-0.3247,19.2183,69.672,-15.781,-36.8119,45.8418,-5.2847,7.6361,33.6974,-2.1429,0.3129,-3.5344,11.5302,-11.9806,-4.9397,-7.3903,-6.3592
5475 德宏,現股當沖比重,0,0,0,0,0,0,0,3.38,1.86,6.1,0,0,0,10.5,5.01,0,0,0,0,0,0,0,0,0,0
5478 智冠,月報酬率 %,-13.8485,3.2148,10.4919,6.8249,-7.4999,-0.3003,-2.3249,-0.9464,1.1146,-0.1575,-0.7886,3.8157,5.6664,28.6958,-5.518,-4.41,-10.2245,-5.5555,1.1161,4.7903,0.143,3.5665,-8.1266,19.64,9.7744
5478 智冠,現股當沖比重,14.61,5.58,9.72,13.45,7.38,15.31,25.97,1.62,0,2.89,0.85,11.48,15.86,29.95,26.87,2.18,8,7.8,5.97,6.46,7.92,19.83,5.72,35.21,36.31
5481 新華,月報酬率 %,12.2807,-0.6249,-1.8868,1.923,3.7735,5.1516,1.4411,-3.9773,2.6629,-5.7638,5.8104,5.2025,-3.2966,-3.9773,-11.2426,15.0001,-1.1595,4.6921,12.8852,23.8214,-0.6011,58.871,-8.5026,-6.5187,-34.7181
5481 新華,現股當沖比重,0,0,2.63,0.33,1.8,7.32,4.13,0,7.51,7.37,6.72,1.52,5.47,8,12.49,1.18,0,2.84,0,35.78,29.69,24.47,33.58,31.89,0
5483 中美晶,月報酬率 %,-4.1782,4.0698,0.6983,0.6057,-2.299,-3.5294,3.6585,-14.7059,15.1723,19.1616,18.2162,3.2943,-9.8765,7.9908,-4.5454,38.4899,-11.3674,19.8883,30.2325,-4.4048,-4.9814,33.0276,-11.527,18.597,21.1266
5483 中美晶,現股當沖比重,6.18,9.29,16.69,5.67,15.45,9.27,10.93,3.83,17.63,23.35,16.68,20.61,7.22,12.62,12.69,39.95,22.51,37.27,47.02,25.06,29.37,45.46,31.65,44.87,43.22
5487 通泰,月報酬率 %,0.4465,-1.7777,11.7649,2.5177,4.2375,-0.2031,1.8329,-8.7998,2.6316,5.1283,1.0164,8.2495,-2.2305,-2.8518,-0.1954,5.7171,-0.0001,-0.4016,0.4033,3.8151,-0.1933,0.7751,0.3847,3.8313,3.8744
5487 通泰,現股當沖比重,2,6.32,3.54,0,0,0,19.67,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,8,0
5488 松普,月報酬率 %,-6.2069,8.2721,3.2257,5.7564,2.6438,5,-5.772,13.4762,25.7762,-4.3993,-3.2546,17.1692,-15.0493,-0.3495,2.3392,0.5652,-14.1056,5.474,-1.7723,-3.3505,14,16.7248,-8.7175,0.0001,-1.9758
5488 松普,現股當沖比重,0,3.49,19.84,13.81,14.4,12.78,1.37,1.76,19.09,2.71,1.24,5.76,10.7,6.69,3.13,2.14,5.79,4.4,12.32,2.56,5.93,24.74,3.42,41.28,3.25
5489 彩富,月報酬率 %,-4.753,-1.9961,-11.9144,4.6243,0.663,-0.1189,0,-0.4762,7.5362,-11.2348,-8.2705,0.0001,-0.4098,-5.8986,0.5831,4.7824,-0.677,4.399,2.8091,10.9291,-8.6207,2.0215,-0.1321,-0.9258,-0.9344
5489 彩富,現股當沖比重,0,0,0,10.81,0,0,0,4.76,0,0,0,4.72,0,6.25,0,4.08,0,1.2,1.29,1.49,3.22,9.8,0,0,0
5490 同亨,月報酬率 %,-12.1739,0,6.1058,-8.4197,1.4626,-15.3153,-0.8509,22.5318,-1.226,6.9148,-2.9851,6.6666,12.9807,0.1418,-6.8019,-5.6452,6.8378,-16.1599,-6.2026,1.6277,-0.7007,-12.1977,-7.6924,-5.2237,-14.8293
5490 同亨,現股當沖比重,6.09,12.13,20.97,5.99,8.02,8.22,9.1,21.87,5.57,5.33,5.6,15.13,15.83,14.31,11.6,10.16,5.13,15.93,12.66,4.5,9.17,2.94,2.71,0,9.78
5493 三聯,月報酬率 %,1.5623,-0.9227,-3.7266,0.0048,2.2529,0.6779,-0.1684,-0.1685,6.2501,0.1589,1.1113,0.3139,0.7825,-7.6089,-1.5127,3.1205,-0.7092,-2.1428,-1.46,-1.2963,0.563,0.0001,0.7463,0.0001,2.0371
5493 三聯,現股當沖比重,4.51,14.31,0,0,0,0,0,3.12,2.69,0,0,0,0,0,0,0,3.55,0,0,7.41,0,0,0,0,2.45
5498 凱崴,月報酬率 %,-8.8786,-3.8462,8.2667,15.0247,-3.1049,3.8675,5.3192,11.1112,-4.5454,-1.4287,-3.3817,0.5001,7.9602,-6.9125,0,5.4455,-3.2865,13.5923,1.2819,-6.3292,12.1621,0,-5.2209,2.9661,0.8232
5498 凱崴,現股當沖比重,0,0,20.1,2.8,5.65,0.43,0,9.87,0.33,0.8,5.55,2.1,2.47,2.9,0,14.61,0,4.32,12.08,7.2,6.83,4.16,3.27,18.97,42.85
5508 永信建,月報酬率 %,-0.708,-0.8914,1.6187,0.814,-0.9557,-1.1582,-6.4453,0.209,-6.6668,9.3749,0.8163,17.2066,-2.2455,0.1766,0.3528,5.0541,4.0926,9.4017,-0.1562,-0.1563,-0.7835,1.106,-2.8125,7.717,-1.4927
5508 永信建,現股當沖比重,0,15.04,7.31,0,0,2.13,8.15,20.29,1.17,21.29,0.92,4.66,28.94,0,0,1.1,3.53,51.6,51.23,6.54,1.55,0,0,0,2.13
5511 德昌,月報酬率 %,-0.2143,-1.9314,-0.6563,5.7786,-0.641,-5.0422,-6.3157,3.3706,2.6086,-0.8474,-2.564,2.6318,-5.5555,-8.5973,0.9902,-1.005,-0.0001,-1.2724,-4.9763,-1.7458,0.7614,1.0077,-0.2493,1.4999,0.739
5511 德昌,現股當沖比重,8.07,48.62,18.52,4.54,19.3,15.95,5.75,32.4,21.7,0,7.67,13.39,53.25,0,38.04,24.07,0,15.33,8.49,6.01,0,16.67,0,6.14,0
5512 力麒,月報酬率 %,-9.1274,1.1037,0.8735,0.2702,5.8284,-3.4557,-2.6845,-5.0572,-3.2687,0.2502,10.487,3.6156,1.3087,3.4448,7.7002,-1.5373,-2.9898,-1.3813,0.3233,0.5371,6.3032,0.5026,-2.2,31.3906,-5.4476
5512 力麒,現股當沖比重,0.68,0,3.75,2.29,0.48,0.24,0,3.57,1.28,0.4,0.76,0.38,0.34,0.71,4.33,6.76,0.1,1.89,2.92,1.51,26.08,5.51,1.43,0.34,26.05
5514 三豐,月報酬率 %,2.2223,0.1086,-0.2173,-1.5235,0.7735,0,1.0964,10.0868,-4.7293,-4.4466,6.0606,1.3267,-1.3092,0.102,0.4763,0.3155,-0.4193,9.4736,-5.9616,-0.3067,4.6153,20.0979,12.2451,4,-4.8949
5514 三豐,現股當沖比重,9.32,2.27,3.73,2.44,1.03,6.25,0,25.8,0,0,0,0,0,7.69,0,0,2.05,0,0,1.96,1.91,18.92,22.55,44.44,3.56
5516 雙喜,月報酬率 %,-0.4692,-3.7735,-3.4314,0.9139,-1.4085,-7.3468,-0.3304,-0.5522,-0.6667,-1.1186,0.113,-0.7909,-0.5696,1.9473,-3.5954,2.3311,7.9726,4.7468,-4.3305,-1.3685,0.3203,-0.1064,1.1715,-0.1053,20.6531
5516 雙喜,現股當沖比重,0,0,0,0,8.7,21.74,0,0,0,18.18,0,0,0,16,0,100,0,0,2.63,0,9.52,0,0,75,0
5520 力泰,月報酬率 %,-0.1847,2.0333,-5.7972,7.3966,0.3787,3.0188,-1.0989,1.4817,-1.2773,0.5546,1.6544,-0.5425,-0.3638,-0.9123,1.1048,5.0258,-0.9243,0.7463,1.4814,-0.7299,0.7352,-0.5475,-0.5502,2.952,-1.0754
5520 力泰,現股當沖比重,0,0,5,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5523 豐謙,月報酬率 %,-12.1387,4.8685,-9.6613,38.7497,-21.8217,-5.8899,-3.8096,0.5657,9.2828,-7.722,5.1605,77.0556,19.8503,-5.9374,-8.3056,-5.7972,-14.2308,-0.4485,-1.8016,8.7156,0.0001,0.4222,-1.6807,-3.8461,-4.8888
5523 豐謙,現股當沖比重,0,0,0,4.79,0,0,0,0,2.13,0,0,0,28.9,0,0,0,7.12,6.02,15.4,7.75,6.72,22.56,14.23,5.75,12.47
5529 志嘉,月報酬率 %,-8.0357,3.3979,-2.3473,2.8848,-9.9997,1.6615,-11.1337,-2.5287,-13.5615,0.5459,3.1206,9.2106,35.542,-18.4,-0.6537,-8.443,3.9521,6.2213,-1.3015,-0.3297,1.1025,-3.4896,-5.6498,0.9583,-0.9488
5529 志嘉,現股當沖比重,0,5.56,13.8,0,12.21,18.47,0,6.14,19.9,0,16.94,3.97,0,9.84,8,0,0,0,0,0,0,0,0,0,0
5530 龍巖,月報酬率 %,-5.8723,-2.0185,6.5543,1.9333,-6.8983,1.6823,-1.1029,2.416,2.7222,-1.4134,3.7634,5.8722,-6.5254,16.9283,-4.0299,15.0856,-5.1443,0.2897,5.9248,-1.7734,-4.7224,-2.1865,-4.6201,-0.7815,-1.575
5530 龍巖,現股當沖比重,2.61,0,12.6,0,0,0,0,0,3.37,0.61,4.59,1.42,6.9,11.13,0.18,29.41,15.26,4.64,4.13,8.05,1.61,3.6,3.1,1.09,0
5536 聖暉,月報酬率 %,-2.0856,-4.2603,-0.1236,5.4455,8.6713,-4.1618,2.5331,3.8823,5.3228,0.4301,18.8436,17.1172,1.5385,26.5149,2.2098,19.6925,-7.455,-2.5,1.9943,5.8661,9.2349,0.2413,3.1325,3.972,3.3708
5536 聖暉,現股當沖比重,0,0,0,0,1.85,0,10.2,5.52,2.1,0,12.31,7.65,4.64,16.7,13.14,28.42,15.9,23.63,6.91,5.36,17.32,10.33,20.03,11.73,11.25
5543 崇佑-KY,月報酬率 %,0,20,2.6516,6.2731,13.071,-7.753,-6.8612,-7.5506,-1.5937,-2.0244,3.7191,1.5935,-1.3725,-1.1926,-2.2135,-2.3414,-12.6637,5.5001,0.948,-11.7341,5.0669,-2.538,16.1459,1.7938,-11.6742
5543 崇佑-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5601 台聯櫃,月報酬率 %,-1.9231,0.7841,-0.0001,3.1471,-2.6924,-3.1621,-2.0408,2.0833,-4.4898,-0.8547,0.6464,-2.9977,-1.1037,-0.8929,-1.5767,1.602,0,0.9131,-0.0001,-0.4525,0.4545,-1.8099,0.4608,0,2.2936
5601 台聯櫃,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5603 陸海,月報酬率 %,-3.3668,-2.7875,2.1503,5.9647,-0.6624,-1.7985,-4.3956,4.9807,-4.0146,1.5211,2.9964,0,-2.909,-4.4945,2.3529,-1.5978,-0.8233,2.0747,0.813,-0.4031,0.0002,1.6194,-3.1874,4.1152,-2.7667
5603 陸海,現股當沖比重,4.09,0.99,3.67,0,9.01,0,0,18.54,0,1.46,0,0,0,5.62,0,17.83,6.37,20.13,4.26,5.88,0,0,0,5.99,0.83
5604 中連貨,月報酬率 %,-0.1315,-4.3479,4.3826,-2.4496,-2.5108,1.5152,-9.5521,4.9506,-3.7736,7.2311,3.7151,-1.4922,-0.3029,-3.9513,-2.5318,3.5586,0,0.8321,-1.9802,-5.5555,5.1693,2.3728,0.0002,5.6289,2.1944
5604 中連貨,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.12,0,12.4
5609 中菲行,月報酬率 %,-2.1406,4.6874,1.4925,9.287,8.2622,0.7893,7.8327,2.6635,-3.0664,6.8125,-2.7336,11.2413,-2.5263,-0.6479,4.7827,-2.9283,3.7211,2.4663,-2.1882,-3.803,-2.3256,0.7144,0.7093,0.2347,-3.5129
5609 中菲行,現股當沖比重,0,0,2.61,5.39,0.87,0,0,2.77,1.07,0.43,0.56,0,0,1.04,0,0,2.86,15.5,0,0,6.44,0,1.33,0,7.16
5701 劍湖山,月報酬率 %,-6.3759,5.0179,-3.4128,0.7068,4.9123,-0.3344,-10.0671,-6.3433,9.9601,7.2465,2.3646,-1.9801,-3.3668,2.7875,-0.3391,-3.0612,-20.0001,-4.8245,0.9216,1.3698,5.4053,-0.4273,0.8584,-4.6809,-3.1249
5701 劍湖山,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5703 亞都,月報酬率 %,-1.5694,-0.9114,2.5288,0.4485,6.0124,2.3657,2.7312,0.6134,-1.2192,0.8231,0.6123,0.2029,5.2632,-4.0384,0.0001,3.8267,-2.7239,1,0.7921,-2.9469,1.8219,-0.1988,-0.1992,1.7963,-2.9413
5703 亞都,現股當沖比重,14.29,0,0,0,1.49,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,1.52,0,85.71,0,0,0
5704 老爺知,月報酬率 %,-8.7748,-0.5444,2.1898,3.4056,-3.7567,0.1859,0.1855,-1.4816,-3.1955,-1.9417,0.594,-3.7403,0.409,-1.222,2.6803,-0.6025,-2.6264,-3.1118,1.4991,0.8439,-0.837,-2.1096,-3.6637,3.5793,-10.799
5704 老爺知,現股當沖比重,4.55,8.11,2.86,0,0,0,0,6.67,0,0,0,8.33,25,75,0,28.57,0,0,0,33.32,50,16.67,0,4.52,20
5820 日盛金,月報酬率 %,-1.4025,-4.2675,1.1886,3.3773,-0.1423,-1.3263,0.4582,1.8236,2.9851,-1.5941,2.3563,3.1654,-0.558,-4.2076,1.0247,2.7538,2.4335,4.1782,7.0855,8.4897,-3.5675,-0.5967,2.6412,-0.2337,3.517
5820 日盛金,現股當沖比重,0.51,0,0.53,0,0,0.29,0,0.35,26.33,1.35,2.4,0,0.26,1.76,0,0.1,0.27,1.45,0.08,4.17,0.27,1.37,3.69,0.4,6.83
5864 致和證,月報酬率 %,-1.4815,0.3008,0.4497,-1.4924,1.3636,-1.1959,8.7746,-1.9471,1.4185,-3.4966,4.7825,17.5657,-1.1765,-0.4418,-3.6128,3.4807,4.7862,6.1729,1.1627,2.8735,6.1453,3.1577,2.0407,0.9998,24.1721
5864 致和證,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5878 台名,月報酬率 %,-2.8868,4.1619,7.9908,-1.693,-0.3443,1.2672,-1.8202,-1.0429,-0.2342,1.5258,7.3988,-0.5382,6.1688,-0.1019,1.4569,-0.7525,-4.7672,-4.0955,2.3725,1.7381,1.8222,3.3559,1.7317,4.2553,-4.0816
5878 台名,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5902 德記,月報酬率 %,6.8182,1.2768,6.7227,-0.7875,2.3808,-1.9382,-4.3479,-0.8265,-1.2501,5.9072,0.7967,4.3479,5.6818,-2.509,2.2058,-3.597,-3.3585,-3.4748,-2.8001,-1.2346,3.7504,2.0081,0.3937,-1.1765,-0.3968
5902 德記,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5903 全家,月報酬率 %,-5.8426,-3.5801,-0.0001,4.7032,9.3997,-1.766,0.2247,-3.1392,-5.5555,1.9607,-2.4039,-0.9853,2.2389,0.7298,-1.2075,0.489,-2.8919,-7.4548,2.2222,-2.7177,-0.5588,6.7417,-4.7369,-4.1436,2.0174
5903 全家,現股當沖比重,0,0,0,0,3.2,0,0,0,7.62,1.25,0,6.21,6.58,7.43,0,0,0,4.52,0,4.37,0,0,2.66,4.93,0
5904 寶雅,月報酬率 %,0.0001,7.31,-2.4524,13.7213,20.5848,-1.7915,-1.3948,-13.1665,-6.3909,2.4098,-6.7971,0.1403,15.4063,0.1214,-6.4242,3.4959,1.948,-8.0254,7.0636,-3.7515,0.1344,0.2685,1.071,-3.7088,-9.491
5904 寶雅,現股當沖比重,7.97,3.65,11.83,2.95,8.53,3.55,1.36,5.31,22.56,4.84,4,0.55,15.31,10.79,2.04,6.98,8.63,0,7.57,0,0,4.92,0,0,2.91
